Wavelength,DsRed2 (EX),DsRed2 (EM),Sirius (EX),Sirius (EM),Cerulean (EX),Cerulean (EM),KO (EX),KO (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),mOrange (EX),mOrange (EM),mPlum (EX),mPlum (EM),TagRFP (EX),TagRFP (EM),mScarlet (EX),mScarlet (EM),mCherry (EX),mCherry (EM),tdTomato (EX),tdTomato (EM)
413,0.0285,0.0,0.01,0.8135,0.6475,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.0190355,0.0,0.027149299999999998,0.0
414,0.0285,0.0,0.0068,0.8358,0.6633,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.0190355,0.0,0.027149299999999998,0.0
415,0.0285,0.0,0.0056,0.8585,0.6803,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.0190355,0.0,0.027149299999999998,0.0
416,0.0284,0.0,0.0057,0.8797,0.6976,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.016497500000000002,0.0,0.027149299999999998,0.0
417,0.028999999999999998,0.0,0.0058,0.9007,0.7161,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.016497500000000002,0.0,0.027149299999999998,0.0
418,0.0311,0.0,0.0059,0.9171,0.7346,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.016497500000000002,0.0,0.0260181,0.0
419,0.0329,0.0,0.006,0.9336,0.7541,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.016497500000000002,0.0,0.0260181,0.0
420,0.0336,0.0,0.0062,0.9484,0.7724,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.005,0.0,0.0153257,0.0,0.0152284,0.0,0.0260181,0.0
421,0.0337,0.0,0.0065,0.9624,0.7933,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.0152284,0.0,0.0248869,0.0
422,0.0336,0.0,0.0073,0.9763,0.8134,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.005,0.0,0.014048499999999998,0.0,0.0152284,0.0,0.0248869,0.0
423,0.035,0.0,0.0,0.9874,0.8340000000000001,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.006,0.0,0.0153257,0.0,0.0152284,0.0,0.0248869,0.0
424,0.0363,0.0,0.0,0.9937,0.8553,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.006,0.0,0.0166028,0.0,0.0152284,0.0,0.0248869,0.0
425,0.0362,0.0,0.0,1.0,0.8759999999999999,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.006,0.0,0.0166028,0.0,0.0152284,0.0,0.0260181,0.0
426,0.0365,0.0,0.0,0.9987,0.8957,0.0,0.0088,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.006,0.0,0.0166028,0.0,0.0152284,0.0,0.0248869,0.0
427,0.0379,0.0,0.0,0.9966,0.9156,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.006,0.0,0.0166028,0.0,0.0152284,0.0,0.0260181,0.0
428,0.0389,0.0,0.0,0.9944,0.9333,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.006999999999999999,0.0,0.01788,0.0,0.0152284,0.0,0.027149299999999998,0.0
429,0.0388,0.0,0.0,0.9922,0.9491,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.006999999999999999,0.0,0.01788,0.0,0.0152284,0.0,0.027149299999999998,0.0
430,0.0397,0.0,0.0,0.9903,0.9647,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.006999999999999999,0.0,0.01788,0.0,0.0152284,0.0,0.027149299999999998,0.0
431,0.0412,0.0,0.0,0.9890000000000001,0.9764,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.006999999999999999,0.0,0.01788,0.0,0.0152284,0.0,0.027149299999999998,0.0
432,0.0426,0.0,0.0,0.9877,0.9865,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.008,0.0,0.01788,0.0,0.0139594,0.0,0.0282805,0.0
433,0.0441,0.0,0.0,0.9863,0.9937,0.0036,0.0126,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.008,0.0,0.01788,0.0,0.0152284,0.0,0.030543,0.0
434,0.0456,0.0,0.0,0.985,0.9981,0.0037,0.0134,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.0,0.008,0.0,0.019157099999999996,0.0,0.0152284,0.0,0.030543,0.0
435,0.0483,0.0,0.0,0.9832,1.0,0.0044,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.008,0.0,0.020434200000000003,0.0,0.0152284,0.0,0.0316742,0.0
436,0.0497,0.0,0.0,0.9814,0.9997,0.0056,0.0154,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.009000000000000001,0.0,0.020434200000000003,0.0,0.0152284,0.0,0.0339367,0.0
437,0.0517,0.0,0.0,0.9795,0.9968,0.0042,0.0162,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.009000000000000001,0.0,0.020434200000000003,0.0,0.0152284,0.0,0.0339367,0.0
438,0.0545,0.0,0.0,0.9777,0.9936,0.0049,0.0174,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.01,0.0,0.021711400000000002,0.0,0.0152284,0.0,0.0350679,0.0
439,0.0564,0.0,0.0,0.9727,0.9895,0.0051,0.0186,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.01,0.0,0.021711400000000002,0.0,0.0152284,0.0,0.037330300000000004,0.0
440,0.0589,0.0,0.0,0.9669,0.9838,0.0065,0.019,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.011000000000000001,0.0,0.021711400000000002,0.0,0.0152284,0.0,0.0384615,0.0
441,0.0618,0.0,0.0,0.9616,0.9785,0.0065,0.0199,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.012,0.0,0.0242656,0.0,0.016497500000000002,0.0,0.041855199999999995,0.0
442,0.0646,0.0,0.0,0.9563,0.9732,0.0079,0.0207,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.012,0.0,0.0242656,0.0,0.016497500000000002,0.0,0.041855199999999995,0.0
443,0.0675,0.0,0.0,0.9509,0.9683,0.0093,0.0228,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.012,0.0,0.0242656,0.0,0.0190355,0.0,0.0452489,0.0
444,0.0704,0.0,0.0,0.9456,0.9649,0.0111,0.024,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.013000000000000001,0.0,0.025542799999999997,0.0,0.0190355,0.0,0.046380099999999994,0.0
445,0.0731,0.0,0.0,0.9403,0.9616,0.013000000000000001,0.0255,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.013000000000000001,0.0,0.025542799999999997,0.0,0.0190355,0.0,0.048642500000000005,0.0
446,0.076,0.0,0.0,0.9296,0.96,0.0159,0.0272,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.013999999999999999,0.0,0.0280971,0.0,0.0190355,0.0,0.050905,0.0
447,0.0785,0.0,0.0,0.9176,0.9594,0.0188,0.0282,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.015,0.0,0.0280971,0.0,0.0190355,0.0,0.053167400000000004,0.0
448,0.0804,0.0,0.0,0.9056,0.9598,0.023,0.0298,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.015,0.0,0.0293742,0.0,0.0190355,0.0,0.054298599999999995,0.0
449,0.0833,0.0,0.0,0.8928,0.9603,0.0294,0.0314,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.016,0.0,0.0306513,0.0,0.0190355,0.0,0.0576923,0.0
450,0.0863,0.0,0.0,0.8794,0.9617,0.035,0.0335,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.012,0.0,0.017,0.0,0.0319285,0.0,0.0190355,0.0,0.0588235,0.0
451,0.08900000000000001,0.0,0.0,0.8659,0.9620000000000001,0.0433,0.0345,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.013000000000000001,0.0,0.018000000000000002,0.0,0.0332056,0.0,0.0215736,0.0,0.06221719999999999,0.0
452,0.0919,0.0,0.0,0.8519,0.9619,0.0539,0.0362,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.013000000000000001,0.0,0.018000000000000002,0.0,0.0357599,0.0,0.022842599999999998,0.0,0.06561089999999999,0.0
453,0.0948,0.0,0.0,0.8358,0.96,0.0663,0.0382,0.0,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,0.013999999999999999,0.0,0.02,0.0,0.0357599,0.0,0.022842599999999998,0.0,0.0678733,0.0
454,0.0992,0.0,0.0,0.8198,0.9565,0.0817,0.0403,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.015,0.0,0.021,0.0,0.037037,0.0,0.022842599999999998,0.0,0.0690045,0.0
455,0.1033,0.0,0.0,0.8031,0.9494,0.1014,0.0428,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.016,0.0,0.022000000000000002,0.0,0.0395913,0.0,0.022842599999999998,0.0,0.0723982,0.0
456,0.1076,0.0,0.0,0.7837,0.9402,0.1241,0.0449,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.017,0.0,0.023,0.0,0.0408685,0.0,0.022842599999999998,0.0,0.07466060000000001,0.0
457,0.1114,0.0,0.0,0.7644,0.9259999999999999,0.1495,0.0463,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.018000000000000002,0.0,0.024,0.0,0.0434227,0.0,0.026649700000000002,0.0,0.07805430000000001,0.0
458,0.1151,0.0,0.0,0.7457,0.9079999999999999,0.1793,0.0494,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.019,0.0,0.025,0.0,0.0446999,0.0,0.026649700000000002,0.0,0.081448,0.0
459,0.1194,0.0,0.0,0.7272,0.8851,0.2144,0.0522,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.02,0.0,0.026000000000000002,0.0,0.0472541,0.0,0.026649700000000002,0.0,0.08484160000000002,0.0
460,0.1226,0.0,0.0,0.7088,0.8573,0.259,0.0545,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.021,0.0,0.027999999999999997,0.0,0.0485313,0.0,0.0279188,0.0,0.0882353,0.0
461,0.1264,0.0,0.0,0.687,0.8248,0.3049,0.0569,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.022000000000000002,0.0,0.028999999999999998,0.0,0.051085599999999995,0.0,0.0291878,0.0,0.0893665,0.0
462,0.1321,0.0,0.0,0.6651,0.7884,0.3587,0.0601,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.023,0.0,0.03,0.0,0.05236269999999999,0.0,0.0304569,0.0,0.0950226,0.0
463,0.1363,0.0,0.0,0.645,0.747,0.4174,0.0641,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.025,0.0,0.032,0.0,0.054917,0.0,0.0329949,0.0,0.0984163,0.0
464,0.1392,0.0,0.0,0.6249,0.7027,0.4752,0.0684,0.0,0.0,0.0,0.0,0.0,0.07400000000000001,0.0,0.025,0.0,0.034,0.0,0.056194100000000004,0.0,0.0329949,0.0,0.10181000000000001,0.0
465,0.1437,0.0,0.0,0.608,0.6558,0.5366,0.0731,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.027999999999999997,0.0,0.037000000000000005,0.0,0.0587484,0.0,0.034264,0.0,0.106335,0.0
466,0.1482,0.0,0.0,0.5912,0.6083,0.6004,0.0767,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.028999999999999998,0.0,0.038,0.0,0.0625798,0.0,0.035533,0.0,0.109729,0.0
467,0.152,0.0,0.0,0.5744,0.5595,0.6654,0.0792,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.03,0.0,0.04,0.0,0.0625798,0.0,0.036802,0.0,0.11538500000000002,0.0
468,0.1566,0.0,0.0,0.5573,0.5119,0.7305,0.084,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.031,0.0,0.042,0.0,0.0664112,0.0,0.0380711,0.0,0.11991,0.0
469,0.1601,0.0,0.0,0.5401,0.4655,0.7849,0.0877,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.032,0.0,0.044000000000000004,0.0,0.0676884,0.0,0.040609099999999995,0.0,0.124434,0.0
470,0.1625,0.0,0.0,0.5237,0.4212,0.8414,0.0914,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.034,0.0,0.046,0.0,0.07024269999999999,0.0,0.0418782,0.0,0.128959,0.0
471,0.168,0.0,0.0,0.5092,0.3787,0.8914,0.0953,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.036000000000000004,0.0,0.049,0.0,0.0715198,0.0,0.0418782,0.0,0.13461499999999998,0.0
472,0.1737,0.0,0.0,0.4948,0.34,0.9304,0.099,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.037000000000000005,0.0,0.052000000000000005,0.0,0.0740741,0.0,0.0456853,0.0,0.140271,0.0
473,0.1778,0.0,0.0,0.4811,0.3043,0.9588,0.1041,0.0,0.0,0.0,0.0,0.0,0.11800000000000001,0.0,0.039,0.0,0.054000000000000006,0.0,0.0779055,0.0,0.0456853,0.0,0.147059,0.0
474,0.1806,0.0,0.0,0.4682,0.2721,0.9707,0.1087,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.04,0.0,0.057,0.0,0.0791826,0.0,0.04822340000000001,0.0,0.151584,0.0
475,0.1855,0.0,0.0,0.4553,0.2425,0.9946,0.1127,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.042,0.0,0.062,0.0,0.08173689999999999,0.0,0.049492400000000006,0.0,0.15724,0.0
476,0.1914,0.0,0.0,0.4424,0.2168,0.9966,0.11800000000000001,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.043,0.0,0.064,0.0,0.0855683,0.0,0.0520305,0.0,0.164027,0.0
477,0.1971,0.0,0.0,0.4306,0.1933,1.0,0.1226,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.046,0.0,0.068,0.0,0.08939969999999998,0.0,0.0532995,0.0,0.169683,0.0
478,0.2029,0.0,0.0,0.4188,0.1725,0.9929,0.1288,0.0,0.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.047,0.0,0.07,0.0,0.0932312,0.0,0.0558376,0.0,0.175339,0.0
479,0.2087,0.0,0.0,0.4069,0.1551,0.9857,0.1358,0.0,0.0,0.0,0.0,0.0,0.149,0.0,0.05,0.0,0.073,0.0,0.0970626,0.0,0.0571066,0.0,0.182127,0.0
480,0.2142,0.0,0.0,0.3967,0.1382,0.9683,0.141,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.051,0.0,0.077,0.0,0.100894,0.0,0.059644699999999995,0.0,0.187783,0.0
481,0.2199,0.0,0.0,0.3894,0.1236,0.9527,0.1458,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.054000000000000006,0.0,0.08,0.0,0.104725,0.0,0.060913699999999994,0.0,0.19457000000000002,0.0
482,0.2257,0.0,0.0,0.3822,0.1108,0.9367,0.1513,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.055999999999999994,0.0,0.084,0.0,0.109834,0.0,0.0647208,0.0,0.19909500000000002,0.0
483,0.2314,0.0,0.0,0.3749,0.099,0.9205,0.1572,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.057999999999999996,0.0,0.087,0.0,0.11622,0.0,0.0672589,0.0,0.20475100000000002,0.0
484,0.2366,0.0,0.0,0.3677,0.0885,0.9057,0.1639,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.061,0.0,0.091,0.0,0.120051,0.0,0.069797,0.0,0.211538,0.0
485,0.2413,0.0,0.0,0.3597,0.0789,0.8959,0.1693,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.064,0.0,0.094,0.0,0.12643700000000002,0.0,0.072335,0.0,0.216063,0.0
486,0.2476,0.0,0.0,0.3504,0.07,0.8834,0.1771,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.066,0.0,0.098,0.0,0.131545,0.0,0.0761421,0.0,0.221719,0.0
487,0.2551,0.0,0.0,0.3412,0.0614,0.8749,0.1848,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.069,0.0,0.102,0.0,0.137931,0.0,0.07868019999999999,0.0,0.226244,0.0
488,0.2622,0.0,0.0,0.3319,0.054000000000000006,0.8677,0.1927,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.07200000000000001,0.0,0.107,0.0,0.14304,0.0,0.0824873,0.0,0.23190000000000002,0.0
489,0.2703,0.0,0.0,0.3227,0.0476,0.8586,0.2026,0.0,0.0,0.0,0.0,0.0,0.20199999999999999,0.0,0.076,0.0,0.111,0.0,0.150702,0.0,0.0862944,0.0,0.238688,0.0
490,0.2789,0.0,0.0,0.3139,0.042,0.8521,0.212,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.078,0.0,0.11699999999999999,0.0,0.155811,0.0,0.0901015,0.0,0.243213,0.0
491,0.2849,0.0,0.0,0.3054,0.0371,0.8557,0.2225,0.0,0.0,0.0,0.0,0.0,0.21899999999999997,0.0,0.083,0.0,0.12,0.0,0.162197,0.0,0.0951777,0.0,0.25,0.0
492,0.2905,0.0,0.0,0.297,0.0326,0.8617,0.233,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.086,0.0,0.125,0.0,0.16730499999999998,0.0,0.09898480000000001,0.0,0.255656,0.0
493,0.2946,0.0,0.0,0.2886,0.0277,0.8604,0.243,0.0,0.0,0.0,0.0,0.0,0.23399999999999999,0.0,0.08900000000000001,0.0,0.13,0.0,0.17369099999999998,0.0,0.102792,0.0,0.262443,0.0
494,0.2971,0.0,0.0,0.2801,0.0248,0.8655,0.254,0.0,0.0,0.0,0.0,0.0,0.245,0.0,0.094,0.0,0.136,0.0,0.17752199999999999,0.0,0.106599,0.0,0.269231,0.0
495,0.298,0.0,0.0,0.2721,0.0217,0.8742,0.2675,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.098,0.0,0.142,0.0,0.18135400000000002,0.0,0.11294399999999999,0.0,0.277149,0.0
496,0.2979,0.0,0.0,0.2642,0.0185,0.8792,0.2798,0.0,0.0,0.0,0.0,0.0,0.26899999999999996,0.0,0.10099999999999999,0.0,0.15,0.0,0.185185,0.0,0.11675100000000001,0.0,0.285068,0.0
497,0.2979,0.0,0.0,0.2563,0.0159,0.8804,0.2948,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.105,0.0,0.156,0.0,0.18901700000000002,0.0,0.121827,0.0,0.294118,0.0
498,0.2988,0.0,0.0,0.2484,0.0144,0.8873,0.3093,0.0,0.0,0.0,0.0,0.0,0.29600000000000004,0.0,0.11,0.0,0.16399999999999998,0.0,0.19284800000000002,0.0,0.12690400000000002,0.0,0.302036,0.0
499,0.3013,0.0,0.0,0.2405,0.0125,0.8952,0.3267,0.0,0.0,0.0,0.0,0.0,0.311,0.0,0.115,0.0,0.172,0.0,0.196679,0.0,0.13198000000000001,0.0,0.31221699999999997,0.0
500,0.3041,0.0,0.0,0.2333,0.0116,0.8984,0.3424,0.0,0.0,0.0,0.0,0.0,0.327,0.0,0.12,0.0,0.18100000000000002,0.0,0.20051100000000002,0.0,0.135787,0.0,0.322398,0.0
501,0.3083,0.0,0.0,0.2261,0.0104,0.9051,0.3619,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.124,0.0,0.18899999999999997,0.0,0.203065,0.0,0.140863,0.0,0.33484200000000003,0.0
502,0.3124,0.0,0.0,0.2189,0.0095,0.9037,0.3793,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.129,0.0,0.2,0.0,0.20561900000000002,0.0,0.14593899999999999,0.0,0.346154,0.0
503,0.3135,0.0,0.0,0.2116,0.0082,0.9042,0.3991,0.0,0.0,0.0,0.0,0.0,0.37799999999999995,0.0,0.133,0.0,0.209,0.0,0.208174,0.0,0.151015,0.0,0.35859699999999994,0.0
504,0.3133,0.0,0.0,0.2043,0.0087,0.9037,0.4137,0.0,0.0,0.0,0.0,0.0,0.395,0.0,0.139,0.0,0.222,0.0,0.21200500000000003,0.0,0.15482200000000002,0.0,0.372172,0.0
505,0.3126,0.0,0.0,0.1966,0.0072,0.8923,0.434,0.0,0.0,0.0,0.0,0.0,0.413,0.0,0.14400000000000002,0.0,0.23399999999999999,0.0,0.215837,0.0,0.159898,0.0,0.385747,0.0
506,0.3117,0.0,0.0,0.1888,0.0069,0.8909999999999999,0.4511,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.149,0.0,0.245,0.0,0.219668,0.0,0.16497499999999998,0.0,0.40045200000000003,0.0
507,0.3101,0.0,0.0,0.18100000000000002,0.0065,0.8719,0.4671,0.0,0.0,0.0,0.0,0.0,0.445,0.0,0.155,0.0,0.26,0.0,0.223499,0.0,0.168782,0.0,0.41515799999999997,0.0
508,0.3085,0.0,0.0,0.1733,0.0062,0.8599,0.4791,0.0,0.0,0.0,0.0,0.0,0.45899999999999996,0.0,0.161,0.0,0.26899999999999996,0.0,0.227331,0.0,0.172589,0.0,0.427602,0.0
509,0.3082,0.0,0.0,0.166,0.0058,0.8454,0.4933,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,0.168,0.0,0.285,0.0,0.234994,0.0,0.17766500000000002,0.0,0.44343899999999997,0.0
510,0.3083,0.0,0.0,0.1596,0.0061,0.8278,0.4992,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.17300000000000001,0.0,0.297,0.0,0.240102,0.0,0.18147200000000002,0.0,0.458145,0.0
511,0.3083,0.0,0.0,0.1532,0.0055,0.8105,0.5098,0.0,0.0,0.0,0.0,0.0,0.491,0.0,0.18100000000000002,0.0,0.312,0.0,0.24776499999999999,0.0,0.185279,0.0,0.471719,0.0
512,0.3099,0.0,0.0,0.1467,0.0054,0.7875,0.516,0.0,0.0,0.0,0.0,0.0,0.498,0.0,0.188,0.0,0.322,0.0,0.255428,0.0,0.19162400000000002,0.0,0.48755699999999996,0.0
513,0.3125,0.0,0.0,0.1403,0.0061,0.7653,0.5199,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.195,0.0,0.336,0.0,0.263091,0.0,0.195431,0.0,0.501131,0.0
514,0.3141,0.0,0.0,0.134,0.0051,0.743,0.5216,0.0,0.0,0.0,0.0,0.0,0.506,0.0,0.204,0.0,0.349,0.0,0.273308,0.0,0.200508,0.0,0.513575,0.0
515,0.3168,0.0,0.0,0.1288,0.0053,0.7193,0.5196,0.0,0.0,0.0,0.0,0.0,0.507,0.0,0.21100000000000002,0.0,0.35700000000000004,0.0,0.284802,0.0,0.205584,0.0,0.526018,0.0
516,0.3214,0.0,0.0,0.1236,0.005,0.695,0.5172,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.22,0.0,0.37,0.0,0.296296,0.0,0.211929,0.0,0.5373300000000001,0.0
517,0.3281,0.0,0.0,0.1184,0.0051,0.672,0.5144,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.22899999999999998,0.0,0.38,0.0,0.307791,0.0,0.218274,0.0,0.5463800000000001,0.0
518,0.3363,0.0,0.0,0.1132,0.0048,0.6529,0.5108,0.0,0.0,0.0,0.0,0.0,0.506,0.0,0.23800000000000002,0.0,0.387,0.0,0.32056199999999996,0.0,0.224619,0.0,0.554299,0.0
519,0.3436,0.0,0.0,0.10800000000000001,0.0044,0.6317,0.5071,0.0,0.0,0.0,0.0,0.0,0.505,0.0,0.249,0.0,0.395,0.0,0.33588799999999996,0.0,0.230964,0.0,0.562217,0.0
520,0.3507,0.0,0.0,0.1031,0.0044,0.6111,0.5016,0.0398,0.0,0.0,0.0,0.0,0.505,0.0,0.256,0.0,0.401,0.0,0.349936,0.0,0.238579,0.0,0.570136,0.0
521,0.3606,0.0,0.0,0.0986,0.0043,0.5935,0.5013,0.0382,0.0,0.0,0.0,0.0,0.506,0.0,0.267,0.0,0.408,0.0,0.366539,0.0,0.246193,0.0,0.574661,0.0
522,0.3707,0.0,0.0,0.0942,0.0049,0.5738,0.4991,0.0374,0.0,0.0,0.0,0.0,0.508,0.0,0.276,0.0,0.415,0.0,0.380587,0.0,0.255076,0.0,0.578054,0.0
523,0.3803,0.0,0.0,0.0897,0.005,0.5558,0.4943,0.0361,0.0,0.0,0.0,0.0,0.509,0.0,0.28800000000000003,0.0,0.418,0.0,0.39591299999999996,0.0,0.263959,0.0,0.5837100000000001,0.0
524,0.3906,0.0,0.0,0.0853,0.0049,0.5412,0.4985,0.0348,0.0,0.0,0.0,0.0,0.515,0.0,0.299,0.0,0.425,0.0,0.40868499999999996,0.0,0.274112,0.0,0.587104,0.0
525,0.4013,0.0,0.0,0.0808,0.0048,0.5288,0.4987,0.0345,0.0,0.0,0.0,0.0,0.522,0.0,0.31,0.0,0.431,0.0,0.42401000000000005,0.0,0.284264,0.0,0.589367,0.0
526,0.4125,0.0,0.0,0.0771,0.0051,0.5132,0.5009,0.034,0.0,0.0,0.0,0.0,0.53,0.0,0.32,0.0,0.44,0.0,0.43550400000000006,0.0,0.294416,0.0,0.591629,0.0
527,0.4242,0.0,0.0,0.0738,0.0054,0.502,0.5073,0.0344,0.0,0.0,0.0,0.0,0.54,0.0,0.332,0.0,0.441,0.0,0.446999,0.0,0.30456900000000003,0.0,0.595023,0.0
528,0.4358,0.0,0.0,0.0705,0.0048,0.4866,0.5143,0.035,0.0,0.0,0.0,0.0,0.552,0.0,0.34700000000000003,0.0,0.452,0.0,0.458493,0.0,0.317259,0.0,0.598416,0.0
529,0.4458,0.0,0.0,0.0671,0.0048,0.4751,0.5276,0.0364,0.0,0.0,0.0,0.0,0.5660000000000001,0.0,0.358,0.0,0.46,0.0,0.46871,0.0,0.32868,0.0,0.6018100000000001,0.0
530,0.4558,0.0,0.0,0.0638,0.0046,0.4653,0.5371,0.0381,0.0,0.0,0.0,0.0,0.5820000000000001,0.020395939,0.37200000000000005,0.0,0.469,0.0,0.47509599999999996,0.0,0.341371,0.0,0.6052040000000001,0.0025
531,0.4671,0.0,0.0,0.0605,0.0037,0.4559,0.5522,0.0403,0.0,0.0,0.0,0.0,0.599,0.024828269,0.38299999999999995,0.0,0.479,0.0,0.481481,0.0,0.354061,0.0,0.6108600000000001,0.003
532,0.47700000000000004,0.0,0.0,0.0577,0.0029,0.4486,0.5698,0.0435,0.0,0.0,0.0,0.0,0.617,0.030093071000000002,0.397,0.0,0.488,0.0,0.485313,0.0,0.36802,0.0,0.617647,0.0037
