wl,ex,wl,em
568,1.531361651,718,5.058095952
569,1.471814212,719,4.953148426
570,1.402342199,720,4.831334333
571,1.310837634,721,4.759490255
572,1.270742358,722,4.668911973
573,1.220325526,723,4.59082316
574,1.197697499,724,4.50961198
575,1.133386264,725,4.4284008
576,1.129416435,726,4.347189619
577,1.097657801,727,4.265978439
578,1.076816197,728,4.184767259
579,1.044065105,729,4.103556079
580,1.018856689,730,4.022344899
581,0.986899563,731,3.941133719
582,0.972409686,732,3.859922539
583,0.965263994,733,3.778711359
584,0.952759031,734,3.697500178
585,0.925962684,735,3.616288998
586,0.909686383,736,3.535077818
587,0.909289401,737,3.453866638
588,0.911274315,738,3.372655458
589,0.89698293,739,3.291444278
590,0.906709012,740,3.210233098
591,0.92000794,741,3.129021918
592,0.923183803,742,3.047810737
593,0.955537912,743,2.966599557
594,0.966653434,744,2.902923538
595,0.97419611,745,2.648050975
596,1.005954744,746,2.548725637
597,1.018658198,747,2.456896552
598,1.013695911,748,2.46814093
599,1.007939659,749,2.417541229
600,1.028781262,750,2.355697151
,,751,2.312593703
,,752,2.327586207
,,753,2.217016492
,,754,2.153298351
,,755,2.138305847
,,756,2.078335832
,,757,2.067091454
,,758,1.962143928
,,759,1.967766117
,,760,1.911544228
,,761,1.902173913
,,762,1.836956522
,,763,1.815592204
,,764,1.790854573
,,765,1.726949025
,,766,1.718890555
,,767,1.677473763
,,768,1.676349325
,,769,1.589392804
,,770,1.535607196
,,771,1.581334333
,,772,1.533358321
,,773,1.539730135
,,774,1.519490255
,,775,1.544227886
,,776,1.452211394
,,777,1.437781109
,,778,1.416229385
,,779,1.418478261
,,780,1.413043478
,,781,1.375749625
,,782,1.431034483
,,783,1.367503748
,,784,1.314842579
,,785,1.310344828
,,786,1.274925037
,,787,1.32083958
,,788,1.227886057
,,789,1.251124438
,,790,1.257496252
,,791,1.223013493
,,792,1.185157421
,,793,1.1488006
,,794,1.151424288
,,795,1.136431784
,,796,1.139617691
,,797,1.162856072
,,798,1.104010495
,,799,1.118628186
,,800,1.060344828
Data copyright Molecular Probes, Inc.
