wl,ex,wl,em
350,8.019303,540,1.425113
351,8.338229,541,1.517398
352,8.497692,542,1.771558
353,8.569031,543,2.111447
354,8.762065,544,2.472516
355,8.963491,545,2.958144
356,8.938313,546,3.637922
357,9.169114,547,4.346445
358,9.299203,548,5.189107
359,9.34956,549,6.026223
360,9.479648,550,7.170953
361,9.534201,551,8.421583
362,9.681074,552,9.853757
363,9.832145,553,11.40192
364,9.869912,554,13.2123
365,9.932858,555,15.25466
366,9.991608,556,17.49874
367,10.01679,557,20.17146
368,10.12589,558,23.05093
369,10.04616,559,26.18255
370,9.983214,560,29.4705
371,9.836341,561,33.01059
372,9.794376,562,36.94402
373,9.525807,563,40.87241
374,9.286613,564,44.87141
375,9.152329,565,49.10237
376,8.925724,566,53.25265
377,8.480906,567,57.53908
378,8.329836,568,61.9768
379,8.027697,569,66.3641
380,7.81368,570,70.49924
381,7.51154,571,74.58396
382,7.221989,572,78.5174
383,7.083508,573,81.99697
384,6.798153,574,85.32526
385,6.529585,575,88.40141
386,6.323961,576,91.0237
387,6.168695,577,93.49471
388,6.03441,578,95.20928
389,5.88334,579,97.27686
390,5.736466,580,98.38628
391,5.568611,581,99.54614
392,5.467898,582,99.84872
393,5.404952,583,100
394,5.342006,584,99.44528
395,5.287453,585,98.99142
396,5.157365,586,97.93243
397,5.270667,587,96.92385
398,5.216114,588,95.81442
399,5.090222,589,93.89813
400,5.044062,590,92.18356
401,5.048259,591,90.11599
402,4.972723,592,87.84669
403,4.947545,593,85.98083
404,4.867814,594,83.30812
405,4.876206,595,81.08926
406,4.800672,596,78.71912
407,4.842636,597,75.99596
408,4.704154,598,73.67625
409,4.670583,599,71.3061
410,4.553084,600,68.73424
411,4.515317,601,66.11195
412,4.481746,602,63.94352
413,4.397818,603,61.72466
414,4.355854,604,59.45537
415,4.372639,605,57.33737
416,4.343265,606,54.86636
417,4.259337,607,52.84922
418,4.263533,608,50.8825
419,4.217373,609,49.11246
420,4.204784,610,47.39284
421,4.17457,611,45.89006
422,4.09232,612,44.28643
423,4.008393,613,42.88452
424,4.015107,614,41.52295
425,4.01133,615,40.19163
426,3.940831,616,39.02673
427,3.892153,617,38.03328
428,3.746538,618,36.9642
429,3.776752,619,36.04135
430,3.70961,620,35.00252
431,3.596727,621,34.41251
432,3.538397,622,33.68633
433,3.409148,623,32.90469
434,3.33781,624,32.27937
435,3.263114,625,31.33132
436,3.117919,626,30.89763
437,2.978179,627,30.50429
438,2.907679,628,29.7529
439,2.758288,629,28.96117
440,2.636593,630,28.55774
441,2.617289,631,28.11397
442,2.491397,632,27.65002
443,2.352497,633,27.15582
444,2.263114,634,26.55572
445,2.151909,635,26.01109
446,2.082249,636,25.54211
447,2.072598,637,25.07816
448,1.977759,638,24.64952
449,1.984893,639,24.05951
450,1.967268,640,23.64599
451,1.921108,641,23.15683
452,1.88376,642,22.69289
453,1.874108,643,22.12305
454,1.871171,644,21.5885
455,1.894251,645,21.059
456,1.902644,646,20.54967
457,1.900546,647,19.98487
458,1.964331,648,19.46546
459,2.018884,649,18.86536
460,2.119178,650,18.34594
461,2.183382,651,17.87696
462,2.297105,652,17.18608
463,2.455308,653,16.67675
464,2.646664,654,16.21281
465,2.776752,655,15.73374
466,2.934536,656,15.32022
467,3.128829,657,14.74533
468,3.257239,658,14.25113
469,3.432228,659,13.71659
470,3.631137,660,13.31316
471,3.851448,661,12.87443
472,4.03441,662,12.48613
473,4.326479,663,11.96672
474,4.506924,664,11.412
475,4.7671,665,11.19516
476,5.039865,666,10.73626
477,5.304238,667,10.39334
478,5.660931,668,10.05043
479,5.933697,669,9.677257
480,6.210659,670,9.309128
481,6.516995,671,9.026727
482,6.781368,672,8.693898
483,7.079312,673,8.386284
484,7.373059,674,8.058497
485,7.847251,675,7.725668
486,8.17457,676,7.382753
487,8.53546,677,7.120524
488,8.858582,678,6.873424
489,9.253042,679,6.575895
490,9.756609,680,6.394352
491,10.02938,681,6.122037
492,10.50776,682,6.066566
493,10.96097,683,5.799294
494,11.44356,684,5.552194
495,12.05623,685,5.360565
496,12.77801,686,5.204236
497,13.33613,687,4.959153
498,14.33068,688,4.844175
499,15.10281,689,4.810893
500,15.87075,690,4.721634
501,16.7394,691,4.671205
502,17.65422,692,4.520423
503,18.8418,693,4.387796
504,19.89929,694,4.326778
505,21.17919,695,4.316187
506,22.45489,696,4.193142
507,23.47461,697,4.135653
508,24.67058,698,3.933434
509,25.86656,699,3.895108
510,26.98699,700,3.812405
511,28.07805,701,3.747857
512,29.11876,702,3.638427
513,30.03777,703,3.456379
514,31.0449,704,3.436712
515,31.78347,705,3.32829
516,32.68569,706,3.273324
517,33.32354,707,3.264246
518,33.79773,708,3.15179
519,34.33487,709,3.05295
520,34.92656,710,2.91175
521,35.09862,711,2.90822
522,35.50566,712,2.805346
523,35.82878,713,2.717095
524,36.14771,714,2.738275
525,36.36173,715,2.600605
526,36.89047,716,2.522441
527,37.13806,717,2.419566
528,37.75493,718,2.448311
529,38.24591,719,2.333333
530,39.13974,720,2.213313
531,40.08812,721,2.234998
532,41.09946,722,2.137166
533,42.34159,723,2.041352
534,43.76836,724,1.99294
535,45.36299,725,1.970752
536,47.41922,726,1.900656
537,49.39152,727,1.888048
538,52.11918,728,1.886536
539,54.34327,729,1.856278
540,57.28074,730,1.748361
541,60.26018,731,1.737267
542,63.11372,732,1.680787
543,66.55476,733,1.614221
544,69.78599,734,1.558245
545,72.84935,735,1.512355
546,76.37432,736,1.468482
547,79.31179,737,1.464448
548,82.66891,738,1.350479
549,85.90012,739,1.31417
550,89.17331,740,1.326273
551,91.94293,741,1.310136
552,94.12505,742,1.190116
553,96.47503,743,1.167423
554,97.94377,744,1.202723
555,99.20268,745,1.12355
556,100,746,1.143722
557,99.83215,747,1.08119
558,99.83215,748,1.040847
559,98.69912,749,0.9652042
560,97.60806,750,0.99647
561,95.55183,,
562,93.07596,,
563,90.01259,,
564,86.48762,,
565,82.92068,,
566,78.89215,,
567,74.61183,,
568,70.1217,,
569,65.58959,,
570,60.67982,,
571,56.31557,,
572,51.7415,,
573,47.25137
574,42.97105
575,39.03902
576,35.21192
577,31.78347
578,28.53126
579,25.31263
580,22.16114
581,19.46286
582,17.38565
583,15.29585
584,13.51658
585,11.90097
586,10.38607
587,9.030634
588,7.893412
589,6.873689
590,6.017624
591,5.144775
592,4.490139
593,3.950902
594,3.380193
595,2.925724
596,2.590013
597,2.282837
598,2.044901
599,1.86026
600,1.748217
Data Copyright MP Inc.
