wl,abs,wl,em
402,0.4989041,602,8.3132229
403,0.5112418,603,8.7489357
404,0.5223878,604,9.2370918
405,0.533411,605,9.7603791
406,0.5468312,606,10.3281419
407,0.5790396,607,11.3119508
408,0.6107142,608,12.3703253
409,0.6438123,609,13.5365821
410,0.6795797,610,14.783927
411,0.7174824,611,16.1287536
412,0.759122,612,17.5851644
413,0.8048544,613,19.1082084
414,0.8539678,614,20.7576439
415,0.8982766,615,22.5013882
416,0.9495253,616,24.3479027
417,1.0048669,617,26.3632918
418,1.0689278,618,28.3994817
419,1.128718,619,30.558185
420,1.1885082,620,32.8499784
421,1.2557722,621,35.2200393
422,1.3249935,622,37.7339433
423,1.3890545,623,40.3708894
424,1.4616569,624,43.0057202
425,1.5333695,625,45.7750513
426,1.6102426,626,48.6887543
427,1.6824891,627,51.5784835
428,1.7750216,628,54.4946544
429,1.860792,629,57.5019611
430,1.9565275,630,60.5103255
431,2.0478144,631,63.5729836
432,2.1501339,632,66.6287668
433,2.2611728,633,69.6320192
434,2.3706103,634,72.6560724
435,2.4798697,635,75.4825176
436,2.6060342,636,78.3278247
437,2.7313089,637,81.1179566
438,2.8661927,638,83.6664111
439,3.0032119,639,86.1020475
440,3.1539331,640,88.4081194
441,3.298782,641,90.6071904
442,3.4582225,642,92.5416678
443,3.6281619,643,94.2617908
444,3.7988131,644,95.7419992
445,3.9797852,645,97.0233657
446,4.1541733,646,98.1332135
447,4.3557873,647,98.9118344
448,4.544767,648,99.5688234
449,4.7460251,649,99.8718457
450,4.9672133,650,100
451,5.1837748,651,99.9460589
452,5.4224018,652,99.5342729
453,5.6514196,653,99.0278255
454,5.901791,654,98.2321056
455,6.1494933,655,97.3507144
456,6.3886541,656,96.1691213
457,6.6795975,657,94.9424011
458,6.9511446,658,93.4740034
459,7.2563238,659,91.9800453
460,7.5492246,660,90.3041681
461,7.8488874,661,88.4872683
462,8.1633198,662,86.5475026
463,8.4658297,663,84.6258935
464,8.7834652,664,82.6016905
465,9.1021683,665,80.5693787
466,9.4669597,666,78.4690235
467,9.8002545,667,76.2724204
468,10.1634443,668,74.0687661
469,10.5321506,669,71.9486678
470,10.9198971,670,69.7644041
471,11.3273958,671,67.6480076
472,11.7334709,672,65.4471738
473,12.1580525,673,63.3921221
474,12.5909977,674,61.3933032
475,13.0271458,675,59.4965494
476,13.4835799,676,57.5007271
477,13.9615456,677,55.6191332
478,14.4364863,678,53.9150515
479,14.9459486,679,52.1700732
480,15.4555889,680,50.5814538
481,15.9913874,681,49.002177
482,16.5214916,682,47.4828349
483,17.0483927,683,46.0826569
484,17.5936224,684,44.6953471
485,18.122125,685,43.3362419
486,18.6682445,686,42.0652758
487,19.2291335,687,40.8743401
488,19.7861077,688,39.6906317
489,20.3637237,689,38.5649189
490,20.8840408,690,37.5460306
491,21.444574,691,36.4254299
492,22.0124029,692,35.4627744
493,22.6382426,693,34.5302626
494,23.218172,694,33.6811303
495,23.8077104,695,32.8545616
496,24.366998,696,32.0063108
497,24.9670353,697,31.2574808
498,25.5480324,698,30.5354451
499,26.1754736,699,29.8185216
500,26.8132357,700,29.0924315
501,27.457048,701,28.4056515
502,28.1053091,702,27.706532
503,28.8058865,703,27.0060023
504,29.4986343,704,26.3793331
505,30.1675371,705,25.7854518
506,30.873275,706,25.1882211
507,31.5779452,707,24.5793561
508,32.3408041,708,23.9733115
509,33.1049087,709,23.4349577
510,33.8332458,710,22.8678706
511,34.6240424,711,22.3007836
512,35.3829865,712,21.7425104
513,36.1429982,713,21.2053906
514,36.9786375,714,20.6952414
515,37.8021763,715,20.2365654
