wl,abs,wl,em
350,4.713988,560,2.025291
351,4.845483,561,2.179019
352,5.054483,562,2.531055
353,5.238787,563,3.026496
354,5.422827,564,3.538737
355,5.655735,565,4.198097
356,5.84792,566,4.893786
357,6.07426,567,5.711181
358,6.332653,568,6.580225
359,6.58185,569,7.671049
360,6.800176,570,8.934703
361,7.106516,571,10.31641
362,7.355582,572,11.94062
363,7.575879,573,13.62614
364,7.906521,574,15.56204
365,8.156638,575,17.80707
366,8.357493,576,20.23598
367,8.620483,577,23.09563
368,8.818449,578,26.12447
369,8.988564,579,29.40121
370,9.18259,580,32.87331
371,9.317762,581,36.70152
372,9.423511,582,40.63618
373,9.544759,583,44.69998
374,9.618454,584,48.93822
375,9.685975,585,53.41452
376,9.732215,586,57.80941
377,9.752576,587,62.10068
378,9.770967,588,66.7546
379,9.739834,589,70.79243
380,9.721049,590,75.04481
381,9.683479,591,79.28455
382,9.631196,592,82.63396
383,9.590474,593,86.09396
384,9.537008,594,89.13643
385,9.437566,595,91.8343
386,9.331161,596,93.84319
387,9.233821,597,96.12962
388,9.113623,598,97.75507
389,8.985281,599,98.66592
390,8.86193,600,99.44817
391,8.680123,601,100
392,8.537987,602,99.96239
393,8.391385,603,99.64606
394,8.173059,604,98.99679
395,8.020808,605,97.8431
396,7.876965,606,96.73098
397,7.678474,607,95.41133
398,7.531478,608,93.82734
399,7.395254,609,91.79633
400,7.226058,610,89.6516
401,7.076171,611,87.10611
402,6.937057,612,84.82997
403,6.768649,613,82.60091
404,6.648582,614,80.03396
405,6.531143,615,77.39008
406,6.404377,616,74.779
407,6.294425,617,72.2777
408,6.199187,618,69.83163
409,6.088973,619,67.55523
410,6.006739,620,64.811
411,5.939086,621,62.29148
412,5.866837,622,59.81626
413,5.824275,623,57.80983
414,5.778297,624,55.39806
415,5.718527,625,53.44296
416,5.679118,626,51.11214
417,5.63984,627,49.43666
418,5.586506,628,47.71431
419,5.547885,629,45.95956
420,5.508082,630,44.14635
421,5.452909,631,42.25671
422,5.404305,632,41.0256
423,5.35859,633,39.71585
424,5.296324,634,38.1954
425,5.235765,635,37.0576
426,5.176783,636,35.97851
427,5.096914,637,34.79712
428,5.029393,638,33.821
429,4.959639,639,32.6535
430,4.861904,640,32.2872
431,4.793463,641,31.29661
432,4.743282,642,30.2914
433,4.650539,643,29.60169
434,4.575662,644,29.08597
435,4.513002,645,28.41119
436,4.436942,646,27.92009
437,4.391096,647,27.44292
438,4.347352,648,27.07073
439,4.26722,649,26.69707
440,4.22387,650,26.33727
441,4.187613,651,25.94897
442,4.136776,652,25.45626
443,4.099074,653,24.85085
444,4.064132,654,24.6266
445,4.024985,655,24.19481
446,4.001603,656,23.70828
447,3.975987,657,23.39523
448,3.93198,658,22.93425
449,3.893096,659,22.35921
450,3.863014,660,22.21173
451,3.830961,661,21.65031
452,3.797069,662,21.19994
453,3.770402,663,20.9083
454,3.729023,664,20.47503
455,3.708924,665,19.90407
456,3.663735,666,19.50978
457,3.606198,667,19.0129
458,3.583472,668,18.59034
459,3.555754,669,18.13228
460,3.509382,670,17.73294
461,3.480877,671,17.18177
462,3.441862,672,16.74429
463,3.405343,673,16.23873
464,3.386295,674,15.53393
465,3.357132,675,15.41896
466,3.316935,676,14.86527
467,3.292107,677,14.27327
468,3.261368,678,13.78739
469,3.257427,679,13.30047
470,3.272271,680,12.88422
471,3.266623,681,12.60971
472,3.283043,682,12.10007
473,3.317854,683,11.75595
474,3.352928,684,11.27225
475,3.412436,685,10.88122
476,3.468134,686,10.55138
477,3.541961,687,10.02224
478,3.656247,688,9.82607
479,3.745837,689,9.416172
480,3.853687,690,9.001738
481,3.997136,691,8.645296
482,4.128237,692,8.259826
483,4.282196,693,7.99524
484,4.490144,694,7.717997
485,4.641607,695,7.531984
486,4.816321,696,7.212167
487,5.064599,697,6.940907
488,5.262432,698,6.694304
489,5.483123,699,6.414135
490,5.758593,700,6.205965
491,5.960499,,
492,6.190123,,
493,6.484246
494,6.696136
495,6.92576
496,7.219095
497,7.435845
498,7.674007
499,7.951448
500,8.172271
501,8.411615
502,8.70009
503,8.917366
504,9.162753
505,9.471721
506,9.721443
507,10.01018
508,10.38588
509,10.69393
510,11.05689
511,11.58024
512,12.01348
513,12.50767
514,13.21388
515,13.81329
516,14.49783
517,15.40227
