Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP670 (EX),iRFP670 (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),JRed (EX),JRed (EM),Katusha2 (EX),Katusha2 (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mScarlet (EX),mScarlet (EM),mRuby2 (EX),mRuby2 (EM),mApple (EX),mApple (EM),TagRFP-T (EX),TagRFP-T (EM),Sirius (EX),Sirius (EM)
568,,0.05753,,0.2149,,0.13178,0.003,0.156,0.001,0.302,0.701452,0.029956,0.004,0.128,0.72,0.022,0.183,0.918,0.661103,0.3469348,0.613716973,0.018776779,0.507185453,,,0.267,0.3021744,,0.1885713,,0.1286861,,0.0979331,,0.0572529,,0.766786773,0.029751978,0.746100243,0.021212212,,0.099191396,,0.1211031,,0.2718,,0.082414305,0.985951,0.225672878,0.833962,0.523529412,0.995856,0.248148148,0.678571,0.698940999,,0.011857542
569,,0.0574,,0.19978,,0.12662,0.003,0.152,0.001,0.294,0.721786,0.034345,0.003,0.122,0.733,0.026,0.157,0.896,0.6200437,0.3838926,0.612969081,0.018096816,0.509866602,,,0.25855,0.3108537,,0.1942301,,0.1332971,,0.1012647,,0.0603857,,0.794994664,0.036907846,0.761520168,0.024224496,,0.099191396,,0.1188367,,0.2644,,0.076450616,0.996169,0.259834369,0.793711,0.563235294,1,0.283333333,0.63244,0.736762481,,0.011289572
570,,0.05365,,0.19708,,0.1208,0.003,0.148,0.001,0.288,0.739195,0.039242,0.004,0.117,0.751,0.03,0.133,0.872,0.5786152,0.4233599,0.628555585,0.01712635,0.531638148,,,0.25365,0.3201416,,0.2001572,,0.1377634,,0.1047674,,0.0637394,,0.817295503,0.042946318,0.793012031,0.027444198,,0.089803669,,0.1142578,,0.2536,,0.076450616,1,0.296066253,0.754717,0.601470588,1,0.32037037,0.58631,0.773071104,,0.0108054
571,,0.05086,,0.18375,,0.11434,0.003,0.143,0.001,0.277,0.757138,0.045294,0.004,0.114,0.77,0.034,0.113,0.845,0.5391805,0.4589779,0.635678583,0.016418849,0.542809957,,,0.24142,0.3300307,,0.206285,,0.1421405,,0.1084147,,0.0672886,,0.836727869,0.048512487,0.805557058,0.031621087,,0.089803669,,0.1117175,,0.2412,,0.069828861,0.996169,0.33436853,0.71195,0.639705882,0.995856,0.362962963,0.543155,0.803328291,,0.010246741
572,,0.05103,,0.17815,,0.11047,0.004,0.14,0.001,0.271,0.776684,0.052293,0.005,0.108,0.792,0.042,0.096,0.818,0.4986361,0.50376,0.6348494,0.015589777,0.540455242,,,0.23303,0.3404537,,0.2125207,,0.1465318,,0.1121544,,0.0710084,,0.862337478,0.05710048,0.82443788,0.035890966,,0.081722049,,0.1086606,,0.2328,,0.069828861,0.988506,0.376811594,0.67044,0.676470588,0.986188,0.405555556,0.5,0.832072617,,0.009771881
573,,0.04808,,0.16649,,0.1053,0.003,0.136,0.001,0.26,0.796839,0.060609,0.004,0.104,0.807,0.048,0.081,0.793,0.4599577,0.5474395,0.640003948,0.014685469,0.541840177,,,0.22543,0.3512627,,0.2187911,,0.1510868,,0.1158996,,0.0747607,,0.864497173,0.061888059,0.841090659,0.039749347,,0.081722049,,0.1060308,,0.2227,,0.063233291,0.97318,0.422360248,0.630189,0.710294118,0.969613,0.45,0.459821,0.859304085,,0.009269088
574,,0.04642,,0.16056,,0.10078,0.003,0.132,0.001,0.25,0.81837,0.070278,0.004,0.097,0.822,0.055,0.069,0.766,0.4194328,0.5910464,0.653267095,0.014269783,0.546973812,,,0.21641,0.3622318,,0.2250518,,0.1559314,,0.1195692,,0.0784504,,0.871210338,0.073190922,0.85911416,0.045234405,,0.077595971,,0.1000244,,0.2126,,0.063233291,0.950192,0.467908903,0.592453,0.742647059,0.950276,0.496296296,0.422619,0.881996974,,0.008761639
575,,0.04705,,0.16165,,0.0969,0.003,0.126,0.001,0.243,0.840316,0.078845,0.005,0.096,0.845,0.065,0.058,0.74,0.3833058,0.6339554,0.654092402,0.013616522,0.561666603,,,0.20712,0.3730957,,0.2312931,,0.1611792,,0.12311,,0.0820525,,0.876719436,0.087692943,0.874473039,0.05103028,,0.077595971,,0.0980769,,0.2027,,0.059439073,0.923372,0.51552795,0.552201,0.776470588,0.925414,0.542592593,0.385417,0.904689864,,0.008337989
576,,0.04466,,0.14361,,0.09367,0.003,0.124,0.002,0.236,0.862566,0.093534,0.005,0.092,0.859,0.075,0.049,0.714,0.3481615,0.6784528,0.66354662,0.013702403,0.570992897,,,0.20171,0.3836166,,0.2375408,,0.166867,,0.1264804,,0.0854359,,0.877788469,0.09912842,0.893396774,0.05842307,,0.067723607,,0.095609,,0.1948,,0.059439073,0.89272,0.562111801,0.518239,0.804411765,0.895028,0.587037037,0.354167,0.922844176,,0.007946927
577,,0.04426,,0.13589,,0.08979,0.004,0.119,0.002,0.223,0.884458,0.107665,0.005,0.088,0.883,0.089,0.041,0.691,0.3150983,0.7233605,0.663206197,0.013491377,0.583627953,,,0.19163,0.3936581,,0.2438374,,0.1729789,,0.129672,,0.0885308,,0.888281985,0.111020082,0.913431952,0.064905396,,0.067723607,,0.0923036,,0.1866,,0.055494879,0.855683,0.609730849,0.486792,0.830882353,0.866022,0.631481482,0.327381,0.940998487,,0.007481378
578,,0.04267,,0.12731,,0.08721,0.003,0.118,0.001,0.215,0.906732,0.125627,0.004,0.084,0.904,0.102,0.035,0.668,0.2872557,0.7548277,0.670393066,0.013487405,0.597535563,,,0.18335,0.4032058,,0.2502052,,0.1794217,,0.1327182,,0.0914184,,0.909904781,0.125513104,0.923314903,0.070835315,,0.066075458,,0.08969,,0.1771,,0.055494879,0.816092,0.6563147,0.455346,0.855882353,0.831492,0.674074074,0.299107,0.954614221,,0.007202048
579,,0.04167,,0.12728,,0.08527,0.004,0.112,0.002,0.209,0.9275,0.143236,0.005,0.081,0.921,0.119,0.03,0.647,0.2602921,0.7956293,0.681088833,0.013355834,0.608805262,,,0.17749,0.4123608,,0.2566231,,0.1860742,,0.135668,,0.0941694,,0.923829942,0.142143959,0.935958051,0.07962689,,0.066075458,,0.0893065,,0.1716,,0.051040511,0.771392,0.699792961,0.423899,0.875,0.791436,0.716666667,0.27381,0.968229955,,0.006731844
580,,0.03945,,0.12091,,0.0801,0.003,0.11,0.002,0.199,0.946208,0.164794,0.004,0.079,0.941,0.138,0.025,0.625,0.2326173,0.8318139,0.681906549,0.01351714,0.61994176,,,0.16865,0.4213147,,0.2630073,,0.1927577,,0.1385612,,0.0967901,,0.944761008,0.159408821,0.954036202,0.088059696,,0.060015145,,0.0866129,,0.1638,,0.051040511,0.724138,0.741200828,0.397484,0.894117647,0.752762,0.757407407,0.251488,0.97730711,,0.006387337
581,,0.03656,,0.11285,,0.07752,0.003,0.107,0.002,0.191,0.963784,0.189435,0.004,0.076,0.955,0.16,0.021,0.606,0.2086417,0.8646572,0.686255361,0.013721072,0.634267128,,,0.16166,0.4302769,,0.2692691,,0.1993262,,0.1414379,,0.0994332,,0.957616588,0.181462688,0.964866834,0.098002954,,0.060015145,,0.0846932,,0.1569,,0.047719189,0.67433,0.780538302,0.371069,0.911764706,0.709945,0.794444444,0.230655,0.984871407,,0.006089385
582,,0.03743,,0.11061,,0.07364,0.004,0.103,0.001,0.184,0.977993,0.21394,0.004,0.074,0.967,0.183,0.018,0.59,0.1861693,0.8932409,0.693247388,0.014173031,0.649601669,,,0.15372,0.4393837,,0.2753571,,0.2056547,,0.1443302,,0.1021804,,0.976202392,0.210514804,0.975781365,0.109382842,,0.053905259,,0.0819011,,0.1483,,0.047719189,0.625798,0.817805383,0.345912,0.929411765,0.667127,0.82962963,0.209821,0.990922844,,0.005837989
583,,0.03607,,0.10397,,0.07235,0.003,0.101,0.001,0.176,0.989058,0.244812,0.004,0.071,0.984,0.211,0.015,0.572,0.166385,0.9226509,0.702087364,0.014323819,0.670184471,,,0.14803,0.4487007,,0.2812728,,0.2116902,,0.1472726,,0.1049751,,0.980745108,0.233412026,0.984428234,0.121626563,,0.053905259,,0.0782624,,0.1423,,0.043844206,0.577267,0.850931677,0.324528,0.944117647,0.625691,0.861111111,0.193452,0.995461422,,0.005414339
584,,0.0361,,0.09667,,0.07041,0.003,0.098,0.001,0.167,0.996732,0.276349,0.005,0.069,0.993,0.237,0.013,0.557,0.147416,0.941596,0.708712569,0.015344956,0.690359157,0.013086189,,0.13981,0.458199,,0.2870915,,0.2174382,,0.1502923,,0.1077528,,0.999999974,0.262351475,0.987930428,0.134740232,,0.05208116,,0.0748738,,0.1358,,0.043844206,0.530013,0.880952381,0.304403,0.954411765,0.584254,0.887037037,0.177083,1,,0.005107076
585,,0.03444,,0.09258,,0.06783,0.004,0.095,0.001,0.161,1,0.311348,0.004,0.065,0.995,0.265,0.011,0.545,0.1305755,0.9593883,0.712925578,0.016081435,0.713144606,0.010434999,,0.13575,0.4677477,,0.2929925,,0.2230116,,0.1534358,,0.1105453,,0.991240702,0.291792883,0.998240271,0.1484283,,0.05208116,,0.0744065,,0.1303,,0.04020938,0.485313,0.909937888,0.284277,0.964705882,0.544199,0.912962963,0.165179,1,,0.004888268
586,,0.03315,,0.08879,,0.06783,0.003,0.095,0.001,0.154,0.99943,0.349369,0.004,0.064,0.996,0.297,0.009,0.529,,0.9753884,0.72116268,0.016588162,0.725432762,0.009421111,,0.12972,0.4771808,,0.2991759,,0.2285933,,0.1567626,,0.1132762,,0.987215638,0.323696076,1,0.162655921,,0.04939825,,0.073435,,0.1247,,0.04020938,0.440613,0.931677019,0.266667,0.975,0.505525,0.937037037,0.151786,0.998487141,,0.004583333
587,,0.03334,,0.08158,,0.0646,0.003,0.092,0.002,0.148,0.99358,0.385384,0.004,0.063,1,0.335,0.008,0.519,,0.9840361,0.735482212,0.017877471,0.744342345,0.009984269,,0.12257,0.4863696,,0.3057973,,0.2344213,,0.1603355,,0.1159519,,0.980978149,0.356505302,0.99547287,0.177865105,,0.04939825,,0.0689149,,0.1181,,0.037661346,0.399745,0.950310559,0.250314,0.979411765,0.466851,0.953703704,0.141369,0.998487141,,0.00436406
588,,0.03271,,0.07489,,0.06395,0.004,0.088,0.002,0.142,0.984538,0.423167,0.005,0.059,0.992,0.369,0.007,0.509,,0.9940711,0.745158874,0.019201991,0.772496895,0.010512084,,0.11767,0.4952277,,0.3129705,,0.2407335,,0.1641945,,0.1186501,,0.966705258,0.389580182,0.996816266,0.1958933,,0.045514631,,0.0680425,,0.1122,,0.037661346,0.360153,0.965838509,0.23522,0.986764706,0.429558,0.966666667,0.129464,0.993948563,,0.004101024
589,,0.03112,,0.07299,,0.06202,0.004,0.086,0.001,0.135,0.969513,0.465986,0.004,0.059,0.984,0.406,0.006,0.499,,0.9973956,0.747917724,0.020523357,0.792704703,0.011874511,,0.11108,0.5037998,,0.3207634,,0.2477301,,0.168386,,0.1214935,,0.960608119,0.43095067,0.987258544,0.214485518,,0.045514631,,0.0677494,,0.1084,,0.034539752,0.323116,0.97826087,0.220126,0.992647059,0.395028,0.975925926,0.119048,0.990922844,,0.003865456
590,,0.02963,,0.07138,,0.05879,0.003,0.083,0.002,0.13,0.950505,0.512888,0.004,0.056,0.971,0.447,0.005,0.492,,0.9990733,0.762272018,0.022363102,0.81943179,0.01318963,,0.1077,0.5122719,,0.3291467,,0.2555147,,0.1729299,,0.1245236,,0.916522199,0.472857871,0.980474122,0.235771646,,0.041793481,,0.0653992,,0.1037,,0.034539752,0.289911,0.98757764,0.205031,0.995588235,0.36326,0.987037037,0.111607,0.987897126,,0.003641527
591,,0.02913,,0.06426,,0.05685,0.003,0.081,0.002,0.124,0.927883,0.554684,0.004,0.054,0.946,0.488,0.004,0.483,,1,0.776187508,0.023805798,0.82465107,0.015082596,,0.101,0.5209073,,0.338049,,0.2640611,,0.1778242,,0.1278249,,0.887838266,0.505776094,0.966456899,0.258331765,,0.041793481,,0.0631273,,0.0994,,0.031107084,0.259259,0.99378882,0.192453,0.998529412,0.33011,0.994444444,0.104167,0.981845688,,0.003426909
592,,0.02784,,0.0653,,0.0562,0.003,0.079,0.002,0.119,0.900712,0.594818,0.004,0.053,0.925,0.531,0.004,0.477,,0.9899287,0.785642284,0.025401265,0.854614819,0.017286264,,0.09981,0.5300114,,0.347402,,0.2732503,,0.1830569,,0.1313956,,0.864671435,0.553694814,0.95555752,0.280961971,,0.040193122,,0.060494,,0.095,,0.031107084,0.231162,0.99689441,0.181132,1,0.302486,0.998148148,0.0952381,0.974281392,,0.003256052
593,,0.02658,,0.06554,,0.05426,0.003,0.078,0.002,0.114,0.871376,0.636503,0.004,0.05,0.901,0.571,0.003,0.472,,0.9864534,0.796870628,0.027344828,0.866626106,0.019194325,,0.09429,0.5398514,,0.3571161,,0.2828849,,0.1886194,,0.1352536,,0.824658849,0.582518813,0.932018099,0.305152572,,0.040193122,,0.0576597,,0.0915,,0.028532936,0.208174,0.997929607,0.168553,1,0.276243,1,0.0892857,0.968229955,,0.003096369
594,,0.02621,,0.05719,,0.05233,0.003,0.075,0.002,0.109,0.837502,0.680775,0.005,0.049,0.867,0.613,0.003,0.466,,0.9784701,0.802370112,0.030006698,0.899091669,0.022167445,,0.09052,0.5504821,,0.3670573,,0.29277,,0.1944797,,0.1393355,,0.797010403,0.621444055,0.904052401,0.33201473,,0.037428634,,0.0561683,,0.087,,0.028532936,0.183908,0.998964803,0.157233,1,0.248619,1,0.0833333,0.962178517,,0.002898045
595,,0.02555,,0.056,,0.05039,0.003,0.072,0.002,0.106,0.802118,0.721871,0.004,0.047,0.836,0.655,0.002,0.461,,0.966322,0.82108736,0.033058408,0.907937391,0.024854911,,0.08646,0.5617433,,0.377104,,0.3027615,,0.200615,,0.1435936,,0.772391983,0.663760324,0.878735302,0.357766424,,0.037428634,,0.05261,,0.0843,,0.025969586,0.162197,0.994824017,0.145912,1,0.226519,0.994444444,0.0758929,0.954614221,,0.002735568
596,,0.02422,,0.0512,,0.04845,0.003,0.071,0.001,0.101,0.763683,0.755535,0.003,0.046,0.799,0.692,0.002,0.456,,0.9524098,0.841136619,0.036272569,0.934892255,0.028562588,,0.08432,0.5732739,,0.3871322,,0.3127788,,0.2070001,,0.1479821,,0.71965158,0.710447264,0.853293006,0.382319991,,0.034712807,,0.0537646,,0.0819,,0.025969586,0.14304,0.99068323,0.135849,0.998529412,0.203039,0.988888889,0.0699405,0.948562784,,0.002548417
597,,0.02346,,0.05562,,0.04522,0.003,0.069,0.001,0.097,0.725589,0.797584,0.003,0.044,0.763,0.733,0.002,0.449,,0.9371716,0.853183705,0.039994789,0.946659323,0.032145048,,0.08111,0.5845261,,0.3970116,,0.3227654,,0.2136025,,0.1525118,,0.673857078,0.747770656,0.831584731,0.411823767,,0.034712807,,0.0518739,,0.0785,,0.023162523,0.126437,0.983436853,0.125786,0.998529412,0.183702,0.981481482,0.0654762,0.937972769,,0.002364525
598,,0.02326,,0.05049,,0.04457,0.003,0.066,0.001,0.094,0.683976,0.832656,0.003,0.042,0.724,0.767,0.002,0.444,,0.923198,0.870518535,0.044017072,0.946767859,0.035222028,,0.07818,0.5949244,,0.4066433,,0.3327118,,0.2203858,,0.1571165,,0.61200998,0.782661669,0.80842258,0.441540074,,0.032437891,,0.0468048,,0.0757,,0.023162523,0.112388,0.974120083,0.118239,0.992647059,0.164365,0.97037037,0.0610119,0.927382753,,0.002223464
599,,0.022,,0.0475,,0.04264,0.002,0.065,0.001,0.089,0.643019,0.864961,0.004,0.041,0.682,0.808,0.001,0.442,,0.907865,0.8844198,0.04881117,0.933855284,0.040050204,,0.07593,0.6040916,,0.4159854,,0.3425805,,0.2273264,,0.1617661,,0.569699121,0.818310821,0.780341186,0.470093361,,0.032437891,,0.0447455,,0.0737,,0.020930347,0.0970626,0.964803313,0.108176,0.989705882,0.146409,0.959259259,0.0565476,0.918305598,,0.00208473
600,,0.02183,,0.04295,,0.0407,0.003,0.062,0.002,0.087,0.60095,0.891673,0.004,0.039,0.639,0.839,0.001,0.435,,0.887996,0.905329723,0.054899038,0.967847499,0.045537764,,0.07266,0.611856,,0.4250134,,0.3522816,,0.2343851,,0.1664453,,0.537743629,0.836665796,0.742011555,0.505083133,,0.030265045,,0.0447127,,0.0696,,0.020930347,0.0855683,0.953416149,0.0993711,0.983823529,0.131215,0.948148148,0.0505952,0.906202723,,0.001929236
601,,,,0.04822,,,0.002,0.061,0.001,0.084,0.559128,0.91696,0.003,0.037,0.601,0.869,,0.429,,0.8736064,0.915182523,0.061739197,0.977314859,0.050715045,,0.06912,0.6183366,,0.4337172,,0.3617474,,0.2415304,,0.1711281,,0.502153633,0.874092598,0.69617575,0.53400724,,0.030265045,,0.0388526,,0.0672,,0.019334668,0.0753512,0.940993789,0.0918239,0.977941177,0.118785,0.938888889,0.047619,0.897125567,,0.001815642
602,,,,0.04224,,,0.002,0.059,0.001,0.081,0.517283,0.944133,0.003,0.036,0.557,0.896,,0.424,,0.850625,0.933159869,0.068762952,0.999999994,0.057032814,,0.06771,0.6239456,,0.442086,,0.370968,,0.2487347,,0.1757773,,0.46335544,0.906605543,0.652838877,0.562139745,,0.026037186,,0.0379237,,0.0645,,0.019334668,0.0664112,0.929606625,0.0842767,0.973529412,0.103591,0.924074074,0.0431548,0.886535552,,0.001701583
603,,,,0.04309,,,0.002,0.057,0.001,0.079,0.475991,0.966727,0.003,0.036,0.512,0.92,,0.415,,0.8364085,0.944878571,0.076478182,0.997239588,0.062903189,,0.06528,0.629242,,0.4500899,,0.3799663,,0.2559759,,0.1804437,,0.44004554,0.921643695,0.62027693,0.594982438,,0.026037186,,0.0361028,,0.0627,,0.017272948,0.0587484,0.918219462,0.0779874,0.967647059,0.0939227,0.911111111,0.0401786,0.875945537,,0.001599162
604,,,,0.0393,,,0.003,0.055,0.002,0.074,0.436669,0.978021,0.003,0.034,0.47,0.937,,0.41,,0.8179715,0.956044555,0.085395733,0.991239622,0.069282312,,0.06236,0.6347293,,0.4576984,,0.3888193,,0.2632446,,0.1852433,,0.409088171,0.928714273,0.583958667,0.623268316,,0.024066322,,0.0351184,,0.0598,,0.017272948,0.0510856,0.905797101,0.0716981,0.960294118,0.0842541,0.896296296,0.0372024,0.865355522,,0.00151257
605,,,,0.03939,,,0.002,0.053,0.001,0.072,0.398651,0.988704,0.003,0.032,0.43,0.961,,0.404,,0.8002685,0.971612004,0.095634311,1.003834044,0.076416485,,0.06168,0.6408499,,0.4649021,,0.3976627,,0.2705627,,0.1902904,,0.363962181,0.946942233,0.552595045,0.654248507,,0.024066322,,0.0336393,,0.0598,,0.016093113,0.0446999,0.891304348,0.0654088,0.952941177,0.0745856,0.87962963,0.0342262,0.854765507,,0.001379423
606,,,,0.03423,,,0.003,0.052,0.001,0.072,0.362085,0.99496,0.004,0.032,0.393,0.974,,0.397,,0.7837129,0.97620357,0.106756917,0.983325412,0.086757875,,0.05875,0.6478372,,0.4717099,,0.4065786,,0.2779588,,0.1956816,,0.330832989,0.963599287,0.523739422,0.676899664,,0.022454105,,0.0314026,,0.0567,,0.016093113,0.0395913,0.877846791,0.0616352,0.945588235,0.0662983,0.862962963,0.03125,0.842662632,,0.001288175
607,,,,0.0384,,,0.003,0.051,0.002,0.067,0.327848,1,0.004,0.03,0.356,0.98,,0.391,,0.7663561,0.983818815,0.119525517,0.973559121,0.095019839,,0.05762,0.6556955,,0.4781597,,0.415569,,0.2854787,,0.2014907,,0.292065347,0.987599814,0.490111863,0.705819212,,0.022454105,,0.0299966,,0.0547,,0.014352811,0.0357599,0.863354037,0.0553459,0.939705882,0.0607735,0.85,0.0297619,0.830559758,,0.00122067
608,,,,0.03503,,,0.003,0.047,0.002,0.065,0.29547,0.998206,0.004,0.029,0.319,0.989,,0.383,,0.7478604,0.985146308,0.132515713,0.97765886,0.105195714,,0.05577,0.6642311,,0.484307,,0.4245825,,0.2931727,,0.2077457,,0.270356582,0.992977524,0.456340941,0.730151935,,0.022569017,,0.0288309,,0.0526,,0.014352811,0.0306513,0.848861284,0.0515723,0.930882353,0.0552486,0.835185185,0.0282738,0.816944024,,0.001057728
609,,,,0.03052,,,0.002,0.047,0.002,0.065,0.264582,0.999097,0.004,0.028,0.288,0.996,,0.375,,0.7322343,0.99168779,0.147487346,0.952799231,0.113630365,,0.05374,0.6732118,,0.4901767,,0.4335613,,0.3010648,,0.2143723,,0.245421991,1.000001922,0.420517291,0.757142521,,0.022569017,,0.0303768,,0.0517,,0.012812118,0.0280971,0.836438923,0.0477987,0.923529412,0.0497238,0.818518519,0.0252976,0.80484115,,0.000878026
610,,,,0.03099,,,0.004,0.047,0.003,0.062,0.237134,0.993118,0.005,0.027,0.259,1,,0.366,,0.7167142,0.998933135,0.16372984,0.934729955,0.126843093,,0.05188,0.6823664,,0.4957629,,0.4424407,,0.3091756,,0.2212814,,0.221069913,0.997651956,0.386893147,0.777633337,,0.019264737,,0.027191,,0.0492,,0.012812118,0.0242656,0.822981367,0.0427673,0.916176471,0.0441989,0.803703704,0.0223214,0.791225416,,0.000725326
611,,,,0.03431,,,0.003,0.045,0.002,0.06,0.210811,0.98432,0.003,0.026,0.234,0.99,,0.36,,0.6975737,1,0.181179894,0.923104781,0.137772318,,0.05064,0.6915223,,0.5010829,,0.4512323,,0.3175515,,0.2284863,,0.199995382,0.996268612,0.361233896,0.803891131,,0.019264737,,0.0272054,,0.0469,,0.012102837,0.0217114,0.80952381,0.0389937,0.902941177,0.0400553,0.792592593,0.0208333,0.780635401,,0.000686685
612,,,,0.03307,,,0.003,0.044,0.002,0.057,0.18723,0.96517,0.004,0.025,0.209,0.991,,0.35,,0.6805379,0.999282097,0.200308804,0.911405259,0.151321015,,0.04889,0.7006252,,0.5061819,,0.4600305,,0.3262651,,0.2360226,,0.174148775,1.000018183,0.336878357,0.824167201,,0.017859177,,0.0251995,,0.0455,,0.012102837,0.0191571,0.796066253,0.0352201,0.891176471,0.0359116,0.777777778,0.0193452,0.767019667,,0.000713687
613,,,,0.0263,,,0.003,0.043,0.002,0.056,0.166395,0.955445,0.004,0.024,0.183,0.976,,0.342,,0.668147,0.996895936,0.219862082,0.893019426,0.163173985,,0.04765,0.7098212,,0.5111678,,0.4689756,,0.3354256,,0.2439419,,0.155023031,0.991054939,0.310485492,0.844370676,,0.017859177,,0.024453,,0.0443,,0.010770756,0.0166028,0.782608696,0.0339623,0.879411765,0.031768,0.764814815,0.0193452,0.753403933,,0.00066946
614,,,,0.03052,,,0.003,0.041,0.003,0.054,0.146507,0.943604,0.004,0.022,0.162,0.968,,0.332,,0.6521692,0.984358174,0.242642327,0.868909785,0.178765469,,0.04602,0.7193251,,0.5162374,,0.478164,,0.3451953,,0.2523656,,0.149585926,0.989392857,0.281174319,0.863137436,,0.017003908,,0.024793,,0.0432,,0.010770756,0.0153257,0.770186335,0.0314465,0.866176471,0.0290055,0.751851852,0.0178571,0.741301059,,0.00064013
615,,,,0.03275,,,0.003,0.038,0.002,0.053,0.129533,0.918634,0.004,0.022,0.14,0.955,,0.322,,0.6347845,0.982029236,0.265341783,0.831230503,0.193203705,,0.04461,0.7294267,,0.5216565,,0.4876719,,0.3557065,,0.2614304,,0.128161971,0.980405774,0.253570631,0.879182635,,0.017003908,,0.0218084,,0.0418,,0.009994241,0.0140485,0.756728779,0.0289308,0.855882353,0.0276243,0.737037037,0.016369,0.730711044,,0.000612197
616,,,,0.02497,,,0.003,0.037,0.002,0.052,0.113766,0.896559,0.004,0.022,0.122,0.942,,0.316,,0.6219609,0.966683044,0.292519772,0.810218468,0.207792999,,0.04309,0.7403563,,0.5276536,,0.4974885,,0.3670094,,0.2711361,,0.116410266,0.977164023,0.234683521,0.89669575,,0.015301954,,0.0217624,,0.0395,,0.009994241,0.0127714,0.743271222,0.0251572,0.842647059,0.0248619,0.725925926,0.014881,0.71709531,,0.000560987
617,,,,0.0309,,,0.003,0.038,0.002,0.051,0.099994,0.882024,0.004,0.021,0.107,0.931,,0.304,,0.607655,0.95675203,0.319342338,0.774631345,0.227856931,,0.0414,0.7522654,,0.53439,,0.5075279,,0.3790308,,0.2814835,,0.104752582,0.949018198,0.212283303,0.911437819,,0.015301954,,0.0217158,,0.0385,,0.009354537,0.0114943,0.730848861,0.0251572,0.830882353,0.0234807,0.714814815,0.014881,0.703479576,,0.000459963
618,,,,0.02658,,,0.003,0.037,0.002,0.048,0.087393,0.852633,0.004,0.02,0.092,0.903,,0.294,,0.5951804,0.934109683,0.346364619,0.753424006,0.242678335,,0.04033,0.7651167,,0.5419102,,0.5176529,,0.3915582,,0.2923985,,0.091766963,0.943932171,0.191664099,0.926161671,,0.013244266,,0.019948,,0.0378,,0.009354537,0.0102171,0.719461698,0.0226415,0.817647059,0.0220994,0.701851852,0.0133929,0.689863843,,0.000418063
619,,,,0.02648,,,0.004,0.036,0.002,0.046,0.077067,0.836469,0.005,0.019,0.08,0.892,,0.286,,0.579599,0.909680344,0.374554211,0.715999116,0.260425301,,0.03909,0.7787485,,0.5501472,,0.5277474,,0.4042478,,0.3037425,,0.081048424,0.928695249,0.172384891,0.934795097,,0.013244266,,0.0186628,,0.0364,,0.008169167,0.00893997,0.707039338,0.0213836,0.802941177,0.019337,0.688888889,0.0119048,0.67473525,,0.000331937
620,,,,0.02829,,,0.003,0.035,0.002,0.045,0.066592,0.808142,0.004,0.018,0.07,0.871,,0.277,,0.567141,0.88714588,0.403939017,0.69942952,0.281517603,,0.03785,0.7928135,,0.558924,,0.537675,,0.4167107,,0.3153119,,0.072947979,0.911784561,0.158256087,0.949594985,,0.013639859,,0.0192513,,0.0358,,0.008169167,0.00893997,0.696687371,0.0188679,0.788235294,0.019337,0.67962963,0.0119048,0.662632375,,0.000279795
621,,,,0.02416,,,0.003,0.034,0.002,0.044,0.058579,0.791791,0.004,0.018,0.061,0.852,,0.267,,0.552196,0.859840527,0.437667197,0.664437952,0.302322417,,0.03656,0.8069514,,0.5680352,,0.5473449,,0.4285668,,0.3268908,,,0.906359724,0.142375036,0.959574317,,0.013639859,,0.0181113,,0.0331,,0.007861094,0.00766284,0.686335404,0.0188679,0.776470588,0.0179558,0.668518519,0.0119048,0.649016642,,0.000218808
622,,,,0.02426,,,0.002,0.033,0.001,0.043,0.051124,0.760428,0.003,0.017,0.052,0.83,,0.258,,0.545706,0.835835344,0.470873617,0.632827482,0.32086572,,0.03515,0.820812,,0.5772799,,0.556686,,0.4395212,,0.3382017,,,0.877963738,0.126764534,0.968587023,,0.013027267,,0.0188046,,0.0321,,0.007861094,0.0063857,0.675983437,0.0163522,0.761764706,0.0179558,0.657407407,0.0119048,0.635400908,,0.000188547
623,,,,0.01956,,,0.003,0.032,0.002,0.041,0.044435,0.742648,0.004,0.017,0.045,0.812,,0.251,,0.5311518,0.796695353,0.503122098,0.587096176,0.333309001,,0.03425,0.8341171,,0.5864997,,0.5656456,,0.4494046,,0.3490641,,,0.862282146,0.114662258,0.974264159,,0.013027267,,0.0172568,,0.0309,,0.006766806,0.0063857,0.664596273,0.0150943,0.747058824,0.0165746,0.648148148,0.0119048,0.621785174,,0.000102421
