Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP670 (EX),iRFP670 (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),JRed (EX),JRed (EM),Katusha2 (EX),Katusha2 (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mScarlet (EX),mScarlet (EM),mRuby2 (EX),mRuby2 (EM),mApple (EX),mApple (EM),TagRFP-T (EX),TagRFP-T (EM),Sirius (EX),Sirius (EM)
624,,,,0.01989,,,0.002,0.032,0.001,0.04,0.038891,0.715717,0.003,0.016,0.041,0.795,,0.242,,0.5153359,0.776892647,0.538666678,0.55748252,0.361453668,,0.0325,0.8466871,,0.5955525,,0.5741642,,0.4581842,,0.3593194,,,0.855175492,0.103309199,0.980017757,,0.011666024,,0.0152603,,0.0294,,0.006766806,0.0063857,0.654244306,0.0150943,0.732352941,0.0151934,0.637037037,0.0104167,0.60816944,,0.000102886
625,,,,0.01667,,,0.002,0.03,0.002,0.04,0.033717,0.695378,0.003,0.015,0.035,0.772,,0.234,,0.5032129,0.737625125,0.575086639,0.543414916,0.380631008,,0.03194,0.8585782,,0.6043541,,0.5821986,,0.4659547,,0.3689435,,,0.817445481,0.093261863,0.983519748,,0.011666024,,0.0163532,,0.0289,,0.006596514,0.00510856,0.64389234,0.0150943,0.719117647,0.0138122,0.625925926,0.0104167,0.593040847,,4.88827E-05
626,,,,0.01856,,,0.002,0.029,0.002,0.037,0.02978,0.672084,0.003,0.015,0.031,0.754,,0.225,,0.4903279,0.707169152,0.608684384,0.528223986,0.397614562,,0.03042,0.8699057,,0.6128726,,0.5896779,,0.472924,,0.3780406,,,0.819302308,0.084652652,0.989854899,,0.010844003,,0.0152073,,0.0276,,0.006596514,0.00510856,0.634575569,0.0125786,0.704411765,0.0138122,0.614814815,0.00892857,0.579425114,,6.89013E-05
627,,,,0.01695,,,0.002,0.028,0.002,0.035,0.026039,0.652465,0.003,0.015,0.026,0.739,,0.216,,0.4775462,0.672704137,0.646073283,0.49252744,0.415849751,,0.02991,0.8808067,,0.6211201,,0.5965666,,0.4793632,,0.386813,,,0.794356632,0.076551126,0.990276268,,0.010844003,,0.0143747,,0.027,,0.006209985,0.00510856,0.624223603,0.0125786,0.689705882,0.0138122,0.603703704,0.00892857,0.56580938,,2.32775E-05
628,,,,0.01814,,,0.003,0.029,0.002,0.036,0.022942,0.632705,0.004,0.015,0.023,0.719,,0.21,,0.463232,0.634861855,0.680504005,0.465192377,0.434551925,,0.02816,0.8914601,,0.6291606,,0.6028718,,0.485552,,0.3954201,,,0.781758911,0.070362816,0.995213284,,0.009293674,,0.0151959,,0.0258,,0.006209985,0.00383142,0.612836439,0.0125786,0.676470588,0.0138122,0.594444444,0.00892857,0.552193646,,7.44879E-06
629,,,,0.01719,,,0.003,0.027,0.002,0.034,0.019548,0.609307,0.004,0.014,0.02,0.706,,0.202,,0.4486163,0.600322317,0.716632377,0.440011993,0.461044424,,0.02749,0.9020239,,0.6371643,,0.6086587,,0.4917384,,0.4040956,,,0.756769975,0.063448534,0.996166967,,0.009293674,,0.0134134,,0.0243,,0.00564738,0.00383142,0.604554865,0.0125786,0.661764706,0.0124309,0.585185185,0.00892857,0.537065053,,3.25885E-06
630,,,,0.0125,,,0.003,0.026,0.002,0.032,0.017672,0.594611,0.004,0.013,0.017,0.69,,0.196,,0.4396337,0.558536089,0.74592086,0.410320144,0.483232126,,0.02636,0.912489,0.0788925,0.6453485,,0.6140673,,0.4980813,,0.4129463,,,0.735159357,0.057850257,0.997678697,,0.008827857,,0.0133574,,0.0238,,0.00564738,0.00383142,0.595238095,0.0125786,0.647058824,0.0124309,0.574074074,0.00892857,0.52193646,,9.31099E-07
631,,,,0.0153,,,0.003,0.027,0.002,0.032,0.015472,0.57568,0.004,0.014,0.015,0.674,,0.19,,0.429152,0.531173118,0.782109735,0.383553162,0.496235836,,0.02546,0.9227987,0.0806141,0.6539554,,0.619335,,0.5046338,,0.4219906,,,0.721665509,0.053006185,0.998781189,,0.008827857,,0.013226,,0.0225,,0.004939242,0.00383142,0.584886128,0.0100629,0.632352941,0.0124309,0.564814815,0.00892857,0.508320726,,
632,,,,0.01748,,,0.003,0.026,0.003,0.03,0.013603,0.556321,0.005,0.013,0.014,0.662,,0.182,,0.4141847,0.495145704,0.810736396,0.362370517,0.520891766,,0.02445,0.9329201,0.0851873,0.6632451,,0.624708,,0.5113373,,0.4311721,,,0.717651883,0.048234078,1,,0.009282895,,0.0125232,,0.0222,,0.004939242,0.00383142,0.576604555,0.00880503,0.617647059,0.0124309,0.557407407,0.00744048,0.496217852,,
633,,,,0.01373,,,0.002,0.025,0.002,0.03,0.01181,0.541129,0.003,0.013,0.012,0.65,,0.176,,0.4017546,0.454686549,0.839588422,0.343286508,0.550967056,,0.02343,0.9427707,0.0915757,0.6734397,,0.6304441,,0.5180687,,0.4404443,,,0.695347381,0.042439092,0.999386812,,0.009282895,,0.0121888,,0.0212,,0.004797318,0.00383142,0.569358178,0.00880503,0.601470588,0.0124309,0.548148148,0.00744048,0.482602118,,
634,,,,0.01316,,,0.002,0.025,0.002,0.028,0.010451,0.528419,0.003,0.012,0.01,0.633,,0.169,,0.3905808,0.426241461,0.861151237,0.313924348,0.563312474,,0.02231,0.9522455,0.1000893,0.6846519,,0.6367638,,0.5246779,,0.4496218,,,0.679551721,0.038817502,0.998482223,,0.008100682,,0.0109985,,0.0209,,0.004797318,0.00383142,0.560041408,0.00880503,0.586764706,0.0110497,0.537037037,0.00744048,0.468986384,,
635,,,,0.01496,,,0.002,0.025,0.002,0.028,0.009525,0.508807,0.003,0.012,0.009,0.616,,0.163,,0.3779135,0.399874016,0.882087575,0.292240932,0.582600006,,0.02152,0.9612862,0.1099511,0.6969103,,0.6438099,,0.5310284,,0.4585866,,,0.654446744,0.034952398,0.996510833,,0.008100682,,0.0104209,,0.0191,,0.004338451,0.00383142,0.550724638,0.00880503,0.572058824,0.00966851,0.52962963,0.00744048,0.45688351,,
636,,,,0.01239,,,0.002,0.024,0.002,0.027,0.007893,0.492434,0.003,0.012,0.008,0.605,,0.157,,0.3671388,0.362870888,0.906244506,0.276494696,0.605291684,,0.02056,0.9698323,0.1210499,0.7101556,,0.6516379,,0.5370135,,0.4672584,,,0.645522733,0.031388434,0.996850797,,0.007631601,,0.0115765,,0.0188,,0.004338451,0.00383142,0.541407868,0.00880503,0.560294118,0.0110497,0.52037037,0.00744048,0.444780635,,
637,,,,0.01377,,,0.001,0.024,0.001,0.026,0.007372,0.480628,0.003,0.011,0.007,0.596,,0.153,,0.3569698,0.339668422,0.928061042,0.260036327,0.625386749,,0.01983,0.9777252,0.1332415,0.7242256,,0.6602661,,0.5425928,,0.4755875,,,0.63207921,0.028659116,0.995304039,,0.007631601,,0.0114006,,0.0187,,0.003769696,0.00383142,0.532091097,0.00880503,0.547058824,0.00966851,0.512962963,0.00744048,0.43419062,,
638,,,,0.01149,,,0.001,0.023,0.001,0.025,0.006222,0.470793,0.002,0.011,0.006,0.582,,0.148,,0.3421336,0.310737723,0.945710691,0.241639773,0.65128167,,0.01893,0.9847566,0.1466108,0.7389196,,0.6696173,,0.5477534,,0.4834716,,,0.61803811,0.026609577,0.988583145,,0.006374741,,0.0096904,,0.0177,,0.003769696,0.00383142,0.522774327,0.00880503,0.532352941,0.00966851,0.505555556,0.00892857,0.423600605,,
639,,,,0.01097,,,0.001,0.023,0.001,0.024,0.00567,0.455217,0.002,0.011,0.005,0.576,,0.144,,0.3318111,0.284264743,0.964005146,0.221558762,0.661615987,,0.01853,0.9906996,0.1612271,0.75405,,0.6796019,,0.552498,,0.4909156,,,0.598214851,0.024065335,0.983943923,,0.006374741,,0.0098364,,0.0169,,0.003810509,0.00383142,0.513457557,0.00880503,0.520588235,0.00966851,0.496296296,0.00892857,0.414523449,,
640,,,,0.00959,,,0.002,0.022,0.001,0.023,0.00505,0.439768,0.003,0.011,0.004,0.562,,0.139,,0.3189233,0.276221927,0.97241114,0.203812563,0.692520333,,0.01769,0.9953434,0.1771538,0.7694589,0.0717073,0.6901662,,0.5568588,,0.4978498,,,0.595294939,0.022456698,0.976338253,,0.006566282,,0.0096831,,0.0163,,0.003810509,0.00383142,0.50310559,0.00880503,0.508823529,0.00966851,0.488888889,0.00744048,0.403933434,,
641,,,,0.00988,,,0.001,0.021,0.001,0.022,0.004709,0.429129,0.002,0.01,0.004,0.554,,0.134,,0.3077522,0.254894999,0.980180162,0.192015492,0.701149527,,0.01724,0.9984823,0.1944307,0.7850152,0.0734127,0.7012729,,0.5609161,,0.5041854,,,0.57489976,0.020616721,0.971419232,,0.006566282,,0.0087384,,0.0159,,0.003514381,0.00255428,0.494824017,0.00880503,0.495588235,0.00966851,0.47962963,0.00892857,0.393343419,,
642,,,,0.00989,,,0.002,0.022,0.002,0.022,0.004357,0.419447,0.003,0.01,0.004,0.543,,0.13,,0.2987556,0.234043509,0.986972256,0.179246645,0.727354321,,0.01656,1.0000001,0.2131488,0.8006569,0.075481,0.7129026,,0.5647506,,0.5098445,,,0.566806987,0.01817509,0.967905746,,0.005436646,,0.0092873,,0.0149,,0.003514381,0.00255428,0.485507246,0.00880503,0.483823529,0.00966851,0.472222222,0.00744048,0.384266263,,
643,,,,0.01231,,,0.002,0.022,0.001,0.021,0.003855,0.407546,0.002,0.01,0.003,0.538,,0.128,,0.2879837,0.214172996,0.992282585,0.168317,0.748256833,,0.01583,0.9998915,0.2333912,0.8163394,0.0795158,0.7251183,,0.5684944,,0.5148695,,,0.549170367,0.017064168,0.955787361,,0.005436646,,0.0096706,,0.0149,,0.003338472,0.00255428,0.47515528,0.00880503,0.472058824,0.00966851,0.462962963,0.00744048,0.373676248,,
644,,,,0.00652,,,0.002,0.021,0.002,0.021,0.003643,0.395331,0.002,0.01,0.003,0.535,,0.124,,0.2742445,0.200583697,0.99574145,0.154400088,0.775401497,,0.01487,0.9981798,0.2552453,0.8319934,0.0843394,0.7379478,,0.5723252,,0.5192922,,,0.541528224,0.016010296,0.953267876,,0.005521966,,0.0076095,,0.0141,,0.003338472,0.00255428,0.464803313,0.00880503,0.460294118,0.00966851,0.453703704,0.00744048,0.363086233,,
645,,,,0.0079,,,0.002,0.02,0.002,0.02,0.002861,0.383656,0.002,0.01,0.002,0.521,,0.119,,0.266638,0.179316435,0.997661208,0.138619814,0.780012738,,0.01465,0.9948417,0.2787933,0.8475061,0.090174,0.751301,,0.5764354,,0.5232579,,,0.52045349,0.014302979,0.945107203,,0.005521966,,0.0079858,,0.0134,,0.002898269,0.00255428,0.454451346,0.00880503,0.45,0.00966851,0.444444444,0.00744048,0.355521937,,
646,,,,0.00984,,,0.002,0.02,0.001,0.019,0.002731,0.374374,0.002,0.01,0.002,0.514,,0.116,,0.2602402,0.165120826,1,0.132612041,0.796758978,,0.01442,0.9898576,0.3040764,0.8627727,0.0967735,0.7650012,,0.5809612,,0.5269291,,,0.514214624,,0.938115394,,0.005441452,,0.0087839,,0.0129,,0.002898269,0.00255428,0.445134576,0.00754717,0.439705882,0.00966851,0.433333333,0.00744048,0.34795764,,
647,,,,0.01197,,,0.002,0.019,0.002,0.019,0.002315,0.370732,0.003,0.009,0.002,0.503,,0.111,,0.2500349,0.14913781,0.993379745,0.122960044,0.813666136,,0.01374,0.9831542,0.3310893,0.8776389,0.1042141,0.7787592,,0.5860327,,0.5304143,,,0.509927786,,0.929351698,,0.005441452,,0.0075991,,0.0126,,0.002813018,0.00255428,0.434782609,0.00754717,0.427941177,0.00966851,0.422222222,0.00892857,0.337367625,,
648,,,,0.00676,,,0.002,0.019,0.002,0.018,0.0019,0.360613,0.003,0.01,0.002,0.499,,0.108,,0.2422218,0.133542036,0.990573185,0.11178079,0.826505822,,0.01307,0.9745545,0.3597865,0.8919541,0.1126342,0.7921647,,0.5917095,,0.5337695,,,0.494819536,,0.926181208,,0.005134258,,0.0068551,,0.0116,,0.002813018,0.00255428,0.423395445,0.00628931,0.416176471,0.00966851,0.411111111,0.00595238,0.328290469,,
649,,,,0.00334,,,0.002,0.019,0.002,0.017,0.001761,0.352068,0.003,0.009,0.002,0.489,,0.106,,0.2328735,0.119807919,0.981861237,0.104377154,0.842886856,,0.01239,0.9639218,0.3901543,0.9056463,0.1221159,0.8048422,,0.5979718,,0.5370128,,,0.494231393,,0.912617317,,0.005134258,,0.0074421,,0.012,,0.00253801,0.00255428,0.412008282,0.00628931,0.405882353,0.00966851,0.401851852,0.00595238,0.320726173,,
650,,,,0.00642,,,0.003,0.018,0.002,0.016,0.001803,0.343392,0.004,0.009,0.001,0.483,,0.103,,0.2281002,0.106480896,0.979159203,0.09431855,0.863018358,,0.01239,0.9511881,0.4221192,0.9186933,0.132714,0.8165777,0.0389099,0.6047498,0.0188272,0.5401068,0.0118287,,0.481183595,,0.905239791,,0.004263481,,0.0057386,,0.0114,,0.00253801,0.00255428,0.401656315,0.00628931,0.394117647,0.00966851,0.392592593,0.00595238,0.311649017,,
651,,,,,,,0.002,0.018,0.002,0.017,0.001624,0.332011,0.003,0.008,,0.477,,0.1,,0.2211916,,0.97260134,0.088500521,0.865513564,,0.01172,0.9363456,0.4555834,0.931061,0.1446508,0.8273106,0.03964,0.6120086,0.0193482,0.5430286,0.0122207,,0.466873192,,0.891011957,,0.004263481,,,,0.0109,,0.002356106,0.00255428,0.392339545,0.00628931,0.380882353,0.00966851,0.381481482,0.00744048,0.302571861,,
652,,,,,,,0.003,0.018,0.003,0.017,0.001063,0.324692,0.004,0.008,,0.471,,0.097,,0.2130101,,0.961600657,0.079989714,0.877825132,,0.01127,0.919491,0.490368,0.9427661,0.1579556,0.8371774,0.0414229,0.6197096,0.0199935,0.5458929,0.0127013,,0.465849498,,0.880453212,,0.004202718,,,,0.0107,,0.002356106,0.00383142,0.383022774,0.00754717,0.369117647,0.00966851,0.372222222,0.00744048,0.293494705,,
653,,,,,,,0.002,0.017,0.002,0.016,0.001716,0.31847,0.003,0.008,,0.462,,0.095,,0.2070477,,0.953978836,0.072711101,0.894862268,,0.01098,0.900861,0.5262581,0.9538192,0.1726632,0.8465297,0.0441625,0.6278619,0.0212758,0.5487704,0.0136478,,0.450134988,,0.874492098,,0.004202718,,,,0.0108,,0.002281748,0.00255428,0.373706004,0.00628931,0.358823529,0.00966851,0.361111111,0.00744048,0.285930409,,
654,,,,,,,0.003,0.017,0.002,0.015,0.00075,0.308105,0.004,0.008,,0.455,,0.091,,0.2014621,,0.939032667,0.069608409,0.914386006,,0.01082,0.8806525,0.5629569,0.9641207,0.1891207,0.8557769,0.0477385,0.6365488,0.0227405,0.5518202,0.0148069,,0.436455078,,0.865160046,,0.003923002,,,,0.0099,,0.002281748,0.00255428,0.365424431,0.00754717,0.347058824,0.00966851,0.35,0.00595238,0.276853253,,
655,,,,,,,0.002,0.017,0.002,0.015,0.000923,0.302022,0.003,0.008,,0.452,,0.09,,0.1928731,,0.934850052,0.062543724,0.914560774,,0.0102,0.8590498,0.600133,0.9735386,0.2073236,0.8652582,0.0520321,0.6458756,0.024465,0.5552501,0.0161917,,0.432873017,,0.852885482,,0.003923002,,,,0.0094,,0.001940549,0.00255428,0.356107661,0.00628931,0.336764706,0.00966851,0.338888889,0.00595238,0.269288956,,
656,,,,,,,0.002,0.017,0.003,0.015,0.000902,0.292899,0.003,0.008,,0.44,,0.086,,0.1866762,,0.918772589,0.058705709,0.932186443,,0.00997,0.8361228,0.6375169,0.9819174,0.2272085,0.8752465,0.0569556,0.6559219,0.0262534,0.5592767,0.0177089,,0.42050959,,0.842844032,,0.003975113,,,,0.0092,,0.001940549,0.00255428,0.34679089,0.00754717,0.326470588,0.00966851,0.32962963,0.00595238,0.263237519,,
657,,,,,,,0.002,0.016,0.002,0.014,0.000425,0.287622,0.003,0.008,,0.433,,0.083,,0.1810516,,0.909284876,0.052557331,0.933087592,,0.00935,0.81178,0.6748848,0.9890176,0.2489634,0.8858929,0.062463,0.6667507,0.0281207,0.5639947,0.0193654,,0.410585567,,0.83470135,,0.003975113,,,,0.0084,,0.001681851,0.00255428,0.33747412,0.00754717,0.317647059,0.00966851,0.322222222,0.00595238,0.257186082,,
658,,,,,,,0.003,0.017,0.003,0.013,0.000647,0.279986,0.003,0.008,,0.423,,0.08,,0.1758205,,0.892009615,0.049358458,0.946523135,,0.00929,0.7857531,0.7119836,0.9945586,0.2729066,0.8971171,0.0685527,0.6783841,0.030029,0.5695779,0.0211365,,0.402855997,,0.825369506,,0.002842754,,,,0.009,,0.001681851,0.00255428,0.32815735,0.00754717,0.310294118,0.00966851,0.314814815,0.00595238,0.251134645,,
659,,,,,,,0.003,0.016,0.002,0.013,0.000437,0.271873,0.004,0.008,,0.416,,0.078,,0.1693334,,0.882640089,0.044837109,0.951099955,,0.00913,0.7577684,0.7485469,0.9983069,0.2987039,0.9086992,0.0752516,0.6907965,0.0320802,0.5761007,0.0230521,,0.397049249,,0.811932705,,0.002842754,,,,0.0087,,0.001594047,0.00255428,0.31884058,0.00754717,0.3,0.00966851,0.305555556,0.00744048,0.243570348,,
660,,,,,,,0.002,0.017,0.002,0.013,0.000408,0.266596,0.003,0.007,,0.413,,0.077,,0.1624275,,0.873544838,0.04271552,0.952389968,,0.00862,0.7275407,0.7842766,1,0.3268211,0.9203687,0.0825977,0.7039704,0.034342,0.5835679,0.0251182,,0.390723864,,0.801722442,,0.002748669,,,,0.0086,,0.001594047,0.00255428,0.310559006,0.00754717,0.292647059,0.00966851,0.298148148,0.00595238,0.237518911,,
661,,,,,,,0.002,0.015,0.002,0.012,0.000595,0.259359,0.003,0.008,,0.406,,0.074,,0.157805,,0.854909999,0.039276087,0.96196682,,0.00817,0.6949928,0.8187157,0.9993977,0.3572237,0.9317686,0.0906276,0.7178769,0.0367873,0.5919316,0.0273524,,0.376073545,,0.790738875,,0.002748669,,,,0.0078,,0.001448949,0.00255428,0.301242236,0.00754717,0.285294118,0.00966851,0.290740741,0.00744048,0.231467474,,
662,,,,,,,0.003,0.015,0.003,0.012,0.000987,0.249081,0.003,0.008,,0.4,,0.072,,0.1526437,,0.843556234,0.036656773,0.978140083,,0.00822,0.6603312,0.8513237,0.9963315,0.3896545,0.9425144,0.099373,0.7324745,0.039469,0.6011481,0.0297344,,0.367504488,,0.78119181,,0.002873168,,,,0.0078,,0.001448949,0.00255428,0.292960663,0.00754717,0.277941177,0.00966851,0.283333333,0.00744048,0.225416036,,
663,,,,,,,0.002,0.016,0.002,0.012,0.000474,0.245248,0.003,0.007,,0.392,,0.07,,0.1469437,,0.829235898,0.032355356,0.97876661,,0.00805,0.6240679,0.8815913,0.9907085,0.4239757,0.9523499,0.108866,0.7476932,0.0423301,0.6110354,0.032296,,0.362811859,,0.76734686,,0.002873168,,,,0.0074,,0.001616093,0.00255428,0.284679089,0.00754717,0.272058824,0.00966851,0.275925926,0.00595238,0.219364599,,
664,,,,,,,0.002,0.016,0.002,0.011,0.000426,0.239002,0.003,0.007,,0.386,,0.069,,0.1418048,,0.819853602,0.032527686,0.982238601,,0.00738,0.5869128,0.9090086,0.9824651,0.4603364,0.9611423,0.1191445,0.7633917,0.0453506,0.6214302,0.0350138,,0.355099104,,0.75746105,,0.003008826,,,,0.0075,,0.001616093,0.00383142,0.276397516,0.00754717,0.266176471,0.00966851,0.266666667,0.00595238,0.213313162,,
665,,,,,,,0.002,0.016,0.002,0.011,0.000631,0.229145,0.003,0.007,,0.378,,0.066,,0.1367524,,0.80297578,0.029454908,0.991782456,,0.00727,0.5497521,0.9331299,0.9716451,0.4983429,0.9688429,0.1302577,0.7793242,0.048409,0.632116,0.0378809,,0.343613885,,0.744673161,,0.003008826,,,,0.0068,,0.00132072,0.00255428,0.269151139,0.00754717,0.260294118,0.00966851,0.259259259,0.00595238,0.207261725,,
666,,,,,,,0.002,0.014,0.003,0.011,7.8E-05,0.226148,0.003,0.007,,0.371,,0.063,,0.1322834,,0.787088931,0.026249746,1.001934832,,0.00721,0.5133908,0.9536609,0.9583576,0.5378092,0.9755386,0.1422688,0.7952151,0.0517887,0.6428572,0.0408908,,0.337675149,,0.732377546,,0.002679189,,,,0.007,,0.00132072,0.00255428,0.260869565,0.00754717,0.254411765,0.00966851,0.251851852,0.00595238,0.202723147,,
667,,,,,,,0.001,0.013,0.002,0.011,0.000256,0.218119,0.002,0.007,,0.365,,0.062,,0.1283587,,0.774964444,0.022842832,0.992919182,,0.00704,0.4784795,0.9704695,0.942782,0.578934,0.9813886,0.1552499,0.8107601,0.0552718,0.653422,0.0440466,,0.328845076,,0.723311006,,0.002679189,,,,0.0063,,0.001466584,0.00255428,0.253623188,0.00754717,0.248529412,0.00966851,0.246296296,0.00595238,0.198184569,,
668,,,,,,,0.002,0.015,0.002,0.011,0.000158,0.210544,0.002,0.007,,0.359,,0.061,,0.1232728,,0.758733848,0.023921356,0.989884111,,0.00659,0.4454897,0.9834634,0.9251299,0.6208298,0.98651,0.1692735,0.8256788,0.0590781,0.6637337,0.0473064,,0.321652931,,0.70673776,,0.002168222,,,,0.0063,,0.001466584,0.00255428,0.246376812,0.00754717,0.241176471,0.00966851,0.238888889,0.00595238,0.193645991,,
669,,,,,,,0.002,0.014,0.001,0.011,0.000273,0.204933,0.003,0.007,,0.354,,0.059,,0.1181758,,0.745051467,0.020848777,0.990345824,,0.00648,0.4147088,0.9926515,0.9057188,0.6631771,0.9909528,0.1844017,0.8397748,0.0631974,0.6737442,0.0507073,,0.314310167,,0.693444427,,0.002168222,,,,0.0064,,0.001165987,0.00255428,0.238095238,0.00754717,0.235294118,0.00966851,0.231481482,0.00595238,0.187594554,,
670,,,,,,,0.002,0.014,0.003,0.011,0.000206,0.198735,0.003,0.006,,0.35,,0.057,,0.1127605,,0.734811438,0.017578759,0.98751355,,0.00614,0.3862008,0.9981341,0.8848801,0.7051953,0.9946847,0.2006804,0.8529651,0.0679006,0.6835439,0.0542492,,0.302791951,,0.682590183,,0.002139237,,,,0.0061,,0.001165987,0.00255428,0.231884058,0.00754717,0.229411765,0.00828729,0.227777778,0.00595238,0.184568835,,
671,,,,,,,0.002,0.014,0.002,0.01,0.00047,0.189934,0.003,0.007,,0.34,,0.056,,0.1094304,,0.720649743,0.019774979,0.993290249,,0.0062,0.3599671,1.000001,0.862951,0.7462435,0.9975688,0.2181385,0.8652149,0.0728945,0.6932568,0.0579284,,0.297947797,,0.673180176,,0.002139237,,,,0.0063,,0.001096059,0.00255428,0.225672878,0.00754717,0.225,0.00966851,0.222222222,0.00595238,0.181543117,,
672,,,,,,,0.002,0.014,0.003,0.01,,0.185166,0.004,0.007,,0.336,,0.054,,0.1059802,,0.708029611,0.015693892,0.99999993,,0.00597,0.3359224,0.9983573,0.8402064,0.7855079,0.9994058,0.2367964,0.8766009,0.0783492,0.7030456,0.0617882,,0.288663464,,0.661471858,,0.002062777,,,,0.0059,,0.001096059,0.00255428,0.219461698,0.00754717,0.219117647,0.00966851,0.214814815,0.00595238,0.177004539,,
673,,,,,,,0.003,0.015,0.003,0.009,0.000418,0.18015,0.004,0.006,,0.329,,0.052,,0.1023961,,0.695404706,0.017771152,0.983649071,,0.00575,0.3138694,0.9934296,0.8168973,0.822965,1.0000001,0.2566745,0.8872851,0.0842276,0.7129557,0.0658643,,0.284961888,,0.649795626,,0.002062777,,,,0.0055,,0.000868932,0.00255428,0.215320911,0.00754717,0.213235294,0.00966851,0.209259259,0.00595238,0.172465961,,
674,,,,,,,0.003,0.014,0.003,0.01,,0.176354,0.004,0.007,,0.32,,0.051,,0.09724603,,0.683141949,0.017263049,0.975882242,,0.00558,0.2935596,0.9854748,0.7930778,0.8576739,0.9991533,0.2778035,0.8974687,0.0907788,0.722977,0.070084,,0.273063457,,0.636907245,,0.002462841,,,,0.0057,,0.000868932,0.00255428,0.211180124,0.00754717,0.205882353,0.00966851,0.201851852,0.00595238,0.169440242,,
675,,,,,,,0.002,0.014,0.003,0.01,0.000576,0.167628,0.003,0.006,,0.314,,0.049,,0.09426204,,0.673045054,0.024517241,0.978587584,,0.00546,0.2747676,0.9747058,0.768644,0.889341,0.996719,0.3002226,0.9073669,0.0978111,0.7330591,0.0744652,,0.267052609,,0.625200525,,0.002462841,,,,0.0049,,0.001184113,0.00255428,0.206004141,0.00754717,0.2,0.00828729,0.198148148,0.00595238,0.164901664,,
676,,,,,,,0.001,0.014,0.002,0.01,,0.162258,0.002,0.007,,0.309,,0.047,,0.09099613,,0.658608293,,0.977490793,,0.00535,0.2572341,0.9614448,0.7433852,0.9178562,0.9925799,0.3239764,0.9172291,0.1057134,0.7431483,0.0790651,,0.258508063,,0.612308257,,0.000598715,,,,0.0059,,0.001184113,0.00255428,0.201863354,0.00754717,0.194117647,0.00828729,0.194444444,0.00595238,0.161875946,,
677,,,,,,,,0.013,0.001,0.009,,0.158021,0.001,0.007,,0.305,,0.046,,0.0876381,,0.645145698,,0.96702247,,0.00513,0.2407688,0.9460833,0.7170302,0.942473,0.98666,0.3491041,0.9271904,0.1145648,0.753149,0.0838414,,0.248598348,,0.5996587,,0.000598715,,,,0.0051,,0.000706632,0.00255428,0.196687371,0.00754717,0.188235294,0.00966851,0.190740741,0.00595238,0.157337368,,
678,,,,,,,,0.013,,0.009,0.000284,0.150353,,0.007,,0.297,,0.045,,0.08422425,,0.63273371,,0.957054337,,0.00479,0.2252829,0.9289745,0.6892281,0.9628278,0.9788678,0.3756335,0.9372308,0.1244322,0.7630735,0.0887918,,0.241512909,,0.591626845,,0.001605205,,,,0.005,,0.000706632,0.00255428,0.191511387,0.00754717,0.182352941,0.00966851,0.185185185,0.00595238,0.15279879,,
679,,,,,,,,0.014,0.001,0.009,,0.145327,0.002,0.007,,0.286,,0.044,,0.0802912,,0.622531701,,0.960508137,,0.00479,0.210736,0.9104942,0.6597697,0.9788889,0.9691222,0.4035701,0.9472226,0.1350662,0.7730234,0.0940345,,0.238149611,,0.579140315,,0.001605205,,,,0.0049,,0.000842818,0.00255428,0.186335404,0.00754717,0.176470588,0.00828729,0.181111111,0.00595238,0.148562784,,
680,,,,,,,,0.013,,0.009,0.000382,0.139556,0.001,0.006,,0.279,,0.042,,0.07676011,,0.610781079,,0.945184229,,0.00473,0.1971043,0.8909992,0.6286623,0.9904687,0.9573157,0.4328923,0.9569402,0.1468243,0.782979,0.0995583,,0.229445191,,0.570674195,,0.001508641,,,,0.0046,,0.000842818,0.00255428,0.182194617,0.00754717,0.172058824,0.00828729,0.176851852,0.00595238,0.144326778,,
681,,,,,,,0.001,0.013,0.001,0.01,,0.134544,0.001,0.007,,0.276,,0.041,,0.0731676,,0.604945641,,0.940202448,,0.00417,0.1844095,0.8708613,0.5960811,0.9973159,0.9433592,0.4635424,0.9660677,0.1595028,0.7930703,0.1053189,,0.22488088,,0.560894225,,0.001508641,,,,0.0049,,0.000830842,0.00255428,0.175983437,0.00754717,0.167647059,0.00828729,0.172222222,0.00595238,0.140090772,,
