mPlum,4.1
TagRFP,48
iRFP670,12.54
iRFP720,5.76
iRFP713,6.3
mOrange,48.99
Sirius,3.6
mApple,36.75
mScarlet,70
mCherry,15.84
mKO,30.96
ECFP,13
Cerulean,26.66
DsRed,5.17
tdTomato,95.22
EBFP2,17.92
EYFP,50.87
T-Sapphire,26.4
mCitrine,49.68
EGFPm,33.6
E2-Crimson,28.98
NirFP,4.2
mAmetrine,26.1
iRFP682,9.9
iRFP702,7.44
Jred,8.8
TagCFP,21.09
TagGFP2,33.9
TagYFP,31
CopGFP,42
mRuby2,42.94
TagRFP-T,33.21
