Wavelength,mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),iRFP670 (EX),iRFP670 (EM),iRFP713 (EX),iRFP713 (EM),mScarlet (EX),mScarlet (EM),mApple (EX),mApple (EM),Sirius (EX),Sirius (EM),Cerulean (EM),Cerulean (EX),ECFP (EM),ECFP (EX),mKO (EM),mKO (EX),mPlum (EM),mPlum (EX),TagRFP (EM),TagRFP (EX),tdTomato (EM),tdTomato (EX),iRFP720 (EX),iRFP720 (EM),EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),mCitrine (AB),mCitrine (EM),EGFPm (AB),EGFPm (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),Jred (EX),Jred (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mRuby2 (EX),mRuby2 (EM),TagRFP-T (EX),TagRFP-T (EM)
600,0.639,0.839,0.001,0.435,,0.887996,0.611856,,0.2343851,,0.0855683,0.953416149,0.131215,0.948148148,,0.001929236,0.06226560100913,,0.003,0.0623,0.18966539204121,,0.7945,0.2615,0.87861001491547,0.017855999991298,0.0127,0.7942,0.1664453,,,0.02183,,0.04295,,0.0407,0.002,0.087,0.004,0.039,0.905329723,0.054899038,0.967847499,0.045537764,,0.07266,0.4250134,,0.3522816,,0.537743629,0.836665796,,0.030265045,,0.0447127,,0.0696,,0.020930347,0.0993711,0.983823529,0.0505952,0.906202723
601,0.601,0.869,,0.429,,0.8736064,0.6183366,,0.2415304,,0.0753512,0.940993789,0.118785,0.938888889,,0.001815642,0.060857199132442,,0.0022,0.0608,0.18437102437019,,0.7302,0.2821,0.86884599924088,0.01788179948926,0.0112,0.777,0.1711281,,,,,0.04822,,,0.001,0.084,0.003,0.037,0.915182523,0.061739197,0.977314859,0.050715045,,0.06912,0.4337172,,0.3617474,,0.502153633,0.874092598,,0.030265045,,0.0388526,,0.0672,,0.019334668,0.0918239,0.977941177,0.047619,0.897125567
602,0.557,0.896,,0.424,,0.850625,0.6239456,,0.2487347,,0.0664112,0.929606625,0.103591,0.924074074,,0.001701583,0.059275798499584,,0.0019,0.0593,0.17827191948891,,0.7039,0.3009,0.84764498472214,0.015414499677718,0.0099,0.7669,0.1757773,,,,,0.04224,,,0.001,0.081,0.003,0.036,0.933159869,0.068762952,0.999999994,0.057032814,,0.06771,0.442086,,0.370968,,0.46335544,0.906605543,,0.026037186,,0.0379237,,0.0645,,0.019334668,0.0842767,0.973529412,0.0431548,0.886535552
603,0.512,0.92,,0.415,,0.8364085,0.629242,,0.2559759,,0.0587484,0.918219462,0.0939227,0.911111111,,0.001599162,0.056882500648499,,0.0022,0.0569,0.17352816462517,,0.6754,0.3201,0.83593797683716,0.013729199767113,0.0088,0.7561,0.1804437,,,,,0.04309,,,0.001,0.079,0.003,0.036,0.944878571,0.076478182,0.997239588,0.062903189,,0.06528,0.4500899,,0.3799663,,0.44004554,0.921643695,,0.026037186,,0.0361028,,0.0627,,0.017272948,0.0779874,0.967647059,0.0401786,0.875945537
604,0.47,0.937,,0.41,,0.8179715,0.6347293,,0.2632446,,0.0510856,0.905797101,0.0842541,0.896296296,,0.00151257,0.055034801363945,,0.0024,0.055,0.16742905974388,,0.6393,0.3394,0.82658499479294,0.014367399737239,0.0083,0.7461,0.1852433,,,,,0.0393,,,0.002,0.074,0.003,0.034,0.956044555,0.085395733,0.991239622,0.069282312,,0.06236,0.4576984,,0.3888193,,0.409088171,0.928714273,,0.024066322,,0.0351184,,0.0598,,0.017272948,0.0716981,0.960294118,0.0372024,0.865355522
605,0.43,0.961,,0.404,,0.8002685,0.6408499,,0.2705627,,0.0446999,0.891304348,0.0745856,0.87962963,,0.001379423,0.053418900817633,,0.002,0.0534,0.16378653049469,,0.6119,0.3585,0.81388801336288,0.01108630001545,0.0077,0.7353,0.1902904,,,,,0.03939,,,0.001,0.072,0.003,0.032,0.971612004,0.095634311,1.003834044,0.076416485,,0.06168,0.4649021,,0.3976627,,0.363962181,0.946942233,,0.024066322,,0.0336393,,0.0598,,0.016093113,0.0654088,0.952941177,0.0342262,0.854765507
606,0.393,0.974,,0.397,,0.7837129,0.6478372,,0.2779588,,0.0395913,0.877846791,0.0662983,0.862962963,,0.001288175,0.052119001746178,,0.0029,0.0521,0.15751799941063,,0.5992,0.3784,0.80881100893021,0.010658299550414,0.0072,0.725,0.1956816,,,,,0.03423,,,0.001,0.072,0.004,0.032,0.97620357,0.106756917,0.983325412,0.086757875,,0.05875,0.4717099,,0.4065786,,0.330832989,0.963599287,,0.022454105,,0.0314026,,0.0567,,0.016093113,0.0616352,0.945588235,0.03125,0.842662632
607,0.356,0.98,,0.391,,0.7663561,0.6556955,,0.2854787,,0.0357599,0.863354037,0.0607735,0.85,,0.00122067,0.050538200885057,,0.0029,0.0505,0.15167301893234,,0.5836,0.3977,0.7883660197258,0.008259770460427,0.0066,0.7166,0.2014907,,,,,0.0384,,,0.002,0.067,0.004,0.03,0.983818815,0.119525517,0.973559121,0.095019839,,0.05762,0.4781597,,0.415569,,0.292065347,0.987599814,,0.022454105,,0.0299966,,0.0547,,0.014352811,0.0553459,0.939705882,0.0297619,0.830559758
608,0.319,0.989,,0.383,,0.7478604,0.6642311,,0.2931727,,0.0306513,0.848861284,0.0552486,0.835185185,,0.001057728,0.047352701425552,,0.003,0.0474,0.14646336436272,,0.5517,0.417,0.77861499786377,0.008866949938238,,0.7043,0.2077457,,,,,0.03503,,,0.002,0.065,0.004,0.029,0.985146308,0.132515713,0.97765886,0.105195714,,0.05577,0.484307,,0.4245825,,0.270356582,0.992977524,,0.022569017,,0.0288309,,0.0526,,0.014352811,0.0515723,0.930882353,0.0282738,0.816944024
609,0.288,0.996,,0.375,,0.7322343,0.6732118,,0.3010648,,0.0280971,0.836438923,0.0497238,0.818518519,,0.000878026,0.04695799946785,,0.0024,0.047,0.13972893357277,,0.4997,0.4368,0.76321297883987,0.009152130223811,,0.6929,0.2143723,,,,,0.03052,,,0.002,0.065,0.004,0.028,0.99168779,0.147487346,0.952799231,0.113630365,,0.05374,0.4901767,,0.4335613,,0.245421991,1.000001922,,0.022569017,,0.0303768,,0.0517,,0.012812118,0.0477987,0.923529412,0.0252976,0.80484115
610,0.259,1,,0.366,,0.7167142,0.6823664,,0.3091756,,0.0242656,0.822981367,0.0441989,0.803703704,,0.000725326,0.046708900481462,,0.0038,0.0467,0.13481575250626,,0.45,0.4714,0.76418900489807,0.007897210307419,,0.6824,0.2212814,,,,,0.03099,,,0.003,0.062,0.005,0.027,0.998933135,0.16372984,0.934729955,0.126843093,,0.05188,0.4957629,,0.4424407,,0.221069913,0.997651956,,0.019264737,,0.027191,,0.0492,,0.012812118,0.0427673,0.916176471,0.0223214,0.791225416
611,0.234,0.99,,0.36,,0.6975737,0.6915223,,0.3175515,,0.0217114,0.80952381,0.0400553,0.792592593,,0.000686685,0.044931799173355,,0.0026,0.0449,0.12791189551353,,0.4268,0.4857,0.73879200220108,,,0.682,0.2284863,,,,,0.03431,,,0.002,0.06,0.003,0.026,1,0.181179894,0.923104781,0.137772318,,0.05064,0.5010829,,0.4512323,,0.199995382,0.996268612,,0.019264737,,0.0272054,,0.0469,,0.012102837,0.0389937,0.902941177,0.0208333,0.780635401
612,0.209,0.991,,0.35,,0.6805379,0.7006252,,0.3262651,,0.0191571,0.796066253,0.0359116,0.777777778,,0.000713687,0.043893098831177,,0.003,0.0439,0.12295637279749,,0.4098,0.4995,0.69501799345016,,,0.6722,0.2360226,,,,,0.03307,,,0.002,0.057,0.004,0.025,0.999282097,0.200308804,0.911405259,0.151321015,,0.04889,0.5061819,,0.4600305,,0.174148775,1.000018183,,0.017859177,,0.0251995,,0.0455,,0.012102837,0.0352201,0.891176471,0.0193452,0.767019667
613,0.183,0.976,,0.342,,0.668147,0.7098212,,0.3354256,,0.0166028,0.782608696,0.031768,0.764814815,,0.00066946,0.04323809966445,,0.0029,0.0432,0.11719610542059,,0.3838,0.5176,0.67535400390625,,,0.6619,0.2439419,,,,,0.0263,,,0.002,0.056,0.004,0.024,0.996895936,0.219862082,0.893019426,0.163173985,,0.04765,0.5111678,,0.4689756,,0.155023031,0.991054939,,0.017859177,,0.024453,,0.0443,,0.010770756,0.0339623,0.879411765,0.0193452,0.753403933
614,0.162,0.968,,0.332,,0.6521692,0.7193251,,0.3451953,,0.0153257,0.770186335,0.0290055,0.751851852,,0.00064013,0.0410829000175,,0.0033,0.0411,0.1115205436945,,0.3469,0.5537,0.66333901882172,,,0.6511,0.2523656,,,,,0.03052,,,0.003,0.054,0.004,0.022,0.984358174,0.242642327,0.868909785,0.178765469,,0.04602,0.5162374,,0.478164,,0.149585926,0.989392857,,0.017003908,,0.024793,,0.0432,,0.010770756,0.0314465,0.866176471,0.0178571,0.741301059
615,0.14,0.955,,0.322,,0.6347845,0.7294267,,0.3557065,,0.0140485,0.756728779,0.0276243,0.737037037,,0.000612197,0.038207098841667,,0.0031,0.0382,0.10567556321621,,0.3193,0.5607,0.65610897541046,,,0.6409,0.2614304,,,,,0.03275,,,0.002,0.053,0.004,0.022,0.982029236,0.265341783,0.831230503,0.193203705,,0.04461,0.5216565,,0.4876719,,0.128161971,0.980405774,,0.017003908,,0.0218084,,0.0418,,0.009994241,0.0289308,0.855882353,0.016369,0.730711044
616,0.122,0.942,,0.316,,0.6219609,0.7403563,,0.3670094,,0.0127714,0.743271222,0.0248619,0.725925926,,0.000560987,0.037355799227953,,0.003,0.0374,0.10135535895824,,0.2927,0.5815,0.64356797933578,,,0.6298,0.2711361,,,,,0.02497,,,0.002,0.052,0.004,0.022,0.966683044,0.292519772,0.810218468,0.207792999,,0.04309,0.5276536,,0.4974885,,0.116410266,0.977164023,,0.015301954,,0.0217624,,0.0395,,0.009994241,0.0251572,0.842647059,0.014881,0.71709531
617,0.107,0.931,,0.304,,0.607655,0.7522654,,0.3790308,,0.0114943,0.730848861,0.0234807,0.714814815,,0.000459963,0.037704199552536,,0.0031,0.0377,0.095595084130764,,0.2737,0.6014,0.63423198461533,,,0.6188,0.2814835,,,,,0.0309,,,0.002,0.051,0.004,0.021,0.95675203,0.319342338,0.774631345,0.227856931,,0.0414,0.53439,,0.5075279,,0.104752582,0.949018198,,0.015301954,,0.0217158,,0.0385,,0.009354537,0.0251572,0.830882353,0.014881,0.703479576
618,0.092,0.903,,0.294,,0.5951804,0.7651167,,0.3915582,,0.0102171,0.719461698,0.0220994,0.701851852,,0.000418063,0.037191301584244,,0.0028,0.0372,0.090343073010445,,0.2558,0.6172,0.62027198076248,,,0.6175,0.2923985,,,,,0.02658,,,0.002,0.048,0.004,0.02,0.934109683,0.346364619,0.753424006,0.242678335,,0.04033,0.5419102,,0.5176529,,0.091766963,0.943932171,,0.013244266,,0.019948,,0.0378,,0.009354537,0.0226415,0.817647059,0.0133929,0.689863843
619,0.08,0.892,,0.286,,0.579599,0.7787485,,0.4042478,,0.00893997,0.707039338,0.019337,0.688888889,,0.000331937,0.035928301513195,,0.0034,0.0359,0.084794580936432,,0.2369,0.639,0.60624200105667,,,0.6018,0.3037425,,,,,0.02648,,,0.002,0.046,0.005,0.019,0.909680344,0.374554211,0.715999116,0.260425301,,0.03909,0.5501472,,0.5277474,,0.081048424,0.928695249,,0.013244266,,0.0186628,,0.0364,,0.008169167,0.0213836,0.802941177,0.0119048,0.67473525
620,0.07,0.871,,0.277,,0.567141,0.7928135,,0.4167107,,0.00893997,0.696687371,0.019337,0.67962963,,0.000279795,0.035245899111032,,0.0028,0.0352,0.08026260137558,,0.2134,0.6567,0.59833800792694,,,0.5899,0.3153119,,,,,0.02829,,,0.002,0.045,0.004,0.018,0.88714588,0.403939017,0.69942952,0.281517603,,0.03785,0.558924,,0.537675,,0.072947979,0.911784561,,0.013639859,,0.0192513,,0.0358,,0.008169167,0.0188679,0.788235294,0.0119048,0.662632375
621,0.061,0.852,,0.267,,0.552196,0.8069514,,0.4285668,,0.00766284,0.686335404,0.0179558,0.668518519,,0.000218808,,,0.0031,0.0336,0.075857684016228,,0.1985,0.6757,0.58600902557373,,,0.5802,0.3268908,,,,,0.02416,,,0.002,0.044,0.004,0.018,0.859840527,0.437667197,0.664437952,0.302322417,,0.03656,0.5680352,,0.5473449,,,0.906359724,,0.013639859,,0.0181113,,0.0331,,0.007861094,0.0188679,0.776470588,0.0119048,0.649016642
622,0.052,0.83,,0.258,,0.545706,0.820812,,0.4395212,,0.0063857,0.675983437,0.0179558,0.657407407,,0.000188547,,,0.0018,0.0325,0.07174926251173,,0.1826,0.6936,0.57086700201035,,,0.571,0.3382017,,,,,0.02426,,,0.001,0.043,0.003,0.017,0.835835344,0.470873617,0.632827482,0.32086572,,0.03515,0.5772799,,0.556686,,,0.877963738,,0.013027267,,0.0188046,,0.0321,,0.007861094,0.0163522,0.761764706,0.0119048,0.635400908
623,0.045,0.812,,0.251,,0.5311518,0.8341171,,0.4494046,,0.0063857,0.664596273,0.0165746,0.648148148,,0.000102421,,,0.0025,0.0317,0.067556120455265,,0.1687,0.7131,0.55897498130798,,,0.5624,0.3490641,,,,,0.01956,,,0.002,0.041,0.004,0.017,0.796695353,0.503122098,0.587096176,0.333309001,,0.03425,0.5864997,,0.5656456,,,0.862282146,,0.013027267,,0.0172568,,0.0309,,0.006766806,0.0150943,0.747058824,0.0119048,0.621785174
624,0.041,0.795,,0.242,,0.5153359,0.8466871,,0.4581842,,0.0063857,0.654244306,0.0151934,0.637037037,,0.000102886,,,0.0015,0.0321,0.063871242105961,,0.1565,0.7303,0.55195498466492,,,0.5497,0.3593194,,,,,0.01989,,,0.001,0.04,0.003,0.016,0.776892647,0.538666678,0.55748252,0.361453668,,0.0325,0.5955525,,0.5741642,,,0.855175492,,0.011666024,,0.0152603,,0.0294,,0.006766806,0.0150943,0.732352941,0.0104167,0.60816944
625,0.035,0.772,,0.234,,0.5032129,0.8585782,,0.4659547,,0.00510856,0.64389234,0.0138122,0.625925926,,4.88827E-05,,,0.0022,0.0298,0.060186363756657,,0.1414,0.7476,0.53829699754715,,,0.5383,0.3689435,,,,,0.01667,,,0.002,0.04,0.003,0.015,0.737625125,0.575086639,0.543414916,0.380631008,,0.03194,0.6043541,,0.5821986,,,0.817445481,,0.011666024,,0.0163532,,0.0289,,0.006596514,0.0150943,0.719117647,0.0104167,0.593040847
626,0.031,0.754,,0.225,,0.4903279,0.8699057,,0.472924,,0.00510856,0.634575569,0.0138122,0.614814815,,6.89013E-05,,,0.002,0.0287,0.057136807590723,,0.1274,0.7677,0.52794599533081,,,0.5244,0.3780406,,,,,0.01856,,,0.002,0.037,0.003,0.015,0.707169152,0.608684384,0.528223986,0.397614562,,0.03042,0.6128726,,0.5896779,,,0.819302308,,0.010844003,,0.0152073,,0.0276,,0.006596514,0.0125786,0.704411765,0.00892857,0.579425114
627,0.026,0.739,,0.216,,0.4775462,0.8808067,,0.4793632,,0.00510856,0.624223603,0.0138122,0.603703704,,2.32775E-05,,,0.0023,0.0284,0.053748410195112,,0.1159,0.7852,0.51017099618912,,,0.5153,0.386813,,,,,0.01695,,,0.002,0.035,0.003,0.015,0.672704137,0.646073283,0.49252744,0.415849751,,0.02991,0.6211201,,0.5965666,,,0.794356632,,0.010844003,,0.0143747,,0.027,,0.006209985,0.0125786,0.689705882,0.00892857,0.56580938
628,0.023,0.719,,0.21,,0.463232,0.8914601,,0.485552,,0.00383142,0.612836439,0.0138122,0.594444444,,7.44879E-06,,,0.0025,0.0286,0.050487082451582,,0.1071,0.8038,0.50096601247787,,,0.5107,0.3954201,,,,,0.01814,,,0.002,0.036,0.004,0.015,0.634861855,0.680504005,0.465192377,0.434551925,,0.02816,0.6291606,,0.6028718,,,0.781758911,,0.009293674,,0.0151959,,0.0258,,0.006209985,0.0125786,0.676470588,0.00892857,0.552193646
629,0.02,0.706,,0.202,,0.4486163,0.9020239,,0.4917384,,0.00383142,0.604554865,0.0124309,0.585185185,,3.25885E-06,,,0.0026,0.0266,0.047437526285648,,0.1019,0.8183,0.48835000395775,,,0.4958,0.4040956,,,,,0.01719,,,0.002,0.034,0.004,0.014,0.600322317,0.716632377,0.440011993,0.461044424,,0.02749,0.6371643,,0.6086587,,,0.756769975,,0.009293674,,0.0134134,,0.0243,,0.00564738,0.0125786,0.661764706,0.00892857,0.537065053
630,0.017,0.69,,0.196,,0.4396337,0.912489,0.0788925,0.4980813,,0.00383142,0.595238095,0.0124309,0.574074074,,9.31099E-07,,,0.0027,0.0264,0.044726811349392,,0.0943,0.8356,0.47631999850273,,,0.486,0.4129463,,,,,0.0125,,,0.002,0.032,0.004,0.013,0.558536089,0.74592086,0.410320144,0.483232126,,0.02636,0.6453485,,0.6140673,,,0.735159357,,0.008827857,,0.0133574,,0.0238,,0.00564738,0.0125786,0.647058824,0.00892857,0.52193646
631,0.015,0.674,,0.19,,0.429152,0.9227987,0.0806141,0.5046338,,0.00383142,0.584886128,0.0124309,0.564814815,,,,,0.0027,0.0271,0.042232103645802,,0.092,0.8491,0.47653099894524,,,0.4788,0.4219906,,,,,0.0153,,,0.002,0.032,0.004,0.014,0.531173118,0.782109735,0.383553162,0.496235836,,0.02546,0.6539554,,0.619335,,,0.721665509,,0.008827857,,0.013226,,0.0225,,0.004939242,0.0100629,0.632352941,0.00892857,0.508320726
632,0.014,0.662,,0.182,,0.4141847,0.9329201,0.0851873,0.5113373,,0.00383142,0.576604555,0.0124309,0.557407407,,,,,0.003,0.0263,0.039779752492905,,,0.8632,0.45271000266075,,,0.4698,0.4311721,,,,,0.01748,,,0.003,0.03,0.005,0.013,0.495145704,0.810736396,0.362370517,0.520891766,,0.02445,0.6632451,,0.624708,,,0.717651883,,0.009282895,,0.0125232,,0.0222,,0.004939242,0.00880503,0.617647059,0.00744048,0.496217852
633,0.012,0.65,,0.176,,0.4017546,0.9427707,0.0915757,0.5180687,,0.00383142,0.569358178,0.0124309,0.548148148,,,,,0.0022,0.0254,0.037162218242884,,,0.8767,0.44773599505424,,,0.4611,0.4404443,,,,,0.01373,,,0.002,0.03,0.003,0.013,0.454686549,0.839588422,0.343286508,0.550967056,,0.02343,0.6734397,,0.6304441,,,0.695347381,,0.009282895,,0.0121888,,0.0212,,0.004797318,0.00880503,0.601470588,0.00744048,0.482602118
634,0.01,0.633,,0.169,,0.3905808,0.9522455,0.1000893,0.5246779,,0.00383142,0.560041408,0.0110497,0.537037037,,,,,0.0022,0.0251,0.034786108881235,,,0.8887,0.43533700704575,,,0.4601,0.4496218,,,,,0.01316,,,0.002,0.028,0.003,0.012,0.426241461,0.861151237,0.313924348,0.563312474,,0.02231,0.6846519,,0.6367638,,,0.679551721,,0.008100682,,0.0109985,,0.0209,,0.004797318,0.00880503,0.586764706,0.00744048,0.468986384
635,0.009,0.616,,0.163,,0.3779135,0.9612862,0.1099511,0.5310284,,0.00383142,0.550724638,0.00966851,0.52962963,,,,,0.0023,0.0247,0.033333331346512,,,0.9024,0.4256049990654,,,0.4394,0.4585866,,,,,0.01496,,,0.002,0.028,0.003,0.012,0.399874016,0.882087575,0.292240932,0.582600006,,0.02152,0.6969103,,0.6438099,,,0.654446744,,0.008100682,,0.0104209,,0.0191,,0.004338451,0.00880503,0.572058824,0.00744048,0.45688351
636,0.008,0.605,,0.157,,0.3671388,0.9698323,0.1210499,0.5370135,,0.00383142,0.541407868,0.0110497,0.52037037,,,,,0.0022,0.0243,0.031207116320729,,,0.9152,0.41856700181961,,,0.4292,0.4672584,,,,,0.01239,,,0.002,0.027,0.003,0.012,0.362870888,0.906244506,0.276494696,0.605291684,,0.02056,0.7101556,,0.6516379,,,0.645522733,,0.007631601,,0.0115765,,0.0188,,0.004338451,0.00880503,0.560294118,0.00744048,0.444780635
637,0.007,0.596,,0.153,,0.3569698,0.9777252,0.1332415,0.5425928,,0.00383142,0.532091097,0.00966851,0.512962963,,,,,0.0014,0.024,0.02934349887073,,,0.9276,0.40803799033165,,,0.4181,0.4755875,,,,,0.01377,,,0.001,0.026,0.003,0.011,0.339668422,0.928061042,0.260036327,0.625386749,,0.01983,0.7242256,,0.6602661,,,0.63207921,,0.007631601,,0.0114006,,0.0187,,0.003769696,0.00880503,0.547058824,0.00744048,0.43419062
638,0.006,0.582,,0.148,,0.3421336,0.9847566,0.1466108,0.5477534,,0.00383142,0.522774327,0.00966851,0.505555556,,,,,0.0012,0.0231,0.027911901473999,,,0.9338,0.40336701273918,,,0.4086,0.4834716,,,,,0.01149,,,0.001,0.025,0.002,0.011,0.310737723,0.945710691,0.241639773,0.65128167,,0.01893,0.7389196,,0.6696173,,,0.61803811,,0.006374741,,0.0096904,,0.0177,,0.003769696,0.00880503,0.532352941,0.00892857,0.423600605
639,0.005,0.576,,0.144,,0.3318111,0.9906996,0.1612271,0.552498,,0.00383142,0.513457557,0.00966851,0.496296296,,,,,0.001,0.0231,0.026137230917811,,,0.9443,0.38104900717735,,,0.3983,0.4909156,,,,,0.01097,,,0.001,0.024,0.002,0.011,0.284264743,0.964005146,0.221558762,0.661615987,,0.01853,0.75405,,0.6796019,,,0.598214851,,0.006374741,,0.0098364,,0.0169,,0.003810509,0.00880503,0.520588235,0.00892857,0.414523449
640,0.004,0.562,,0.139,,0.3189233,0.9953434,0.1771538,0.5568588,,0.00383142,0.50310559,0.00966851,0.488888889,,,,,0.0023,0.0216,0.024781871587038,,,0.9512,0.37940800189972,,,0.3871,0.4978498,,,,,0.00959,,,0.001,0.023,0.003,0.011,0.276221927,0.97241114,0.203812563,0.692520333,,0.01769,0.7694589,0.0717073,0.6901662,,,0.595294939,,0.006566282,,0.0096831,,0.0163,,0.003810509,0.00880503,0.508823529,0.00744048,0.403933434
641,0.004,0.554,,0.134,,0.3077522,0.9984823,0.1944307,0.5609161,,0.00255428,0.494824017,0.00966851,0.47962963,,,,,0.0013,0.0212,0.023354511708021,,,0.959,0.36515000462532,,,0.3743,0.5041854,,,,,0.00988,,,0.001,0.022,0.002,0.01,0.254894999,0.980180162,0.192015492,0.701149527,,0.01724,0.7850152,0.0734127,0.7012729,,,0.57489976,,0.006566282,,0.0087384,,0.0159,,0.003514381,0.00880503,0.495588235,0.00892857,0.393343419
642,0.004,0.543,,0.13,,0.2987556,1.0000001,0.2131488,0.5647506,,0.00255428,0.485507246,0.00966851,0.472222222,,,,,0.0023,0.022,0.022172808647156,,,0.9665,0.35084399580956,,,0.3638,0.5098445,,,,,0.00989,,,0.002,0.022,0.003,0.01,0.234043509,0.986972256,0.179246645,0.727354321,,0.01656,0.8006569,0.075481,0.7129026,,,0.566806987,,0.005436646,,0.0092873,,0.0149,,0.003514381,0.00880503,0.483823529,0.00744048,0.384266263
643,0.003,0.538,,0.128,,0.2879837,0.9998915,0.2333912,0.5684944,,0.00255428,0.47515528,0.00966851,0.462962963,,,,,0.0015,0.0216,0.021545955911279,,,0.979,0.34709501266479,,,0.3545,0.5148695,,,,,0.01231,,,0.001,0.021,0.002,0.01,0.214172996,0.992282585,0.168317,0.748256833,,0.01583,0.8163394,0.0795158,0.7251183,,,0.549170367,,0.005436646,,0.0096706,,0.0149,,0.003338472,0.00880503,0.472058824,0.00744048,0.373676248
644,0.003,0.535,,0.124,,0.2742445,0.9981798,0.2552453,0.5723252,,0.00255428,0.464803313,0.00966851,0.453703704,,,,,0.0018,0.0206,0.0202541295439,,,0.9852,0.33717900514603,,,0.3439,0.5192922,,,,,0.00652,,,0.002,0.021,0.002,0.01,0.200583697,0.99574145,0.154400088,0.775401497,,0.01487,0.8319934,0.0843394,0.7379478,,,0.541528224,,0.005521966,,0.0076095,,0.0141,,0.003338472,0.00880503,0.460294118,0.00744048,0.363086233
645,0.002,0.521,,0.119,,0.266638,0.9948417,0.2787933,0.5764354,,0.00255428,0.454451346,0.00966851,0.444444444,,,,,0.0015,0.0197,0.019127488136292,,,0.9911,0.33035600185394,,,0.3342,0.5232579,,,,,0.0079,,,0.002,0.02,0.002,0.01,0.179316435,0.997661208,0.138619814,0.780012738,,0.01465,0.8475061,0.090174,0.751301,,,0.52045349,,0.005521966,,0.0079858,,0.0134,,0.002898269,0.00880503,0.45,0.00744048,0.355521937
646,0.002,0.514,,0.116,,0.2602402,0.9898576,0.3040764,0.5809612,,0.00255428,0.445134576,0.00966851,0.433333333,,,,,0.0018,0.02,0.018174501135945,,,0.9918,0.32275301218033,,,0.3243,0.5269291,,,,,0.00984,,,0.001,0.019,0.002,0.01,0.165120826,1,0.132612041,0.796758978,,0.01442,0.8627727,0.0967735,0.7650012,,,0.514214624,,0.005441452,,0.0087839,,0.0129,,0.002898269,0.00754717,0.439705882,0.00744048,0.34795764
647,0.002,0.503,,0.111,,0.2500349,0.9831542,0.3310893,0.5860327,,0.00255428,0.434782609,0.00966851,0.422222222,,,,,0.0017,0.0192,0.017424819990993,,,0.9878,0.32051101326942,,,0.3152,0.5304143,,,,,0.01197,,,0.002,0.019,0.003,0.009,0.14913781,0.993379745,0.122960044,0.813666136,,0.01374,0.8776389,0.1042141,0.7787592,,,0.509927786,,0.005441452,,0.0075991,,0.0126,,0.002813018,0.00754717,0.427941177,0.00892857,0.337367625
648,0.002,0.499,,0.108,,0.2422218,0.9745545,0.3597865,0.5917095,,0.00255428,0.423395445,0.00966851,0.411111111,,,,,0.0017,0.019,0.016264295205474,,,0.9899,0.30186501145363,,,0.3059,0.5337695,,,,,0.00676,,,0.002,0.018,0.003,0.01,0.133542036,0.990573185,0.11178079,0.826505822,,0.01307,0.8919541,0.1126342,0.7921647,,,0.494819536,,0.005134258,,0.0068551,,0.0116,,0.002813018,0.00628931,0.416176471,0.00595238,0.328290469
649,0.002,0.489,,0.106,,0.2328735,0.9639218,0.3901543,0.5979718,,0.00255428,0.412008282,0.00966851,0.401851852,,,,,0.0021,0.0186,0.015734858810902,,,0.9925,0.2874970138073,,,0.2968,0.5370128,,,,,0.00334,,,0.002,0.017,0.003,0.009,0.119807919,0.981861237,0.104377154,0.842886856,,0.01239,0.9056463,0.1221159,0.8048422,,,0.494231393,,0.005134258,,0.0074421,,0.012,,0.00253801,0.00628931,0.405882353,0.00595238,0.320726173
650,0.001,0.483,,0.103,,0.2281002,0.9511881,0.4221192,0.6047498,0.0188272,0.00255428,0.401656315,0.00966851,0.392592593,,,,,0.0025,0.0176,0.014917408116162,,,0.9879,0.28480499982834,,,0.2883,0.5401068,0.0118287,,,,0.00642,,,0.002,0.016,0.004,0.009,0.106480896,0.979159203,0.09431855,0.863018358,,0.01239,0.9186933,0.132714,0.8165777,0.0389099,,0.481183595,,0.004263481,,0.0057386,,0.0114,,0.00253801,0.00628931,0.394117647,0.00595238,0.311649017
651,,0.477,,0.1,,0.2211916,0.9363456,0.4555834,0.6120086,0.0193482,0.00255428,0.392339545,0.00966851,0.381481482,,,,,0.0018,0.0184,0.014057602733374,,,0.9856,0.27750700712204,,,0.2803,0.5430286,0.0122207,,,,,,,0.002,0.017,0.003,0.008,,0.97260134,0.088500521,0.865513564,,0.01172,0.931061,0.1446508,0.8273106,0.03964,,0.466873192,,0.004263481,,,,0.0109,,0.002356106,0.00628931,0.380882353,0.00744048,0.302571861
