wl,abs,wl,em
250,17.68766,605,0.2760392
251,17.65636,606,0.1509712
252,17.6279,607,0.1289566
253,17.59913,608,0.2249085
254,17.64339,609,0.2988017
255,17.43787,610,0.3742304
256,17.5204,611,0.4267231
257,17.58363,612,0.5911767
258,17.53589,613,0.671727
259,17.60261,614,0.841929
260,17.70695,615,0.9646147
261,17.75723,616,1.179749
262,18.0105,617,1.347361
263,18.27262,618,1.531825
264,18.60463,619,1.759501
265,18.93663,620,2.005481
266,19.2718,621,2.337092
267,19.51243,622,2.675878
268,19.82198,623,3.062562
269,20.39429,624,3.51385
270,20.74527,625,3.988597
271,21.06463,626,4.517382
272,21.4409,627,5.114654
273,21.72864,628,5.827175
274,22.14286,629,6.494436
275,22.53178,630,7.578236
276,22.67406,631,8.308002
277,22.9305,632,9.512203
278,23.1803,633,10.66563
279,23.25302,634,11.86227
280,23.2878,635,13.49257
281,23.18662,636,15.30349
282,22.98742,637,16.78073
283,22.81635,638,19.23722
284,22.57952,639,21.20208
285,22.257,640,24.23127
286,22.06697,641,27.19145
287,22.10175,642,30.5987
288,21.83014,643,33.92309
289,21.79536,644,38.14726
290,21.8899,645,42.01618
291,22.08594,646,47.44256
292,22.15234,647,52.38836
293,22.35819,648,58.45015
294,22.497,649,64.49821
295,22.78473,650,70.69983
296,22.82616,651,77.55913
297,22.81319,652,83.3001
298,23.16449,653,88.56595
299,23.24322,654,92.40845
300,23.46803,655,96.55314
301,23.97679,656,98.69862
302,24.37868,657,100
303,24.72965,658,99.73615
304,25.15304,659,97.91018
305,25.79175,660,95.55212
306,26.00076,661,92.54232
307,26.39885,662,88.30883
308,26.72453,663,85.10639
309,27.03472,664,80.4814
310,27.21179,665,76.66919
311,27.40783,666,72.63067
312,27.55929,667,69.11441
313,27.89161,668,64.99562
314,27.84386,669,62.2155
315,27.83786,670,58.7865
316,27.86283,671,56.43517
317,27.98615,672,53.58643
318,27.42016,673,51.79723
319,27.0031,674,49.54169
320,26.66161,675,48.10464
321,25.83286,676,46.00887
322,24.96364,677,44.57129
323,24.11307,678,43.04283
324,22.73762,679,41.54337
325,21.52027,680,40.06644
326,20.18909,681,38.95667
327,18.57617,682,37.51521
328,17.25479,683,36.44635
329,16.10669,684,35.31871
330,15.05091,685,33.91661
331,14.10201,686,32.36045
332,13.02726,687,31.19838
333,12.26206,688,30.18855
334,11.64833,689,29.23543
335,10.96566,690,28.19739
336,10.44078,691,27.09176
337,10.08,692,26.36753
338,9.649971,693,25.61382
339,9.359387,694,24.87134
340,9.175995,695,23.93748
341,9.18548,696,23.5472
342,8.809208,697,22.93967
343,8.761778,698,22.24963
344,8.565421,699,21.63698
345,8.562259,700,20.93896
346,8.50566,701,20.56889
347,8.423133,702,20.40447
348,8.382343,703,19.75451
349,8.493012,704,18.97785
350,8.480365,705,18.77073
351,8.511984,706,18.52206
352,8.591033,707,18.06955
353,8.578385,708,17.91435
354,8.562259,709,17.55219
355,8.574906,710,17.41829
356,8.524632,711,17.31565
357,8.483526,712,16.64109
358,8.461392,713,16.39832
359,8.312464,714,16.60826
360,8.454752,715,16.43851
361,8.426611,716,16.39138
362,8.287485,717,16.3369
363,8.293492,718,16.01612
364,8.312464,719,15.85933
365,8.23057,720,15.20424
366,8.204958,721,15.39422
367,8.135712,722,14.66748
368,8.005755,723,14.52463
369,7.964649,724,14.18743
370,7.882755,725,13.83505
371,7.746474,726,13.76328
372,7.743629,727,13.29278
373,7.673749,728,12.41444
374,7.481186,729,12.06387
375,7.462215,730,12.21356
376,7.281667,731,11.64138
377,7.209259,732,10.89841
378,7.117245,733,10.66105
379,7.158351,734,10.36431
380,7.072978,735,9.948939
381,7.057485,736,9.798113
382,7.266174,737,9.198071
383,7.199772,738,8.919799
384,7.224751,739,8.574129
385,6.965471,740,7.586754
386,6.911718,741,7.967898
387,6.915196,742,7.003672
388,6.921204,743,6.907013
389,6.785556,744,6.748134
390,6.776071,745,6.218339
391,6.665402,746,6.292911
