wl,abs,wl ,em
250,221.6772,425,0.5693572
251,209.3986,426,0.4668313
252,200.602,427,0.473597
253,194.2892,428,0.4902509
254,189.7471,429,0.4410697
255,186.4995,430,0.4725561
256,184.5506,431,0.5199158
257,183.9491,432,0.4639689
258,184.7563,433,0.438988
259,186.5044,434,0.4793218
260,188.0316,435,0.4694335
261,189.9041,436,0.4863476
262,192.3511,437,0.4707346
263,196.3036,438,0.4361255
264,201.1975,439,0.4709948
265,207.6554,440,0.4746378
266,213.8816,441,0.4608463
267,219.9606,442,0.454601
268,226.333,443,0.4775003
269,232.7692,444,0.4465343
270,239.2548,445,0.4871283
271,243.9056,446,0.4418503
272,248.9235,447,0.503522
273,254.0123,448,0.5545248
274,258.798,449,0.5206964
275,262.3709,450,0.520176
276,264.5911,451,0.5646733
277,265.2678,452,0.5227782
278,265.0561,453,0.5724798
279,263.2859,454,0.5899144
280,260.0653,455,0.6380548
281,257.2231,456,0.7283505
282,255.1871,457,0.8662661
283,252.627,458,0.8985332
284,249.7085,459,1.096299
285,242.5143,460,1.110611
286,229.2504,461,1.213137
287,211.1748,462,1.340904
288,193.9535,463,1.318525
289,180.3653,464,1.520194
290,171.8881,465,1.505882
291,165.9163,466,1.747365
292,157.9751,467,1.821527
293,144.9661,468,1.874351
294,127.583,469,1.904797
295,110.4862,470,2.006542
296,94.90632,471,2.14732
297,81.88113,472,2.32583
298,70.65327,473,2.629504
299,61.06031,474,2.786416
300,52.20362,475,3.169457
301,44.4513,476,3.470529
302,37.6193,477,3.950631
303,31.7401,478,4.29464
304,27.328,479,4.705004
305,23.66297,480,5.312613
306,20.60373,481,5.891338
307,18.79558,482,6.445863
308,17.60999,483,7.2783
309,16.50561,484,8.034234
310,15.84569,485,8.893735
311,15.57447,486,9.807361
312,15.3092,487,10.81466
313,14.93079,488,11.57346
314,14.62167,489,12.75641
315,14.35153,490,13.94275
316,13.96175,491,14.96723
317,13.88,492,16.16215
318,13.79934,493,17.77446
319,13.9834,494,19.38443
320,13.81558,495,20.63634
321,13.81558,496,22.91038
322,14.18371,497,25.37777
323,14.44897,498,27.51885
324,14.31363,499,29.47204
325,14.25354,500,31.72787
326,14.69746,501,34.18017
327,14.28602,502,37.21275
328,14.65469,503,39.12328
329,14.84363,504,40.90525
330,14.97355,505,44.46972
331,15.17927,506,46.57384
332,15.38012,507,49.57597
333,15.51005,508,51.2333
334,15.4938,509,53.97704
335,15.84569,510,55.83344
336,16.09418,511,58.65785
337,16.34374,512,61.35891
338,16.75518,513,63.54396
339,17.23699,514,65.78262
340,17.83736,515,68.46833
341,18.29211,516,70.78219
342,18.70354,517,73.36278
343,19.40732,518,75.57983
344,19.78681,519,78.01105
345,20.31139,520,79.21404
346,20.77155,521,81.86774
347,21.21601,522,83.50113
348,21.78931,523,86.11346
349,22.39022,524,86.48245
350,22.82873,525,87.73072
351,23.46754,526,89.23113
352,23.85786,527,91.14582
353,24.27471,528,92.31862
354,24.75598,529,93.27362
355,25.48195,530,93.99026
356,25.99624,531,96.18078
357,26.60203,532,96.17271
358,27.27332,533,96.39025
359,27.79898,534,97.52558
360,28.39448,535,97.65388
361,28.98998,536,98.91333
362,29.50373,537,98.51832
363,29.95361,538,99.20815
364,30.43488,539,99.06816
365,30.76565,540,100
366,31.22527,541,99.00258
367,31.5176,542,98.79806
368,31.70167,543,97.83447
369,31.994,544,98.01089
370,32.24844,545,98.00621
371,32.28093,546,97.59454
372,32.27605,547,97.39079
373,32.5895,548,96.88233
374,32.50343,549,96.67961
375,32.74108,550,96.26248
376,32.97441,551,95.4977
377,33.46164,552,94.28405
378,33.79133,553,93.96372
379,34.39765,554,94.16929
380,34.95039,555,92.3587
381,36.00063,556,91.63633
382,36.96967,557,91.08311
383,37.62418,558,90.70892
384,38.16608,559,89.47782
385,40.28227,560,88.13223
386,41.66274,561,87.94331
387,42.84345,562,86.99066
388,44.27806,563,86.60787
389,45.66937,564,85.02211
390,47.25502,565,83.69499
391,48.56512,566,83.06891
392,50.15672,567,82.58491
393,51.60758,568,80.75765
394,53.27552,569,80.1771
395,54.80758,570,79.36314
396,56.51287,571,78.59759
397,58.10447,572,78.14298
398,59.74426,573,75.9777
399,61.43927,574,76.15621
400,63.10071,575,74.1874
401,64.62735,576,73.7976
402,66.34943,577,73.66801
403,67.98921,578,71.96931
404,69.77571,579,70.91724
405,71.3998,580,70.06008
406,73.04555,581,69.39627
407,74.66476,582,67.83965
408,76.32133,583,66.27989
409,77.82037,584,65.61816
410,79.33131,585,64.32175
411,80.73344,586,63.50779
412,82.27578,587,62.99152
413,83.69415,588,61.32274
414,85.13472,589,60.22436
415,86.49841,590,58.7981
416,87.85181,591,58.15927
417,89.1944,592,58.24097
418,90.38052,593,56.93
419,91.51143,594,55.72935
420,92.56222,595,54.35983
421,93.61246,596,53.79775
422,94.5593,597,51.95463
423,95.28473,598,51.76857
424,96.35176,599,50.18384
425,97.09342,600,49.33241
426,97.65644,601,48.73989
427,98.24112,602,46.94881
428,98.85827,603,46.75469
429,99.03096,604,46.06329
430,99.52415,605,44.35054
431,100,606,43.20297
432,99.9031,607,42.92636
433,99.75639,608,41.63906
434,99.74014,609,40.03247
435,99.51277,610,39.51958
436,99.28594,611,38.38556
437,98.83607,612,37.75608
438,98.48473,613,36.84793
439,98.00833,614,36.09512
440,97.47725,615,35.10863
441,96.77943,616,34.22233
442,96.15632,617,33.33238
