wl,ex,wl,em
300,19.49586777,460,1.166073019
301,18.57575758,461,0.884683882
302,17.70798898,462,0.663401603
303,16.97520661,463,0.562110419
304,16.14876033,464,0.559216385
305,15.45179063,465,0.611976848
306,14.79889807,466,0.740650045
307,14.15702479,467,0.93477293
308,13.45454545,468,1.227738201
309,12.88980716,469,1.559884239
310,12.28374656,470,1.963935886
311,11.59504132,471,2.442119323
312,10.8953168,472,3.105520926
313,10.41873278,473,3.731077471
314,9.716253444,474,4.690560997
315,9.242424242,475,5.934995548
316,8.730027548,476,7.373107747
317,8.338842975,477,8.853517364
318,7.82369146,478,11.01068566
319,7.374655647,479,13.8935886
320,6.972451791,480,17.23731077
321,6.710743802,481,21.21104185
322,6.355371901,482,25.44523598
323,6.077134986,483,29.74176313
324,5.738292011,484,34.59483526
325,5.520661157,485,39.42564559
326,5.225895317,486,43.41050757
327,5.077134986,487,47.92965272
328,4.876033058,488,54.60819234
329,4.716253444,489,61.28673197
330,4.493112948,490,67.65360641
331,4.242424242,491,73.10774711
332,4.05785124,492,78.69545859
333,3.752066116,493,84.32769368
334,3.50137741,494,88.35707925
335,3.316804408,495,91.53695459
336,3.044077135,496,94.18432769
337,2.85399449,497,96.460374
338,2.661157025,498,98.44167409
339,2.456198347,499,99.51024043
340,2.201928375,500,100
341,2.038567493,501,99.84416741
342,1.914049587,502,98.55298308
343,1.754269972,503,96.4381122
344,1.667768595,504,94.34550312
345,1.51184573,505,91.89670525
346,1.466942149,506,89.2920748
347,1.393939394,507,86.35351736
348,1.366666667,508,83.61531612
349,1.304132231,509,80.98842386
350,1.228374656,510,78.33926981
351,1.185399449,511,75.89047195
352,1.178236915,512,73.2858415
353,1.153443526,513,71.17097061
354,1.117906336,514,68.87800534
355,1.088429752,515,67.09706144
356,1.088429752,516,65.31611754
357,1.036088154,517,63.62422084
358,1.042975207,518,62.33303651
359,1.034435262,519,61.15316118
360,1.007988981,520,60.08459484
361,1.009366391,521,58.9937667
362,1.002203857,522,58.19234194
363,1.012121212,523,57.45770258
364,1.001928375,524,56.58949243
365,0.976859504,525,55.87711487
366,0.98815427,526,55.3428317
367,0.984573003,527,54.74176313
368,0.970798898,528,54.14069457
369,0.951515152,529,53.42831701
370,0.939393939,530,52.71593945
371,0.949035813,531,51.8477293
372,0.931129477,532,51.09082814
373,0.941046832,533,50.15583259
374,0.919559229,534,49.37666963
375,0.916804408,535,48.41941229
376,0.898898072,536,47.32858415
377,0.902479339,537,46.17097061
378,0.89476584,538,45.10240427
379,0.887603306,539,43.81121995
380,0.885399449,540,42.58682102
381,0.875482094,541,41.36242208
382,0.907988981,542,40.13802315
383,0.891184573,543,38.91362422
384,0.897245179,544,37.64470169
385,0.908539945,545,36.48708816
386,0.928099174,546,35.21816563
387,0.950688705,547,33.8824577
388,0.939393939,548,32.81389136
389,0.983746556,549,31.70080142
390,1.021763085,550,30.56544969
391,1.073829201,551,29.51914515
392,1.103856749,552,28.47284061
393,1.146556474,553,27.40427427
394,1.2184573,554,26.49154052
395,1.287052342,555,25.53428317
396,1.376584022,556,24.73285841
397,1.443526171,557,23.84238646
398,1.574655647,558,23.06322351
399,1.637190083,559,22.35084595
400,1.816528926,560,21.65850401
401,1.944903581,561,20.87934105
402,2.067217631,562,20.32947462
403,2.195041322,563,19.69501336
404,2.351790634,564,19.06500445
405,2.547933884,565,18.61308994
406,2.722865014,566,17.99198575
407,2.900826446,567,17.45102404
408,3.14600551,568,17.09928762
409,3.363636364,569,16.57836153
410,3.619834711,570,16.17542297
411,3.851239669,571,15.7190561
412,4.192837466,572,15.27827248
413,4.473829201,573,14.78628673
414,4.82369146,574,14.32991986
415,5.184573003,575,13.96260018
416,5.630853994,576,13.5952805
417,6.068870523,577,13.23463936
418,6.482093664,578,12.84951024
419,6.939393939,579,12.48219056
420,7.47107438,580,12.21950134
421,7.991735537,581,11.89893143
422,8.639118457,582,11.47818344
423,9.311294766,583,11.07524488
424,10.00275482,584,10.73463936
425,10.69146006,585,10.3984862
426,11.35812672,586,10.04007124
427,12.20110193,587,9.752894034
428,12.98071625,588,9.474621549
429,13.79614325,589,9.116206589
430,14.69972452,590,8.702137133
431,15.66666667,591,8.426090828
432,16.57024793,592,8.2190561
433,17.60055096,593,7.934105076
