wl,ex,wl,em
434,18.68044077,594,7.651380232
435,19.88429752,595,7.444345503
436,21.19559229,596,7.174977738
437,22.54820937,597,6.992430988
438,23.97520661,598,6.77871772
439,25.5261708,599,6.551647373
440,27.18732782,600,6.291184328
441,28.92561983,601,6.07524488
442,30.8815427,602,5.89715049
443,32.75482094,603,5.654496883
444,34.95867769,604,5.523152271
445,37.16253444,605,5.300534283
446,39.66942149,606,5.169189671
447,42.0661157,607,4.988869101
448,44.32506887,608,4.788512912
449,46.44628099,609,4.683882458
450,48.48484848,610,4.512466607
451,50.44077135,611,4.361086376
452,52.20385675,612,4.203027605
453,54.21487603,613,4.080587711
454,56.06060606,614,3.953695459
455,57.63085399,615,3.824577026
456,58.89807163,616,3.726625111
457,60.19283747,617,3.624220837
458,61.184573,618,3.528495102
459,62.0661157,619,3.361531612
460,62.80991736,620,3.263579697
461,63.5261708,621,3.178984862
462,64.02203857,622,3.03873553
463,64.90358127,623,2.960819234
464,65.70247934,624,2.914069457
465,66.63911846,625,2.791629564
466,67.79614325,626,2.729296527
467,68.98071625,627,2.620213713
468,70.22038567,628,2.548975957
469,71.7630854,629,2.457702582
470,73.55371901,630,2.428762244
471,75.64738292,631,2.337488869
472,77.90633609,632,2.266251113
473,80.11019284,633,2.135351736
474,82.67217631,634,2.090382903
475,85.0137741,635,1.982858415
476,87.46556474,636,1.937889581
477,90.52341598,637,1.893365984
478,93.27823691,638,1.798085485
479,95.81267218,639,1.751780944
480,97.68595041,640,1.713713268
481,98.92561983,641,1.647595726
482,99.75206612,642,1.609305432
483,100,643,1.524933215
484,99.14600551,644,1.445458593
485,97.43801653,645,1.442341941
486,94.84848485,646,1.406723063
487,90.96418733,647,1.384238646
488,86.50137741,648,1.318121104
489,81.51515152,649,1.277159394
490,76.06060606,650,1.243989314
491,70.27548209,651,1.206366874
492,64.43526171,652,1.17475512
493,58.26446281,653,1.152270703
494,51.87327824,654,1.082146037
495,46.03305785,655,1.082146037
496,40.33057851,656,1.061665183
497,35.04132231,657,1.014247551
498,30.35812672,658,0.979741763
499,26.09917355,659,0.966162066
500,22.3415978,660,0.930765806
501,19.06336088,661,0.900712378
502,16.43250689,662,0.905609973
503,13.96694215,663,0.868655387
504,11.93112948,664,0.847729297
505,10.184573,665,0.796304541
506,8.561983471,666,0.793410508
507,7.336088154,667,0.760685663
508,6.297520661,668,0.756455922
509,5.451790634,669,0.718833482
510,4.763085399,670,0.716607302
511,4.165289256,671,0.700356189
512,3.685950413,672,0.671638468
513,3.286501377,673,0.636464826
514,2.94214876,674,0.626892253
515,2.673829201,675,0.629786287
516,2.409917355,676,0.615538736
517,2.207438017,677,0.586821015
518,2.014600551,678,0.560997329
519,1.840495868,679,0.560552093
520,1.746280992,680,0.561219947
521,1.631129477,681,0.533615316
522,1.539669421,682,0.508682102
523,1.427548209,683,0.506901158
524,1.380991736,684,0.472840606
525,1.315977961,685,0.487310775
,,686,0.464158504
,,687,0.465048976
,,688,0.457479964
,,689,0.450133571
,,690,0.416518255
,,691,0.399599288
,,692,0.397373108
,,693,0.386910062
,,694,0.369100623
,,695,0.357747106
,,696,0.350178094
,,697,0.354185218
,,698,0.348174533
,,699,0.342386465
,,700,0.342831701
Data copyright Molecular Probes, Inc.
