wl,ex,wl,em
250,82.72980501,400,1.46260069
251,84.72609099,401,1.47698504
252,84.72609099,402,1.571346375
253,85.37604457,403,1.734177215
254,85.28319406,404,1.926927503
255,84.12256267,405,2.060989643
256,81.2906221,406,2.191024166
257,79.24791086,407,2.367663982
258,76.64809656,408,2.581127733
259,76.27669452,409,2.646144994
260,74.60538533,410,2.627157652
261,72.60909935,411,2.62543153
262,71.21634169,412,2.641542002
263,70.00928505,413,2.5
264,68.80222841,414,2.411967779
265,67.73444754,415,2.331990794
266,66.75951718,416,2.121403913
267,64.80965645,417,2.04027618
268,64.11327762,418,1.918872267
269,63.88115135,419,1.783084005
270,64.11327762,420,1.765247411
271,65.13463324,421,1.590909091
272,65.97028784,422,1.440736479
273,67.78087279,423,1.366513234
274,69.45218199,424,1.267548907
275,72.05199629,425,1.213463751
276,74.46610956,426,1.212888377
277,77.62302693,427,1.151898734
278,80.22284123,428,1.178941312
279,82.96193129,429,1.093785961
280,85.46889508,430,1.074223245
281,87.97585887,431,1.107594937
282,90.25069638,432,1.152474108
283,92.57195915,433,1.100690449
284,94.61467038,434,1.078826237
285,95.86815227,435,1.109321059
286,97.35376045,436,1.097813579
287,98.37511606,437,1.081127733
288,99.11792015,438,1.107019563
289,99.21077066,439,1.071921749
290,99.5821727,440,1.01150748
291,99.5821727,441,1.016685846
292,100,442,1.032220944
293,99.86072423,443,1.004027618
294,99.25719591,444,0.9712313
295,98.83936862,445,0.970080552
296,98.42154132,446,0.927502877
297,97.30733519,447,0.944188723
298,96.5645311,448,0.980437284
299,95.40389972,449,0.955696203
300,94.10399257,450,0.99424626
301,92.71123491,451,1.018411968
302,90.80779944,452,1.0287687
303,89.41504178,453,1.00575374
304,87.14020427,454,1.025316456
305,84.8189415,455,1.053509781
306,82.68337976,456,1.090333717
307,80.82636955,457,1.108170311
308,78.64438254,458,1.166283084
309,76.9266481,459,1.271576525
310,74.93036212,460,1.332566168
311,73.25905292,461,1.387226697
312,71.91272052,462,1.497698504
313,70.79851439,463,1.575949367
314,70.10213556,464,1.669159954
315,69.49860724,465,1.79401611
316,68.94150418,466,1.937859609
317,68.75580316,467,2.033947066
318,68.38440111,468,2.167433832
319,68.15227484,469,2.246835443
320,68.15227484,470,2.45972382
321,68.33797586,471,2.526467204
322,68.7093779,472,2.754890679
323,68.89507892,473,2.876869965
324,69.45218199,474,3.102416571
325,70.14856082,475,3.424626007
326,70.61281337,476,3.752013809
327,71.58774373,477,3.954545455
328,72.88765088,478,4.453970081
329,74.14113278,479,5.035673188
330,76.04456825,480,5.712313003
331,77.57660167,481,6.478711162
332,79.5264624,482,7.203682394
333,81.01207057,483,7.761795167
334,82.82265552,484,8.642117376
335,84.91179201,485,9.223245109
336,86.90807799,486,9.677790564
337,88.6722377,487,10.32220944
338,90.29712163,488,11.38089758
339,91.64345404,489,12.53739931
340,92.24698236,490,13.73417722
341,93.08263695,491,14.9712313
342,93.50046425,492,16.11622555
343,93.454039,493,17.68124281
344,93.26833798,494,19.28653625
345,92.75766017,495,20.25316456
346,92.01485608,496,21.53049482
347,90.80779944,497,24.16570771
348,89.46146704,498,26.23130035
349,88.57938719,499,28.5155351
350,87.04735376,500,31.08170311
351,85.46889508,501,33.71116226
352,83.79758589,502,36.07019563
353,82.17270195,503,38.43498274
354,80.59424327,504,40.86306099
355,78.64438254,505,43.90103567
356,76.69452182,506,46.50172612
357,74.28040854,507,49.25776755
358,72.05199629,508,52.03682394
359,69.82358403,509,54.54545455
360,66.9452182,510,57.65247411
361,64.3454039,511,60.41426928
362,61.60631383,512,63.17606444
363,59.37790158,513,66.05293441
364,56.87093779,514,68.58457998
365,53.9461467,515,71.05868815
366,51.81058496,516,73.99309551
367,49.35004643,517,76.63981588
368,47.4001857,518,78.65362486
369,45.54781801,519,81.53049482
370,43.96007428,520,83.4867664
371,42.49303621,521,85.50057537
372,40.81244197,522,87.16915995
373,39.37790158,523,89.24050633
374,37.72980501,524,90.79401611
375,36.39275766,525,92.28998849
376,35.0371402,526,93.55581128
377,33.46796657,527,94.87917146
378,31.98700093,528,95.62715765
379,30.51067781,529,96.77790564
380,28.6908078,530,97.35327963
381,27.07056639,531,97.81357883
382,25.34818942,532,98.73417722
383,23.63509749,533,99.02186421
384,21.9637883,534,99.53970081
385,20.44103993,535,99.7698504
386,18.77437326,536,100
387,17.03342618,537,99.8273878
388,15.55710306,538,99.7698504
389,14.24791086,539,99.42462601
390,12.99907149,540,99.19447641
391,11.75487465,541,98.73417722
392,10.58031569,542,98.67663982
393,9.540389972,543,97.98619102
394,8.602599814,544,98.10126582
395,7.669452182,545,97.69850403
396,6.852367688,546,97.23820483
397,6.025998143,547,96.83544304
398,5.450324977,548,96.37514384
399,4.800371402,549,96.14499425
400,4.283194058,550,95.45454545
401,3.76369545,551,94.59148446
402,3.318477252,552,94.53394707
403,2.884401114,553,93.84349827
404,2.47632312,554,93.38319908
405,2.14902507,555,92.69275029
406,1.855153203,556,92.23245109
407,1.626276695,557,91.9447641
408,1.431754875,558,91.13924051
409,1.272980501,559,90.04602992
410,1.117455896,560,89.12543153
411,1.006963788,561,88.89528193
412,0.895078923,562,88.31990794
413,0.784586815,563,87.45684695
414,0.683379759,564,86.59378596
415,0.606313835,565,85.67318757
416,0.54363974,566,84.81012658
417,0.496750232,567,84.23475259
418,0.446657382,568,83.141542
419,0.391550604,569,82.73878021
420,0.350835655,570,81.41542002
421,0.320566388,571,80.49482163
422,0.294939647,572,79.86191024
423,0.275719591,573,78.65362486
424,0.258588672,574,77.38780207
425,0.239693593,575,76.75489068
426,0.238347261,576,75.54660529
427,0.231754875,577,74.10817031
428,0.201439183,578,73.18757192
429,0.204781801,579,72.43958573
430,0.196703807,580,71.28883774
431,0.174419684,581,70.13808976
432,0.185747447,582,68.98734177
433,0.173723305,583,67.77905639
434,0.167455896,584,66.8009206
435,0.15176416,585,65.59263521
436,0.149350046,586,64.61449942
437,0.136583101,587,63.23360184
438,0.137743733,588,62.14039125
439,0.137558032,589,61.10471807
440,0.142804085,590,60.12658228
441,0.145728877,591,58.97583429
442,0.164809656,592,57.52013809
443,0.18913649,593,56.53624856
444,0.213277623,594,55.05178366
445,0.244196843,595,54.59148446
446,0.294893222,596,53.83774453
447,0.316527391,597,52.70425777
448,0.347400186,598,51.69735328
449,0.373212628,599,50.53509781
450,0.386025998,600,49.49942463
,,601,48.88377445
,,602,47.95166858
,,603,46.8872267
,,604,45.94936709
,,605,45.10932106
,,606,44.37284235
,,607,43.3429229
,,608,42.58918297
,,609,41.5132336
,,610,40.52934407
,,611,39.76409666
,,612,38.77445339
,,613,37.98619102
,,614,37.25546605
,,615,36.5420023
,,616,35.84004603
,,617,35.36248562
,,618,34.6835443
,,619,34.03337169
,,620,33.38319908
,,621,32.57767549
,,622,32.08285386
,,623,31.42117376
,,624,30.86881473
,,625,30.0287687
,,626,29.55696203
,,627,28.55581128
,,628,28.1703107
,,629,27.54890679
,,630,26.7146145
,,631,26.20253165
,,632,25.93210587
,,633,25.13233602
,,634,24.63176064
,,635,23.99884925
,,636,23.52128884
,,637,22.80782509
,,638,22.55466053
,,639,21.96202532
,,640,21.38665132
,,641,21.00690449
,,642,20.43728423
,,643,20.02301496
,,644,19.53970081
,,645,18.81472957
,,646,18.61334868
,,647,17.92289988
,,648,17.65822785
,,649,17.37629459
,,650,16.92750288
,,651,16.47871116
,,652,16.15074799
,,653,15.61565017
,,654,15.53509781
,,655,15.04602992
,,656,14.60874568
,,657,14.17146145
,,658,13.93555811
,,659,13.63636364
,,660,13.4004603
,,661,12.81357883
,,662,12.49136939
,,663,12.08285386
,,664,12.03682394
,,665,11.7433832
,,666,11.4556962
,,667,11.01841197
,,668,10.68469505
,,669,10.18987342
,,670,9.948216341
,,671,9.769850403
,,672,9.919447641
,,673,9.19447641
,,674,9.298043728
,,675,9.102416571
,,676,8.624856157
,,677,8.561565017
,,678,8.32566168
,,679,8.130034522
,,680,8.107019563
,,681,7.796317606
,,682,7.606444189
,,683,7.376294591
,,684,7.353279632
,,685,7.284234753
,,686,7.111622555
,,687,6.944764097
,,688,6.904487917
,,689,6.63981588
,,690,6.6283084
,,691,6.605293441
,,692,6.6283084
,,693,6.576524741
,,694,6.513233602
,,695,6.432681243
,,696,6.352128884
,,697,6.271576525
,,698,6.191024166
,,699,6.110471807
,,700,6.029919448
Data copyright Molecular Probes, Inc.
