wl,abs,wl,em
424,3.1040665,522,0.6529897
425,3.1023334,523,0.651367
426,3.1126076,524,0.6625196
427,3.1161525,525,0.6669453
428,3.1170471,526,0.6650729
429,3.1446223,527,0.6776553
430,3.1814594,528,0.6821491
431,3.210929,529,0.6940575
432,3.2467136,530,0.718773
433,3.3208087,531,0.7450614
434,3.3974298,532,0.7697769
435,3.4862598,533,0.793369
436,3.6064539,534,0.8290942
437,3.7039142,535,0.8726835
438,3.847684,536,0.9131271
439,4.0015577,537,0.9657038
440,4.1726922,538,1.0304136
441,4.3674024,539,1.134893
442,4.5774789,540,1.2272392
443,4.7839769,541,1.3481207
444,5.0201551,542,1.4941671
445,5.3070632,543,1.6572897
446,5.579868,544,1.8329948
447,5.9074021,545,2.0421782
448,6.2698789,546,2.2607984
449,6.6386705,547,2.4953715
450,7.0720849,548,2.7879136
451,7.5044468,549,3.1285388
452,7.9860651,550,3.4893858
453,8.4891541,551,3.9266263
454,9.0817046,552,4.384538
455,9.6870954,553,4.9352453
456,10.3467946,554,5.5216778
457,11.0140718,555,6.2083206
458,11.7249219,556,6.979221
459,12.5062886,557,7.8813384
460,13.3026007,558,8.9510722
461,14.1382758,559,10.2304388
462,14.9802659,560,11.5787842
463,15.8576195,561,13.0814894
464,16.7242377,562,14.8046124
465,17.5919085,563,16.6317653
466,18.5046257,564,18.6725954
467,19.3748224,565,20.9324951
468,20.2711208,566,23.3741664
469,21.1792071,567,25.9243614
470,22.0990812,568,28.5138767
471,23.0578973,569,31.0676667
472,24.0988075,570,33.6484191
473,25.1984465,571,35.9984182
474,26.3121889,572,37.9972318
475,27.4770821,573,39.9369529
476,28.6756549,574,41.4747093
477,30.0154716,575,42.6572358
478,31.3698125,576,43.5137418
479,32.8605559,577,43.9390739
480,34.4249734,578,43.9112128
481,36.1478956,579,43.4151043
482,37.8661867,580,42.4943379
483,39.8478103,581,41.4093254
484,41.8734278,582,39.9421207
485,43.8173724,583,38.2601154
486,45.8838264,584,36.4882354
487,47.9490175,585,34.7323081
488,50.0424152,586,32.8067424
489,52.18107,587,31.0485683
