wl,abs,wl,em
250,113.2661,485,3.788147
251,106.4166,486,3.92743
252,100.8657,487,4.321754
253,96.41579,488,5.197451
254,92.86957,489,6.337994
255,90.32645,490,7.697946
256,89.05072,491,9.391582
257,87.41808,492,11.31525
258,86.44534,493,13.41405
259,85.42779,494,15.9199
260,84.84384,495,19.0153
261,84.59325,496,22.55203
262,85.23871,497,26.3913
263,85.58726,498,30.43206
264,86.20234,499,34.79373
265,87.06119,500,39.86677
266,87.72183,501,45.06802
267,88.58675,502,50.09026
268,90.19736,503,55.08746
269,90.84282,504,60.14661
270,91.73128,505,65.46947
271,92.67289,506,70.73576
272,93.53098,507,75.33575
273,94.34349,508,79.72852
274,95.29953,509,83.72952
275,96.33226,510,87.4406
276,97.58522,511,90.93436
277,99.05839,512,93.58064
278,100.2286,513,95.84365
279,101.4056,514,97.5192
280,102.7489,515,98.93476
281,103.0458,516,99.76164
282,102.9471,517,100
283,103.2053,518,99.57642
284,102.5591,519,99.10033
285,102.0207,520,98.40125
286,101.6714,521,97.18201
287,101.2605,522,95.39993
288,99.93242,523,93.58913
289,97.14555,524,91.59315
290,92.55898,525,89.29585
291,87.85092,526,86.97055
292,83.89463,527,84.4696
293,80.39396,528,82.02782
294,78.09232,529,79.41432
295,75.77626,530,76.79704
296,72.00298,531,74.0827
297,67.00559,532,71.33536
298,62.02416,533,68.92858
299,57.46873,534,66.60094
300,53.64077,535,64.09785
301,50.56611,536,61.83329
302,47.83239,537,59.61078
303,45.06755,538,57.37489
304,43.00967,539,55.43717
305,40.99052,540,53.17561
306,39.41028,541,51.48543
307,38.38514,542,49.7223
308,37.12459,543,48.27464
309,36.07743,544,46.74945
310,36.44192,545,45.48718
311,35.69774,546,44.20364
312,35.37122,547,42.84221
313,35.61421,548,41.70633
314,34.9604,549,40.5601
315,34.67944,550,39.435
316,33.96639,551,38.58361
317,33.86691,552,37.44517
318,32.9944,553,36.42616
319,32.25023,554,35.46679
320,30.9669,555,34.55879
321,30.07768,556,33.81929
322,29.16721,557,32.821
323,27.1845,558,31.78624
324,25.71969,559,31.06413
325,24.71657,560,30.15197
326,23.13785,561,29.33902
327,21.19311,562,28.56108
328,20.41932,563,27.6214
329,18.94539,564,26.74772
330,18.26197,565,25.74535
331,17.37351,566,25.10942
332,16.46986,567,24.24641
333,15.64975,568,23.50311
334,15.20249,569,22.69247
335,14.36718,570,21.68404
336,14.02547,571,20.89881
337,13.61465,572,20.11592
338,13.21295,573,19.47529
339,12.90161,574,18.65756
340,13.15144,575,18.06088
341,12.30855,576,17.32446
342,12.22577,577,16.70262
343,11.92127,578,15.988
344,11.5955,579,15.38996
345,11.38288,580,14.97182
346,11.22265,581,14.45914
347,10.98042,582,13.88615
348,10.91131,583,13.40696
349,10.69869,584,12.87406
350,10.5696,585,12.34572
351,10.44051,586,11.88779
352,10.60073,587,11.40547
353,10.41849,588,10.93634
354,10.38735,589,10.59322
355,10.47164,590,10.27972
356,10.31901,591,9.847617
357,10.31217,592,9.438091
358,10.31901,593,9.110133
359,9.992482,594,8.779702
360,9.833776,595,8.437654
361,9.924899,596,8.284407
362,9.787454,597,7.92032
363,9.438906,598,7.684351
364,9.651527,599,7.305268
365,9.400937,600,7.08483
366,9.460927,601,6.963509
367,9.430552,602,6.7048
368,9.256658,603,6.467101
369,9.271845,604,6.282627
370,9.316648,605,6.049913
371,9.07441,606,5.847435
372,8.876975,607,5.612044
373,8.854195,608,5.517994
