wl,ex,wl,em
339,3.008007252,579,36.2111093
340,2.914337513,580,35.02199055
341,2.84484061,581,34.10978987
342,2.652968726,582,32.96953901
343,2.541169361,583,32.12249552
344,2.424837589,584,31.35689852
345,2.231454903,585,30.28180485
346,2.109079921,586,29.01123962
347,2.009366974,587,28.3107998
348,1.942891675,588,27.67551719
349,1.862819157,589,26.68187001
350,1.755552198,590,25.91627301
351,1.731379362,591,25.24841179
352,1.604471975,592,24.74344356
353,1.646774437,593,24.07558234
354,1.489197764,594,23.29369604
355,1.508384952,595,22.60954553
356,1.462003324,596,22.10457729
357,1.403233117,597,21.68105555
358,1.376945158,598,21.12721942
359,1.361534975,599,20.5082261
360,1.341290225,600,20.03583646
361,1.306995014,601,19.7100505
362,1.354434205,602,19.05847858
363,1.307146095,603,18.60237824
364,1.349599637,604,18.29288158
365,1.326937604,605,17.69017755
366,1.302311527,606,17.08747353
367,1.245656444,607,16.61508389
368,1.286599184,608,16.24205897
369,1.305937453,609,15.83156866
370,1.240066475,610,15.46994625
371,1.240519716,611,15.10017918
372,1.275117087,612,14.69946245
373,1.300649645,613,14.38996579
374,1.179483306,614,13.78400391
375,1.212418794,615,13.62762665
376,1.160296117,616,13.27414888
377,1.183562472,617,12.92718684
378,1.225713854,618,12.37335071
379,1.166037166,619,11.95634468
380,1.125245505,620,11.67779769
381,1.081432241,621,11.10930119
382,1.096691343,622,10.765597
383,1.107720199,623,10.60759081
384,1.113159087,624,10.32578596
385,1.034144131,625,10.01791823
386,1.014654782,626,9.724710865
387,0.999395679,627,9.517836781
388,0.989273304,628,9.175761525
389,0.980963892,629,8.933050986
390,0.969632875,630,8.672422219
391,0.947121922,631,8.447629907
392,0.954222692,632,8.245642613
393,0.928841215,633,8.006189933
394,0.892430881,634,7.800944779
395,0.897567608,635,7.773252973
396,0.91192023,636,7.550089591
397,0.915999396,637,7.312265841
398,0.856775948,638,7.255253299
399,0.916301556,639,7.16566216
400,0.938510349,640,6.756800782
401,0.944100317,641,6.681870011
402,0.923704487,642,6.505945594
403,0.897265448,643,6.403323017
404,0.954524853,644,6.193191073
405,0.92536637,645,5.927675517
406,0.970388276,646,5.841342238
407,0.950445687,647,5.720801433
408,0.999546759,648,5.621436716
409,0.978395528,649,5.51392735
410,1.03384197,650,5.220719987
411,1.026136879,651,5.19302818
412,1.083547364,652,5.044795569
413,1.085058166,653,4.950317641
414,1.151533464,654,4.749959277
415,1.254419097,655,4.733669979
416,1.274966007,656,4.56914807
417,1.362441456,657,4.554487702
418,1.412751171,658,4.368789705
419,1.512313038,659,4.197752077
420,1.598428766,660,4.17006027
421,1.664904064,661,4.046261606
422,1.746487385,662,3.953412608
423,1.85828675,663,3.824727154
424,1.948934884,664,3.852418961
425,2.051669436,665,3.77911712
426,2.255627738,666,3.586903404
427,2.310016619,667,3.575500896
428,2.429369995,668,3.355595374
429,2.544190965,669,3.362111093
430,2.761746487,670,3.254601727
431,2.982323614,671,3.197589184
432,3.174195498,672,3.104740186
433,3.483909956,673,2.979312592
434,3.668227829,674,2.91252647
435,3.941683034,675,2.972796872
436,4.186432996,676,2.897866102
437,4.461399003,677,2.783841016
438,4.795286297,678,2.682847369
439,5.129173591,679,2.75940707
440,5.497809337,680,2.642124124
441,5.943495996,681,2.552532986
442,6.315153346,682,2.539501547
443,6.733645566,683,2.409187164
444,7.205015863,684,2.4385079
445,7.830487989,685,2.28375957
446,8.501284182,686,2.236520606
447,9.262728509,687,2.269099202
448,9.711436773,688,2.153445187
449,10.23870675,689,2.153445187
450,10.82640882,690,2.036162241
451,11.52439946,691,2.153445187
452,12.07130987,692,2.039420101
453,12.58649343,693,2.041049031
454,13.31470011,694,2.151816257
455,14.06254721,695,1.964489331
456,14.7303218,696,1.910734647
457,15.53104699,697,1.938426454
458,16.12025986,698,1.852093175
459,17.04184922,699,1.785307053
460,17.91811452,700,1.786935983
461,18.88502795,,
462,20.03323765,,
463,21.07569119,,
464,22.39008914,,
465,23.41743466,,
466,24.91312887,,
467,26.27285088,,
468,27.46638465,,
469,28.87143073,,
470,30.32180088,,
471,31.93835927,,
472,33.50959359,,
473,34.79377549
474,36.25925366
475,37.7700559
476,39.28085814
477,40.80676839
478,42.2269225
479,43.82837287
480,45.30895906
481,46.74422118
482,47.59027043
483,49.16150476
484,50.02266203
485,50.61187491
486,52.2284333
487,53.46729113
488,55.15938964
489,56.2169512
490,57.7730775
491,59.20833963
492,60.6738178
493,62.19972806
494,64.63211966
495,66.77745883
496,69.61776703
497,72.33721106
498,75.22284333
499,78.44085209
500,81.46245656
501,84.42362895
502,87.18839704
503,90.51216196
504,92.65750113
505,95.39205318
506,97.59782444
507,99.09351866
508,99.77337966
509,100
510,99.35035504
511,97.80933676
512,95.83018583
513,92.86901345
514,88.94092763
515,84.22722466
516,77.89696329
517,72.05015863
518,66.52062245
519,59.3896359
520,52.40972957
521,46.72911316
522,41.72835776
523,36.47076598
524,31.51533464
525,27.43616861
526,23.61383895
527,19.85194138
528,17.0267412
529,14.461399
530,12.29037619
531,10.32482248
532,8.351714761
533,6.967819912
534,5.913279952
535,5.0672307
536,4.316361988
537,3.766429974
538,3.308656897
539,2.829732588
540,2.563831394
Data copyright Molecular Probes, Inc.
