wl,ex,wl,em
250,17.07206527,490,1.218439485
251,14.67442212,491,1.387115165
252,14.23931107,492,1.461296628
253,14.14110893,493,1.709545529
254,13.77549479,494,2.010099365
255,14.36924007,495,2.213715589
256,14.43118296,496,2.451539339
257,13.57757969,497,3.018406907
258,13.69391147,498,3.70092849
259,14.21362744,499,4.420915459
260,13.95981266,500,5.437367649
261,13.94923704,501,7.00439811
262,14.60039281,502,8.517673888
263,14.47499622,503,10.47401857
264,14.85420758,504,12.96465222
265,14.85118598,505,15.7680404
266,15.7425593,506,19.04218928
267,15.34975072,507,22.88646359
268,15.92385557,508,27.18683825
269,15.96917963,509,31.56865939
270,16.19579997,510,36.53689526
271,16.37709624,511,42.07525656
272,16.70947273,512,48.0697182
273,17.20803747,513,54.17820492
274,17.63106209,514,60.88939567
275,17.70660221,515,66.78612152
276,17.9030065,516,72.74800456
277,18.37135519,517,78.46554813
278,18.47711135,518,83.4989412
279,18.4468953,519,87.57126568
280,18.43178728,520,91.57843297
281,18.74905575,521,95.2598143
282,18.26559903,522,97.88239127
283,19.00589213,523,99.10408861
284,19.11164829,524,99.88597491
285,18.53754344,525,99.60905685
286,18.65840761,526,100
287,18.7188397,527,99.2018244
288,18.37135519,528,97.76836618
289,18.14473485,529,96.77471901
290,18.0389787,530,94.90144975
291,17.69149418,531,92.96302329
292,17.41954978,532,91.46440788
293,16.7547968,533,89.26535266
294,16.67925669,534,87.3920834
295,16.70947273,535,84.88353152
296,15.72745128,536,83.36862681
297,15.51593896,537,81.16957159
298,15.0672307,538,79.05196286
299,14.35262124,539,76.96693273
300,14.12902251,540,75.69636749
301,13.70297628,541,73.04121192
302,13.43858589,542,71.80322528
303,12.79649494,543,70.35347777
304,12.67109835,544,69.05033393
305,12.41879438,545,67.58429712
306,12.15289319,546,66.41146767
307,11.64224203,547,65.02687734
308,11.45037015,548,63.83775859
309,11.00015108,549,62.76266493
310,10.46230548,550,62.11109301
311,10.06043209,551,61.3943639
312,9.829279347,552,60.20524515
313,9.338268621,553,59.65140902
314,8.85783351,554,58.59260466
315,8.285239462,555,58.12021502
316,7.974014202,556,57.07769995
317,7.547967971,557,56.7193354
318,7.115878532,558,55.97002769
319,6.753285995,559,55.04153771
320,6.407312283,560,54.47141228
321,5.899682732,561,53.31487213
322,5.866445082,562,52.38638215
323,5.707810848,563,51.60449585
324,5.330110289,564,50.67600586
325,5.17600846,565,50.15474833
326,4.899531651,566,49.50317641
327,4.684997734,567,48.60726503
328,4.724278592,568,47.61361785
329,4.632119656,569,46.76657436
330,4.372261671,570,45.80550578
331,4.31787279,571,44.69783352
332,4.080676839,572,43.37840039
333,3.896358967,573,42.56393549
334,3.953769452,574,41.09789868
335,3.659163016,575,40.28343378
336,3.570025684,576,39.27349731
337,3.338872942,577,38.21469295
338,3.275419248,578,37.10702069
