wl,ex,wl,em
250,30.29636711,400,0.746746646
251,31.6762269,401,0.785783355
252,32.82345443,402,0.861630609
253,33.26959847,403,0.953117695
254,34.60803059,404,1.131690894
255,35.14977693,405,1.270118729
256,35.14977693,406,1.521625862
257,35.40471638,407,1.658481036
258,36.26513703,408,1.877594537
259,36.96622052,409,2.277843896
260,37.69917145,410,2.590622831
261,38.78266412,411,2.947624006
262,39.6749522,412,3.340842436
263,40.75844487,413,3.855357674
264,41.55513066,414,4.471493745
265,43.05289994,415,4.949650047
266,43.91332059,416,5.59697369
267,45.18801785,417,6.280178093
268,46.68578713,418,7.041803035
269,48.7890376,419,7.893112169
270,50.44614404,420,8.726870546
271,51.88017846,421,9.819675267
272,53.50541746,422,10.86597314
273,54.74824729,423,11.81700812
274,56.3734863,424,12.84283306
275,57.68005099,425,14.05725337
276,58.47673678,426,15.06375654
277,59.2096877,427,16.35397628
278,60.35691523,428,17.44508083
279,60.96239643,429,18.7205126
280,61.37667304,430,19.75620209
281,61.31293818,431,21.39793287
282,60.89866157,432,22.48250237
283,60.4206501,433,23.87452005
284,59.24155513,434,25.31754296
285,58.25366475,435,26.73789688
286,56.85149777,436,27.7402913
287,55.38559592,437,29.17587594
288,53.56915233,438,30.46057013
289,51.94391332,439,31.51060484
290,50.44614404,440,32.94388717
291,48.72530274,441,34.17775322
292,47.32313576,442,35.4509358
293,45.72976418,443,36.52735864
294,44.3275972,444,38.46980774
295,42.70235819,445,39.06256641
296,41.49139579,446,40.62902906
297,40.02549395,447,42.21213924
298,38.68706182,448,43.09516725
299,37.47609943,449,44.65171222
300,36.16953474,450,46.10571542
301,34.86297004,451,46.7464686
302,33.71574251,452,47.98759581
303,32.72785214,453,49.28362449
304,32.05863607,454,50.49482155
305,31.63161249,455,51.73045862
306,30.74251115,456,52.57824344
307,30.347355,457,53.74392542
308,30.01593372,458,54.89827291
309,29.89483748,459,55.71488786
310,30.05417463,460,57.01127074
311,30.07329509,461,57.62882362
312,30.06373486,462,59.30756861
313,30.30911409,463,59.59996316
314,30.74888464,464,60.64539324
315,31.22052263,465,61.62866069
316,31.65391969,466,62.69197801
317,32.24984066,467,63.33591902
318,32.98279159,468,64.1922047
319,33.68387508,469,64.88821354
320,34.25748885,470,65.85678157
321,34.99043977,471,66.61973477
322,36.10579987,472,66.75344639
323,37.25302741,473,68.01635709
324,38.14531549,474,68.30485541
325,39.64308477,475,69.39013332
326,41.01338432,476,70.25810771
327,42.12874442,477,70.81916521
328,43.6265137,478,71.41953925
329,45.12428298,479,71.7703773
330,46.78138942,480,72.38881569
331,47.92861695,481,72.68935691
332,49.42638623,482,73.92463978
333,50.76481836,483,74.00256443
334,52.10325048,484,74.87797708
335,53.28234544,485,75.59878012
336,54.90758445,486,75.93952338
337,56.05481198,487,76.27761012
338,57.3932441,488,76.98566186
339,58.47673678,489,77.08820362
340,60.00637349,490,77.50616313
341,61.34480561,491,77.90109945
342,62.61950287,492,78.86400023
343,63.89420013,493,79.4565818
344,65.39196941,494,79.58444907
345,66.44359465,495,80.54363072
346,67.8138942,496,81.29330131
347,69.05672403,497,81.85949476
348,69.94901211,498,82.63413667
349,71.15997451,499,83.26656607
350,72.33906947,500,84.14268713
351,73.45442957,501,85.12436066
352,74.66539197,502,84.38018022
353,75.8126195,503,85.31137983
354,76.99171447,504,85.52868336
355,78.45761632,505,86.1534974
356,79.8597833,506,85.93247475
357,81.45315488,507,86.32776526
358,83.3014659,508,86.42428557
359,84.92670491,509,86.92672249
360,86.67941364,510,87.02465961
361,88.30465264,511,87.45997506
362,89.99362651,512,87.2736643
363,91.58699809,513,87.4645797
364,93.14850223,514,88.44554484
365,94.80560867,515,88.79142404
366,96.11217336,516,90.00155849
367,97.41873805,517,89.71731061
368,98.21542384,518,89.96861762
369,99.10771192,519,90.61273572
370,99.42638623,520,90.80984968
371,99.77692798,521,91.77151075
372,100,522,92.09542936
373,99.96813257,523,91.73520494
374,99.61759082,524,92.8022414
375,98.56596558,525,92.9694252
376,97.92861695,526,93.4702682
377,96.74952199,527,93.77275754
378,95.82536648,528,94.30689562
379,94.29572976,529,94.27785098
380,92.31994901,530,95.33107352
381,90.7903123,531,95.29707003
382,88.78266412,532,95.03442853
383,86.90248566,533,95.60646633
384,84.99043977,534,97.05781301
385,83.07839388,535,96.25253255
386,81.35755258,536,97.04577011
387,79.06309751,537,97.33834176
388,77.21478649,538,96.63170683
389,75.2071383,539,97.29229538
390,73.19949012,540,97.86327057
391,71.00063735,541,97.34028988
392,69.24792862,542,98.23040195
393,67.39961759,543,98.5102223
394,65.39196941,544,97.86025984
395,63.41618866,545,98.23553789
396,61.31293818,546,98.50278404
397,59.27342256,547,98.40413851
398,57.42511154,548,99.54183846
399,55.38559592,549,98.74523597
400,53.31421287,550,99.3567674
401,51.14722753,551,99.61214775
402,49.17144678,552,98.96183109
403,46.84512428,553,98.65881044
404,44.7418738,554,98.60904493
405,42.57488846,555,99.30576217
406,40.43977055,556,98.83608903
407,38.43212237,557,100
408,36.1376673,558,98.03063147
409,34.09815169,559,98.81359714
410,31.89929892,560,98.82670265
411,29.92033142,561,98.78738612
412,27.9764181,562,98.83414092
413,25.83173996,563,98.22562021
414,23.80178458,564,98.69724147
415,21.98215424,565,97.92118275
416,20.14659018,566,98.83538063
417,18.52135118,567,97.73929953
418,16.93435309,568,96.70892308
419,15.36647546,569,97.66155198
420,13.91650733,570,97.25120783
421,12.62268961,571,96.31009053
422,11.27469726,572,97.12511157
423,10.1625239,573,95.58291183
424,9.104525175,574,95.82996841
425,8.263224984,575,94.4831116
426,7.46972594,576,95.18018305
427,6.637985978,577,94.99245548
428,5.991077119,578,94.8045508
429,5.312300829,579,94.24296199
430,4.757807521,580,94.33806549
431,4.270235819,581,93.5175543
432,3.801784576,582,92.6362973
433,3.403441683,583,92.70855471
434,3.037603569,584,93.35834006
435,2.740599108,585,92.54686105
436,2.458572339,586,91.86572874
437,2.193116635,587,91.35054051
438,1.935309114,588,89.91176804
439,1.680369662,589,90.43226931
440,1.50223072,590,88.93487624
441,1.327278521,591,89.10489367
442,1.1861058,592,88.69508083
443,1.071064372,593,87.7148241
444,0.971319312,594,86.82860827
445,0.871255577,595,85.88164662
446,0.79764181,596,85.80584718
447,0.725302741,597,85.37814709
448,0.662523901,598,84.79867103
449,0.614085405,599,83.95389694
450,0.566284257,600,83.186162
451,0.519757808,601,82.66459812
452,0.467176546,602,82.39097633
453,0.444869344,603,82.11239569
454,0.390376036,604,81.70701039
455,0.384639898,605,80.362633
456,0.363607393,606,79.62518241
457,0.353728489,607,78.59462887
458,0.347036329,608,78.36882447
459,0.354365838,609,76.41096754
460,0.353728489,610,77.24653235
,,611,76.36067072
,,612,75.3460563
,,613,74.83193069
,,614,74.57938397
,,615,74.23067114
,,616,72.25793769
,,617,71.99299387
,,618,71.27768096
,,619,70.77258752
,,620,69.74026296
,,621,68.81136566
,,622,67.50046046
,,623,67.80365821
,,624,66.64913362
,,625,65.98641986
,,626,65.41314235
,,627,63.5842153
,,628,64.21753021
,,629,63.50841586
,,630,62.33051388
,,631,61.52718154
,,632,62.130035
,,633,59.65504173
,,634,59.87659568
,,635,58.68966152
,,636,58.68789051
,,637,57.39522676
,,638,56.58852949
,,639,57.22202151
,,640,54.92749465
,,641,54.19057537
,,642,54.22298494
,,643,52.83911393
,,644,53.20341168
,,645,51.95945084
,,646,50.7390445
,,647,50.81307292
,,648,49.98707159
,,649,48.86637339
,,650,48.29221037
,,651,47.83971607
,,652,47.65163429
,,653,45.45008572
,,654,46.460981
,,655,44.70218614
,,656,44.6253241
,,657,44.07064224
,,658,43.84997379
,,659,43.50285488
,,660,42.12943285
,,661,41.19610802
,,662,41.65373826
,,663,39.52285318
,,664,39.58218217
,,665,38.30935379
,,666,39.38010938
,,667,38.24931639
,,668,37.63796206
,,669,36.53798473
,,670,36.98357207
,,671,35.15074879
,,672,34.14463524
,,673,35.09708703
,,674,34.88297134
,,675,33.19395446
,,676,33.61651861
,,677,32.73419901
,,678,31.9948003
,,679,31.48793585
,,680,31.34554625
,,681,30.42373302
,,682,30.02206685
,,683,29.71284765
,,684,28.07005426
,,685,28.30931837
,,686,27.44771964
,,687,27.25095989
,,688,27.17126422
,,689,26.31586404
,,690,26.23298055
,,691,25.83556481
,,692,25.44558734
,,693,24.97981043
,,694,24.20375172
,,695,23.98166645
,,696,23.75692467
,,697,24.04081835
,,698,22.85069636
,,699,22.21401652
,,700,23.44327794
,,701,21.63383205
,,702,21.44114563
,,703,20.94260495
,,704,20.95818988
,,705,20.86042986
,,706,20.39447585
,,707,19.7563792
,,708,19.47797566
,,709,19.43139797
,,710,18.45149544
,,711,17.76274776
,,712,18.57157025
,,713,18.14581828
,,714,18.23472323
,,715,17.11060696
,,716,18.18672872
,,717,17.59574106
,,718,16.66138904
,,719,15.69767359
,,720,16.33318457
,,721,15.98948371
,,722,15.79656706
,,723,14.951669
,,724,15.49214732
,,725,14.50347827
Data copyright Molecular Probes, Inc.
