wl,abs
270,37.70327746
271,38.20365274
272,38.80410308
273,39.37953465
274,39.87990993
275,40.30522892
276,40.68051038
277,40.95571679
278,41.13084814
279,41.23092319
280,41.1558669
281,41.03077308
282,40.8056042
283,40.43032274
284,40.00500375
285,39.42957218
286,38.77908431
287,38.00350263
288,37.00275206
289,35.95196397
290,34.80110083
291,33.47510633
292,32.1741306
293,30.82311734
294,29.34701026
295,28.02101576
296,26.69502127
297,25.36902677
298,24.16812609
299,23.117338
300,22.16662497
301,21.31598699
302,20.59044283
303,19.96497373
304,19.41456092
305,18.91418564
306,18.43882912
307,18.01351013
308,17.6882662
309,17.36302227
310,16.98774081
311,16.68751564
312,16.41230923
313,16.11208406
314,15.78684013
315,15.4615962
316,15.01125844
317,14.56092069
318,14.06054541
319,13.41005754
320,12.80960721
321,12.30923192
322,11.70878159
323,11.18338754
324,10.68301226
325,10.23267451
326,9.882411809
327,9.482111584
328,9.03177383
329,8.506379785
330,7.930948211
331,7.330497873
332,6.730047536
333,6.179634726
334,5.654240681
335,5.153865399
336,4.778583938
337,4.503377533
338,4.353264949
339,4.228171128
340,4.103077308
341,4.05303978
342,4.028021016
343,4.05303978
344,4.078058544
345,4.078058544
346,4.1781336
347,4.378283713
348,4.553415061
349,4.678508882
350,4.753565174
351,4.903677758
352,5.053790343
353,5.178884163
354,5.454090568
355,5.729296973
356,5.979484613
357,6.279709782
358,6.579934951
359,6.905178884
360,7.330497873
361,7.730798099
362,8.10607956
363,8.481361021
364,8.856642482
365,9.357017763
366,9.932449337
367,10.50788091
368,11.13335001
369,11.78383788
370,12.43432574
371,13.1598699
372,13.8603953
373,14.61095822
374,15.36152114
375,16.11208406
376,16.88766575
377,17.71328496
378,18.51388541
379,19.36452339
380,20.29021766
381,21.21591193
382,22.16662497
383,23.14235677
384,24.19314486
385,25.26895171
386,26.34475857
387,27.42056542
388,28.47135352
389,29.5971979
390,30.79809857
391,31.94896172
392,33.17488116
393,34.45083813
394,35.7267951
395,37.02777083
396,38.37878409
397,39.75481611
398,41.20590443
399,42.68201151
400,44.10808106
401,45.60920691
402,47.16037028
403,48.71153365
404,50.28771579
405,51.88891669
406,53.44008006
407,55.09131849
408,56.74255692
409,58.26870153
410,59.84488366
411,61.4210658
412,62.89717288
413,64.37327996
414,65.8744058
415,67.32549412
416,68.82661996
417,70.32774581
418,71.70377783
419,73.07980986
420,74.48086065
421,75.78183638
422,77.08281211
423,78.38378784
424,79.63472604
425,80.86064548
426,82.11158369
427,83.31248436
428,84.43832875
429,85.63922942
430,86.76507381
431,87.84088066
432,88.96672504
433,89.96747561
434,90.89316988
435,91.86890168
436,92.74455842
437,93.5951964
438,94.42081561
439,95.14635977
440,95.79684764
441,96.42231674
442,97.02276708
443,97.54816112
444,97.99849887
445,98.42381786
446,98.79909932
447,99.12434326
448,99.34951213
449,99.54966225
450,99.69977483
451,99.82486865
452,99.89992494
453,99.97498124
454,100
455,99.94996247
456,99.92494371
457,99.79984989
458,99.6497373
459,99.47460595
460,99.27445584
461,99.04928697
462,98.79909932
463,98.49887416
464,98.19864899
465,97.87340505
466,97.44808606
467,96.99774831
468,96.52239179
469,95.99699775
470,95.49662247
471,94.92119089
472,94.32074056
473,93.69527145
474,92.99474606
475,92.24418314
476,91.49362022
477,90.668001
478,89.76732549
479,88.84163122
480,87.86589942
481,86.86514886
482,85.8643983
483,84.78859144
484,83.68776582
485,82.56192144
486,81.43607706
487,80.23517638
488,79.00925694
489,77.7833375
490,76.48236177
491,75.18138604
492,73.88041031
493,72.50437828
494,71.12834626
495,69.75231424
496,68.27620716
497,66.80010008
498,65.34901176
499,63.79784839
500,62.22166625
501,60.67050288
502,59.09432074
503,57.46810108
504,55.89191894
505,54.26569927
506,52.61446085
507,51.01325994
508,49.41205904
509,47.78583938
510,46.20965724
511,44.58343758
512,42.98223668
513,41.4310733
514,39.85489117
515,38.3037278
516,36.80260195
517,35.35151364
518,33.90042532
519,32.52439329
520,31.17338004
521,29.84738554
522,28.59644734
523,27.3705279
524,26.14460846
525,24.96872654
526,23.79284463
527,22.66700025
528,21.61621216
529,20.59044283
530,19.56467351
531,18.58894171
532,17.61320991
533,16.7125344
534,15.78684013
535,14.93620215
536,14.1356017
537,13.30998249
538,12.55941956
539,11.83387541
540,11.10833125
541,10.43282462
542,9.757317988
543,9.131848887
544,8.556417313
545,7.980985739
546,7.480610458
547,6.980235176
548,6.504878659
549,6.029522142
550,5.629221916
551,5.203902927
552,4.828621466
553,4.478358769
554,4.128096072
555,3.852889667
556,3.577683262
557,3.302476858
558,3.052289217
559,2.82712034
560,2.601951464
561,2.401801351
562,2.201651238
563,2.02651989
564,1.876407305
565,1.726294721
566,1.576182137
567,1.426069552
568,1.300975732
569,1.175881911
570,1.050788091
571,0.975731799
572,0.875656743
573,0.80060045
574,0.725544158
575,0.67550663
576,0.600450338
577,0.575431574
578,0.500375281
579,0.450337753
580,0.425318989
581,0.400300225
582,0.325243933
583,0.275206405
584,0.250187641
585,0.225168877
586,0.200150113
587,0.175131349
588,0.150112584
589,0.175131349
590,0.175131349
591,0.150112584
592,0.150112584
593,0.150112584
594,0.150112584
595,0.12509382
596,0.12509382
597,0.150112584
598,0.12509382
599,0.100075056
600,0.100075056
Data Copyright MP Inc.
