wl,abs,wl,em
450,8.4569174,550,1.3565716
451,8.7795533,551,1.4302072
452,9.0977284,552,1.5222324
453,9.4094683,553,1.6193108
454,9.7751531,554,1.7167191
455,10.1535066,555,1.8323901
456,10.5509489,556,1.9541485
457,11.2214787,557,2.1710402
458,11.9307419,558,2.4121686
459,12.6471403,559,2.6846101
460,13.4331908,560,2.9901337
461,14.1703149,561,3.3292703
462,14.9400566,562,3.7147573
463,15.7240686,563,4.1188199
464,16.5493622,564,4.584801
465,17.4043854,565,5.0852795
466,18.2607676,566,5.5896501
467,19.0823238,567,6.1285181
468,19.9575631,568,6.6967532
469,20.8083392,569,7.2584426
470,21.814049,570,7.8337541
471,22.8338591,571,8.394382
472,23.9313059,572,8.9074212
473,25.0207683,573,9.4061306
474,26.160516,574,9.8494672
475,27.3784102,575,10.2476918
476,28.6793773,576,10.6466239
477,29.9963135,577,10.9624084
478,31.4783764,578,11.2599711
479,33.0319602,579,11.5837165
480,34.7258676,580,11.903216
481,36.4134894,581,12.2135163
482,38.2220682,582,12.5931653
483,40.0411797,583,13.0665766
484,41.8849244,584,13.6199512
485,43.8051166,585,14.3341371
486,45.7259883,586,15.1664989
487,47.6492383,587,16.2212366
488,49.6434997,588,17.4353703
489,51.5106882,589,18.8479971
490,53.3479773,590,20.4842382
491,55.010966,591,22.357008
492,56.5309128,592,24.5085881
493,57.9266749,593,26.9605614
494,59.112631,594,29.6303111
495,60.0634684,595,32.4164675
496,60.753365,596,35.438445
497,61.223942,597,38.6302562
498,61.3625669,598,42.0984009
499,61.3518642,599,45.7229341
500,61.2032162,600,49.5868266
501,60.6476975,601,53.5696026
502,60.0750205,602,57.5960754
503,59.3214177,603,61.7511618
504,58.4499158,604,65.9097865
505,57.5709391,605,69.8830094
506,56.6810898,606,73.7582241
507,55.8296341,607,77.5074789
508,55.1346411,608,81.2229438
509,54.4799104,609,84.6733975
510,54.027341,610,87.9202277
511,53.7609639,611,90.7332745
512,53.7247787,612,93.2728183
513,53.8775039,613,95.3302822
514,54.3931,614,96.9923522
515,54.9491284,615,98.4173627
516,55.745372,616,99.2937751
517,56.655947,617,99.7795701
518,57.7063361,618,100
519,58.8360608,619,99.7346349
520,60.1647189,620,99.1094348
521,61.499323,621,98.1123697
522,63.0389763,622,96.8002279
523,64.5804984,623,95.2443039
524,66.1568466,624,93.3901097
525,67.6990481,625,91.3894339
526,69.1552887,626,89.1578905
527,70.5236996,627,86.845853
528,71.8939792,628,84.2725193
529,73.1993633,629,81.6758335
530,74.6360673,630,79.0186446
531,75.8855597,631,76.2312497
532,77.0375391,632,73.587329
533,78.1426307,633,70.8882123
534,79.0853137,634,68.1954644
535,79.9469624,635,65.5725959
536,80.8164257,636,63.0003237
537,81.6376421,637,60.5435738
538,82.4235227,638,58.0496728
539,83.1448477,639,55.6932309
540,83.7645824,640,53.368279
541,84.3160239,641,51.1898086
542,84.8052881,642,49.1029776
543,85.0986768,643,47.0405602
544,85.3871388,644,45.1660212
545,85.5804661,645,43.2700762
546,85.856017,646,41.5551101
547,86.1094831,647,39.9434595
548,86.3852038,648,38.4452083
549,86.6291564,649,36.9993224
550,86.7796731,650,35.6473758
551,86.873109,651,34.4546482
552,87.0091856,652,33.2790809
553,87.2303738,653,32.242388
554,87.4712685,654,31.2400156
555,88.2890872,655,30.3634263
556,89.1887897,656,29.6051898
557,90.2483526,657,28.845715
558,91.5540764,658,28.1945091
559,92.68533,659,27.6246818
560,94.0117797,660,27.0937747
561,95.2925307,661,26.5656982
562,96.5624092,662,26.1106855
563,97.791006,663,25.7190067
564,98.7943374,664,25.309283
565,99.4662263,665,24.9980982
566,99.9668727,666,24.6600231
567,100,667,24.3851049
568,99.0846682,668,24.0875422
569,97.5417871,669,23.7852029
570,95.5901665,670,23.5465512
571,92.8066268,671,23.2707485
572,89.6490039,672,22.978493
573,85.9057928,673,22.7302882
574,81.6823214,674,22.4817296
575,77.052319,675,22.2091112
576,72.2077538,676,21.9313624
577,67.2641466,677,21.6433529
578,62.5096196,678,21.3273915
579,57.7112627,679,21.0252291
580,53.317738,680,20.6606175
581,49.2133549,681,20.2931753
582,45.5669774,682,19.9584615
583,42.2552702,683,19.5651905
584,39.5697533,684,19.210132
585,37.2595088,685,18.832429
586,35.4347911,686,18.386085
587,33.9974076,687,17.9599086
588,32.887899,688,17.51268
589,32.0806131,689,17.0815502
590,31.5354572,690,16.6145077
591,31.1290961,691,16.1492342
592,30.9225179,692,15.6590165
593,30.7273218,693,15.207542
594,30.531786,694,14.7491681
595,30.2615015,695,14.2593041
596,30.0455797,696,13.8212748
597,29.6986778,697,13.346979
598,29.3252741,698,12.8855976
599,28.8732143,699,12.4666746
600,28.4456178,700,12.0475747
601,27.8569717,701,11.6466965
602,27.1429518,702,11.2481181
603,26.326662,703,10.858916
604,25.4199943,704,10.4737828
605,24.3724931,705,10.1166014
606,23.3173473,706,9.7321759
607,22.2244873,707,9.3840169
608,21.164245,708,9.041519
609,19.9477099,709,8.6965444
610,18.7846881,710,8.3627151
611,17.5679831,711,8.0637372
612,16.3405755,712,7.7858115
613,15.0390987,713,7.489664
614,13.861297,714,7.2209377
615,12.7098272,715,7.0503227
616,11.6358243,716,6.9105731
617,10.6076899,717,6.7854205
618,9.6585513,718,6.6564766
619,8.6942931,719,6.5467556
620,7.7699575,720,6.4280268
621,6.9642005,,
622,6.2357404,,
623,5.5506006,,
624,4.9252598,,
625,4.573587,,
626,4.2567531,,
627,3.932648,,
628,3.6781079,,
629,3.4297761,,
630,3.1846344,,
