wl,ex,wl,em
645,0.002273448,745,0.133958227
646,-0.002519953,746,0.117936136
647,0.001451705,747,0.111833459
648,0.000903882,748,0.101758538
649,0.002958139,749,0.110078076
650,0.002684203,750,0.099941708
,,751,0.102157623
,,752,0.096080307
,,753,0.094506676
,,754,0.08424792
,,755,0.095658384
,,756,0.088685049
,,757,0.073721867
,,758,0.072352447
,,759,0.077936363
,,760,0.063649721
,,761,0.061358133
,,762,0.060320713
,,763,0.053477457
,,764,0.060690306
,,765,0.064583465
,,766,0.050729489
,,767,0.05230833
,,768,0.059399832
,,769,0.049076022
,,770,0.045960758
,,771,0.048577159
,,772,0.049161662
,,773,0.045931492
,,774,0.046713979
,,775,0.038952366
,,776,0.046607401
,,777,0.038323961
,,778,0.035414428
,,779,0.041817101
,,780,0.029880918
,,781,0.036610196
,,782,0.037177483
,,783,0.026455527
,,784,0.027604269
,,785,0.029362081
,,786,0.032252947
,,787,0.026483045
,,788,0.028538152
,,789,0.019753142
,,790,0.027880399
,,791,0.028772058
,,792,0.024641246
,,793,0.02413256
,,794,0.018594634
,,795,0.024713871
,,796,0.020887363
,,797,0.014793732
,,798,0.016787601
,,799,0.021522278
,,800,0.01707474
