wl,abs
300,16.68757116
301,16.91140999
302,17.03297764
303,17.22787179
304,17.2778496
305,17.29540937
306,17.20471605
307,17.05420373
308,16.76861625
309,16.35567219
310,15.81923084
311,15.21312931
312,14.48584605
313,13.67539509
314,12.8417884
315,11.94643305
316,11.02020338
317,10.13642591
318,9.306678502
319,8.440267835
320,7.697354457
321,6.969878239
322,6.340813924
323,5.736834996
324,5.242845841
325,4.789379233
326,4.434324528
327,4.125581306
328,3.807189858
329,3.62387357
330,3.486868765
331,3.438627636
332,3.411612604
333,3.434768346
334,3.519672732
335,3.612295699
336,3.737722633
337,3.863149567
338,3.998224726
339,4.142948112
340,4.285741852
341,4.467128495
342,4.621500106
343,4.768153137
344,4.924454393
345,5.107770681
346,5.327750227
347,5.526503676
348,5.72332748
349,5.972251703
350,6.172934797
351,6.427647956
352,6.622542115
353,6.813576983
354,6.97759682
355,7.133898076
356,7.199506011
357,7.278621462
358,7.218802462
359,7.160913108
360,7.050923335
361,6.892692434
362,6.732531887
363,6.533778438
364,6.265557764
365,6.00505567
366,5.694382803
367,5.397217452
368,5.09619281
369,4.804816394
370,4.521158559
371,4.272234336
372,4.031028694
373,3.820697374
374,3.575632441
375,3.42512012
376,3.234085252
377,3.077783996
378,2.971653513
379,2.850085869
380,2.736236806
381,2.705362484
382,2.622387743
383,2.547131583
384,2.564498389
385,2.523975841
386,2.531694421
387,2.541342647
388,2.51625726
389,2.568357679
390,2.541342647
391,2.618528453
392,2.628176678
393,2.693784613
394,2.742025741
395,2.79412616
396,2.853945159
397,2.900256643
398,2.948497771
399,3.012176061
400,3.056557899
401,3.114447253
402,3.176195898
403,3.230225961
404,3.261100284
405,3.28232638
406,3.320919283
407,3.361441831
408,3.390386508
409,3.382667927
410,3.374949347
411,3.378808637
412,3.369160411
413,3.34600467
414,3.35372325
415,3.318989638
416,3.301622832
417,3.28232638
418,3.263029929
419,3.2147888
420,3.185844123
421,3.178125543
422,3.160758736
423,3.122165834
424,3.13953264
425,3.07585435
426,3.07585435
427,3.046909673
428,3.041120738
429,2.990949964
430,2.979372093
431,2.989020319
432,2.934990255
433,2.913764159
434,2.871311966
435,2.832719063
436,2.767111128
437,2.707292129
438,2.716940355
439,2.65519171
440,2.593443066
441,2.564498389
442,2.506609035
443,2.477664358
444,2.398548907
445,2.327152037
446,2.284699844
447,2.249966231
448,2.194006522
449,2.184358297
450,2.132257878
451,2.093664975
452,2.078227814
453,2.066649943
454,2.053142427
455,2.074368524
456,2.045423847
457,2.064720298
458,2.078227814
459,2.093664975
460,2.114891072
461,2.155413619
462,2.217162264
463,2.275051618
464,2.340659553
465,2.404337842
466,2.522046196
467,2.626247033
468,2.796055805
469,2.879030546
470,3.017964996
471,3.193562704
472,3.369160411
473,3.490728055
474,3.69912973
475,3.868938502
476,4.038747274
477,4.279952917
478,4.492213882
479,4.719912008
480,4.955328715
481,5.196534357
482,5.462825386
483,5.725257125
484,6.00119638
485,6.27906528
486,6.56465276
487,6.875325628
488,7.211083882
489,7.525616039
490,7.959786195
491,8.314840901
492,8.733573896
493,9.167744052
494,9.655944272
495,10.16730023
496,10.73654555
497,11.32894661
498,11.93871447
499,12.60830133
500,13.29911429
501,14.06518341
502,14.8428304
503,15.66678888
504,16.492677
505,17.43434382
506,18.29882485
507,19.25206954
508,20.15707311
509,21.13733284
510,22.10408506
511,23.08241514
512,24.08968991
513,25.06030141
514,26.02512398
515,26.95907223
516,27.93933196
517,28.89643595
518,29.79565058
519,30.71609131
520,31.59600949
521,32.4682091
522,33.35777551
523,34.23769369
524,35.13111939
525,36.03033402
526,37.0125234
527,37.99085348
528,38.98848002
529,40.07294059
530,41.20371264
531,42.4676302
532,43.76435174
533,45.20965594
534,46.70706057
535,48.31445497
536,50.03376879
537,51.85342416
538,53.83324007
539,55.87673427
540,58.11705227
541,60.39982247
542,62.84468286
543,65.31655828
544,67.91386064
545,70.55554484
546,73.19336974
547,75.85242074
548,78.50761245
549,81.1685931
550,83.66169461
551,86.10269571
552,88.39511414
553,90.59876889
554,92.54964012
555,94.442622
556,96.01721243
557,97.35252687
558,98.42347992
559,99.24936804
560,99.79352797
561,100
562,99.92667348
563,99.54653339
564,98.87887617
565,97.99702835
566,96.7466183
567,95.30710302
568,93.65339714
569,91.75076703
570,89.63780561
571,87.30293499
572,84.88123034
573,82.2800687
574,79.59207302
575,76.76707254
576,73.99610212
577,71.08619725
578,68.1685738
579,65.26252822
580,62.36806051
581,59.52376358
582,56.61964765
583,53.86218474
584,51.11629971
585,48.39550007
586,45.74416765
587,43.27036258
588,40.76375355
589,38.41537541
590,36.09401231
591,33.92509118
592,31.8314262
593,29.77249484
594,27.90845763
595,26.11388766
596,24.41965922
597,22.76981263
598,21.29556375
599,19.83482238
600,18.48214113
601,17.20259344
602,16.00042452
603,14.86019721
604,13.80468132
605,12.82635123
606,11.91362908
607,11.05107771
608,10.23676746
609,9.511220886
610,8.826196862
611,8.16818787
612,7.593153619
613,7.039345464
614,6.502904116
615,6.032070702
616,5.619126643
617,5.183026841
618,4.826042491
619,4.457480269
620,4.131370241
621,3.870868147
622,3.618084634
623,3.359512186
624,3.118306543
625,2.904115933
626,2.720799645
627,2.564498389
628,2.390830326
629,2.249966231
630,2.09945391
631,1.979815912
632,1.854388978
633,1.754047431
634,1.644057658
635,1.566871852
636,1.481967466
637,1.420218822
638,1.319877275
639,1.289002952
640,1.202168921
641,1.128842406
642,1.082530923
643,1.026571214
644,0.97254115
645,0.918511086
646,0.872199602
647,0.814310248
648,0.7737877
649,0.739054088
650,0.742913378
651,0.671516508
652,0.640642186
653,0.600119638
654,0.569245316
655,0.548019219
656,0.524863478
657,0.490129865
658,0.468903769
659,0.428381221
660,0.42066264
661,0.399436544
662,0.368562221
663,0.351195415
664,0.347336125
665,0.328039674
666,0.328039674
667,0.341547189
668,0.28558748
669,0.302954287
670,0.289446771
671,0.2778689
672,0.258572449
673,0.256642803
674,0.239275997
675,0.245064933
676,0.252783513
677,0.254713158
678,0.227698126
679,0.231557417
680,0.233487062
681,0.227698126
682,0.227698126
683,0.256642803
684,0.225768481
685,0.248924223
686,0.216120255
687,0.216120255
688,0.21033132
689,0.20261274
690,0.208401675
691,0.179456998
692,0.221909191
693,0.21033132
694,0.196823804
695,0.218049901
696,0.21419061
697,0.198753449
698,0.196823804
699,0.20647203
700,0.198753449
Data Copyright MP Inc.
