wl,abs,wl,em
250,35.95577,370,4.67142
251,95.21582,371,2.975754
252,90.2183,372,1.121493
253,94.98193,373,0.3263133
254,107.7249,374,0.1334996
255,102.0271,375,0.1006927
256,103.9337,376,9.45E-02
257,106.605,377,9.08E-02
258,108.895,378,8.60E-02
259,112.5806,379,8.61E-02
260,115.118,380,0.0884719
261,118.1367,381,0.1041008
262,121.341,382,0.1074744
263,125.0117,383,0.1151856
264,129.0588,384,0.1157708
265,133.6516,385,0.1276818
266,138.8965,386,0.1473729
267,142.6182,387,0.1672704
268,147.6214,388,0.1865139
269,152.2496,389,0.21877
270,156.7156,390,0.2498557
271,160.5571,391,0.2855543
272,165.135,392,0.3379145
273,169.4025,393,0.421085
274,174.3348,394,0.4768533
275,178.3819,395,0.5733117
276,181.3523,396,0.6843319
277,183.7827,397,0.8239591
278,185.6468,398,0.9329483
279,185.8317,399,1.150032
280,185.1584,400,1.339953
281,184.3284,401,1.545848
282,183.5771,402,1.799043
283,183.7543,403,2.051102
284,182.8549,404,2.3864
285,178.5236,405,2.819431
286,169.5017,406,3.377699
287,156.6582,407,3.875586
288,143.8444,408,4.543291
289,133.7012,409,5.140872
290,127.7695,410,5.86882
291,123.9138,411,6.697151
292,118.9524,412,7.556086
293,109.4188,413,8.510619
294,97.09335,414,9.491384
295,84.58431,415,10.69491
296,73.61188,416,11.95121
297,64.03005,417,13.38649
298,56.45971,418,14.93475
299,49.61372,419,16.49843
300,42.85208,420,18.15857
301,37.9467,421,19.93327
302,33.00021,422,21.91835
303,29.24375,423,23.84769
304,26.25204,424,26.19037
305,24.16826,425,28.5251
306,22.37508,426,30.97587
307,22.05684,427,33.19314
308,21.6734,428,35.96796
309,21.18506,429,38.60494
310,21.1071,430,41.35983
311,21.63867,431,43.77889
312,22.11992,432,46.45797
313,22.68765,433,49.11461
314,23.48785,434,52.20376
315,24.21859,435,54.94911
316,25.39443,436,57.3868
317,26.43703,437,59.85668
318,27.44348,438,62.35496
319,28.52718,439,64.6554
320,29.73209,440,67.1321
321,30.99369,441,69.57072
322,33.16961,442,72.14044
323,34.46665,443,74.21165
324,36.2244,444,76.50094
325,38.13169,445,78.87897
326,40.22893,446,81.00904
327,41.32752,447,82.87105
328,43.6381,448,84.83543
329,45.56666,449,86.58129
330,47.60082,450,87.90878
331,49.83273,451,89.49711
332,51.01637,452,91.09253
333,53.02218,453,93.05248
334,55.18393,454,94.15135
335,56.95655,455,95.76874
336,59.06088,456,96.52711
337,61.03905,457,97.43339
338,63.25679,458,98.6007
339,65.28457,459,98.72276
