Exitation wavelength (nm);normalized Exitation;emission wavelength (nm);Normalized emission;
351;0.3289;411;0.0065;
352;0.3399;412;0.0133;
353;0.3510;413;0.0204;
354;0.3623;414;0.0282;
355;0.3738;415;0.0369;
356;0.3857;416;0.0465;
357;0.3979;417;0.0574;
358;0.4105;418;0.0698;
359;0.4236;419;0.0838;
360;0.4372;420;0.0998;
361;0.4513;421;0.1177;
362;0.4659;422;0.1377;
363;0.4807;423;0.1598;
364;0.4956;424;0.1839;
365;0.5104;425;0.2099;
366;0.5248;426;0.2379;
367;0.5388;427;0.2679;
368;0.5522;428;0.2997;
369;0.5647;429;0.3335;
370;0.5763;430;0.3691;
371;0.5867;431;0.4065;
372;0.5960;432;0.4455;
373;0.6044;433;0.4857;
374;0.6119;434;0.5269;
375;0.6187;435;0.5688;
376;0.6249;436;0.6110;
377;0.6306;437;0.6534;
378;0.6359;438;0.6956;
379;0.6409;439;0.7372;
380;0.6458;440;0.7781;
381;0.6506;441;0.8179;
382;0.6557;442;0.8557;
383;0.6612;443;0.8909;
384;0.6675;444;0.9225;
385;0.6748;445;0.9498;
386;0.6833;446;0.9720;
387;0.6933;447;0.9882;
388;0.7052;448;0.9976;
389;0.7190;449;1.0000;
390;0.7352;450;0.9976;
391;0.7539;451;0.9927;
392;0.7746;452;0.9860;
393;0.7968;453;0.9774;
394;0.8201;454;0.9672;
395;0.8440;455;0.9555;
396;0.8679;456;0.9423;
397;0.8913;457;0.9278;
398;0.9138;458;0.9122;
399;0.9348;459;0.8955;
400;0.9538;460;0.8779;
401;0.9703;461;0.8594;
402;0.9838;462;0.8404;
403;0.9936;463;0.8209;
404;0.9991;464;0.8011;
405;1.0000;465;0.7813;
406;0.9960;466;0.7617;
407;0.9867;467;0.7424;
408;0.9718;468;0.7236;
409;0.9510;469;0.7055;
410;0.9240;470;0.6883;
411;0.8906;471;0.6722;
412;0.8518;472;0.6571;
413;0.8086;473;0.6426;
414;0.7622;474;0.6288;
415;0.7136;475;0.6154;
416;0.6639;476;0.6023;
417;0.6143;477;0.5892;
418;0.5659;478;0.5760;
419;0.5197;479;0.5626;
420;0.4769;480;0.5487;
421;0.4383;481;0.5342;
422;0.4038;482;0.5193;
423;0.3728;483;0.5040;
424;0.3449;484;0.4886;
425;0.3198;485;0.4730;
426;0.2969;486;0.4575;
427;0.2757;487;0.4423;
428;0.2559;488;0.4273;
429;0.2370;489;0.4129;
430;0.2186;490;0.3990;
431;0.2002;491;0.3859;
432;0.1820;492;0.3735;
433;0.1641;493;0.3616;
434;0.1466;494;0.3503;
435;0.1298;495;0.3394;
436;0.1137;496;0.3289;
437;0.0984;497;0.3188;
438;0.0843;498;0.3088;
439;0.0713;499;0.2990;
440;0.0596;500;0.2893;
441;0.0494;501;0.2796;
442;0.0405;502;0.2700;
443;0.0329;503;0.2605;
444;0.0262;504;0.2511;
445;0.0205;505;0.2418;
446;0.0155;506;0.2328;
447;0.0111;507;0.2240;
448;0.0072;508;0.2155;
449;0.0035;509;0.2073;
;;510;0.1995;
;;511;0.1921;
;;512;0.1850;
;;513;0.1784;
;;514;0.1720;
;;515;0.1660;
;;516;0.1602;
;;517;0.1547;
;;518;0.1495;
;;519;0.1445;
;;520;0.1397;
;;521;0.1350;
;;522;0.1306;
;;523;0.1263;
;;524;0.1221;
;;525;0.1181;
;;526;0.1142;
;;527;0.1104;
;;528;0.1068;
;;529;0.1032;
;;530;0.0998;
;;531;0.0964;
;;532;0.0931;
;;533;0.0898;
;;534;0.0867;
;;535;0.0837;
;;536;0.0807;
;;537;0.0778;
;;538;0.0751;
;;539;0.0724;
;;540;0.0698;
;;541;0.0674;
;;542;0.0650;
;;543;0.0627;
;;544;0.0606;
;;545;0.0585;
;;546;0.0566;
;;547;0.0547;
;;548;0.0530;
;;549;0.0514;
;;550;0.0499;
;;551;0.0485;
;;552;0.0472;
;;553;0.0460;
;;554;0.0449;
;;555;0.0439;
;;556;0.0430;
;;557;0.0421;
;;558;0.0413;
;;559;0.0406;
;;560;0.0399;
;;561;0.0393;
;;562;0.0387;
;;563;0.0380;
;;564;0.0373;
;;565;0.0366;
;;566;0.0356;
;;567;0.0346;
;;568;0.0333;
;;569;0.0317;
;;570;0.0299;
;;571;0.0278;
;;572;0.0254;
;;573;0.0228;
;;574;0.0200;
;;575;0.0169;
;;576;0.0137;
;;577;0.0104;
;;578;0.0070;
