FP,Laser,Detector,Signal,Noise,FP,Laser,Detector,Signal,Noise,FP,Laser,Detector,Signal,Noise
Sirius,UV,B,5.996092417881202,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.035822668577927035,iRFP713,Red,B,0.5877526554359133,0.0
Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
mOrange,Yel/Grn,D,17.271912666629998,0.0,Sirius,UV,B,5.996092417881202,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,E,28.29287228319999,0.0,Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
mOrange,Yel/Grn,C,3.7095359380799997,0.03861503012109911,Cerulean,Violet,D,20.138716120228615,0.0,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.013195300340380453
Cerulean,Violet,D,20.138716120228615,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,B,5.254761613478015,0.3116418101384067
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Blue,C,2.1365239105939993,0.0,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
mOrange,Yel/Grn,D,17.271912666629998,0.0,Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.03861503012109911,Cerulean,Violet,C,16.186093690794042,0.015013641908000001,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
mOrange,Yel/Grn,D,17.271912666629998,0.008280436007348438,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Cerulean,Violet,C,16.186093690794042,0.005362567848132271,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,B,5.254761613478015,0.3116418101384067
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
mOrange,Yel/Grn,C,3.7095359380799997,0.01598766188355253,Cerulean,Violet,D,20.138716120228615,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
Sirius,UV,A,0.5085162180036742,0.03358332199714228,TagRFP,Yel/Grn,E,83.82011942284383,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Cerulean,Blue,C,2.1365239105939993,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.03861503012109911,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
mOrange,Yel/Grn,D,17.271912666629998,0.008280436007348438,Cerulean,Blue,C,2.1365239105939993,0.0,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,TagRFP,Yel/Grn,C,19.577586488612372,0.03861503012109911,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
mOrange,Yel/Grn,C,3.7095359380799997,0.01598766188355253,Cerulean,Violet,C,16.186093690794042,0.015013641908000001,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
Sirius,UV,A,0.5085162180036742,0.03358332199714228,TagRFP,Yel/Grn,D,64.25170524588364,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,D,17.271912666629998,0.008280436007348438,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
Sirius,UV,A,0.5085162180036742,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,E,83.82011942284383,0.0
Cerulean,Violet,D,20.138716120228615,0.0,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,C,19.577586488612372,0.01598766188355253
Sirius,Violet,E,0.2731513102265769,0.0,TagRFP,Yel/Grn,E,83.82011942284383,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.035822668577927035,Sirius,UV,B,5.996092417881202,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,D,17.271912666629998,0.008280436007348438,Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,C,19.577586488612372,0.01598766188355253
Cerulean,Violet,C,16.186093690794042,0.005362567848132271,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Sirius,UV,A,0.5085162180036742,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,D,64.25170524588364,0.0
Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.31093096387590413
Sirius,Violet,E,0.2731513102265769,0.0,TagRFP,Yel/Grn,D,64.25170524588364,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Cerulean,Violet,D,20.138716120228615,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916
Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,E,83.82011942284383,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.013195300340380453,Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Cerulean,Violet,C,16.186093690794042,0.005362567848132271,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916
mOrange,Yel/Grn,C,3.7095359380799997,0.03861503012109911,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,D,64.25170524588364,0.0
Sirius,UV,A,0.5085162180036742,0.03358332199714228,TagRFP,Yel/Grn,C,19.577586488612372,0.035822668577927035,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.03861503012109911,Cerulean,Blue,C,2.1365239105939993,0.0,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
mOrange,Yel/Grn,E,28.29287228319999,0.0,Sirius,Violet,E,0.2731513102265769,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,UV,B,5.996092417881202,0.0,TagRFP,Blue,A,1.2153454781418946,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,B,5.254761613478015,0.3116418101384067
mOrange,Yel/Grn,C,3.7095359380799997,0.01598766188355253,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
Sirius,UV,A,0.5085162180036742,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.013195300340380453
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Yel/Grn,B,5.254761613478015,0.3116418101384067
Sirius,Violet,E,0.2731513102265769,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.035822668577927035,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,D,17.271912666629998,0.0,Sirius,Violet,E,0.2731513102265769,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.01598766188355253,Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406
mOrange,Yel/Grn,E,28.29287228319999,0.0,Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Blue,A,1.2153454781418946,0.0
Sirius,Violet,D,0.04507861359461115,0.0,TagRFP,Yel/Grn,E,83.82011942284383,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.013195300340380453
Sirius,Violet,D,0.04507861359461115,0.0,TagRFP,Yel/Grn,D,64.25170524588364,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,UV,B,5.996092417881202,0.0,TagRFP,Violet,B,0.48117175328842626,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,D,17.271912666629998,0.0,Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Cerulean,Blue,C,2.1365239105939993,0.0,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916,iRFP713,Red,B,0.5877526554359133,0.0019876638089406
Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,E,83.82011942284383,0.0
Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,D,64.25170524588364,0.0
Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Violet,B,0.48117175328842626,0.0
Sirius,UV,A,0.5085162180036742,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.31093096387590413
Cerulean,Blue,C,2.1365239105939993,0.0,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916
Cerulean,UV,A,1.8403504843165268,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0019876638089406,TagRFP,Blue,A,1.2153454781418946,0.036783383431020916
mOrange,Yel/Grn,E,28.29287228319999,0.0,Sirius,Violet,D,0.04507861359461115,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.035822668577927035,Sirius,Violet,E,0.2731513102265769,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,Violet,D,0.04507861359461115,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.035822668577927035,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.31093096387590413
mOrange,Yel/Grn,D,17.271912666629998,0.0,Sirius,Violet,D,0.04507861359461115,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,E,28.29287228319999,0.0,Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0
mOrange,Violet,B,0.12013958506666667,0.0,Sirius,UV,B,5.996092417881202,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,UV,A,0.5085162180036742,0.03358332199714228,TagRFP,Blue,A,1.2153454781418946,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.013195300340380453,Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,C,19.577586488612372,0.013195300340380453
mOrange,Yel/Grn,D,17.271912666629998,0.0,Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0
mOrange,Violet,B,0.12013958506666667,0.0,Sirius,UV,B,5.996092417881202,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Sirius,UV,A,0.5085162180036742,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Blue,A,1.2153454781418946,0.0
Sirius,Violet,E,0.2731513102265769,0.0,TagRFP,Blue,A,1.2153454781418946,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,UV,A,0.5085162180036742,0.03358332199714228,TagRFP,Violet,B,0.48117175328842626,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Blue,A,1.2153454781418946,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.035822668577927035,Sirius,Violet,D,0.04507861359461115,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,UV,A,0.5085162180036742,0.03358332199714228,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Violet,B,0.48117175328842626,0.0
Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.31093096387590413
Sirius,Violet,E,0.2731513102265769,0.0,TagRFP,Violet,B,0.48117175328842626,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Yel/Grn,C,3.7095359380799997,0.013195300340380453,Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Violet,B,0.48117175328842626,0.0
Sirius,Violet,D,0.04507861359461115,0.0,TagRFP,Blue,A,1.2153454781418946,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Violet,B,0.12013958506666667,0.0,Sirius,Violet,E,0.2731513102265769,0.0,iRFP713,Red,B,0.5877526554359133,0.0
Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Blue,A,1.2153454781418946,0.0
Sirius,Violet,D,0.04507861359461115,0.0,TagRFP,Violet,B,0.48117175328842626,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Violet,B,0.12013958506666667,0.0,Sirius,Violet,E,0.2731513102265769,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0,TagRFP,Violet,B,0.48117175328842626,0.0
mOrange,Violet,B,0.12013958506666667,0.0,Sirius,Violet,D,0.04507861359461115,0.0,iRFP713,Red,B,0.5877526554359133,0.0
mOrange,Violet,B,0.12013958506666667,0.0,Sirius,Violet,D,0.04507861359461115,0.0,iRFP720,Red,B,0.3427431030320601,0.0
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176
mOrange,Yel/Grn,E,28.29287228319999,83.83837179086451,Cerulean,Violet,D,20.138716120228615,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.42613128042050247
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Violet,C,16.186093690794042,0.04771565391044949,Sirius,UV,B,5.996092417881202,0.8161842814860176
mOrange,Yel/Grn,E,28.29287228319999,83.83837179086451,Cerulean,Violet,C,16.186093690794042,0.020376209756132274,TagRFP,Yel/Grn,B,5.254761613478015,0.42613128042050247
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,C,19.577586488612372,0.002792361543172076
mOrange,Yel/Grn,D,17.271912666629998,0.008280436007348438,Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,C,19.577586488612372,0.002792361543172076
mOrange,Yel/Grn,D,17.271912666629998,64.259985681891,Cerulean,Violet,D,20.138716120228615,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.42613128042050247
mOrange,Yel/Grn,D,17.271912666629998,0.008280436007348438,Cerulean,Violet,C,16.186093690794042,0.04771565391044949,Sirius,UV,B,5.996092417881202,0.8161842814860176
mOrange,Yel/Grn,D,17.271912666629998,64.259985681891,Cerulean,Violet,C,16.186093690794042,0.020376209756132274,TagRFP,Yel/Grn,B,5.254761613478015,0.42613128042050247
Cerulean,Violet,D,20.138716120228615,0.0,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494,iRFP713,Yel/Grn,B,0.701255487868181,5.255472459740518
Cerulean,Blue,C,2.1365239105939993,0.0,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Violet,C,16.186093690794042,0.005362567848132271,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494,iRFP713,Yel/Grn,B,0.701255487868181,5.255472459740518
Cerulean,Violet,D,20.138716120228615,0.0,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438,iRFP713,Yel/Grn,B,0.701255487868181,5.255472459740518
mOrange,Yel/Grn,E,28.29287228319999,83.82011942284383,Sirius,UV,B,5.996092417881202,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.4254204341579999
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,A,0.5085162180036742,1.873933806313669,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Blue,C,2.1365239105939993,0.0,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
Cerulean,Violet,C,16.186093690794042,0.005362567848132271,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438,iRFP713,Yel/Grn,B,0.701255487868181,5.255472459740518
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,UV,A,0.5085162180036742,1.873933806313669,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,A,0.5085162180036742,1.873933806313669,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,B,5.254761613478015,7.108462625025516E-4
mOrange,Yel/Grn,D,17.271912666629998,64.25170524588364,Sirius,UV,B,5.996092417881202,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.4254204341579999
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,UV,A,0.5085162180036742,1.873933806313669,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
Cerulean,Violet,D,20.138716120228615,0.0,iRFP720,Yel/Grn,B,0.31093096387590413,5.255472459740518,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,UV,B,5.996092417881202,0.8161842814860176,TagRFP,Yel/Grn,B,5.254761613478015,7.108462625025516E-4
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Violet,B,2.903267288290127,0.12013958506666667,Sirius,UV,B,5.996092417881202,0.8161842814860176
Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,Violet,E,0.2731513102265769,6.064785390896102,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
mOrange,Yel/Grn,C,3.7095359380799997,0.002792361543172076,Cerulean,Violet,D,20.138716120228615,0.04507861359461115,Sirius,UV,B,5.996092417881202,0.8161842814860176
Cerulean,Violet,C,16.186093690794042,0.005362567848132271,iRFP720,Yel/Grn,B,0.31093096387590413,5.255472459740518,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
Cerulean,Violet,D,20.138716120228615,0.0,iRFP720,Yel/Grn,B,0.31093096387590413,5.255472459740518,TagRFP,Yel/Grn,D,64.25170524588364,0.008280436007348438
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Violet,D,20.138716120228615,0.0,iRFP713,Yel/Grn,B,0.701255487868181,0.42613128042050247
mOrange,Yel/Grn,C,3.7095359380799997,19.580378850155544,Cerulean,Violet,D,20.138716120228615,0.0,TagRFP,Yel/Grn,B,5.254761613478015,0.42613128042050247
Cerulean,Violet,C,16.186093690794042,0.03806457985058176,Sirius,Violet,E,0.2731513102265769,6.064785390896102,TagRFP,Yel/Grn,E,83.82011942284383,0.018252368020684494
mOrange,Yel/Grn,E,28.29287228319999,0.018252368020684494,Cerulean,Blue,C,2.1365239105939993,0.0,Sirius,UV,B,5.996092417881202,0.8161842814860176
