FP,Laser,Detector,Signal,Noise,FP,Laser,Detector,Signal,Noise,FP,Laser,Detector,Signal,Noise
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP720,Red,A,1.7634329050766222,0.0
Cerulean,Violet,B,16.000147564605022,0.031048262094304963,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,Yel/Grn,D,13.099877962016741,0.12380002640858621,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Yel/Grn,D,13.099877962016741,0.12136436503551688,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,Violet,B,16.000147564605022,0.033470136276791185,Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Yel/Grn,E,5.254761613478015,7.108462625025516E-4
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Yel/Grn,E,5.254761613478015,0.3116418101384067
mOrange,Yel/Grn,A,17.271912666629998,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,D,13.099877962016741,0.04224513861692865
Cerulean,Violet,B,16.000147564605022,0.031048262094304963,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
Sirius,UV,B,0.6815572247397432,0.025187491497856707,TagRFP,Yel/Grn,C,76.5829850529379,0.0,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,TagRFP,Yel/Grn,C,76.5829850529379,0.01805890492714743,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,Yel/Grn,C,76.5829850529379,0.01805890492714743,iRFP713,Red,B,0.24292417003840744,0.0021944570320473564
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.01805890492714743
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
Sirius,UV,B,0.6815572247397432,0.025187491497856707,TagRFP,Yel/Grn,A,64.25170524588364,0.0,iRFP713,Red,C,6.431723269075604,0.0
Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Yel/Grn,D,13.099877962016741,0.03980947724385932
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,TagRFP,Yel/Grn,C,76.5829850529379,0.01805890492714743,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438,iRFP713,Red,B,0.24292417003840744,0.0021944570320473564
mOrange,Yel/Grn,D,2.4163547145199993,0.12380002640858621,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,Blue,B,7.893148635257806,0.13973235762400496,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438
Sirius,UV,B,0.6815572247397432,0.025187491497856707,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.0
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
mOrange,Yel/Grn,C,29.086795638371427,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,A,1.7634329050766222,0.0
Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Blue,B,7.893148635257806,0.0,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.01805890492714743
mOrange,Blue,B,7.187462595880001,0.13973235762400496,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Blue,B,7.893148635257806,0.13973235762400496
mOrange,Blue,B,7.187462595880001,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Blue,B,7.187462595880001,0.13973235762400496,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP720,Red,A,1.7634329050766222,0.0
Sirius,UV,B,0.6815572247397432,0.025187491497856707,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,TagRFP,Yel/Grn,D,13.099877962016741,0.12380002640858621,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
mOrange,Yel/Grn,D,2.4163547145199993,0.002435661373069334,Cerulean,Violet,B,16.000147564605022,0.039271074034304965,Sirius,UV,A,4.6470243527250465,0.0
mOrange,Yel/Grn,D,2.4163547145199993,0.04224513861692865,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,Sirius,UV,A,4.6470243527250465,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,B,0.14456270487181852,0.0021944570320473564,TagRFP,Yel/Grn,C,76.5829850529379,0.01805890492714743
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Blue,B,7.893148635257806,0.0
mOrange,Yel/Grn,A,17.271912666629998,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Blue,B,7.187462595880001,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,B,0.14456270487181852,0.0021944570320473564,TagRFP,Yel/Grn,A,64.25170524588364,0.008280436007348438
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,E,5.254761613478015,0.3116418101384067
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Cerulean,Violet,B,16.000147564605022,0.031048262094304963,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,TagRFP,Yel/Grn,D,13.099877962016741,0.12380002640858621,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
mOrange,Yel/Grn,A,17.271912666629998,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,A,1.7634329050766222,0.0
Sirius,Violet,A,0.2731513102265769,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.0,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,Violet,B,16.000147564605022,0.031048262094304963,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,A,1.7634329050766222,0.0
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Yel/Grn,D,13.099877962016741,0.04224513861692865
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Yel/Grn,B,0.2710833742711926,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP713,Red,A,1.9485829529233187,0.0
Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Yel/Grn,D,13.099877962016741,0.12136436503551688,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,Blue,C,1.1173757625200242,0.028275599265156152,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Red,B,0.24292417003840744,0.0021944570320473564
Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Yel/Grn,E,5.254761613478015,0.31093096387590413
Sirius,Violet,A,0.2731513102265769,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.0,iRFP713,Red,C,6.431723269075604,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP720,Red,A,1.7634329050766222,0.0
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,TagRFP,Blue,B,7.893148635257806,0.13973235762400496,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,D,13.099877962016741,0.03980947724385932
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,Sirius,UV,A,4.6470243527250465,0.0
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Yel/Grn,D,13.099877962016741,0.002435661373069334
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Yel/Grn,D,13.099877962016741,0.04224513861692865
Sirius,UV,B,0.6815572247397432,0.025187491497856707,TagRFP,Yel/Grn,C,76.5829850529379,0.0,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Blue,B,7.187462595880001,0.13973235762400496,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Sirius,Violet,A,0.2731513102265769,0.0,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.0
Sirius,UV,B,0.6815572247397432,0.025187491497856707,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.0
Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.0,iRFP713,Red,B,0.24292417003840744,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,TagRFP,Blue,B,7.893148635257806,0.13973235762400496,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Sirius,UV,B,0.6815572247397432,0.025187491497856707,TagRFP,Yel/Grn,A,64.25170524588364,0.0,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,D,0.44679145172484186,0.015550177380000002,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Cerulean,Violet,B,16.000147564605022,0.033470136276791185,Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Blue,C,1.1173757625200242,0.028275599265156152
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Blue,C,1.1173757625200242,0.028275599265156152
Sirius,Violet,A,0.2731513102265769,0.0,iRFP720,Red,C,4.625106940107193,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,UV,C,0.782082266389059,0.05213837626726543,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Blue,B,7.893148635257806,0.13973235762400496
Sirius,UV,B,0.6815572247397432,0.025187491497856707,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.0
mOrange,Yel/Grn,D,2.4163547145199993,0.12380002640858621,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Yel/Grn,B,0.2710833742711926,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP713,Red,A,1.9485829529233187,0.0
Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Yel/Grn,A,64.25170524588364,0.0,iRFP713,Red,B,0.24292417003840744,0.0
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Yel/Grn,D,2.4163547145199993,0.12136436503551688,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,C,6.431723269075604,0.0
mOrange,Blue,B,7.187462595880001,0.13973235762400496,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Blue,B,7.893148635257806,0.0,iRFP713,Red,A,1.9485829529233187,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP720,Yel/Grn,B,0.14916342464218058,0.0
mOrange,Yel/Grn,D,2.4163547145199993,0.04224513861692865,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP720,Red,A,1.7634329050766222,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP720,Red,A,1.7634329050766222,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP720,Red,B,0.14456270487181852,0.0021944570320473564
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,Violet,B,16.000147564605022,0.008222811940000001,iRFP713,Red,B,0.24292417003840744,0.0021944570320473564
mOrange,Yel/Grn,A,17.271912666629998,0.008280436007348438,Cerulean,UV,B,2.1532615091855476,0.14801061492,iRFP720,Red,A,1.7634329050766222,0.0
mOrange,Blue,B,7.187462595880001,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Red,A,1.9485829529233187,0.0
Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,A,1.7634329050766222,0.0,TagRFP,Blue,B,7.893148635257806,0.0
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,Sirius,UV,A,4.6470243527250465,0.0,TagRFP,Blue,B,7.893148635257806,0.13973235762400496
Cerulean,Blue,A,1.6974616276791177,0.05182810750520515,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Blue,B,7.893148635257806,0.13973235762400496
mOrange,Blue,B,7.187462595880001,0.13973235762400496,Cerulean,Violet,C,1.3171068524188614,0.07334145505999999,iRFP713,Red,C,6.431723269075604,6.856827924066137E-5
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,D,0.44679145172484186,0.015550177380000002,Sirius,UV,A,4.6470243527250465,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.01805890492714743,Cerulean,Violet,D,0.44679145172484186,0.015550177380000002,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5
mOrange,Blue,B,7.187462595880001,0.0,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,A,1.7634329050766222,0.0
Cerulean,Violet,B,16.000147564605022,0.033470136276791185,Sirius,UV,A,4.6470243527250465,0.0,TagRFP,UV,C,0.782082266389059,0.05213837626726543
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,UV,C,0.782082266389059,0.05213837626726543
Sirius,UV,B,0.6815572247397432,0.025187491497856707,TagRFP,Yel/Grn,D,13.099877962016741,0.12136436503551688,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,TagRFP,Yel/Grn,D,13.099877962016741,0.12380002640858621,iRFP713,Red,A,1.9485829529233187,0.0
Cerulean,UV,B,2.1532615091855476,0.025187491497856707,iRFP720,Red,C,4.625106940107193,6.856827924066137E-5,TagRFP,Yel/Grn,E,5.254761613478015,0.3116418101384067
Cerulean,Violet,B,16.000147564605022,0.031048262094304963,Sirius,UV,A,4.6470243527250465,0.0,iRFP713,Yel/Grn,E,0.701255487868181,7.108462625025516E-4
mOrange,Yel/Grn,D,2.4163547145199993,0.03980947724385932,Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,C,4.625106940107193,0.0
Sirius,UV,A,4.6470243527250465,0.0,iRFP720,Red,B,0.14456270487181852,0.0,TagRFP,Yel/Grn,C,76.5829850529379,0.0
mOrange,Yel/Grn,C,29.086795638371427,0.0,Sirius,Violet,A,0.2731513102265769,0.0,iRFP713,Red,C,6.431723269075604,0.0
Cerulean,Violet,B,16.000147564605022,0.002421874182486222,TagRFP,Yel/Grn,D,13.099877962016741,0.12380002640858621,iRFP713,Red,B,0.24292417003840744,0.0021944570320473564
