Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP670 (EX),iRFP670 (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),JRed (EX),JRed (EM),Katusha2 (EX),Katusha2 (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mScarlet (EX),mScarlet (EM),mRuby2 (EX),mRuby2 (EM),mApple (EX),mApple (EM),TagRFP-T (EX),TagRFP-T (EM)
658,,,,,,,0.003,0.017,0.003,0.013,0.000647,0.279986,0.003,0.008,,0.423,,0.08,,0.1758205,,0.892009615,0.049358458,0.946523135,,0.00929,78.57531,71.19836,99.45586,27.29066,89.71171,6.85527,67.83841,3.0029,56.95779,2.11365,,40.28559974,,82.53695063,,0.284275438,,,,0.90,,0.168185103,0.255428,32.81573499,0.754717,31.02941176,0.966851,31.48148148,0.595238,25.11346445
659,,,,,,,0.003,0.016,0.002,0.013,0.000437,0.271873,0.004,0.008,,0.416,,0.078,,0.1693334,,0.882640089,0.044837109,0.951099955,,0.00913,75.77684,74.85469,99.83069,29.87039,90.86992,7.52516,69.07965,3.20802,57.61007,2.30521,,39.70492489,,81.19327047,,0.284275438,,,,0.87,,0.159404677,0.255428,31.88405797,0.754717,30,0.966851,30.55555556,0.744048,24.3570348
660,,,,,,,0.002,0.017,0.002,0.013,0.000408,0.266596,0.003,0.007,,0.413,,0.077,,0.1624275,,0.873544838,0.04271552,0.952389968,,0.00862,72.75407,78.42766,100,32.68211,92.03687,8.25977,70.39704,3.4342,58.35679,2.51182,,39.07238644,,80.17224415,,0.274866875,,,,0.86,,0.159404677,0.255428,31.05590062,0.754717,29.26470588,0.966851,29.81481481,0.595238,23.75189107
661,,,,,,,0.002,0.015,0.002,0.012,0.000595,0.259359,0.003,0.008,,0.406,,0.074,,0.157805,,0.854909999,0.039276087,0.96196682,,0.00817,69.49928,81.87157,99.93977,35.72237,93.17686,9.06276,71.78769,3.67873,59.19316,2.73524,,37.6073545,,79.0738875,,0.274866875,,,,0.78,,0.144894949,0.255428,30.1242236,0.754717,28.52941176,0.966851,29.07407407,0.744048,23.14674735
662,,,,,,,0.003,0.015,0.003,0.012,0.000987,0.249081,0.003,0.008,,0.4,,0.072,,0.1526437,,0.843556234,0.036656773,0.978140083,,0.00822,66.03312,85.13237,99.63315,38.96545,94.25144,9.9373,73.24745,3.9469,60.11481,2.97344,,36.7504488,,78.11918103,,0.287316831,,,,0.78,,0.144894949,0.255428,29.29606625,0.754717,27.79411765,0.966851,28.33333333,0.744048,22.54160363
663,,,,,,,0.002,0.016,0.002,0.012,0.000474,0.245248,0.003,0.007,,0.392,,0.07,,0.1469437,,0.829235898,0.032355356,0.97876661,,0.00805,62.40679,88.15913,99.07085,42.39757,95.23499,10.8866,74.76932,4.23301,61.10354,3.2296,,36.28118594,,76.73468597,,0.287316831,,,,0.74,,0.161609287,0.255428,28.4679089,0.754717,27.20588235,0.966851,27.59259259,0.595238,21.93645991
664,,,,,,,0.002,0.016,0.002,0.011,0.000426,0.239002,0.003,0.007,,0.386,,0.069,,0.1418048,,0.819853602,0.032527686,0.982238601,,0.00738,58.69128,90.90086,98.24651,46.03364,96.11423,11.91445,76.33917,4.53506,62.14302,3.50138,,35.50991043,,75.74610495,,0.300882636,,,,0.75,,0.161609287,0.383142,27.63975155,0.754717,26.61764706,0.966851,26.66666667,0.595238,21.33131619
665,,,,,,,0.002,0.016,0.002,0.011,0.000631,0.229145,0.003,0.007,,0.378,,0.066,,0.1367524,,0.80297578,0.029454908,0.991782456,,0.00727,54.97521,93.31299,97.16451,49.83429,96.88429,13.02577,77.93242,4.8409,63.2116,3.78809,,34.36138847,,74.46731611,,0.300882636,,,,0.68,,0.132072035,0.255428,26.91511387,0.754717,26.02941176,0.966851,25.92592593,0.595238,20.72617247
666,,,,,,,0.002,0.014,0.003,0.011,0.000078,0.226148,0.003,0.007,,0.371,,0.063,,0.1322834,,0.787088931,0.026249746,1.001934832,,0.00721,51.33908,95.36609,95.83576,53.78092,97.55386,14.22688,79.52151,5.17887,64.28572,4.08908,,33.76751485,,73.23775461,,0.267918918,,,,0.70,,0.132072035,0.255428,26.08695652,0.754717,25.44117647,0.966851,25.18518519,0.595238,20.27231467
667,,,,,,,0.001,0.013,0.002,0.011,0.000256,0.218119,0.002,0.007,,0.365,,0.062,,0.1283587,,0.774964444,0.022842832,0.992919182,,0.00704,47.84795,97.04695,94.2782,57.8934,98.13886,15.52499,81.07601,5.52718,65.3422,4.40466,,32.88450763,,72.33110063,,0.267918918,,,,0.63,,0.146658434,0.255428,25.36231884,0.754717,24.85294118,0.966851,24.62962963,0.595238,19.81845688
668,,,,,,,0.002,0.015,0.002,0.011,0.000158,0.210544,0.002,0.007,,0.359,,0.061,,0.1232728,,0.758733848,0.023921356,0.989884111,,0.00659,44.54897,98.34634,92.51299,62.08298,98.651,16.92735,82.56788,5.90781,66.37337,4.73064,,32.16529305,,70.673776,,0.216822193,,,,0.63,,0.146658434,0.255428,24.63768116,0.754717,24.11764706,0.966851,23.88888889,0.595238,19.36459909
669,,,,,,,0.002,0.014,0.001,0.011,0.000273,0.204933,0.003,0.007,,0.354,,0.059,,0.1181758,,0.745051467,0.020848777,0.990345824,,0.00648,41.47088,99.26515,90.57188,66.31771,99.09528,18.44017,83.97748,6.31974,67.37442,5.07073,,31.43101672,,69.34444272,,0.216822193,,,,0.64,,0.116598669,0.255428,23.80952381,0.754717,23.52941176,0.966851,23.14814815,0.595238,18.75945537
670,,,,,,,0.002,0.014,0.003,0.011,0.000206,0.198735,0.003,0.006,,0.35,,0.057,,0.1127605,,0.734811438,0.017578759,0.98751355,,0.00614,38.62008,99.81341,88.48801,70.51953,99.46847,20.06804,85.29651,6.79006,68.35439,5.42492,,30.27919507,,68.25901829,,0.21392368,,,,0.61,,0.116598669,0.255428,23.1884058,0.754717,22.94117647,0.828729,22.77777778,0.595238,18.45688351
671,,,,,,,0.002,0.014,0.002,0.01,0.00047,0.189934,0.003,0.007,,0.34,,0.056,,0.1094304,,0.720649743,0.019774979,0.993290249,,0.0062,35.99671,100.0001,86.2951,74.62435,99.75688,21.81385,86.52149,7.28945,69.32568,5.79284,,29.79477966,,67.31801764,,0.21392368,,,,0.63,,0.109605936,0.255428,22.56728778,0.754717,22.5,0.966851,22.22222222,0.595238,18.15431165
672,,,,,,,0.002,0.014,0.003,0.01,,0.185166,0.004,0.007,,0.336,,0.054,,0.1059802,,0.708029611,0.015693892,0.99999993,,0.00597,33.59224,99.83573,84.02064,78.55079,99.94058,23.67964,87.66009,7.83492,70.30456,6.17882,,28.86634642,,66.14718575,,0.206277662,,,,0.59,,0.109605936,0.255428,21.94616977,0.754717,21.91176471,0.966851,21.48148148,0.595238,17.70045386
673,,,,,,,0.003,0.015,0.003,0.009,0.000418,0.18015,0.004,0.006,,0.329,,0.052,,0.1023961,,0.695404706,0.017771152,0.983649071,,0.00575,31.38694,99.34296,81.68973,82.2965,100.00001,25.66745,88.72851,8.42276,71.29557,6.58643,,28.4961888,,64.97956262,,0.206277662,,,,0.55,,0.086893245,0.255428,21.5320911,0.754717,21.32352941,0.966851,20.92592593,0.595238,17.24659607
674,,,,,,,0.003,0.014,0.003,0.01,,0.176354,0.004,0.007,,0.32,,0.051,,0.09724603,,0.683141949,0.017263049,0.975882242,,0.00558,29.35596,98.54748,79.30778,85.76739,99.91533,27.78035,89.74687,9.07788,72.2977,7.0084,,27.3063457,,63.69072446,,0.246284091,,,,0.57,,0.086893245,0.255428,21.11801242,0.754717,20.58823529,0.966851,20.18518519,0.595238,16.94402421
675,,,,,,,0.002,0.014,0.003,0.01,0.000576,0.167628,0.003,0.006,,0.314,,0.049,,0.09426204,,0.673045054,0.024517241,0.978587584,,0.00546,27.47676,97.47058,76.8644,88.9341,99.6719,30.02226,90.73669,9.78111,73.30591,7.44652,,26.70526091,,62.5200525,,0.246284091,,,,0.49,,0.118411328,0.255428,20.60041408,0.754717,20,0.828729,19.81481481,0.595238,16.49016641
676,,,,,,,0.001,0.014,0.002,0.01,,0.162258,0.002,0.007,,0.309,,0.047,,0.09099613,,0.658608293,,0.977490793,,0.00535,25.72341,96.14448,74.33852,91.78562,99.25799,32.39764,91.72291,10.57134,74.31483,7.90651,,25.85080629,,61.23082571,,0.059871474,,,,0.59,,0.118411328,0.255428,20.1863354,0.754717,19.41176471,0.828729,19.44444444,0.595238,16.18759455
677,,,,,,,,0.013,0.001,0.009,,0.158021,0.001,0.007,,0.305,,0.046,,0.0876381,,0.645145698,,0.96702247,,0.00513,24.07688,94.60833,71.70302,94.2473,98.666,34.91041,92.71904,11.45648,75.3149,8.38414,,24.85983479,,59.96586998,,0.059871474,,,,0.51,,0.070663234,0.255428,19.66873706,0.754717,18.82352941,0.966851,19.07407407,0.595238,15.73373676
678,,,,,,,,0.013,,0.009,0.000284,0.150353,,0.007,,0.297,,0.045,,0.08422425,,0.63273371,,0.957054337,,0.00479,22.52829,92.89745,68.92281,96.28278,97.88678,37.56335,93.72308,12.44322,76.30735,8.87918,,24.15129092,,59.16268452,,0.160520505,,,,0.50,,0.070663234,0.255428,19.15113872,0.754717,18.23529412,0.966851,18.51851852,0.595238,15.27987897
679,,,,,,,,0.014,0.001,0.009,,0.145327,0.002,0.007,,0.286,,0.044,,0.0802912,,0.622531701,,0.960508137,,0.00479,21.0736,91.04942,65.97697,97.88889,96.91222,40.35701,94.72226,13.50662,77.30234,9.40345,,23.81496108,,57.91403148,,0.160520505,,,,0.49,,0.08428175,0.255428,18.63354037,0.754717,17.64705882,0.828729,18.11111111,0.595238,14.85627837
680,,,,,,,,0.013,,0.009,0.000382,0.139556,0.001,0.006,,0.279,,0.042,,0.07676011,,0.610781079,,0.945184229,,0.00473,19.71043,89.09992,62.86623,99.04687,95.73157,43.28923,95.69402,14.68243,78.2979,9.95583,,22.94451913,,57.06741952,,0.150864083,,,,0.46,,0.08428175,0.255428,18.2194617,0.754717,17.20588235,0.828729,17.68518519,0.595238,14.43267776
681,,,,,,,0.001,0.013,0.001,0.01,,0.134544,0.001,0.007,,0.276,,0.041,,0.0731676,,0.604945641,,0.940202448,,0.00417,18.44095,87.08613,59.60811,99.73159,94.33592,46.35424,96.60677,15.95028,79.30703,10.53189,,22.48808797,,56.08942245,,0.150864083,,,,0.49,,0.083084187,0.255428,17.59834369,0.754717,16.76470588,0.828729,17.22222222,0.595238,14.00907716
682,,,,,,,,0.015,,0.008,,0.129944,,0.006,,0.268,,0.04,,0.07102382,,0.591116372,,0.924714311,,0.00451,17.26015,85.02365,56.24228,100.00026,92.71421,49.54243,97.4315,17.344,80.34653,11.13898,,21.64550199,,54.97424004,,0.190415917,,,,0.40,,0.083084187,0.255428,17.08074534,0.754717,16.32352941,0.828729,16.77777778,0.595238,13.55521936
683,,,,,,,,0.013,0.001,0.008,,0.123612,0.001,0.007,,0.26,,0.038,,0.06839713,,0.579485227,,0.921244839,,0.00428,16.15705,82.92295,52.83202,99.82176,90.86082,52.83963,98.14989,18.85046,81.41857,11.78165,,20.95501565,,53.68144634,,0.190415917,,,,0.43,,0.073144655,0.255428,16.563147,0.628931,15.88235294,0.828729,16.2037037,0.595238,13.01059002
684,,,,,,,0.001,0.013,0.001,0.009,0.000138,0.118404,0.001,0.007,,0.252,,0.037,,0.06565042,,0.571569948,,0.903316142,,0.004,15.12054,80.78864,49.44814,99.23964,88.77776,56.22696,98.75076,20.5289,82.5201,12.46191,,20.15143591,,52.64542762,,0.217636823,,,,0.41,,0.073144655,0.255428,16.14906832,0.754717,15.58823529,0.828729,15.7037037,0.595238,12.55673222
685,,,,,,,,0.013,0.001,0.008,,0.115771,0.001,0.007,,0.247,,0.035,,0.06290928,,0.562173962,,0.894820372,,0.00389,14.13643,78.63613,46.15592,98.26499,86.47565,59.68049,99.22984,22.3485,83.66721,13.20304,,19.6019246,,51.28958803,,0.217636823,,,,0.39,,0.059854965,0.255428,15.63146998,0.754717,15.14705882,0.828729,15.37037037,0.595238,12.1633888
686,,,,,,,0.001,0.013,0.001,0.009,,0.11107,0.002,0.007,,0.24,,0.035,,0.06071526,,0.55140159,,0.896010164,,0.00377,13.18669,76.4819,43.01541,96.92407,83.97088,63.17151,99.5874,24.33715,84.84897,14.02735,,18.8009262,,50.23476947,,0.124320991,,,,0.40,,0.059854965,0.255428,15.2173913,0.628931,14.70588235,0.828729,14.96296296,0.595238,11.75491679
687,,,,,,,,0.013,0.001,0.008,0.000273,0.106059,0.001,0.006,,0.232,,0.034,,0.0582114,,0.545901923,,0.89582124,,0.00366,12.26313,74.34703,40.06917,95.21385,81.29222,66.66724,99.83058,26.48582,86.05841,14.94748,,18.378755,,49.42203344,,0.124320991,,,,0.34,,0.070971512,0.255428,14.69979296,0.628931,14.27941176,0.828729,14.51851852,0.595238,11.43721634
688,,,,,,,0.001,0.013,0.001,0.008,0.000018,0.104714,0.002,0.007,,0.231,,0.032,,0.05501527,,0.533300606,,0.883994963,,0.00355,11.36543,72.26184,37.33872,93.21863,78.47421,70.13268,99.96621,28.83319,87.31026,15.97814,,17.95672786,,48.04964142,,0.146694232,,,,0.37,,0.070971512,0.255428,14.28571429,0.628931,13.94117647,0.828729,14.27777778,0.595238,11.14977307
689,,,,,,,,0.012,0.001,0.008,0.000446,0.100301,0.001,0.006,,0.225,,0.032,,0.05319529,,0.526112933,,0.88193734,,0.00344,10.4939,70.24439,34.82989,90.95532,75.55134,73.53287,100,31.33033,88.60776,17.13556,,17.55498042,,47.27713616,,0.146694232,,,,0.35,,0.0801828,0.255428,13.87163561,0.628931,13.80882353,0.828729,13.90740741,0.595238,10.90771558
690,,,,,,,0.001,0.013,0.001,0.008,0.000226,0.097611,0.002,0.007,,0.217,,0.03,,0.05084774,,0.515805607,,0.862707385,,0.00344,9.65688,68.30835,32.54009,88.51574,72.55891,76.83528,99.93613,33.99994,89.93895,18.40936,,16.98204563,,46.30181206,,0.211406777,,,,0.36,,0.0801828,0.255428,13.45755694,0.628931,13.5,0.828729,13.51851852,0.595238,10.72617247
691,,,,,,,,0.013,,0.007,0.000225,0.092368,,0.006,,0.206,,0.029,,0.04863418,,0.506617289,,0.869844286,,0.00332,8.86946,66.44172,30.45775,85.96008,69.53572,80.01115,99.7813,36.84242,91.3044,19.79792,,16.65822186,,45.29377521,,0.211406777,,,,0.35,,0.073678748,0.255428,13.04347826,0.628931,13.19117647,0.828729,13.09259259,0.595238,10.55975794
692,,,,,,,,0.013,,0.008,,0.091835,0.001,0.007,,0.207,,0.028,,0.04626709,,0.499412452,,0.865592196,,0.00321,8.13967,64.6473,28.57033,83.33907,66.51343,83.03575,99.53205,39.86154,92.68296,21.3128,,16.29924805,,44.10324067,,0.156869147,,,,0.38,,0.073678748,0.255428,12.73291925,0.628931,12.80882353,0.828729,12.64814815,0.595238,10.39334342
693,,,,,,,,0.013,,0.008,0.000379,0.08699,0.001,0.007,,0.198,,0.027,,0.04523428,,0.492482518,,0.862606546,,0.0031,7.4692,62.9137,26.86546,80.6987,63.51891,85.88738,99.17813,43.05828,94.02351,22.96949,,15.73419839,,43.05517756,,0.156869147,,,,0.37,,0.059543454,0.255428,12.42236025,0.628931,12.55882353,0.828729,12.37037037,0.595238,10.18154312
694,,,,,,,,0.012,,0.008,0.000104,0.084482,,0.006,,0.195,,0.027,,0.04241499,,0.481078276,,0.85312046,,0.00327,6.86089,61.24884,25.32946,78.10733,60.57652,88.54561,98.70484,46.42788,95.29739,24.77325,,15.24617445,,42.13149749,,0.116885882,,,,0.34,,0.059543454,0.255428,12.00828157,0.628931,12.16176471,0.828729,11.96296296,0.595238,9.984871407
695,,,,,,,,0.012,,0.007,0.000223,0.081469,0.001,0.006,,0.19,,0.026,,0.04069829,,0.475086404,,0.855979799,,0.00282,6.31231,59.66296,23.94508,75.53965,57.70441,90.9895,98.09302,49.96896,96.47412,26.76372,,15.00056049,,40.83174556,,0.116885882,,,,0.31,,0.055187602,0.255428,11.80124224,0.628931,11.76470588,0.828729,11.64814815,0.595238,9.818456884
696,,,,,,,0.001,0.013,0.001,0.007,0.000144,0.079125,0.002,0.006,,0.185,,0.024,,0.03852101,,0.467490382,,0.84396203,,0.00299,5.8165,58.16791,22.69343,73.02853,54.90823,93.19611,97.3146,53.66516,97.51286,28.96211,,14.75864783,,39.92977731,,0.128137365,,,,0.35,,0.055187602,0.255428,11.38716356,0.628931,11.54411765,0.828729,11.38888889,0.595238,9.682299546
697,,,,,,,0.001,0.013,0.002,0.007,,0.075991,0.002,0.007,,0.18,,0.024,,0.03742401,,0.456248994,,0.840168231,,0.0027,5.37033,56.76522,21.55179,70.62457,52.1908,95.13956,96.346,57.44998,98.3894,31.37557,,14.5533061,,39.04430685,,0.128137365,,,,0.39,,0.052095077,0.255428,11.18012422,0.628931,11.20588235,0.828729,11.09259259,0.595238,9.470499244
698,,,,,,,0.002,0.013,0.002,0.007,0.000021,0.072487,0.002,0.007,,0.176,,0.024,,0.03647215,,0.450985829,,0.835159565,,0.0027,4.97543,55.44445,20.49632,68.3297,49.54815,96.79107,95.16838,61.27461,99.09841,34.00786,,14.23069404,,38.12586116,,0.090341771,,,,0.34,,0.052095077,0.383142,10.97308489,0.628931,10.86764706,0.828729,10.88888889,0.595238,9.349470499
699,,,,,,,0.001,0.012,0.002,0.007,0.000156,0.070441,0.002,0.006,,0.169,,0.023,,0.03402969,,0.442075868,,0.833689503,,0.00259,4.6341,54.19085,19.50484,66.13624,46.96827,98.12159,93.76464,65.13396,99.61016,36.87497,,14.21106167,,37.35422291,,0.090341771,,,,0.29,,0.062245829,0.255428,10.55900621,0.628931,10.42647059,0.828729,10.55555556,0.595238,9.15279879
700,,,,,,,0.001,0.013,0.002,0.007,0.000206,0.06982,0.002,0.006,,0.167,,0.022,,0.03300246,,0.434103553,,0.826042948,,0.00242,4.35058,52.97526,18.55874,64.0739,44.43296,99.10671,92.12084,68.96912,99.90923,39.95166,,13.64442136,,36.63768285,,0.062298177,,,,0.31,,0.062245829,0.255428,10.30020704,0.628931,10.22058824,0.828729,10.35185185,0.595238,8.971255673
701,,,,,,,,,,,,0.067174,,,,0.163,,,,0.03096476,,0.429123933,,0.835274867,,,4.1313,51.79038,17.64406,62.12725,41.92248,99.73267,90.2282,72.74662,100,43.22628,,13.45631619,,35.93018725,,,,,,,,0.070716526,,10.08281573,,10.02941176,,10.14814815,,8.835098336
702,,,,,,,,,,,,0.064113,,,,0.158,,,,0.02967514,,0.420421727,,0.824279849,,,3.98349,50.62448,16.75374,60.27746,39.41018,100.00029,88.07212,76.47673,99.88923,46.69443,,12.60492247,,35.32661054,,,,,,,,,,9.844720497,,9.823529412,,9.907407407,,8.683812405
703,,,,,,,,,,,,0.06072,,,,0.154,,,,0.02904708,,0.412119771,,0.82049114,,,,49.48593,15.8849,58.52587,36.872,99.92595,85.63136,80.11105,99.57633,50.35113,,12.75948899,,34.81873785,,,,,,,,,,9.544513458,,9.455882353,,9.5,,8.517397882
704,,,,,,,,,,,,0.059058,,,,0.149,,,,0.02760673,,0.404211325,,0.81154963,,,,48.38335,15.03717,56.87308,34.29422,99.53739,82.88843,83.55373,99.07207,54.16326,,12.26943728,,34.16005342,,,,,,,,,,9.327122153,,9.191176471,,9.12962963,,8.169440242
705,,,,,,,,,,,,0.058515,,,,0.145,,,,0.02634223,,0.398680308,,0.804281928,,,,47.33327,14.21298,55.32108,31.6778,98.86662,79.83291,86.82167,98.35849,58.11464,,11.87732447,,33.55484448,,,,,,,,,,9.130434783,,9.058823529,,8.888888889,,7.881996974
706,,,,,,,,,,,,0.055968,,,,0.142,,,,0.0247986,,0.389957328,,0.792676939,,,,46.3384,13.41557,53.86586,29.04192,97.94159,76.46889,89.81108,97.39777,62.18003,,11.72130741,,33.09683291,,,,,,,,,,8.985507246,,8.926470588,,8.777777778,,7.670196672
707,,,,,,,,,,,,0.052141,,,,0.142,,,,0.02401423,,0.382018231,,0.78530123,,,,45.3992,12.64712,52.50555,26.42938,96.78206,72.82937,92.44857,96.14218,66.31611,,11.31276916,,32.85841507,,,,,,,,,,8.747412008,,8.75,,8.62962963,,7.428139183
708,,,,,,,,,,,,0.052147,,,,0.136,,,,0.02296467,,0.378918678,,0.775406633,,,,44.51945,11.9115,51.23779,23.89803,95.39976,68.97996,94.71297,94.5557,70.44949,,11.14434473,,32.48068438,,,,,,,,,,8.530020704,,8.602941176,,8.5,,7.21633888
709,,,,,,,,,,,,0.050096,,,,0.135,,,,0.02226961,,0.368619267,,0.770406101,,,,43.69288,11.2156,50.00928,21.50992,93.80419,65.00604,96.67848,92.61498,74.53846,,10.79667316,,31.76640741,,,,,,,,,,8.291925466,,8.294117647,,8.240740741,,6.989409985
710,,,,,,,,,,,,0.049562,,,,0.128,,,,0.02147407,,0.366979583,,0.762628712,,,,42.89717,10.56707,48.83683,19.3237,92.00904,61.00559,98.18144,90.34572,78.52349,,10.5027637,,31.46166799,,,,,,,,,,8.281573499,,8.161764706,,8.055555556,,6.868381241
711,,,,,,,,,,,,0.045849,,,,0.126,,,,0.02087392,,0.356120807,,0.759281746,,,,42.11488,9.97499,47.69395,17.38574,90.03796,57.07464,99.22023,87.80238,82.3366,,10.18061345,,31.0737351,,,,,,,,,,8.14699793,,7.838235294,,7.777777778,,6.686838124
712,,,,,,,,,,,,0.042972,,,,0.124,,,,0.01969596,,0.348528021,,0.743149549,,,,41.34793,9.44911,46.57199,15.72134,87.9249,53.28983,99.83752,85.0545,85.903,,10.03842472,,30.7363479,,,,,,,,,,7.98136646,,7.514705882,,7.5,,6.505295008
713,,,,,,,,,,,,0.042439,,,,0.122,,,,0.0184538,,0.343434835,,0.735351507,,,,40.59025,8.99717,45.45505,14.33496,85.7105,49.70036,99.9996,82.17494,89.18653,,9.65835223,,30.1832233,,,,,,,,,,7.857142857,,7.308823529,,7.277777778,,6.248108926
714,,,,,,,,,,,,0.042308,,,,0.12,,,,0.01789273,,0.337668269,,0.727754871,,,,39.83951,,44.39273,13.21359,83.43486,46.3305,99.60315,79.23081,92.10488,,9.734578681,,29.81985684,,,,,,,,,,7.712215321,,7.058823529,,7.203703704,,6.096822995
715,,,,,,,,,,,,0.041804,,,,0.116,,,,0.01704974,,0.32897296,,0.727097538,,,,39.1138,,43.33075,12.32918,81.13168,43.18011,98.82617,76.25585,94.59688,,9.170951911,,29.74155552,,,,,,,,,,7.463768116,,6.838235294,,6.888888889,,5.779122542
716,,,,,,,,,,,,0.039283,,,,0.111,,,,0.01667569,,0.322431277,,0.719887272,,,,38.43805,,42.31645,11.64379,78.82515,40.23234,97.74785,73.25916,96.6253,,9.256494271,,29.27936511,,,,,,,,,,7.256728778,,6.632352941,,6.648148148,,5.537065053
717,,,,,,,,,,,,0.037438,,,,0.11,,,,0.01552006,,0.313572441,,0.702763081,,,,37.81385,,41.34664,11.11531,76.53123,37.46296,96.30223,70.2505,98.19084,,8.761090422,,28.63622775,,,,,,,,,,7.080745342,,6.470588235,,6.481481481,,5.385779123
718,,,,,,,,,,,,0.037813,,,,0.106,,,,0.01504274,,0.305780996,,0.699596116,,,,37.23505,,40.42913,,74.26119,34.84529,94.55141,67.22174,99.25494,,8.326055948,,28.25839691,,,,,,,,,,6.85300207,,6.25,,6.259259259,,5.234493192
719,,,,,,,,,,,,0.035207,,,,0.104,,,,0.01469102,,0.301916922,,0.695591081,,,,36.69555,,39.54291,,72.02474,32.35464,92.59489,64.15188,99.84746,,8.178910774,,27.99000286,,,,,,,,,,6.552795031,,6,,6.018518519,,5.083207262
720,,,,,,,,,,,,0.034452,,,,0.102,,,,0.01370288,,0.29637128,,0.686797852,,,,36.19131,,38.71331,,69.83167,29.97213,90.36637,61.02866,100.00006,,8.193024262,,27.67372154,,,,,,,,,,6.273291925,,5.720588235,,5.833333333,,4.856278366
721,,,,,,,,,,,,0.033467,,,,0.1,,,,0.01297712,,0.289257973,,0.678030155,,,,35.70226,,37.89863,,67.69094,27.68652,87.91847,57.85393,99.71438,,7.857408323,,27.23517626,,,,,,,,,,6.004140787,,5.617647059,,5.777777778,,4.765506808
722,,,,,,,,,,,,0.031568,,,,0.097,,,,0.01222344,,0.282331256,,0.669015078,,,,35.21911,,37.10073,,65.60998,25.496,85.33022,54.60949,98.97583,,7.783818962,,26.58299363,,,,,,,,,,5.848861284,,5.544117647,,5.703703704,,4.750378215
723,,,,,,,,,,,,0.032202,,,,0.096,,,,0.01211458,,0.278018863,,0.653714133,,,,34.74017,,36.29626,,63.59361,23.41129,82.65675,51.30856,97.83334,,7.861053872,,26.18758471,,,,,,,,,,5.683229814,,5.382352941,,5.481481481,,4.599092284
724,,,,,,,,,,,,0.030242,,,,0.094,,,,0.01147815,,0.269534759,,0.654488906,,,,34.2716,,35.46289,,61.64515,21.4522,79.90114,47.9967,96.29195,,7.287345474,,25.79581991,,,,,,,,,,5.49689441,,5.235294118,,5.240740741,,4.538577912
725,,,,,,,,,,,,0.029267,,,,0.092,,,,0.01073843,,0.263431055,,0.634709006,,,,33.80656,,34.62976,,59.76765,19.65916,77.14522,44.76914,94.36719,,7.022576225,,25.31249747,,,,,,,,,,5.248447205,,5.029411765,,4.907407407,,4.447806354
726,,,,,,,,,,,,0.028289,,,,0.089,,,,0.01047883,,0.259468471,,0.627352892,,,,33.34957,,33.80551,,57.96558,18.07102,74.37565,41.71637,92.11895,,6.85821078,,24.80579375,,,,,,,,,,5.144927536,,5.102941176,,4.814814815,,4.341906203
727,,,,,,,,,,,,0.026849,,,,0.087,,,,0.01016899,,0.252241065,,0.621553383,,,,32.90514,,32.99951,,56.24439,,71.63446,39.09414,89.6249,,6.72048611,,24.40125488,,,,,,,,,,5.051759834,,5.102941176,,4.759259259,,4.190620272
728,,,,,,,,,,,,0.027236,,,,0.086,,,,0.00956047,,0.243023502,,0.615594427,,,,32.48205,,32.25088,,54.60943,,68.90304,36.94193,86.92215,,6.677113506,,24.10279314,,,,,,,,,,4.855072464,,4.985294118,,4.759259259,,4.114977307
729,,,,,,,,,,,,0.025588,,,,0.083,,,,0.009016151,,0.240162882,,0.60831577,,,,32.07345,,31.59597,,53.06398,,66.22504,35.83587,84.08488,,6.332386409,,23.5517812,,,,,,,,,,4.699792961,,4.794117647,,4.574074074,,4.069591528
730,,,,,,,,,,,,0.025335,,,,0.081,,,,0.008773301,,0.2328282,,0.595423534,,,,31.68045,,31.03074,,51.60823,,63.64326,,81.17361,,6.16098889,,23.1506,,,,,,,,,,4.482401656,,4.529411765,,4.314814815,,3.918305598
731,,,,,,,,,,,,0.023394,,,,0.079,,,,0.008259687,,0.226252713,,0.586294501,,,,31.29455,,30.54399,,50.23843,,61.15814,,78.2445,,6.006278795,,22.71413008,,,,,,,,,,4.389233954,,4.441176471,,4.277777778,,3.842662632
732,,,,,,,,,,,,0.023202,,,,0.077,,,,0.008064291,,0.223851324,,0.582076184,,,,30.90508,,30.11682,,48.94738,,58.79639,,75.32377,,5.867096202,,22.01177725,,,,,,,,,,4.399585921,,4.426470588,,4.314814815,,3.842662632
