Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP670 (EX),iRFP670 (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),JRed (EX),JRed (EM),Katusha2 (EX),Katusha2 (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mScarlet (EX),mScarlet (EM),mRuby2 (EX),mRuby2 (EM),mApple (EX),mApple (EM),TagRFP-T (EX),TagRFP-T (EM)
733,,,,,,,,,,,,0.023033,,,,0.078,,,,0.007866103,,0.218906469,,0.572234014,,,,30.49857,,29.72628,,47.72528,,56.60217,,72.46447,,5.875859037,,21.65512693,,,,,,,,,,4.358178054,,4.352941176,,4.259259259,,3.706505295
734,,,,,,,,,,,,0.021412,,,,0.073,,,,0.007321784,,0.212309789,,0.565262999,,,,30.08527,,29.3566,,46.56125,,54.64271,,69.67781,,5.685539102,,21.33669671,,,,,,,,,,4.306418219,,4.294117647,,4.203703704,,3.585476551
735,,,,,,,,,,,,0.02147,,,,0.075,,,,0.007067769,,0.206474168,,0.553582852,,,,29.66897,,28.96198,,45.44446,,52.78921,,66.98844,,5.646913259,,20.70135331,,,,,,,,,,4.233954451,,4.058823529,,4.055555556,,3.313161876
736,,,,,,,,,,,,0.020565,,,,0.071,,,,0.006696516,,0.201533132,,0.545903841,,,,29.25357,,28.57359,,44.36589,,51.03325,,64.37907,,5.022519946,,20.30756539,,,,,,,,,,4.099378882,,3.911764706,,3.925925926,,3.146747352
737,,,,,,,,,,,,0.020311,,,,0.073,,,,0.006333637,,0.197300845,,0.536956636,,,,28.84074,,28.20103,,43.31974,,49.38975,,61.85891,,5.208921989,,19.90998255,,,,,,,,,,4.016563147,,3.926470588,,3.777777778,,3.025718608
738,,,,,,,,,,,,0.020034,,,,0.068,,,,0.005962383,,0.192024397,,0.522108523,,,,28.43616,,27.83112,,42.30453,,47.83252,,59.41317,,5.031144143,,19.36724364,,,,,,,,,,4.00621118,,3.838235294,,3.722222222,,2.980332829
739,,,,,,,,,,,,0.018794,,,,0.067,,,,0.005605087,,0.186539535,,0.517299519,,,,28.0246,,27.46611,,41.32232,,46.24149,,57.05298,,4.87330161,,18.81312117,,,,,,,,,,4.026915114,,3.823529412,,3.740740741,,3.131618759
740,,,,,,,,,,,,0.018683,,,,0.066,,,,0.005359446,,0.183900753,,0.50872687,,,,27.59286,,27.13376,,40.37679,,44.68217,,54.77878,,4.630068184,,18.6914836,,,,,,,,,,3.830227743,,3.661764706,,3.537037037,,3.101361573
741,,,,,,,,,,,,0.017935,,,,0.066,,,,0.005351072,,0.177188531,,0.504526118,,,,27.14026,,26.79536,,39.47054,,43.23347,,52.62376,,4.605624901,,18.30794127,,,,,,,,,,3.819875776,,3.5,,3.5,,3.040847201
742,,,,,,,,,,,,0.017058,,,,0.061,,,,0.005183589,,0.173468907,,0.497527484,,,,26.67957,,26.44845,,38.60347,,41.83822,,50.59702,,4.417346059,,17.78678496,,,,,,,,,,3.726708075,,3.514705882,,3.574074074,,3.071104387
743,,,,,,,,,,,,0.016719,,,,0.063,,,,0.004876537,,0.169888447,,0.494738419,,,,26.21811,,26.11814,,37.77234,,40.48912,,48.71471,,4.361899579,,17.49564442,,,,,,,,,,3.664596273,,3.470588235,,3.518518519,,3.131618759
744,,,,,,,,,,,,0.015447,,,,0.06,,,,0.004628105,,0.163625652,,0.48656382,,,,25.76154,,25.80984,,36.97289,,39.21841,,46.9792,,4.222035634,,17.08822625,,,,,,,,,,3.571428571,,3.397058824,,3.351851852,,3.040847201
745,,,,,,,,,,,,0.015744,,,,0.061,,,,0.004575069,,0.160373035,,0.480202839,,,,25.31491,,25.48428,,36.20255,,38.10026,,45.37361,,4.394523514,,16.82416579,,,,,,,,,,3.571428571,,3.264705882,,3.222222222,,3.116490166
746,,,,,,,,,,,,0.015356,,,,0.057,,,,0.004480162,,0.157868678,,0.474190923,,,,24.87364,,25.1856,,35.46288,,37.02243,,43.86538,,4.063928406,,16.3700872,,,,,,,,,,3.50931677,,3.117647059,,3.111111111,,3.071104387
747,,,,,,,,,,,,0.014854,,,,0.056,,,,0.003944217,,0.155344976,,0.464682853,,,,24.42927,,24.89922,,34.75931,,36.00551,,42.44892,,3.845209308,,16.04539448,,,,,,,,,,3.416149068,,3.058823529,,3,,3.040847201
748,,,,,,,,,,,,0.014003,,,,0.056,,,,0.004075412,,0.149217015,,0.457491753,,,,23.96622,,24.58021,,34.09893,,35.02247,,41.10461,,3.781698119,,15.76200774,,,,,,,,,,3.374741201,,3.102941176,,2.981481481,,2.919818457
749,,,,,,,,,,,,0.014388,,,,0.056,,,,0.00370695,,0.147302557,,0.450809243,,,,23.48663,,24.2509,,33.48672,,34.09198,,39.81813,,3.580085568,,15.35551972,,,,,,,,,,3.17805383,,2.882352941,,2.87037037,,2.798789713
750,,,,,,,,,,,,0.013631,,,,0.054,,,,0.003472474,,0.143693844,,0.446080131,,,,22.9887,,23.95593,,32.9231,,33.15898,,38.59798,,3.449219306,,14.93298333,,,,,,,,,,2.960662526,,2.661764706,,2.703703704,,2.723146747
751,,,,,,,,,,,,,,,,0.051,,,,0.003360819,,0.139550876,,0.437065972,,,,22.48206,,23.66552,,32.40339,,32.24789,,37.46261,,,,14.64915662,,,,,,,,,,2.836438923,,2.588235294,,2.592592593,,2.662632375
752,,,,,,,,,,,,,,,,0.052,,,,0.00305935,,0.135727652,,0.428762931,,,,21.96077,,23.3895,,31.91975,,31.38017,,36.39856,,,,14.41795622,,,,,,,,,,2.743271222,,2.529411765,,2.5,,2.556732224
753,,,,,,,,,,,,,,,,0.05,,,,0.003131926,,0.133164468,,0.423264,,,,21.43363,,23.16484,,31.46385,,30.58112,,35.39808,,,,13.92215585,,,,,,,,,,2.732919255,,2.485294118,,2.592592593,,2.450832073
754,,,,,,,,,,,,,,,,0.05,,,,0.003109595,,0.13159492,,0.41569932,,,,20.89637,,22.94816,,31.02869,,29.8301,,34.451,,,,13.82227385,,,,,,,,,,2.743271222,,2.411764706,,2.537037037,,2.269288956
755,,,,,,,,,,,,,,,,0.048,,,,0.002785795,,0.12594297,,0.408609244,,,,20.37228,,22.69569,,30.60962,,29.12381,,33.54977,,,,13.26761168,,,,,,,,,,2.587991718,,2.176470588,,2.5,,2.027231467
756,,,,,,,,,,,,,,,,0.045,,,,0.002746716,,0.123892029,,0.403871626,,,,19.86955,,22.39664,,30.20397,,28.48395,,32.67908,,,,13.18200126,,,,,,,,,,2.608695652,,2.235294118,,2.5,,1.860816944
757,,,,,,,,,,,,,,,,0.046,,,,0.002422916,,0.120738736,,0.39594544,,,,19.40206,,22.06733,,29.81116,,27.85658,,31.83925,,,,12.74373121,,,,,,,,,,2.525879917,,2.102941176,,2.425925926,,1.770045386
758,,,,,,,,,,,,,,,,0.044,,,,0.002361506,,0.119253171,,0.391626736,,,,18.95981,,21.67677,,29.43233,,27.28904,,31.04333,,,,12.44318194,,,,,,,,,,2.505175983,,2.161764706,,2.5,,1.800302572
759,,,,,,,,,,,,,,,,0.043,,,,0.00226939,,0.116226271,,0.376395752,,,,18.53548,,21.23452,,29.07098,,26.73576,,30.29688,,,,12.0831773,,,,,,,,,,2.48447205,,2.161764706,,2.462962963,,1.770045386
760,,,,,,,,,,,,,,,,0.04,,,,0.00226939,,0.114040843,,0.37624001,,,,18.10341,,20.77593,,28.73197,,26.18635,,29.58959,,,,11.9177091,,,,,,,,,,2.474120083,,2.220588235,,2.537037037,,1.906202723
761,,,,,,,,,,,,,,,,0.041,,,,0.002129821,,0.113005282,,0.369238152,,,,17.64411,,20.33173,,28.42042,,25.68349,,28.91806,,,,11.64892791,,,,,,,,,,2.360248447,,2.147058824,,2.5,,1.860816944
762,,,,,,,,,,,,,,,,0.04,,,,0.002085159,,0.110283824,,0.364840474,,,,17.15158,,19.88089,,28.13882,,25.19685,,28.27583,,,,11.35297004,,,,,,,,,,2.236024845,,2.191176471,,2.462962963,,1.906202723
763,,,,,,,,,,,,,,,,0.04,,,,0.002079577,,0.105551849,,0.354629592,,,,16.63217,,19.45388,,27.88572,,24.69967,,27.65225,,,,10.92124163,,,,,,,,,,2.225672878,,2.308823529,,2.62962963,,1.966717095
764,,,,,,,,,,,,,,,,0.039,,,,0.001856266,,0.103757816,,0.350199819,,,,16.10741,,19.04599,,27.65503,,24.31099,,27.05671,,,,10.80034475,,,,,,,,,,2.18426501,,2.323529412,,2.740740741,,2.057488654
765,,,,,,,,,,,,,,,,0.036,,,,0.001906511,,0.100515858,,0.341139782,,,,15.58445,,18.67728,,27.43748,,23.99117,,26.49674,,,,10.46169007,,,,,,,,,,2.142857143,,2.191176471,,2.611111111,,1.996974281
766,,,,,,,,,,,,,,,,0.038,,,,0.001898137,,0.100039473,,0.335312722,,,,15.08365,,18.2955,,27.22206,,23.66853,,25.97175,,,,10.13423206,,,,,,,,,,2.163561077,,2.029411765,,2.481481481,,1.966717095
767,,,,,,,,,,,,,,,,0.037,,,,0.001725072,,0.094977432,,0.332495406,,,,14.6061,,17.89729,,26.99831,,23.4618,,25.48271,,,,9.907337379,,,,,,,,,,2.080745342,,1.911764706,,2.481481481,,1.951588502
768,,,,,,,,,,,,,,,,0.034,,,,0.001708323,,0.094580028,,0.322722848,,,,14.16998,,17.50793,,26.75822,,23.31408,,25.02102,,,,9.663969637,,,,,,,,,,2.008281573,,1.941176471,,2.37037037,,1.951588502
769,,,,,,,,,,,,,,,,0.033,,,,0.001666453,,0.094706768,,0.314503502,,,,13.76805,,17.12128,,26.49805,,23.11583,,24.55702,,,,9.473417575,,,,,,,,,,1.873706004,,1.823529412,,2.314814815,,1.951588502
770,,,,,,,,,,,,,,,,0.034,,,,0.001381732,,0.090335593,,0.310107883,,,,13.39692,,16.66108,,26.21883,,22.93165,,24.08497,,,,9.155455522,,,,,,,,,,1.677018634,,1.794117647,,2.148148148,,1.709531014
771,,,,,,,,,,,,,,,,0.033,,,,0.001493387,,0.089356247,,0.306262007,,,,13.04082,,16.21295,,25.92566,,22.74857,,23.60762,,,,9.011912777,,,,,,,,,,1.604554865,,1.691176471,,1.962962963,,1.511346445
772,,,,,,,,,,,,,,,,0.032,,,,0.001401272,,0.088991541,,0.295571851,,,,12.69546,,15.77987,,25.626,,22.52597,,23.13508,,,,8.908790103,,,,,,,,,,1.449275362,,1.441176471,,1.772222222,,1.343419062
773,,,,,,,,,,,,,,,,0.031,,,,0.001286825,,0.085243298,,0.293868235,,,,12.35454,,15.33072,,25.32732,,22.28869,,22.67108,,,,8.645612606,,,,,,,,,,1.438923395,,1.292647059,,1.688888889,,1.245083207
774,,,,,,,,,,,,,,,,0.03,,,,0.001152839,,0.084385569,,0.286378527,,,,12.01197,,14.87746,,25.03521,,22.1197,,22.24869,,,,8.447983624,,,,,,,,,,1.407867495,,1.188235294,,1.622222222,,1.148260212
775,,,,,,,,,,,,,,,,0.029,,,,0.001258911,,0.082178742,,0.279626383,,,,11.68712,,14.48921,,24.75232,,21.94719,,21.87851,,,,8.067938757,,,,,,,,,,1.438923395,,0.989705882,,1.507407407,,0.948562784
776,,,,,,,,,,,,,,,,0.03,,,,0.001169587,,0.078224003,,0.276113104,,,,11.38491,,14.10536,,24.47881,,21.82295,,21.5584,,,,8.009061073,,,,,,,,,,1.397515528,,0.944117647,,1.457407407,,0.886535552
777,,,,,,,,,,,,,,,,0.03,,,,0.001161213,,0.079045665,,0.270064918,,,,11.11727,,13.74567,,24.21325,,21.6925,,21.28195,,,,7.887989364,,,,,,,,,,1.449275362,,0.961764706,,1.438888889,,0.883509834
778,,,,,,,,,,,,,,,,0.027,,,,0.000904406,,0.075673467,,0.264228346,,,,10.86185,,13.3813,,23.95348,,21.6298,,21.07401,,,,7.565493626,,,,,,,,,,1.335403727,,0.908823529,,1.261111111,,0.877458396
779,,,,,,,,,,,,,,,,0.026,,,,0.001069098,,0.075743314,,0.261386695,,,,10.61924,,13.03328,,23.69666,,21.53213,,20.91832,,,,7.429766346,,,,,,,,,,1.231884058,,0.835294118,,1.131481481,,0.872919818
780,,,,,,,,,,,,,,,,0.027,,,,0.001002105,,0.073950693,,0.258154228,,,,10.3735,,12.69949,,23.43869,,21.45613,,20.79861,,,,7.207768208,,,,,,,,,,1.128364389,,0.926470588,,1.011111111,,0.854765507
781,,,,,,,,,,,,,,,,0.025,,,,0.000909989,,0.073563012,,0.250291943,,,,10.12423,,12.35792,,23.17346,,21.41595,,20.71588,,,,7.083507706,,,,,,,,,,1.138716356,,0.985294118,,1.12037037,,0.786686838
782,,,,,,,,,,,,,,,,0.025,,,,0.00087091,,0.071250808,,0.246757372,,,,9.86324,,11.99232,,22.89328,,21.40067,,20.66499,,,,6.83894611,,,,,,,,,,1.086956522,,1.070588235,,1.159259259,,0.824508321
783,,,,,,,,,,,,,,,,0.026,,,,0.000854162,,0.07167039,,0.242719178,,,,9.60807,,11.66074,,22.59057,,21.2907,,20.60795,,,,6.740822936,,,,,,,,,,1.086956522,,1.098529412,,1.153703704,,0.874432678
784,,,,,,,,,,,,,,,,0.024,,,,0.000714593,,0.070684284,,0.239344397,,,,9.36976,,11.33139,,22.26105,,21.15092,,20.54511,,,,6.643293617,,,,,,,,,,1.035196687,,1.155882353,,1.22962963,,0.922844175
785,,,,,,,,,,,,,,,,0.024,,,,0.000887658,,0.068408247,,0.235766239,,,,9.14367,,10.97053,,21.90605,,20.99357,,20.49375,,,,6.552902299,,,,,,,,,,1.118012422,,1.294117647,,1.103703704,,0.989409985
786,,,,,,,,,,,,,,,,0.023,,,,0.000795543,,0.068544817,,0.228899982,,,,8.92713,,10.64577,,21.53339,,20.77604,,20.45302,,,,6.397614816,,,,,,,,,,1.086956522,,1.114705882,,0.892592593,,0.947049924
787,,,,,,,,,,,,,,,,0.022,,,,0.00072855,,0.065377294,,0.227714125,,,,8.71931,,10.34754,,21.15485,,20.52886,,20.41286,,,,6.150205983,,,,,,,,,,1.118012422,,1.127941176,,0.890740741,,0.974281392
788,,,,,,,,,,,,,,,,0.022,,,,0.000572232,,0.062787671,,0.221944656,,,,8.52079,,10.06514,,20.78156,,20.36655,,20.39703,,,,6.072554485,,,,,,,,,,1.086956522,,1.25,,0.95,,1.095310136
789,,,,,,,,,,,,,,,,0.022,,,,0.000803917,,0.062791525,,0.216704891,,,,8.32395,,9.80204,,20.4185,,20.25105,,20.38938,,,,5.873334938,,,,,,,,,,1.076604555,,1.344117647,,0.87037037,,1.018154312
790,,,,,,,,,,,,,,,,0.02,,,,0.000681096,,0.062115991,,0.216236581,,,,8.1323,,9.55769,,20.06233,,20.14727,,20.35693,,,,5.727559011,,,,,,,,,,1.076604555,,1.410294118,,0.785185185,,0.953101362
791,,,,,,,,,,,,,,,,0.021,,,,0.0006476,,0.060026408,,0.20509258,,,,7.95386,,9.32423,,19.70338,,20.07535,,20.28411,,,,5.620703649,,,,,,,,,,1.097308489,,1.470588235,,0.722222222,,0.906202723
792,,,,,,,,,,,,,,,,0.02,,,,0.000642017,,0.059170167,,0.201782639,,,,7.783,,9.11921,,19.33105,,20.00992,,20.18931,,,,5.380178941,,,,,,,,,,1.107660455,,1.529411765,,0.690740741,,0.888048411
793,,,,,,,,,,,,,,,,0.02,,,,0.000586189,,0.058381125,,0.199385743,,,,7.61856,,8.89282,,18.93951,,19.84754,,20.04891,,,,5.37721874,,,,,,,,,,1.128364389,,1.573529412,,0.703703704,,0.906202723
794,,,,,,,,,,,,,,,,0.018,,,,0.000524779,,0.056247005,,0.197805971,,,,7.45548,,8.67269,,18.53196,,19.66872,,19.87834,,,,5.137542661,,,,,,,,,,1.15942029,,1.602941176,,0.766666667,,0.974281392
795,,,,,,,,,,,,,,,,0.017,,,,0.000558276,,0.056009855,,0.190350048,,,,7.29623,,8.48953,,18.12153,,19.46376,,19.71174,,,,5.085076129,,,,,,,,,,1.19047619,,1.632352941,,0.890740741,,1.099848714
796,,,,,,,,,,,,,,,,0.02,,,,0.000577815,,0.05640361,,0.18584799,,,,7.1353,,8.28639,,17.72971,,19.19961,,19.57329,,,,4.94050426,,,,,,,,,,1.231884058,,1.632352941,,1.085185185,,1.295007564
797,,,,,,,,,,,,,,,,0.018,,,,0.000468952,,0.054130424,,0.183382457,,,,6.98237,,8.08454,,17.38193,,18.96028,,19.45215,,,,4.855957718,,,,,,,,,,1.273291925,,1.632352941,,1.361111111,,1.573373676
798,,,,,,,,,,,,,,,,0.017,,,,0.000516405,,0.055376602,,0.179859972,,,,6.85893,,7.91411,,17.10413,,18.79385,,19.36789,,,,4.741445346,,,,,,,,,,1.32505176,,1.602941176,,1.727777778,,1.936459909
799,,,,,,,,,,,,,,,,0.016,,,,0.000474534,,0.053159445,,0.173077282,,,,6.76377,,7.82979,,16.91861,,18.68638,,19.33169,,,,4.578626593,,,,,,,,,,1.376811594,,1.544117647,,2.185185185,,2.3903177
800,,,,,,,,,,,,,,,,0.017,,,,0.000396376,,0.053153472,,0.17263386,,,,6.72518,,7.72887,,16.84165,,18.58483,,19.30883,,,,4.464922065,,,,,,,,,,1.438923395,,1.463235294,,2.777777778,,2.965204236
800.94,,,,,,,,,,,,,,,,,,,,,,,,0.167266634,,,,,,,,15.08563,,17.25738,,19.38524,,,,4.390447885,,,,,,,,,,,,,,,,
802.02,,,,,,,,,,,,,,,,,,,,,,,,0.161158983,,,,,,,,14.66153,,16.95061,,19.22363,,,,4.189159262,,,,,,,,,,,,,,,,
802.97,,,,,,,,,,,,,,,,,,,,,,,,0.158945076,,,,,,,,14.24591,,16.67061,,19.06043,,,,4.062623892,,,,,,,,,,,,,,,,
804.05,,,,,,,,,,,,,,,,,,,,,,,,0.154736652,,,,,,,,13.82143,,16.40837,,18.89874,,,,4.000799831,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,0.150029028,,,,,,,,13.38536,,16.14737,,18.74186,,,,3.908041402,,,,,,,,,,,,,,,,
805.94,,,,,,,,,,,,,,,,,,,,,,,,0.146819661,,,,,,,,12.94386,,15.86757,,18.59316,,,,3.675090394,,,,,,,,,,,,,,,,
807.02,,,,,,,,,,,,,,,,,,,,,,,,0.141684616,,,,,,,,12.50383,,15.54958,,18.45496,,,,3.643869783,,,,,,,,,,,,,,,,
807.97,,,,,,,,,,,,,,,,,,,,,,,,0.135487486,,,,,,,,12.07991,,15.18287,,18.32503,,,,3.531961206,,,,,,,,,,,,,,,,
809.05,,,,,,,,,,,,,,,,,,,,,,,,0.132133935,,,,,,,,11.67925,,14.77012,,18.1977,,,,3.434857014,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,,,,0.127768536,,,,,,,,11.30623,,14.32605,,18.06548,,,,3.166486614,,,,,,,,,,,,,,,,
810.95,,,,,,,,,,,,,,,,,,,,,,,,0.124771505,,,,,,,,10.9571,,13.87475,,17.91953,,,,3.149884524,,,,,,,,,,,,,,,,
812.05,,,,,,,,,,,,,,,,,,,,,,,,0.119803026,,,,,,,,10.64809,,13.44527,,17.75114,,,,2.976603862,,,,,,,,,,,,,,,,
813.01,,,,,,,,,,,,,,,,,,,,,,,,0.11587381,,,,,,,,10.38043,,13.06127,,17.55454,,,,2.951574427,,,,,,,,,,,,,,,,
813.97,,,,,,,,,,,,,,,,,,,,,,,,0.110052316,,,,,,,,10.14903,,12.73507,,17.32489,,,,2.812271464,,,,,,,,,,,,,,,,
815.06,,,,,,,,,,,,,,,,,,,,,,,,0.106879334,,,,,,,,9.93657,,12.46583,,17.05729,,,,2.694038793,,,,,,,,,,,,,,,,
816.02,,,,,,,,,,,,,,,,,,,,,,,,0.105571353,,,,,,,,9.72968,,12.2394,,16.74664,,,,2.568680658,,,,,,,,,,,,,,,,
816.98,,,,,,,,,,,,,,,,,,,,,,,,0.100381818,,,,,,,,9.50061,,12.03122,,16.3864,,,,2.470014263,,,,,,,,,,,,,,,,
817.94,,,,,,,,,,,,,,,,,,,,,,,,0.098353999,,,,,,,,9.23766,,11.8163,,15.96926,,,,2.272407916,,,,,,,,,,,,,,,,
819.04,,,,,,,,,,,,,,,,,,,,,,,,0.09222183,,,,,,,,8.95731,,11.57519,,15.49168,,,,2.266485197,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,0.09052784,,,,,,,,8.68452,,11.29724,,14.95531,,,,2.161373096,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,,,,0.086275423,,,,,,,,8.43645,,10.98219,,14.3692,,,,1.922485857,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,0.082079554,,,,,,,,8.23262,,10.63982,,13.75211,,,,1.976124556,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,,,,0.078732736,,,,,,,,8.09079,,10.28231,,13.13004,,,,1.860072764,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,,,0.074985357,,,,,,,,7.99299,,9.92004,,12.53154,,,,1.707123486,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,0.070802852,,,,,,,,7.9254,,9.56029,,11.98458,,,,1.606394101,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,,,,0.067453613,,,,,,,,7.89,,9.20794,,11.51091,,,,1.54637588,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,,,,,0.061937558,,,,,,,,7.87495,,8.8644,,11.12221,,,,1.449184132,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,0.059994895,,,,,,,,7.85762,,8.53322,,10.82009,,,,1.403893082,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,,,0.057538298,,,,,,,,7.83272,,8.22182,,10.59646,,,,1.359229808,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,0.051970206,,,,,,,,7.7901,,7.93904,,10.43572,,,,1.244803644,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,0.049383788,,,,,,,,7.70719,,7.69091,,10.31907,,,,1.151647977,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,0.046415355,,,,,,,,7.57815,,7.48083,,10.225,,,,1.041051691,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,0.0429024,,,,,,,,7.40098,,7.30535,,10.12981,,,,1.019495296,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,,0.040229869,,,,,,,,7.16693,,7.15375,,10.01028,,,,0.900493381,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,0.037349627,,,,,,,,6.85345,,7.01199,,9.84413,,,,0.825304491,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,,,,0.035012654,,,,,,,,6.45375,,6.86781,,9.61141,,,,0.798512649,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,,,0.032560564,,,,,,,,5.96818,,6.71236,,9.30141,,,,0.747229732,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,,,0.02913088,,,,,,,,5.42557,,6.54203,,8.91604,,,,0.714222654,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,,,,0.026729397,,,,,,,,4.8819,,6.3585,,8.47053,,,,0.634534744,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,,,,,,,0.025507517,,,,,,,,4.41424,,6.16588,,7.99127,,,,0.601289682,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,,,,,0.023460728,,,,,,,,4.07224,,5.96737,,7.51144,,,,0.508884162,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,,,,,0.021517321,,,,,,,,3.89501,,5.76194,,7.05964,,,,0.543596047,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,0.019606248,,,,,,,,3.85467,,5.54747,,6.65539,,,,0.532676279,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,0.018301103,,,,,,,,3.89817,,5.32092,,6.30447,,,,0.467727192,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,0.015304212,,,,,,,,3.97499,,5.08482,,6.00586,,,,0.420626269,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,,,0.013449931,,,,,,,,4.05415,,4.84363,,5.74982,,,,0.391365375,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,0.013860844,,,,,,,,4.08946,,4.62318,,5.54165,,,,0.373203771,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,,,,0.011191593,,,,,,,,4.10205,,4.43002,,5.37164,,,,0.386123206,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,0.010143661,,,,,,,,4.10716,,4.32845,,5.28527,,,,0.333720653,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,0.010212807,,,,,,,,4.10637,,4.2418,,5.21258,,,,0.329187129,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,,,,0.009397385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,0.008228813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,0.007055977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,0.006189589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,0.007169208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,0.005166103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,0.006226877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,0.005983951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,,,,0.004951731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,,,0.00435184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,,,0.003159715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,,,,0.004524185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,,,,0.004375239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,0.004337952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,,,,0.003397896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,,,,,0.003414715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
