Exitation wavelength (nm);normalized Exitation;emission wavelength (nm);Normalized emission;
450;0.0293;545;0.0666;
451;0.0286;546;0.0747;
452;0.0312;547;0.0870;
453;0.0337;548;0.0972;
454;0.0346;549;0.1103;
455;0.0379;550;0.1216;
456;0.0385;551;0.1409;
457;0.0408;552;0.1584;
458;0.0438;553;0.1788;
459;0.0494;554;0.1996;
460;0.0498;555;0.2242;
461;0.0527;556;0.2508;
462;0.0539;557;0.2857;
463;0.0574;558;0.3173;
464;0.0602;559;0.3588;
465;0.0652;560;0.4003;
466;0.0705;561;0.4446;
467;0.0712;562;0.4908;
468;0.0742;563;0.5366;
469;0.0801;564;0.5892;
470;0.0849;565;0.6401;
471;0.0902;566;0.6894;
472;0.0958;567;0.7435;
473;0.0984;568;0.7875;
474;0.1004;569;0.8311;
475;0.1047;570;0.8730;
476;0.1184;571;0.9147;
477;0.1225;572;0.9527;
478;0.1326;573;0.9636;
479;0.1365;574;0.9903;
480;0.1419;575;0.9997;
481;0.1490;576;1.0000;
482;0.1601;577;0.9909;
483;0.1628;578;0.9772;
484;0.1728;579;0.9559;
485;0.1821;580;0.9319;
486;0.1961;581;0.8958;
487;0.2042;582;0.8678;
488;0.2160;583;0.8281;
489;0.2302;584;0.7882;
490;0.2377;585;0.7465;
491;0.2457;586;0.7121;
492;0.2629;587;0.6733;
493;0.2731;588;0.6383;
494;0.2806;589;0.6034;
495;0.3025;590;0.5654;
496;0.3147;591;0.5359;
497;0.3205;592;0.5075;
498;0.3429;593;0.4796;
499;0.3488;594;0.4606;
500;0.3611;595;0.4320;
501;0.3769;596;0.4097;
502;0.3908;597;0.3914;
503;0.4062;598;0.3759;
504;0.4219;599;0.3590;
505;0.4289;600;0.3456;
506;0.4509;601;0.3327;
507;0.4626;602;0.3199;
508;0.4838;603;0.3109;
509;0.4968;604;0.2961;
510;0.5146;605;0.2842;
511;0.5365;606;0.2798;
512;0.5528;607;0.2662;
513;0.5709;608;0.2636;
514;0.5934;609;0.2552;
515;0.6090;610;0.2474;
516;0.6318;611;0.2406;
517;0.6536;612;0.2346;
518;0.6738;613;0.2267;
519;0.6982;614;0.2216;
520;0.7148;615;0.2200;
521;0.7366;616;0.2130;
522;0.7582;617;0.2062;
523;0.7813;618;0.2043;
524;0.8089;619;0.1988;
525;0.8263;620;0.1927;
526;0.8470;621;0.1919;
527;0.8586;622;0.1836;
528;0.8804;623;0.1804;
529;0.9046;624;0.1734;
530;0.9066;625;0.1670;
531;0.9205;626;0.1629;
532;0.9471;627;0.1591;
533;0.9577;628;0.1519;
534;0.9618;629;0.1492;
535;0.9743;630;0.1430;
536;0.9764;631;0.1370;
537;0.9892;632;0.1330;
538;0.9839;633;0.1285;
539;1.0000;634;0.1241;
540;0.9910;635;0.1190;
541;0.9884;636;0.1167;
542;0.9882;637;0.1092;
543;0.9709;638;0.1075;
544;0.9687;639;0.1015;
545;0.9580;640;0.0989;
546;0.9389;641;0.0914;
547;0.9320;642;0.0880;
548;0.9057;643;0.0838;
549;0.8949;644;0.0809;
550;0.8754;645;0.0760;
551;0.8535;646;0.0724;
552;0.8385;647;0.0689;
553;0.8316;648;0.0659;
554;0.8089;649;0.0606;
555;0.7992;650;0.0591;
556;0.7738;;;
557;0.7620;;;
558;0.7529;;;
559;0.7398;;;
560;0.7276;;;
561;0.7199;;;
562;0.7039;;;
563;0.6723;;;
564;0.6637;;;
565;0.6361;;;
566;0.6128;;;
567;0.5922;;;
568;0.5592;;;
569;0.5317;;;
570;0.5000;;;
571;0.4608;;;
572;0.4285;;;
573;0.3947;;;
574;0.3580;;;
575;0.3235;;;
576;0.2859;;;
577;0.2537;;;
578;0.2270;;;
579;0.1967;;;
