Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM)
890,,,,,,,,,,,,,,,,,,,,,,,,0.001940571,,
891,,,,,,,,,,,,,,,,,,,,,,,,0.002200388,,
892,,,,,,,,,,,,,,,,,,,,,,,,0.002178509,,
893,,,,,,,,,,,,,,,,,,,,,,,,0.001895431,,
894,,,,,,,,,,,,,,,,,,,,,,,,0.002038412,,
895,,,,,,,,,,,,,,,,,,,,,,,,0.001465732,,
896,,,,,,,,,,,,,,,,,,,,,,,,0.00193819,,
897,,,,,,,,,,,,,,,,,,,,,,,,0.002853652,,
898,,,,,,,,,,,,,,,,,,,,,,,,0.001178627,,
899,,,,,,,,,,,,,,,,,,,,,,,,0.002084939,,
900,,,,,,,,,,,,,,,,,,,,,,,,0.001628455,,
