Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM)
498,,0.38971,0.47948,0.01207,,0.51809,0.014,0.887,0.438,0.009,0.523203,,0.819,0.559,0.122,,0.296,,0.3895141,0.03689085,0.089313574,0.002500664,0.053940285,,0.00301,0.01656
499,,0.37571,0.50116,0.02056,,0.58398,0.012,0.895,0.456,0.011,0.537067,,0.778,0.61,0.127,,0.311,,0.397801,0.03799903,0.09321297,0.002773925,0.0550578,,0.00309,0.01921
500,,0.36374,0.52339,0.02146,,0.65892,0.012,0.898,0.476,0.014,0.549663,0.003561,0.735,0.665,0.133,,0.327,,0.4096009,0.03807998,0.097767694,0.003167314,0.056462328,,0.00319,0.02355
501,,0.36214,0.55145,0.02996,,0.70736,0.01,0.905,0.5,0.017,0.55788,0.003195,0.687,0.718,0.137,,0.344,,0.4193375,0.03984413,0.100961225,0.003550609,0.059901398,,0.00325,0.02935
502,,0.36214,0.58119,0.03513,,0.75646,0.01,0.904,0.527,0.02,0.563671,0.00355,0.64,0.767,0.142,,0.361,,0.4312219,0.03989437,0.104999278,0.004025167,0.063458275,,0.00342,0.03408
503,,0.34041,0.61423,0.04234,,0.82558,0.008,0.904,0.557,0.026,0.565039,0.003192,0.591,0.816,0.148,,0.378,,0.4430127,0.04065642,0.107974762,0.00451978,0.067562428,,0.00354,0.04309
504,,0.33185,0.6498,0.05245,,0.86628,0.009,0.904,0.592,0.032,0.562441,0.003337,0.543,0.862,0.152,,0.395,,0.4547238,0.04135706,0.114433799,0.005167382,0.06853379,,0.00365,0.0543
505,,0.33726,0.69029,0.06546,,0.90762,0.007,0.892,0.629,0.04,0.555293,0.003181,0.493,0.903,0.159,,0.413,,0.4670944,0.04034937,0.11839323,0.005833093,0.073189662,,0.00378,0.0659
506,,0.32459,0.73133,0.08334,,0.93282,0.007,0.891,0.671,0.05,0.544544,0.00356,0.446,0.935,0.164,,0.429,,0.4813282,0.03893972,0.122659047,0.006646715,0.075135388,,0.00395,0.08472
507,,0.31403,0.77416,0.1029,,0.96705,0.006,0.872,0.715,0.064,0.528483,0.003008,0.4,0.966,0.169,,0.445,,0.4956718,0.03866896,0.128402658,0.007504266,0.080481376,,0.00411,0.10083
508,,0.30435,0.81862,0.12283,,0.98256,0.006,0.86,0.761,0.079,0.509709,0.003257,0.355,0.988,0.175,,0.459,,0.5108128,0.0382028,0.133163675,0.008504229,0.081751758,,0.00426,0.13136
509,,0.30348,0.86077,0.15849,,0.99677,0.006,0.845,0.809,0.1,0.488745,0.003181,0.314,0.999,0.18,,0.472,,0.5245551,0.03724257,0.136905458,0.009613185,0.085518246,,0.00434,0.16251
510,,0.28839,0.90178,0.1964,,1,0.006,0.828,0.855,0.123,0.464745,0.00352,0.275,1,0.187,,0.483,,0.5377816,0.03653355,0.145205041,0.010708155,0.09043336,,0.00438,0.19602
511,,0.29051,0.93898,0.23479,,1,0.006,0.81,0.899,0.153,0.441723,0.002956,0.238,1,0.191,,0.491,,0.552569,0.0349341,0.150245788,0.011920633,0.093571334,,0.00441,0.23962
512,,0.28188,0.96728,0.28569,,0.99806,0.005,0.787,0.937,0.187,0.418517,0.003333,0.204,0.989,0.198,,0.498,,0.566245,0.03349654,0.156475871,0.013193811,0.094470033,,0.0044,0.29961
513,,0.27216,0.98909,0.34092,,0.99289,0.006,0.765,0.969,0.227,0.396115,0.003271,0.175,0.97,0.204,,0.503,,0.5791072,0.0312411,0.161971059,0.014429474,0.100399702,,0.00434,0.34372
514,,0.26838,1,0.39971,,0.97351,0.005,0.743,0.99,0.272,0.375363,0.003241,0.147,0.941,0.209,,0.506,,0.590035,0.03054326,0.170161426,0.015540949,0.102332017,,0.00423,0.41227
515,,0.2565,0.99885,0.46301,,0.95349,0.005,0.719,1,0.322,0.357771,0.00311,0.123,0.906,0.217,,0.507,,0.5997538,0.03007431,0.175927953,0.016898597,0.107326603,,0.00411,0.48409
516,,0.25362,0.98487,0.52707,,0.92442,0.005,0.695,0.996,0.381,0.342547,0.003441,0.101,0.871,0.225,,0.508,,0.6110764,0.02805893,0.180015535,0.017717829,0.113397834,,0.00389,0.57202
517,,0.2494,0.95837,0.59537,,0.87662,0.005,0.672,0.977,0.443,0.330535,0.003361,0.084,0.834,0.232,,0.508,,0.6189439,0.02782166,0.185161318,0.018569051,0.117966737,,0.00372,0.63471
518,,0.24035,0.91999,0.66892,,0.84109,0.005,0.653,0.944,0.512,0.321001,0.003305,0.069,0.793,0.239,,0.506,,0.6261724,0.02561927,0.194953572,0.019758072,0.122644693,,0.00346,0.69808
519,,0.24157,0.87065,0.72723,,0.8062,0.004,0.632,0.898,0.581,0.314036,0.003245,0.055,0.751,0.248,,0.505,,0.6346225,0.02486839,0.198506689,0.020112246,0.125962681,,0.00318,0.78161
520,,0.22787,0.81193,0.79818,,0.75258,0.004,0.611,0.842,0.647,0.310027,0.00329,0.045,0.715,0.257,,0.505,,0.6407209,0.02432407,0.205145525,0.021109703,0.129360622,,0.00288,0.84487
521,,0.21961,0.74682,0.86107,,0.71576,0.004,0.593,0.776,0.715,0.308082,0.003262,0.036,0.68,0.266,,0.506,,0.6447891,0.02297862,0.20920493,0.021513723,0.132218563,,0.00258,0.89855
522,,0.21861,0.67801,0.90276,,0.68217,0.005,0.574,0.706,0.781,0.309358,0.003702,0.031,0.65,0.275,,0.508,,0.6491809,0.02211051,0.215201774,0.022048085,0.138999747,,0.00226,0.93759
523,,0.21092,0.60797,0.94795,,0.65116,0.005,0.556,0.633,0.838,0.3117,0.003391,0.026,0.621,0.284,,0.509,,0.6524941,0.02141824,0.22112461,0.022327639,0.14343667,,0.002,0.97933
524,,0.20524,0.53871,0.96505,,0.60917,0.005,0.541,0.562,0.89,0.316212,0.003288,0.021,0.597,0.296,,0.515,,0.6556746,0.0209158,0.22333707,0.022723792,0.152009116,,0.00173,0.99189
525,,0.19715,0.47178,0.98804,,0.5814,0.005,0.529,0.492,0.931,0.322225,0.003683,0.018,0.57,0.306,,0.522,,0.6572194,0.02028774,0.229035777,0.023088366,0.161305215,,0.00163,0.99493
526,,0.19708,0.41013,0.99113,,0.55814,0.005,0.513,0.426,0.966,0.329667,0.003568,0.016,0.547,0.32,,0.53,,0.661041,0.01976575,0.234301723,0.023420793,0.163308018,,0.0015,1
527,,0.18597,0.35245,1,,0.5239,0.005,0.502,0.366,0.987,0.338634,0.00389,0.014,0.528,0.331,,0.54,,0.6638288,0.01856546,0.241709277,0.023697103,0.172379269,,0.0014,0.99448
528,,0.18092,0.30082,0.97506,,0.50646,0.005,0.487,0.31,0.999,0.348323,0.003444,0.012,0.508,0.346,,0.552,,0.6689101,0.01845938,0.245191138,0.0241661,0.175178447,,,0.97093
529,,0.17704,0.25536,0.96956,,0.48643,0.005,0.475,0.262,1,0.359421,0.003665,0.011,0.49,0.356,,0.566,,0.6735181,0.01844822,0.250138098,0.024822877,0.175768072,,,0.95556
530,,0.16981,0.21514,0.96112,,0.47093,0.005,0.465,0.22,1,0.371111,0.003523,0.009,0.473,0.373,,0.582,0.02,0.6785523,0.01717256,0.254889796,0.025239152,0.178226442,,,0.92052
531,,0.16984,,0.94076,,0.45026,0.004,0.456,0.182,0.983,0.383822,0.003328,0.008,0.464,0.383,,0.599,0.025,0.6841877,0.01727863,0.258689387,0.025642902,0.183559344,,,0.88154
532,,0.15813,,0.89666,,0.43798,0.003,0.449,0.15,0.962,0.397078,0.003436,0.007,0.45,0.4,,0.617,0.03,0.6909187,0.01719489,0.26784898,0.026095024,0.192381969,,,0.84797
533,,0.15564,,0.86722,,0.42636,0.003,0.433,0.123,0.941,0.410778,0.003316,0.006,0.439,0.414,,0.64,0.037,0.6997514,0.01689342,0.26904943,0.026807628,0.201770545,,,0.81271
534,,0.14944,,0.85114,,0.4115,0.003,0.429,0.101,0.91,0.425077,0.003392,0.006,0.43,0.429,,0.664,0.045,0.7102904,0.01690738,0.274829196,0.027358429,0.207981282,,,0.7561
535,,0.14668,,0.80348,,0.40181,0.003,0.423,0.082,0.878,0.438786,0.003566,0.005,0.422,0.442,,0.689,0.056,0.7206086,0.01706369,0.278956249,0.028099823,0.210083704,,,0.73745
536,,0.14326,,0.77814,,0.39341,0.003,0.41,0.067,0.847,0.452135,0.003721,0.005,0.41,0.457,,0.714,0.066,0.7324111,0.01671477,0.28568545,0.028418887,0.223243929,,,0.68771
537,,0.13942,,0.73821,,0.38566,0.003,0.402,0.055,0.813,0.466074,0.003774,0.005,0.401,0.472,,0.744,0.083,0.7462828,0.01670361,0.28914006,0.028945885,0.225875512,,,0.65482
538,,0.13679,,0.7098,,0.37662,0.003,0.395,0.045,0.778,0.479157,0.003758,0.005,0.394,0.485,,0.774,0.105,0.7609553,0.01694087,0.297070049,0.028990754,0.245050845,,,0.62604
539,,0.12946,,0.67748,,0.37016,0.003,0.385,0.037,0.743,0.490942,0.00811,0.005,0.387,0.496,,0.807,0.131,0.7762409,0.01696879,0.304960573,0.029304392,0.255628785,,,0.58582
540,,0.12495,,0.63342,,0.36434,0.004,0.378,0.031,0.71,0.502577,0.029733,0.004,0.381,0.507,,0.838,0.155,0.7915329,0.01718372,0.304820348,0.029481759,0.269230456,,,0.55951
541,,0.12326,,0.60006,,0.3553,0.004,0.372,0.026,0.681,0.5127,0.050882,0.005,0.369,0.519,,0.866,0.178,0.8124864,0.01795693,0.312550974,0.029301796,0.280502461,,,0.53884
542,,0.11825,,0.57648,,0.34948,0.005,0.362,0.021,0.65,0.521626,0.043347,0.006,0.362,0.526,,0.897,0.202,0.8286774,0.01864082,0.317923941,0.028869833,0.286333886,,,0.51749
543,,0.11344,,0.55271,,0.34109,0.004,0.354,0.018,0.621,0.530771,0.016767,0.005,0.358,0.535,,0.925,0.236,0.8478535,0.01990811,0.325911769,0.028688652,0.298755124,,,0.48888
544,,0.11108,,0.52689,,0.33721,0.005,0.346,0.015,0.595,0.538403,0.00509,0.005,0.348,0.546,,0.95,0.276,0.8667336,0.02007559,0.331238297,0.02820996,0.303174377,,,0.47457
545,,0.10922,,0.49875,,0.3301,0.005,0.339,0.013,0.568,0.545081,0.004427,0.005,0.339,0.553,,0.971,0.322,0.885982,0.02147128,0.341018025,0.027837843,0.307661472,,,0.45029
546,,0.1069,,0.48479,,0.32364,0.005,0.331,0.011,0.547,0.55064,0.0045,0.005,0.33,0.555,,0.987,0.367,0.9063019,0.02336942,0.349450464,0.027090353,0.322147159,,,0.4321
547,,0.10574,,0.45425,,0.31783,0.005,0.316,0.009,0.522,0.556177,0.004641,0.006,0.322,0.566,,0.996,0.416,0.9236623,0.0251559,0.359180449,0.026791909,0.33130994,,,0.42044
548,,0.10232,,0.43127,,0.31072,0.005,0.311,0.008,0.503,0.56068,0.004903,0.006,0.312,0.569,,1,0.473,0.9414325,0.02772676,0.365339648,0.026447851,0.333109084,,,0.40692
549,,0.09701,,0.41531,,0.30491,0.005,0.3,0.007,0.484,0.565232,0.004861,0.006,0.302,0.575,,0.995,0.531,0.9563534,0.0303674,0.377024389,0.026031388,0.350674899,,,0.38912
550,,0.09754,,0.39257,,0.29457,0.005,0.294,0.006,0.466,0.568842,0.005317,0.006,0.291,0.578,0.001,0.984,0.587,0.9691079,0.03376172,0.391486407,0.0253859,0.355766184,,,0.38067
551,,0.09227,,0.37616,,0.28682,0.004,0.281,0.005,0.452,0.572327,0.00549,0.005,0.28,0.583,0.001,0.963,0.645,0.9812265,0.03799903,0.400662552,0.024804166,0.373876538,,,0.36867
552,,0.08935,,0.36505,,0.2739,0.004,0.272,0.005,0.437,0.576239,0.005802,0.005,0.267,0.587,0.002,0.936,0.697,0.9920992,0.04269692,0.412207819,0.024580773,0.381464965,,,0.35831
553,,0.08713,,0.34707,,0.26357,0.003,0.267,0.003,0.424,0.579292,0.006215,0.004,0.256,0.588,0.002,0.899,0.751,0.9975225,0.04933482,0.427402982,0.024472878,0.392539211,,,0.35622
554,,0.08563,,0.34319,,0.25581,0.003,0.258,0.003,0.415,0.583171,0.006608,0.004,0.245,0.594,0.002,0.856,0.803,1,0.05560704,0.442068238,0.024289013,0.393182793,,,0.34732
555,,0.08238,,0.33636,,0.24289,0.003,0.245,0.002,0.401,0.587484,0.007739,0.004,0.234,0.599,0.003,0.806,0.847,0.9991264,0.06436359,0.455132835,0.023853067,0.402887009,,,0.34327
556,,0.08152,,0.31515,,0.2332,0.002,0.241,0.002,0.393,0.592255,0.007494,0.004,0.224,0.604,0.003,0.755,0.89,0.9961664,0.07334066,0.469514372,0.02367376,0.411585188,,,0.33713
557,,0.08019,,0.30685,,0.22481,0.003,0.231,0.001,0.386,0.597106,0.008614,0.004,0.216,0.609,0.004,0.699,0.923,0.9853244,0.08448105,0.480687363,0.023466472,0.422377863,,,0.33245
558,,0.07701,,0.29697,,0.21705,0.003,0.224,0.001,0.376,0.603101,0.009323,0.005,0.207,0.615,0.004,0.639,0.952,0.9721411,0.09684128,0.495426546,0.02306278,0.430043536,,,0.33341
559,,0.07482,,0.29095,,0.20413,0.003,0.217,0.001,0.372,0.609092,0.009396,0.004,0.196,0.623,0.005,0.58,0.975,0.9550888,0.1113341,0.511962597,0.023182858,0.434855202,,,0.32271
560,,0.07286,,0.27842,,0.19574,0.004,0.207,0.002,0.363,0.616534,0.011245,0.005,0.186,0.629,0.006,0.527,0.99,0.9358077,0.1274934,0.526149539,0.022910485,0.443238835,,,0.31843
561,,0.06944,,0.27474,,0.18605,0.003,0.202,0.002,0.355,0.624238,0.011967,0.004,0.181,0.639,0.009,0.471,0.996,0.9106442,0.1478565,0.539694807,0.022734854,0.454085127,,,0.31279
562,,0.06858,,0.2674,,0.17506,0.003,0.19,0.001,0.348,0.633015,0.014721,0.004,0.171,0.647,0.016,0.418,1,0.8804301,0.1683536,0.549170513,0.022585003,0.460045375,,,0.3062
563,,0.06546,,0.25368,,0.16731,0.003,0.189,0.002,0.342,0.642615,0.015752,0.004,0.162,0.655,0.025,0.369,0.996,0.8499649,0.190894,0.560177346,0.022452396,0.466691585,,,0.30265
564,,0.065,,0.25284,,0.16085,0.003,0.182,0.001,0.335,0.652738,0.018322,0.004,0.155,0.669,0.029,0.322,0.987,0.8156071,0.2185872,0.569970649,0.021874471,0.471480597,,,0.29984
565,,0.06337,,0.23803,,0.1531,0.003,0.176,0.002,0.327,0.664404,0.019568,0.004,0.149,0.681,0.026,0.282,0.977,0.7809957,0.2437208,0.583801363,0.021012632,0.490767866,,,0.29133
566,,0.06175,,0.23522,,0.14406,0.004,0.168,0.002,0.318,0.676538,0.022244,0.005,0.141,0.692,0.02,0.244,0.958,0.7427537,0.2747553,0.596475714,0.020321426,0.493273732,,,0.28277
567,,0.06072,,0.21545,,0.1376,0.003,0.162,0.001,0.311,0.690639,0.02571,0.004,0.135,0.703,0.019,0.213,0.94,0.7046461,0.3085813,0.60200587,0.019665906,0.493877094,,,0.27516
568,,0.05753,,0.2149,,0.13178,0.003,0.156,0.001,0.302,0.701452,0.029956,0.004,0.128,0.72,0.022,0.183,0.918,0.661103,0.3469348,0.613716973,0.018776779,0.507185453,,,0.267
569,,0.0574,,0.19978,,0.12662,0.003,0.152,0.001,0.294,0.721786,0.034345,0.003,0.122,0.733,0.026,0.157,0.896,0.6200437,0.3838926,0.612969081,0.018096816,0.509866602,,,0.25855
570,,0.05365,,0.19708,,0.1208,0.003,0.148,0.001,0.288,0.739195,0.039242,0.004,0.117,0.751,0.03,0.133,0.872,0.5786152,0.4233599,0.628555585,0.01712635,0.531638148,,,0.25365
571,,0.05086,,0.18375,,0.11434,0.003,0.143,0.001,0.277,0.757138,0.045294,0.004,0.114,0.77,0.034,0.113,0.845,0.5391805,0.4589779,0.635678583,0.016418849,0.542809957,,,0.24142
572,,0.05103,,0.17815,,0.11047,0.004,0.14,0.001,0.271,0.776684,0.052293,0.005,0.108,0.792,0.042,0.096,0.818,0.4986361,0.50376,0.6348494,0.015589777,0.540455242,,,0.23303
573,,0.04808,,0.16649,,0.1053,0.003,0.136,0.001,0.26,0.796839,0.060609,0.004,0.104,0.807,0.048,0.081,0.793,0.4599577,0.5474395,0.640003948,0.014685469,0.541840177,,,0.22543
574,,0.04642,,0.16056,,0.10078,0.003,0.132,0.001,0.25,0.81837,0.070278,0.004,0.097,0.822,0.055,0.069,0.766,0.4194328,0.5910464,0.653267095,0.014269783,0.546973812,,,0.21641
575,,0.04705,,0.16165,,0.0969,0.003,0.126,0.001,0.243,0.840316,0.078845,0.005,0.096,0.845,0.065,0.058,0.74,0.3833058,0.6339554,0.654092402,0.013616522,0.561666603,,,0.20712
576,,0.04466,,0.14361,,0.09367,0.003,0.124,0.002,0.236,0.862566,0.093534,0.005,0.092,0.859,0.075,0.049,0.714,0.3481615,0.6784528,0.66354662,0.013702403,0.570992897,,,0.20171
577,,0.04426,,0.13589,,0.08979,0.004,0.119,0.002,0.223,0.884458,0.107665,0.005,0.088,0.883,0.089,0.041,0.691,0.3150983,0.7233605,0.663206197,0.013491377,0.583627953,,,0.19163
578,,0.04267,,0.12731,,0.08721,0.003,0.118,0.001,0.215,0.906732,0.125627,0.004,0.084,0.904,0.102,0.035,0.668,0.2872557,0.7548277,0.670393066,0.013487405,0.597535563,,,0.18335
579,,0.04167,,0.12728,,0.08527,0.004,0.112,0.002,0.209,0.9275,0.143236,0.005,0.081,0.921,0.119,0.03,0.647,0.2602921,0.7956293,0.681088833,0.013355834,0.608805262,,,0.17749
580,,0.03945,,0.12091,,0.0801,0.003,0.11,0.002,0.199,0.946208,0.164794,0.004,0.079,0.941,0.138,0.025,0.625,0.2326173,0.8318139,0.681906549,0.01351714,0.61994176,,,0.16865
581,,0.03656,,0.11285,,0.07752,0.003,0.107,0.002,0.191,0.963784,0.189435,0.004,0.076,0.955,0.16,0.021,0.606,0.2086417,0.8646572,0.686255361,0.013721072,0.634267128,,,0.16166
582,,0.03743,,0.11061,,0.07364,0.004,0.103,0.001,0.184,0.977993,0.21394,0.004,0.074,0.967,0.183,0.018,0.59,0.1861693,0.8932409,0.693247388,0.014173031,0.649601669,,,0.15372
583,,0.03607,,0.10397,,0.07235,0.003,0.101,0.001,0.176,0.989058,0.244812,0.004,0.071,0.984,0.211,0.015,0.572,0.166385,0.9226509,0.702087364,0.014323819,0.670184471,,,0.14803
584,,0.0361,,0.09667,,0.07041,0.003,0.098,0.001,0.167,0.996732,0.276349,0.005,0.069,0.993,0.237,0.013,0.557,0.147416,0.941596,0.708712569,0.015344956,0.690359157,0.013086189,,0.13981
585,,0.03444,,0.09258,,0.06783,0.004,0.095,0.001,0.161,1,0.311348,0.004,0.065,0.995,0.265,0.011,0.545,0.1305755,0.9593883,0.712925578,0.016081435,0.713144606,0.010434999,,0.13575
586,,0.03315,,0.08879,,0.06783,0.003,0.095,0.001,0.154,0.99943,0.349369,0.004,0.064,0.996,0.297,0.009,0.529,,0.9753884,0.72116268,0.016588162,0.725432762,0.009421111,,0.12972
587,,0.03334,,0.08158,,0.0646,0.003,0.092,0.002,0.148,0.99358,0.385384,0.004,0.063,1,0.335,0.008,0.519,,0.9840361,0.735482212,0.017877471,0.744342345,0.009984269,,0.12257
588,,0.03271,,0.07489,,0.06395,0.004,0.088,0.002,0.142,0.984538,0.423167,0.005,0.059,0.992,0.369,0.007,0.509,,0.9940711,0.745158874,0.019201991,0.772496895,0.010512084,,0.11767
589,,0.03112,,0.07299,,0.06202,0.004,0.086,0.001,0.135,0.969513,0.465986,0.004,0.059,0.984,0.406,0.006,0.499,,0.9973956,0.747917724,0.020523357,0.792704703,0.011874511,,0.11108
590,,0.02963,,0.07138,,0.05879,0.003,0.083,0.002,0.13,0.950505,0.512888,0.004,0.056,0.971,0.447,0.005,0.492,,0.9990733,0.762272018,0.022363102,0.81943179,0.01318963,,0.1077
591,,0.02913,,0.06426,,0.05685,0.003,0.081,0.002,0.124,0.927883,0.554684,0.004,0.054,0.946,0.488,0.004,0.483,,1,0.776187508,0.023805798,0.82465107,0.015082596,,0.101
592,,0.02784,,0.0653,,0.0562,0.003,0.079,0.002,0.119,0.900712,0.594818,0.004,0.053,0.925,0.531,0.004,0.477,,0.9899287,0.785642284,0.025401265,0.854614819,0.017286264,,0.09981
593,,0.02658,,0.06554,,0.05426,0.003,0.078,0.002,0.114,0.871376,0.636503,0.004,0.05,0.901,0.571,0.003,0.472,,0.9864534,0.796870628,0.027344828,0.866626106,0.019194325,,0.09429
594,,0.02621,,0.05719,,0.05233,0.003,0.075,0.002,0.109,0.837502,0.680775,0.005,0.049,0.867,0.613,0.003,0.466,,0.9784701,0.802370112,0.030006698,0.899091669,0.022167445,,0.09052
595,,0.02555,,0.056,,0.05039,0.003,0.072,0.002,0.106,0.802118,0.721871,0.004,0.047,0.836,0.655,0.002,0.461,,0.966322,0.82108736,0.033058408,0.907937391,0.024854911,,0.08646
596,,0.02422,,0.0512,,0.04845,0.003,0.071,0.001,0.101,0.763683,0.755535,0.003,0.046,0.799,0.692,0.002,0.456,,0.9524098,0.841136619,0.036272569,0.934892255,0.028562588,,0.08432
597,,0.02346,,0.05562,,0.04522,0.003,0.069,0.001,0.097,0.725589,0.797584,0.003,0.044,0.763,0.733,0.002,0.449,,0.9371716,0.853183705,0.039994789,0.946659323,0.032145048,,0.08111
598,,0.02326,,0.05049,,0.04457,0.003,0.066,0.001,0.094,0.683976,0.832656,0.003,0.042,0.724,0.767,0.002,0.444,,0.923198,0.870518535,0.044017072,0.946767859,0.035222028,,0.07818
599,,0.022,,0.0475,,0.04264,0.002,0.065,0.001,0.089,0.643019,0.864961,0.004,0.041,0.682,0.808,0.001,0.442,,0.907865,0.8844198,0.04881117,0.933855284,0.040050204,,0.07593
600,,0.02183,,0.04295,,0.0407,0.003,0.062,0.002,0.087,0.60095,0.891673,0.004,0.039,0.639,0.839,0.001,0.435,,0.887996,0.905329723,0.054899038,0.967847499,0.045537764,,0.07266
601,,,,0.04822,,,0.002,0.061,0.001,0.084,0.559128,0.91696,0.003,0.037,0.601,0.869,,0.429,,0.8736064,0.915182523,0.061739197,0.977314859,0.050715045,,0.06912
602,,,,0.04224,,,0.002,0.059,0.001,0.081,0.517283,0.944133,0.003,0.036,0.557,0.896,,0.424,,0.850625,0.933159869,0.068762952,0.999999994,0.057032814,,0.06771
603,,,,0.04309,,,0.002,0.057,0.001,0.079,0.475991,0.966727,0.003,0.036,0.512,0.92,,0.415,,0.8364085,0.944878571,0.076478182,0.997239588,0.062903189,,0.06528
604,,,,0.0393,,,0.003,0.055,0.002,0.074,0.436669,0.978021,0.003,0.034,0.47,0.937,,0.41,,0.8179715,0.956044555,0.085395733,0.991239622,0.069282312,,0.06236
605,,,,0.03939,,,0.002,0.053,0.001,0.072,0.398651,0.988704,0.003,0.032,0.43,0.961,,0.404,,0.8002685,0.971612004,0.095634311,1.003834044,0.076416485,,0.06168
606,,,,0.03423,,,0.003,0.052,0.001,0.072,0.362085,0.99496,0.004,0.032,0.393,0.974,,0.397,,0.7837129,0.97620357,0.106756917,0.983325412,0.086757875,,0.05875
607,,,,0.0384,,,0.003,0.051,0.002,0.067,0.327848,1,0.004,0.03,0.356,0.98,,0.391,,0.7663561,0.983818815,0.119525517,0.973559121,0.095019839,,0.05762
608,,,,0.03503,,,0.003,0.047,0.002,0.065,0.29547,0.998206,0.004,0.029,0.319,0.989,,0.383,,0.7478604,0.985146308,0.132515713,0.97765886,0.105195714,,0.05577
609,,,,0.03052,,,0.002,0.047,0.002,0.065,0.264582,0.999097,0.004,0.028,0.288,0.996,,0.375,,0.7322343,0.99168779,0.147487346,0.952799231,0.113630365,,0.05374
610,,,,0.03099,,,0.004,0.047,0.003,0.062,0.237134,0.993118,0.005,0.027,0.259,1,,0.366,,0.7167142,0.998933135,0.16372984,0.934729955,0.126843093,,0.05188
611,,,,0.03431,,,0.003,0.045,0.002,0.06,0.210811,0.98432,0.003,0.026,0.234,0.99,,0.36,,0.6975737,1,0.181179894,0.923104781,0.137772318,,0.05064
612,,,,0.03307,,,0.003,0.044,0.002,0.057,0.18723,0.96517,0.004,0.025,0.209,0.991,,0.35,,0.6805379,0.999282097,0.200308804,0.911405259,0.151321015,,0.04889
613,,,,0.0263,,,0.003,0.043,0.002,0.056,0.166395,0.955445,0.004,0.024,0.183,0.976,,0.342,,0.668147,0.996895936,0.219862082,0.893019426,0.163173985,,0.04765
614,,,,0.03052,,,0.003,0.041,0.003,0.054,0.146507,0.943604,0.004,0.022,0.162,0.968,,0.332,,0.6521692,0.984358174,0.242642327,0.868909785,0.178765469,,0.04602
615,,,,0.03275,,,0.003,0.038,0.002,0.053,0.129533,0.918634,0.004,0.022,0.14,0.955,,0.322,,0.6347845,0.982029236,0.265341783,0.831230503,0.193203705,,0.04461
616,,,,0.02497,,,0.003,0.037,0.002,0.052,0.113766,0.896559,0.004,0.022,0.122,0.942,,0.316,,0.6219609,0.966683044,0.292519772,0.810218468,0.207792999,,0.04309
617,,,,0.0309,,,0.003,0.038,0.002,0.051,0.099994,0.882024,0.004,0.021,0.107,0.931,,0.304,,0.607655,0.95675203,0.319342338,0.774631345,0.227856931,,0.0414
618,,,,0.02658,,,0.003,0.037,0.002,0.048,0.087393,0.852633,0.004,0.02,0.092,0.903,,0.294,,0.5951804,0.934109683,0.346364619,0.753424006,0.242678335,,0.04033
619,,,,0.02648,,,0.004,0.036,0.002,0.046,0.077067,0.836469,0.005,0.019,0.08,0.892,,0.286,,0.579599,0.909680344,0.374554211,0.715999116,0.260425301,,0.03909
620,,,,0.02829,,,0.003,0.035,0.002,0.045,0.066592,0.808142,0.004,0.018,0.07,0.871,,0.277,,0.567141,0.88714588,0.403939017,0.69942952,0.281517603,,0.03785
621,,,,0.02416,,,0.003,0.034,0.002,0.044,0.058579,0.791791,0.004,0.018,0.061,0.852,,0.267,,0.552196,0.859840527,0.437667197,0.664437952,0.302322417,,0.03656
622,,,,0.02426,,,0.002,0.033,0.001,0.043,0.051124,0.760428,0.003,0.017,0.052,0.83,,0.258,,0.545706,0.835835344,0.470873617,0.632827482,0.32086572,,0.03515
623,,,,0.01956,,,0.003,0.032,0.002,0.041,0.044435,0.742648,0.004,0.017,0.045,0.812,,0.251,,0.5311518,0.796695353,0.503122098,0.587096176,0.333309001,,0.03425
624,,,,0.01989,,,0.002,0.032,0.001,0.04,0.038891,0.715717,0.003,0.016,0.041,0.795,,0.242,,0.5153359,0.776892647,0.538666678,0.55748252,0.361453668,,0.0325
625,,,,0.01667,,,0.002,0.03,0.002,0.04,0.033717,0.695378,0.003,0.015,0.035,0.772,,0.234,,0.5032129,0.737625125,0.575086639,0.543414916,0.380631008,,0.03194
626,,,,0.01856,,,0.002,0.029,0.002,0.037,0.02978,0.672084,0.003,0.015,0.031,0.754,,0.225,,0.4903279,0.707169152,0.608684384,0.528223986,0.397614562,,0.03042
627,,,,0.01695,,,0.002,0.028,0.002,0.035,0.026039,0.652465,0.003,0.015,0.026,0.739,,0.216,,0.4775462,0.672704137,0.646073283,0.49252744,0.415849751,,0.02991
628,,,,0.01814,,,0.003,0.029,0.002,0.036,0.022942,0.632705,0.004,0.015,0.023,0.719,,0.21,,0.463232,0.634861855,0.680504005,0.465192377,0.434551925,,0.02816
629,,,,0.01719,,,0.003,0.027,0.002,0.034,0.019548,0.609307,0.004,0.014,0.02,0.706,,0.202,,0.4486163,0.600322317,0.716632377,0.440011993,0.461044424,,0.02749
