wl,abs,wl,em
300,4.418743,505,0.22437
301,4.522539,506,0.25904
302,4.715303,507,0.30221
303,4.848754,508,0.34538
304,4.982206,509,0.43609
305,5.17497,510,0.54511
306,5.338078,511,0.66504
307,5.516014,512,0.78496
308,5.753263,513,0.95798
309,5.931198,514,1.1672
310,6.109134,515,1.4315
311,6.376038,516,1.7348
312,6.568802,517,2.1017
313,6.761566,518,2.6164
314,6.983986,519,3.2228
315,7.117438,520,3.9527
316,7.295373,521,4.8642
317,7.517794,522,5.9186
318,7.666073,523,7.075099
319,7.829182,524,8.5169
320,7.962634,525,9.9592
321,8.110913,526,11.799
322,8.229537,527,13.868
323,8.407474,528,16.329
324,8.526097,529,19.318
325,8.615066,530,22.444
326,8.718862,531,26.646
327,8.748517,532,30.873
328,8.822658,533,35.841
329,8.911625,534,40.974
330,8.941281,535,45.953
331,8.941281,536,51.628
332,8.941281,537,57.072
333,8.970937,538,63.073
334,8.970937,539,68.507
335,9.000593,540,74.497
336,8.941281,541,80.077
337,8.926453,542,85.572
338,8.867141,543,90.031
339,8.852313,544,94.818
340,8.837485,545,97.241
341,8.778173,546,99.749
342,8.793001,547,100
343,8.748517,548,99.39
344,8.674377,549,97.088
345,8.689205,550,95.208
346,8.674377,551,91.841
347,8.65955,552,87.493
348,8.570581,553,82.308
349,8.51127,554,77.297
350,8.51127,555,71.68
351,8.496442,556,66.526
352,8.481613,557,61.487
353,8.392646,558,56.302
354,8.362989,559,52.605
355,8.333334,560,48.481
356,8.288849,561,45.607
357,8.229537,562,42.737
358,8.185053,563,40.719
359,8.110913,564,38.596
360,8.036774,565,36.836
361,7.962634,566,34.915
362,7.888494,567,33.436
363,7.784697,568,32.103
364,7.680902,569,30.849
365,7.502965,570,29.769
366,7.354686,571,28.663
367,7.221234,572,28.035
368,6.998814,573,27.212
369,6.820878,574,26.806
370,6.628114,575,26.159
371,6.43535,576,25.951
372,6.272242,577,25.37
373,6.079478,578,25.114
374,5.857059,579,24.694
375,5.679122,580,24.151
376,5.516014,581,23.875
377,5.338078,582,23.328
378,5.189798,583,22.723
379,4.997035,584,22.248
380,4.774615,585,21.75
381,4.611506,586,21.127
382,4.43357,587,20.663
383,4.225979,588,19.938
384,4.048043,589,19.532
385,3.870107,590,18.831
386,3.662515,591,18.232
387,3.440095,592,17.502
388,3.217675,593,16.742
389,2.935943,594,15.982
390,2.713523,595,15.395
391,2.461447,596,14.703
392,2.179715,597,14.012
393,1.957295,598,13.349
