wl,abs,wl,em
250,9.84201,565,0.38783
251,9.81611,566,0.40138
252,9.86791,567,0.43846
253,9.97151,568,0.49826
254,10.12691,569,0.56849
255,10.38591,570,0.64149
256,10.72261,571,0.72368
257,11.03341,572,0.82085
258,11.39601,573,0.9334599
259,11.88811,574,1.0607
260,12.27661,575,1.2026
261,12.69101,576,1.368
262,13.18311,577,1.5673
263,13.57161,578,1.812
264,13.96011,579,2.1038
265,14.42631,580,2.4475
266,14.78892,581,2.846
267,15.20331,582,3.309
268,15.72132,583,3.8381
269,16.08392,584,4.4302
270,16.49832,585,5.0779
271,16.96452,586,5.7805
272,17.24942,587,6.5648
273,17.56022,588,7.463
274,17.92282,589,8.5102
275,18.13002,590,9.7071
276,18.28542,591,11.059
277,18.41492,592,12.566
278,18.38902,593,14.264
279,18.31132,594,16.169
280,18.15592,595,18.295
281,18.05232,596,20.606
282,18.05232,597,23.069
283,18.18182,598,25.647
284,18.36312,599,28.357
285,18.59622,600,31.237
286,19.03652,601,34.352
287,19.47682,602,37.729
288,20.02072,603,41.383
289,20.84952,604,45.281
290,21.49702,605,49.394
291,22.17042,606,53.663
292,23.10282,607,58.043
293,23.82802,608,62.465
294,24.50142,609,66.849
295,25.33022,610,71.098
296,25.82232,611,75.161
297,26.21083,612,79.028
298,26.70293,613,82.74001
299,26.96193,614,86.284
300,27.19503,615,89.612
301,27.47993,616,92.633
302,27.58353,617,95.262
303,27.76483,618,97.392
304,27.94613,619,98.923
305,28.04973,620,99.777
306,28.20513,621,100
307,28.41233,622,99.613
308,28.56773,623,98.739
309,28.74903,624,97.33801
310,28.87853,625,95.509
311,28.90443,626,93.195
312,28.95623,627,90.478
313,28.90443,628,87.364
314,28.82673,629,83.959
315,28.61953,630,80.28699
316,28.25693,631,76.348
317,27.86843,632,72.178
318,27.37633,633,67.924
319,26.62523,634,63.791
320,26.02953,635,59.911
321,25.30433,636,56.31
322,24.42373,637,52.946
323,23.69852,638,49.783
324,22.89562,639,46.776
325,22.04092,640,43.914
326,21.47112,641,41.209
327,20.82362,642,38.712
328,20.12432,643,36.434
329,19.60632,644,34.366
330,19.14012,645,32.476
331,18.57032,646,30.777
332,18.15592,647,29.257
333,17.79332,648,27.898
334,17.30122,649,26.665
335,16.96452,650,25.573
336,16.67962,651,24.643
337,16.34292,652,23.874
338,16.08392,653,23.2
339,15.90262,654,22.577
340,15.64362,655,21.958
