wl,abs,wl ,em
250,6.542838,620,1.265914
251,6.509371,621,1.366383
252,6.526104,622,1.497567
253,6.559572,623,1.740416
254,6.64324,624,1.976949
255,6.726907,625,2.20114
256,6.810575,626,2.565556
257,6.961178,627,2.914185
258,7.111781,628,3.36888
259,7.245649,629,3.87094
260,7.47992,630,4.526288
261,7.71419,631,5.190246
262,7.965194,632,5.926543
263,8.3166,633,6.882437
264,8.634539,634,8.062377
265,8.952477,635,9.214473
266,9.38755,636,10.7063
267,9.705488,637,12.10799
268,10.02343,638,13.96639
269,10.4585,639,16.00333
270,10.80991,640,18.10888
271,11.12784,641,20.66654
272,11.56292,642,23.3907
273,11.91432,643,26.76934
274,12.2992,644,30.17525
275,12.81794,645,33.69167
276,13.21955,646,37.78365
277,13.62115,647,42.03924
278,14.08969,648,45.89583
279,14.3909,649,50.62937
280,14.67537,650,54.77014
281,15.01004,651,59.83954
282,15.26104,652,64.78119
283,15.46185,653,70.11037
284,15.69612,654,74.24254
285,15.81325,655,79.49564
286,15.91365,656,83.38668
287,16.01406,657,88.06424
288,16.03079,658,90.97355
289,15.96385,659,93.78239
290,15.82999,660,96.60414
291,15.66265,661,98.98813
292,15.51205,662,99.06994
293,15.29451,663,99.78327
294,15.09371,664,100
295,14.92637,665,99.94977
296,14.6419,666,98.68098
297,14.3909,667,96.51945
298,14.10643,668,94.20722
299,13.60442,669,91.51321
300,13.21955,670,89.06464
301,12.83467,671,85.35014
302,12.38286,672,82.0002
303,12.08166,673,78.3833
304,11.84739,674,74.953
305,11.61312,675,71.29304
306,11.51272,676,68.04932
307,11.46252,677,64.48696
308,11.47925,678,61.09971
309,11.56292,679,57.95932
310,11.69679,680,54.6869
311,11.89759,681,51.80342
312,12.08166,682,49.23571
313,12.33266,683,46.48285
314,12.71754,684,43.86204
315,13.03547,685,41.18956
316,13.40361,686,39.89494
317,13.93909,687,37.84106
318,14.37416,688,35.95798
319,14.80924,689,34.38922
320,15.39491,690,32.81903
321,15.94712,691,31.39667
322,16.49933,692,30.28433
323,17.23561,693,29.13324
324,17.88822,694,28.25341
325,18.54083,695,27.309
326,19.44444,696,26.72484
327,20.19746,697,25.84645
328,20.917,698,25.17331
329,21.87082,699,24.90778
330,22.64056,700,24.31358
331,23.44378,701,24.02078
332,24.51473,702,23.71507
333,25.28447,703,23.55862
334,26.12115,704,23.27444
335,27.27577,705,23.10077
336,28.17938,706,23.2974
337,29.0328,707,22.8984
338,30.13721,708,22.874
339,30.92369,709,22.87543
340,31.64324,710,22.79362
341,32.53012,711,22.95868
342,33.13253,712,22.91131
343,33.70147,713,22.9759
344,34.30388,714,22.82663
345,34.72222,715,22.78645
346,35.02343,716,23.0204
347,35.2577,717,22.66158
348,35.39157,718,22.74195
349,35.57563,719,22.4793
350,35.69277,720,22.59699
351,35.72624,721,22.21234
352,35.70951,722,22.11617
353,35.59237,723,22.52092
354,35.47523,724,22.16641
355,35.29116,725,21.78606
356,34.85609,726,21.49757
357,34.47122,727,21.35691
358,34.00268,728,20.72395
359,33.2162,729,20.45125
360,32.44645,730,20.22448
361,31.60977,731,19.6475
362,30.40495,732,19.55994
363,29.3842,733,19.06047
364,28.38019,734,18.66002
365,27.02477,735,18.12467
366,26.00401,736,17.57065
367,25.11713,737,17.30082
368,24.06292,738,16.89751
369,23.39357,739,16.1081
370,22.84137,740,15.89425
371,22.27242,741,15.25412
372,21.93775,742,14.69149
373,21.63655,743,14.14264
374,21.28514,744,13.60728
375,20.93373,745,13.02484
376,20.54886,746,12.60115
377,19.84605,747,11.91466
378,19.14324,748,11.42465
379,18.35676,749,10.93006
380,17.15194,750,10.65779
381,16.08099,751,10.03746
382,15.02677,752,9.843986
383,13.62115,753,9.347093
384,12.51673,754,8.931724
385,11.52945,755,8.366512
386,10.3581,756,8.307953
387,9.454484,757,7.869189
388,8.718206,758,7.291203
389,7.848059,759,7.142078
390,7.245649,760,6.839952
391,6.777109,761,6.467928
392,6.258367,762,6.301867
393,5.873494,763,6.208144
394,5.572289,764,5.647381
395,5.254351,765,5.397356
396,5.070281,766,5.367933
397,4.902945,767,5.098101
398,4.735609,768,4.911659
399,4.668674,769,4.720049
400,4.60174,770,4.605515
401,4.501339,771,4.495285
402,4.451138,772,4.457681
403,4.400937,773,4.085371
404,4.36747,774,4.133595
405,4.36747,775,3.920457
406,4.36747,776,3.783244
407,4.36747,777,3.826447
408,4.384203,778,3.68378
409,4.384203,779,3.543266
410,4.400937,780,3.582449
411,4.400937,781,3.621633
412,4.417671,782,3.473081
413,4.451138,783,3.42055
414,4.467871,784,3.264679
415,4.434404,785,3.303719
416,4.434404,786,3.146125
417,4.434404,787,3.078955
418,4.434404,788,3.01408
419,4.400937,789,2.942747
420,4.384203,790,2.971883
421,4.317269,791,3.005181
422,4.283802,792,2.929686
423,4.233601,793,2.961836
424,4.200134,794,2.993986
425,4.1332,795,2.698319
426,4.066265,796,2.730613
427,4.032798,797,2.75573
428,3.965863,798,2.676503
429,3.898929,799,2.707505
430,3.865462,,
431,3.781794,,
432,3.731593,,
433,3.664659,,
434,3.597724,,
435,3.564257,,
436,3.514056,,
437,3.480589,,
438,3.430388,,
439,3.380187,,
440,3.313253,,
441,3.263052
442,3.212852
443,3.129183
444,3.028782
445,2.978581
446,2.87818
447,2.794511
448,2.69411
449,2.593708
450,2.51004
451,2.426372
452,2.309237
453,2.208835
454,2.125167
455,2.024766
456,1.941098
457,1.874163
458,1.773762
459,1.706827
460,1.639893
461,1.556225
462,1.506024
463,1.455823
464,1.388889
465,1.338688
466,1.305221
467,1.25502
468,1.221553
469,1.204819
470,1.171352
471,1.154619
472,1.121151
473,1.104418
474,1.087684
475,1.07095
476,1.054217
477,1.02075
478,1.02075
479,1.004016
480,0.9872825
481,0.9872825
482,0.9872825
483,0.9705489
484,0.9538153
485,0.920348
486,0.920348
487,0.8868808
488,0.8868808
