wl,abs,wl,em
250,70.99725,485,1.491351
251,66.57983,486,1.50085
252,63.10681,487,1.690831
253,60.60447,488,2.032797
254,58.79626,489,2.555244
255,57.5204,490,3.196481
256,56.63777,491,3.926008
257,56.16119,492,4.847515
258,56.15714,493,5.903409
259,56.53327,494,7.285672
260,57.17013,495,8.763924
261,57.81767,496,10.59694
262,58.43936,497,12.59374
263,59.369,498,14.94651
264,60.32664,499,17.40026
265,61.42512,500,20.05799
266,62.67319,501,23.09369
267,63.87211,502,26.73133
268,64.85732,503,30.15199
269,65.94276,504,34.28657
270,66.90446,505,38.0202
271,67.65031,506,42.76372
272,68.26366,507,47.31727
273,68.87296,508,51.81182
274,69.4222,509,56.81432
275,69.91138,510,61.28387
276,70.13578,511,65.51345
277,70.08684,512,69.23308
278,69.87718,513,73.9956
279,69.36642,514,76.9843
280,68.61009,515,80.46896
281,67.75525,516,84.75352
282,66.72516,517,87.76222
283,65.82757,518,90.9609
284,65.06035,519,92.72173
285,63.89754,520,94.44155
286,61.77325,521,97.07429
287,58.38187,522,97.85422
288,54.41752,523,98.15619
289,50.56217,524,99.48805
290,47.62984,525,99.22507
291,45.60813,526,100
292,43.77235,527,99.06809
293,41.63545,528,98.54914
294,38.29514,529,98.21618
295,34.34982,530,96.50435
296,30.65069,531,95.50545
297,27.48113,532,93.71262
298,24.80355,533,92.69473
299,22.44396,534,91.27787
300,20.39874,535,88.66213
301,18.58241,536,87.30927
302,16.94731,537,85.26347
303,15.55412,538,84.0076
304,14.47467,539,81.44386
305,13.59439,540,80.03799
306,12.99578,541,78.16818
307,12.48309,542,76.0864
308,12.2713,543,73.89461
309,12.1326,544,72.13179
310,12.10461,545,70.14899
311,12.25442,546,68.56815
312,12.42731,547,66.17638
313,12.52562,548,64.84951
314,12.75878,549,63.15568
315,12.97014,550,61.64083
316,13.16248,551,60.05
317,13.29092,552,58.84111
318,13.48326,553,56.9413
319,13.66705,554,56.09139
320,13.95748,555,54.28257
321,14.10943,556,53.0227
322,14.35926,557,51.9638
323,14.87644,558,50.10099
324,15.20128,559,48.85611
325,15.56459,560,47.61224
326,16.1523,561,46.46435
327,16.62246,562,45.56744
328,17.13772,563,44.42456
329,17.71688,564,42.87471
