wl,abs,wl,em
320,14.78465,410,0.7198808
321,15.0429553,411,0.7273562
322,15.2379418,412,0.7427638
323,15.5501568,413,0.7618925
324,15.8427253,414,0.7818246
325,16.1193753,415,0.799961
326,16.5035444,416,0.8265777
327,17.1463375,417,0.8597857
328,17.8343323,418,0.9062769
329,18.5398069,419,0.9630324
330,19.2459643,420,1.029851
331,20.0660136,421,1.1053237
332,20.9664975,422,1.1916646
333,21.9063109,423,1.2931
334,22.8423006,424,1.4188879
335,23.9850438,425,1.5605754
336,24.9815301,426,1.7250054
337,26.1241368,427,1.9162031
338,27.3555081,428,2.1583197
339,28.5676244,429,2.4294179
340,29.8193433,430,2.7502274
341,31.0630052,431,3.1126979
342,32.4187837,432,3.5405782
343,33.8016013,433,4.0395035
344,35.2061321,434,4.6090712
345,36.725784,435,5.2943639
346,38.2130708,436,6.0362108
347,39.8268132,437,6.8831158
348,41.3191528,438,7.8624504
349,43.1680534,439,8.9760258
350,44.8584066,440,10.2157917
351,46.6324718,441,11.6284406
352,48.5280763,442,13.1946513
353,50.4107075,443,14.9162353
354,52.470595,444,16.7567644
355,54.6809728,445,18.720465
356,56.9050067,446,20.8856276
357,59.0969488,447,23.1087532
358,61.2161038,448,25.446195
359,63.4303054,449,27.8800406
360,65.7037744,450,30.2927538
361,67.9216631,451,32.6259691
362,70.1103277,452,35.0139272
363,72.3791537,453,37.3873947
364,74.7109343,454,39.7743465
365,76.4714799,455,42.1536505
366,78.3029007,456,44.47318
367,80.0497902,457,46.8826731
368,81.6007145,458,49.3060531
369,83.1773123,459,51.7294332
370,84.7485842,460,54.2331162
371,86.3377456,461,56.8130771
372,87.7684962,462,59.4976936
373,88.9733747,463,62.3167521
374,90.2555468,464,65.3912106
375,91.343529,465,68.4238067
376,92.435608,466,71.6391476
377,93.2765512,467,74.6761716
378,94.4984999,468,77.709774
379,95.5583505,469,80.7131874
380,96.4974811,470,83.5720956
381,97.3274994,471,86.2383973
382,97.8736072,472,88.6476891
383,98.3354568,473,90.8855068
384,98.7787342,474,92.9444038
385,99.2239233,475,94.6158738
386,99.635655,476,96.1259329
387,99.9168343,477,97.2167658
388,100,478,98.1997231
389,99.984432,479,98.8799842
390,99.8783241,480,99.4475394
391,99.6889138,481,99.7393674
392,99.4724645,482,100
393,99.0782126,483,99.9770563
394,98.6827317,484,99.8874953
395,98.5086163,485,99.7204489
396,98.1744513,486,99.4445205
397,97.7520679,487,99.0446155
398,97.2639985,488,98.6469243
399,96.6801999,489,98.0763503
400,96.0626706,490,97.5170468
401,95.4146882,491,96.8420184
402,94.7280591,492,96.1058068
403,94.0402008,493,95.3500729
404,93.2467809,494,94.5810557
405,92.293721,495,93.6359355
406,91.4601521,496,92.7308662
407,90.5492897,497,91.7785005
408,89.3997184,498,90.7919206
409,88.2687194,499,89.7479814
410,87.0955231,500,88.6515131
411,85.8054305,501,87.539749
412,84.4611231,502,86.3877328
413,83.1019306,503,85.1769484
414,81.7913538,504,83.9061884
415,80.3566429,505,82.5967863
416,78.8865628,506,81.213924
417,77.3487483,507,79.8882198
418,75.8476688,508,78.6267178
419,74.1981474,509,77.3060451
420,72.5316924,510,75.9604161
421,70.7996881,511,74.62324
422,69.0305392,512,73.2933093
423,67.0954685,513,71.9305731
424,65.1000378,514,70.5650193
425,63.0547624,515,69.1559931
426,60.8288166,516,67.8783902
427,58.5440129,517,66.5991772
428,56.2482845,518,65.1955852
429,53.9337105,519,63.9576306
430,51.6263743,520,62.6224671
431,49.315351,521,61.1643334
432,46.9585797,522,59.8243397
433,44.5871963,523,58.5314409
434,42.2707105,524,57.2214351
435,39.9510838,525,55.9132406
436,37.6878568,526,54.5909578
437,35.4676466,527,53.2865872
438,33.3357914,528,52.1430239
439,31.3407704,529,50.9034593
440,29.3344149,530,49.6415547
441,27.3417155,531,48.6008356
442,25.4168869,532,47.3441639
443,23.5611582,533,46.1822859
444,21.7148523,534,45.1196294
445,20.0365164,535,44.0773002
446,18.3454804,536,43.0182664
447,16.7164432,537,41.9260246
448,15.2062141,538,40.9237463
449,13.7997714,539,39.9283109
450,12.4771772,540,38.9499827
451,11.2243658,541,37.935025
452,10.0412005,542,36.9470363
453,8.9480289,543,35.9984946
454,7.9750312,544,35.0151348
455,7.0557019,545,34.1698399
456,6.2028779,546,33.2850979
457,5.473232,547,32.4341676
458,4.7673477,548,31.5884702
459,4.1670251,549,30.7321059
460,3.6463177,550,29.9797934
461,3.1667151,551,29.1697191
462,2.7332702,552,28.4139852
463,2.3582735,553,27.642553
464,2.0327118,554,26.9349204
465,1.8471936,555,26.2395646
466,1.6905642,556,25.5629262
467,1.5485891,557,24.9072188
468,1.3892663,558,24.2263539
469,1.2739955,559,23.6364588
470,1.1473473,560,22.9831666
