wl,abs,wl,em
280,586.5748,415,4.690027
281,557.6825,416,2.553459
282,524.7575,417,1.09434
283,489.5355,418,0.4120994
284,452.731,419,0.1545373
285,415.365,420,0.2575621
286,377.7437,421,0.3090746
287,341.7049,422,0.4120994
288,308.0653,423,0.4636119
289,276.7228,424,0.6109613
290,246.7585,425,0.7127882
291,218.0194,426,0.916442
292,190.097,427,1.120096
293,163.6039,428,1.374663
294,138.6932,429,1.832884
295,116.1817,430,2.291105
296,96.98826,431,3.003893
297,80.39816,432,3.920335
298,66.71772,433,4.989518
299,55.18121,434,6.466008
300,45.78867,435,8.146152
301,38.43798,436,10.2336
302,32.77182,437,12.67745
303,28.43287,438,15.32495
304,25.01276,439,18.5325
305,22.46044,440,22.351
306,20.26544,441,27.19856
307,18.58091,442,32.65888
308,17.45789,443,38.68583
309,16.43696,444,44.91884
310,15.67126,445,51.51243
311,14.75242,446,58.46661
312,14.24196,447,65.00748
313,13.68045,448,71.14106
314,13.37417,449,76.95718
315,12.86371,450,81.80294
316,12.09801,451,86.12759
317,12.04696,452,90.3504
318,11.5365,453,93.44115
319,11.17917,454,97.23869
320,10.97499,455,98.95777
321,10.82185,456,99.95208
322,10.56662,457,100
323,10.05615,458,99.11351
324,9.647779,459,97.98742
325,9.392548,460,97.66397
326,8.933129,461,96.28033
327,8.77999,462,93.80054
328,8.728944,463,92.27913
329,8.422665,464,91.20096
330,8.371618,465,88.82899
331,8.371618,466,87.34352
332,8.62685,467,85.22911
333,8.77999,468,83.61185
334,8.524757,469,81.75502
335,9.035222,470,80.46122
336,9.239408,471,78.69422
337,9.239408,472,77.16083
338,9.086268,473,75.51363
339,9.086268,474,74.31567
340,8.984176,475,73.23151
341,9.137315,476,71.92573
342,8.933129,477,70.78766
343,8.933129,478,70.38036
344,8.677897,479,68.82899
345,8.524757,480,67.62504
346,8.320572,481,66.18748
347,8.014293,482,64.91764
348,7.861154,483,62.93501
349,7.605921,484,61.45552
350,7.554875,485,59.91614
351,7.452782,486,58.66726
352,7.554875,487,57.18778
353,7.401735,488,55.7083
354,7.350689,489,54.0581
355,7.095457,490,53.24708
356,6.942317,491,51.63702
357,7.146503,492,49.85445
358,6.942317,493,48.12938
359,6.840224,494,46.40431
360,6.891271,495,44.67924
361,6.789178,496,43.01168
362,6.789178,497,41.45912
363,6.789178,498,40.43845
364,6.738132,499,39.04402
365,6.738132,500,37.6496
366,6.738132,501,36.31327
367,6.942317,502,35.27882
368,7.095457,503,34.04612
369,7.095457,504,32.81342
370,7.248596,505,31.46331
371,7.503829,506,30.77628
372,7.759061,507,29.4717
373,8.014293,508,28.34501
374,8.218479,509,27.31357
375,8.62685,510,26.41509
376,8.933129,511,25.51662
377,9.239408,512,24.73795
378,9.647779,513,24.19886
379,10.00511,514,23.2914
380,10.66871,515,22.62594
381,11.12813,516,21.87242
382,11.74068,517,21.13926
383,12.30219,518,20.35939
384,12.81266,519,19.68074
385,13.52731,520,19.0021
386,14.19091,521,18.37676
387,14.90556,522,17.62923
388,15.72231,523,17.19317
389,16.69219,524,16.60377
390,17.45789,525,15.97484
391,18.58091,526,15.55556
392,19.75498,527,15.11111
393,21.13323,528,14.4127
394,22.25625,529,14.10003
395,23.78765,530,13.45912
396,25.37009,531,13.0027
397,27.00357,532,12.48518
398,28.68811,533,12.01318
399,30.42369,534,11.62144
400,32.3124,535,11.09913
401,34.35426,536,10.73974
402,36.44717,537,10.34441
403,38.8974,538,9.973046
404,41.24553,539,9.640611
405,43.64472,540,9.392034
406,46.29913,541,8.922432
407,49.00459,542,8.595987
408,51.60796,543,8.325248
409,54.41552,544,8.057502
410,57.22307,545,7.784367
411,59.92854,546,7.439353
412,62.53191,547,7.163821
413,65.13527,548,6.948188
414,67.63654,549,6.739742
415,70.03573,550,6.587601
416,72.28178,551,6.307277
417,74.57887,552,6.149147
418,76.62072,553,5.937107
419,78.81573,554,5.702306
420,80.70444,555,5.559749
421,82.54211,556,5.390835
422,84.27769,557,5.218329
423,85.91118,558,5.000898
424,87.59571,559,4.823001
425,89.22919,560,4.603774
426,90.6585,561,4.567834
427,92.1899,562,4.49416
428,93.72128,563,4.307877
429,95.09954,564,4.159329
430,96.52884,565,3.968254
431,97.805,566,3.968254
432,98.77489,567,3.698113
433,99.64267,568,3.622642
434,100,569,3.499251
435,99.94896,570,3.423181
436,99.48954,571,3.220126
437,98.26442,572,3.143456
438,96.32466,573,3.066786
439,93.67024,574,3.090746
440,90.04594,575,2.85894
441,85.70699,576,2.803234
442,80.5513,577,2.803234
443,74.78306,578,2.647499
444,68.45329,579,2.589398
445,61.76621,580,2.510931
446,55.18121,581,2.371968
447,48.95355,582,2.371968
448,42.98111,583,2.292902
449,37.366,584,2.134771
450,32.15926,585,2.150944
451,27.61613,586,1.991614
452,23.32823,587,1.991614
453,19.65288,588,1.832285
454,16.488,589,1.926325
455,13.68045,590,1.765798
456,11.17917,591,1.685535
457,9.239408,592,1.685535
458,7.554875,593,1.605271
459,6.17662,594,1.685535
460,5.002553,595,1.617251
461,3.981623,596,1.536388
462,3.266973,597,1.455526
463,2.654416,598,1.374663
464,2.143951,599,1.2938
465,1.786626,600,1.2938
466,1.480347,601,1.2938
467,1.225115,602,1.2938
468,1.020929,603,1.132075
469,0.8677897,604,1.140461
470,0.7146503,605,1.059
471,0.6125575,606,1.059
472,0.5104645,607,0.9775382
473,0.4594181,608,0.9775382
474,0.4083716,609,0.9775382
475,0.3573252,610,0.9775382
476,0.3573252,611,0.984726
477,0.3573252,612,0.9026654
478,0.2552323,613,0.9026654
479,0.3062787,614,0.9026654
480,0.2552323,615,0.8265948
481,0.2041858,616,0.9092543
482,0.2041858,617,0.7493261
483,0.2041858,618,0.8325846
484,0.2041858,619,0.7493261
485,0.1531394,620,0.754717
486,0.2041858,621,0.6708596
487,0.1531394,622,0.5911949
488,0.1531394,623,0.6756514
489,0.1531394,624,0.6804433
490,0.1531394,,
491,0.1531394,,
492,0.1020929,,
493,0.1531394,,
494,0.1531394,,
495,5.10E-02,,
496,0.1531394,,
497,0.1020929,,
498,0.1020929,,
499,0.1531394,,
500,0.1020929,,
501,0.1020929,,
502,0.1020929,,
503,5.10E-02
504,0.1020929
505,5.10E-02
506,5.10E-02
507,0
508,0
509,5.10E-02
510,0
511,0
512,5.10E-02
513,5.10E-02
514,0
515,5.10E-02
516,0.1020929
517,5.10E-02
518,0.1020929
519,5.10E-02
520,0.1020929
521,0.1020929
522,0.1020929
523,5.10E-02
524,0.1020929
525,0.1020929
526,0.1020929
527,0.1020929
528,0.1020929
529,0.1020929
530,0.1020929
531,0.1531394
532,0.1531394
533,0.1531394
534,0.1531394
535,0.1020929
536,0.1020929
537,0.1531394
538,0.1531394
539,0.1020929
540,0.1020929
541,0.1020929
542,5.10E-02
543,0.1020929
544,0.1020929
545,0.1531394
546,0.1531394
547,0.1020929
548,5.10E-02
549,0.1531394
550,0.1020929
Data Copyright MP Inc.
