wl,abs,wl,em
400,7.5699302,490,8.6395694
401,7.416456,491,9.5763902
402,7.287374,492,10.4816445
403,7.1518856,493,11.5410417
404,6.8839388,494,13.4802014
405,6.6644735,495,15.7140813
406,6.4519341,496,18.1876727
407,6.2943692,497,20.9550898
408,6.1658067,498,24.0422715
409,6.0619178,499,27.3624565
410,6.0004502,500,31.0211894
411,5.9870312,501,35.0555898
412,5.99439,502,39.2492017
413,6.0671122,503,43.9030062
414,6.1688368,504,48.5460774
415,6.3173114,505,53.3711684
416,6.5151332,506,58.3505514
417,6.7774526,507,63.1201868
418,7.0562212,508,67.9068166
419,7.3800083,509,72.6482769
420,7.745351,510,76.8535165
421,8.1751913,511,81.0829062
422,8.6245109,512,84.7255391
423,9.1088929,513,88.0640602
424,9.6079925,514,91.2353199
425,10.1105551,515,93.8247422
426,10.6615992,516,95.8859939
427,11.203553,517,97.5948337
428,11.7411781,518,98.7687945
429,12.3008796,519,99.629252
430,12.8744329,520,100
431,13.4345673,521,99.8783553
432,14.066991,522,99.3998265
433,14.6621879,523,98.7370417
434,15.3080306,524,97.7714868
435,16.0010562,525,96.5371508
436,16.7209198,526,95.0465559
437,17.4741143,527,93.4530997
438,18.2701631,528,91.770646
439,19.122485,529,89.9576032
440,20.014631,530,88.1633438
441,20.9743048,531,86.3614816
442,21.9876545,532,84.4947719
443,23.1035946,533,82.6405846
444,24.3268865,534,80.8767363
445,25.6692177,535,79.0417796
446,27.048343,536,77.3866066
447,28.4703224,537,75.6258888
448,29.991862,538,73.9537213
449,31.5484642,539,72.4054347
450,33.1206497,540,70.9014231
451,34.7214046,541,69.4390032
452,36.3325484,542,68.0664753
453,38.0376251,543,66.7060223
454,39.8868477,544,65.2471803
455,41.720054,545,63.9099829
456,43.6454618,546,62.5669717
457,45.572601,547,61.265105
458,47.5720296,548,59.9533993
459,49.548949,549,58.6090464
460,51.4111577,550,57.2593268
461,53.1733733,551,56.009338
462,54.9632926,552,54.7606909
463,56.7164179,553,53.4981798
464,58.3007238,554,52.2620549
465,59.8014856,555,50.9561632
466,61.2987845,556,49.6927577
467,62.8722686,557,48.4561855
468,64.5998546,558,47.2544968
469,66.3196489,559,45.9937746
470,67.9844686,560,44.7343941
471,69.8942931,561,43.5371777
472,71.7300966,562,42.3314639
473,73.9849188,563,41.1020474
474,76.2371438,564,39.8059946
475,78.5365516,565,38.5703169
476,80.7281747,566,37.3391114
477,82.8920941,567,36.2098729
478,84.9832912,568,34.9800091
479,87.0692939,569,33.8923623
480,88.8051044,570,32.8440712
481,90.4712228,571,31.8731496
482,92.1762995,572,30.8803141
483,93.8614641,573,29.902237
484,95.4622191,574,28.9187932
485,96.8768397,575,27.9908051
486,98.1849742,576,27.0547669
487,99.2762406,577,26.1898373
488,99.9948056,578,25.3249076
489,100,579,24.4564002
490,99.772743,580,23.662579
491,99.3632476,581,22.8571301
492,98.456384,582,22.1393369
493,96.9080064,583,21.4117047
494,95.1159227,584,20.7059865
495,93.0736399,585,20.035599
496,90.9032275,586,19.4179837
497,88.4038335,587,18.8039463
498,85.3391107,588,18.2435756
499,81.9090453,589,17.6809689
500,78.608841,590,17.1326732
501,74.8337777,591,16.5937693
502,70.9673789,592,16.0727543
503,66.8754545,593,15.5924366
504,62.5181806,594,15.1581828
505,58.3141428,595,14.6957541
506,54.213561,596,14.2615003
507,50.1147107,597,13.8867273
508,46.0366382,598,13.4225096
509,41.9356235,599,12.9739448
510,38.0268034,600,12.5584744
511,34.2833397,601,12.1143818
512,30.646795,602,11.732006
513,27.3007064,603,11.3576802
514,24.0338332,604,10.9833544
515,21.1271081,605,10.6989204
516,18.4840011,606,10.4068837
517,16.0330886,607,10.0795163
518,13.9154864,608,9.7941879
519,11.9281781,609,9.4927595
520,10.2001593,610,9.1980394
521,8.7171451,611,8.9024248
522,7.3856356,612,8.6197798
523,6.2489178,613,8.3599431
524,5.2788551,614,8.1251509
525,4.3945008,615,7.8621837
526,3.702341,616,7.6193415
527,3.1370122,617,7.3952827
528,2.6344496,618,7.1533349
529,2.2275513,619,6.9458234
530,1.864373,620,6.7298146
531,1.5613637,621,6.514253
532,1.3219864,622,6.3062942
533,1.1090141,623,6.1202494
534,0.9263428,624,5.921235
535,0.7778682,625,5.7499486
536,0.6527686,626,5.550487
537,0.5467154,627,5.3747283
538,0.4903701,628,5.1971807
539,0.4423936,629,5.025447
540,0.4037599,630,4.8519244
,,631,4.696738
,,632,4.542446
,,633,4.3926262
,,634,4.258012
,,635,4.1310006
,,636,4.0080142
,,637,3.8868168
,,638,3.7575693
,,639,3.6301106
,,640,3.5339577
,,641,3.4217046
,,642,3.3210794
,,643,3.2262681
,,644,3.1175929
,,645,3.0254649
,,646,2.9422814
,,647,2.8510478
,,648,2.8086362
,,649,2.761156
,,650,2.7165455
