wl,abs,wl,em
300,10.09457,620,5.804589
301,9.983654,621,6.328433
302,9.978789,622,6.857565
303,9.951546,623,7.603078
304,10.00516,624,8.253466
305,10.2162,625,9.12067
306,10.40301,626,9.979911
307,10.61609,627,11.08944
308,10.9363,628,11.97077
309,11.17176,629,13.62828
310,11.55307,630,15.18059
311,11.85479,631,16.92066
312,12.19144,632,18.94299
313,12.52226,633,21.17057
314,12.93081,634,23.68552
315,13.29665,635,26.47639
316,13.67329,636,28.66745
317,14.12077,637,31.84884
318,14.50315,638,33.8616
319,14.87006,639,37.15727
320,15.33796,640,41.00715
321,15.56282,641,43.46567
322,15.82844,642,47.03951
323,16.24965,643,51.1444
324,16.4385,644,54.87452
325,16.53775,645,58.23869
326,16.65061,646,62.06331
327,16.59019,647,66.12329
328,16.46185,648,69.89633
329,16.13299,649,73.23419
330,15.73299,650,77.43266
331,15.25341,651,80.86384
332,14.72499,652,83.86673
333,14.13828,653,86.95299
334,13.52627,654,89.49531
335,12.92497,655,92.24561
336,12.31404,656,94.64143
337,11.70982,657,96.01051
338,11.19696,658,97.54745
339,10.62582,659,98.09855
340,10.14624,660,100
341,9.733696,661,98.67397
342,9.298676,662,98.96195
343,8.899852,663,98.68902
344,8.541697,664,97.02715
345,8.219738,665,97.66529
346,7.911206,666,95.84831
347,7.643734,667,93.70728
348,7.335299,668,92.62892
349,7.089135,669,90.21731
350,6.878873,670,89.48878
351,6.65898,671,87.56393
352,6.484914,672,85.62403
353,6.328167,673,83.64232
354,6.193993,674,80.86844
355,6.069451,675,79.90224
356,6.004261,676,78.22831
357,5.908813,677,75.90772
358,5.871936,678,73.98505
359,5.81745,679,72.92399
360,5.740584,680,70.79092
361,5.697676,681,69.59895
362,5.650097,682,67.44852
363,5.594637,683,65.94965
364,5.552701,684,63.78727
365,5.453457,685,62.79875
366,5.379511,686,61.39818
367,5.237553,687,58.57415
368,5.166526,688,57.85097
369,4.991389,689,56.04073
370,4.855075,690,54.24528
371,4.75009,691,53.28699
372,4.601224,692,51.96687
373,4.48145,693,49.65723
374,4.39972,694,47.75478
375,4.292692,695,46.91128
376,4.194519,696,45.80692
377,4.088463,697,44.17933
378,3.997003,698,43.78669
379,3.918192,699,41.62655
380,3.830624,700,40.56256
381,3.766407,701,38.29784
382,3.700147,702,36.73658
383,3.635055,703,36.63262
384,3.568892,704,35.0143
385,3.530946,705,33.92045
386,3.431702,706,33.58269
387,3.354836,707,32.61302
388,3.272036,708,31.24412
389,3.198089,709,30.38886
390,3.119375,710,30.11934
391,3.07744,711,28.75437
392,3.009331,712,28.73688
393,2.985979,713,28.51814
394,2.951925,714,27.79558
395,2.935385,715,27.61423
396,2.924779,716,27.41757
397,2.940346,717,26.98648
398,2.938401,718,26.21683
399,2.951925,719,26.54924
400,2.984131,720,25.99566
401,3.022077,721,25.75545
402,3.067807,722,25.93519
403,3.108672,723,25.34994
404,3.145548,724,24.70216
405,3.186413,725,24.3664
406,3.244792,726,24.47527
407,3.285657,727,24.33809
408,3.343063,728,23.74543
409,3.419929,729,23.65709
410,3.466632,730,23.18974
411,3.540578,731,22.80283
412,3.612579,732,22.71959
413,3.693433,733,22.04724
414,3.748796,734,21.46217
415,3.834418,735,21.92256
416,3.885111,736,21.44195
417,3.959933,737,20.9522
418,4.015393,738,20.35401
419,4.090409,739,20.00673
420,4.148788,740,19.9164
421,4.156572,741,19.85798
422,4.228572,742,19.02549
423,4.241221,743,18.90261
424,4.270313,744,18.41
425,4.27907,745,17.87944
426,4.305438,746,17.42963
427,4.303395,747,17.3253
428,4.304465,748,16.68505
429,4.317017,749,16.69849
430,4.311179,750,16.2246
431,4.258735,751,15.2367
432,4.276151,752,15.30495
433,4.241221,753,14.55651
434,4.242194,754,14.93733
435,4.242194,755,14.4393
436,4.200356,756,13.93587
437,4.194519,757,13.75582
438,4.208043,758,13.32828
439,4.196367,759,12.80413
440,4.247059,760,12.82217
441,4.284908,761,13.04172
442,4.313222,762,12.2465
443,4.328692,763,11.60246
444,4.403709,764,11.65285
445,4.451288,765,11.17374
446,4.535061,766,10.88475
447,4.607062,767,11.02866
448,4.666317,768,10.3298
449,4.717885,769,10.13781
450,4.796793,770,10.4128
451,4.861983,771,10.17589
452,4.946632,772,9.32548
453,4.990417,773,9.066979
454,5.093455,774,9.245907
455,5.171293,775,8.695498
456,5.262851,776,8.754477
457,5.326095,777,8.836662
458,5.396052,778,8.5725
459,5.496366,779,8.78378
460,5.574107,780,8.494982
461,5.64027,781,7.962614
462,5.735622,782,7.845776
463,5.798866,783,7.994343
464,5.867072,784,7.877007
465,5.964272,785,7.670954
466,6.044154,786,7.136533
467,6.125787,787,7.273716
468,6.233885,788,7.015651
469,6.31075,789,7.123967
470,6.443076,790,6.672851
471,6.536482,791,6.153299
472,6.651294,792,6.083371
473,6.746548,793,6.442098
474,6.914971,794,6.263045
475,7.006432,795,5.882916
476,7.156271,796,6.074785
477,7.292488,797,6.15218
478,7.445246,798,5.537814
479,7.565896,799,5.290264
480,7.728286,800,5.722777
481,7.841249,,
482,8.018331,,
483,8.150559,,
484,8.335523,,
485,8.464831,,
486,8.657481,,
487,8.815104,,
488,8.979538,,
489,9.160513,,
490,9.301692,,
491,9.465153
492,9.634354
