mNeptune681,Yel/Grn,E,miRFP703,Red,C,mRuby2,Yel/Grn,C,mKelly2,Yel/Grn,D,vsfGFP-0,Blue,A,Sirius,UV,A,iFP1.4,Red,A,mCarmine,Red,B,tKeima,Violet,C,secBFP2,Violet,A,
miRFP,Red,A,miRFP703,Red,C,Sirius,UV,A,Maroon0.1,Yel/Grn,E,AdRed-C148S,Yel/Grn,C,Sandercyanin,UV,C,HcRed7,Yel/Grn,D,mVenus,Blue,A,miniSOG2,Violet,B,miRFP670nano,Red,B,
miRFP703,Red,C,Sirius,UV,A,vsfGFP-0,Blue,A,mKeima,Violet,C,tdTomato,Yel/Grn,C,mTFP1,Violet,B,mGinger2,Yel/Grn,D,dTomato,Blue,B,AdRed,Yel/Grn,A,secBFP2,Violet,A,
mRuby2,Yel/Grn,A,miRFP703,Red,C,Sirius,UV,A,mKelly2,Yel/Grn,E,BrUSLEE,Blue,A,eqFP611,Blue,B,mGinger2,Yel/Grn,D,dKeima,Violet,C,miniSOG2,Violet,B,cgfTagRFP,Yel/Grn,C,
mRuby3,Yel/Grn,C,AdRed-C148S,Yel/Grn,D,mPlum,Yel/Grn,E,iFP1.4,Violet,E,mEGFP,Blue,A,dKeima,Violet,C,AdRed,Yel/Grn,A,mKalama1,Violet,A,iFP2.0,Red,C,TDsmURFP,Red,B,
mRuby2,Yel/Grn,C,vsfGFP-0,Blue,A,Sirius,UV,A,FusionRed,Yel/Grn,A,AdRed-C148S,Blue,B,dKeima,Violet,C,miRFP709,Red,C,DsRed-Express2,Yel/Grn,D,TDsmURFP,Red,B,secBFP2,Violet,A,
miRFP,Violet,E,mRuby2,Yel/Grn,C,mNeptune681,Yel/Grn,E,mKelly2,Yel/Grn,D,mKeima,Violet,C,EBFP,UV,A,EGFP,Blue,A,mKalama1,Violet,A,mAmetrine,Violet,B,TDsmURFP,Red,B,
vsfGFP-0,Blue,A,mKelly2,Yel/Grn,D,EBFP,UV,A,iFP1.4,Violet,E,DsRed-Max,Blue,B,AdRed,Yel/Grn,A,tKeima,Violet,C,miRFP670nano,Red,B,secBFP2,Violet,A,TagRFP-T,Yel/Grn,C,
miRFP,Red,C,eqFP670,Yel/Grn,E,Sirius,UV,A,mWasabi,Blue,A,mRuby3,Yel/Grn,C,mKeima,Violet,C,ECFP,Violet,B,mGarnet2,Yel/Grn,D,TDsmURFP,Red,B,mNeptune2.5,Yel/Grn,A,
HcRed,Yel/Grn,D,T-Sapphire,Violet,B,smURFP,Red,B,vsfGFP-0,Blue,A,AdRed-C148S,Yel/Grn,A,iFP1.4,Violet,E,mKalama1,Violet,A,DsRed-Express,Yel/Grn,C,RDSmCherry1,Yel/Grn,E,dKeima570,Violet,C,
miRFP,Violet,E,EBFP2,Violet,A,mRuby2,Yel/Grn,C,T-Sapphire,Violet,B,mCardinal,Yel/Grn,E,miRFP670,Red,B,vsfGFP-0,Blue,A,HcRed7,Yel/Grn,D,miRFP709,Red,C,tKeima,Violet,C,
hmGFP,Blue,A,Sirius,UV,A,mScarlet-H,Yel/Grn,C,mPlum,Yel/Grn,E,mCerulean3,Violet,B,mGinger2,Yel/Grn,D,mScarlet,Yel/Grn,A,tKeima,Violet,C,iRFP713,Red,C,miRFP670nano,Red,B,
miRFP,Violet,E,mRuby2,Yel/Grn,C,Sirius,UV,A,BrUSLEE,Blue,A,AdRed-C148S,Yel/Grn,A,iRFP670,Red,B,mGinger2,Yel/Grn,D,iRFP720,Red,A,tKeima,Violet,C,secBFP2,Violet,A,
vsfGFP-0,Blue,A,mRuby3,Yel/Grn,C,mKeima,Violet,C,mPlum,Yel/Grn,E,iFP1.4,Violet,E,DsRed-Max,Blue,B,AdRed,Yel/Grn,A,mKalama1,Violet,A,iRFP702,Red,C,TDsmURFP,Red,B,
oxBFP,Violet,A,mRuby2,Yel/Grn,C,miRFP703,Red,A,miRFP670,Red,B,mKelly2,Yel/Grn,D,UnaG,Blue,A,mGarnet,Yel/Grn,E,mGarnet2,UV,C,iRFP702,Red,C,tKeima,Violet,C,
miRFP703,Red,C,Aquamarine,Violet,B,WasCFP,Blue,A,mScarlet-H,Yel/Grn,C,EBFP,UV,A,Sandercyanin,UV,C,mGarnet,Yel/Grn,E,tKeima,Violet,C,mNeptune2.5,Yel/Grn,D,secBFP2,Violet,A,
mRuby2,Yel/Grn,C,miRFP703,Red,C,smURFP,Red,B,mCardinal,Yel/Grn,E,mEGFP,Blue,A,mGarnet,Yel/Grn,D,dKeima,Violet,C,mGarnet2,UV,C,miRFP709,Red,A,mKalama1,Violet,A,
miRFP703,Red,C,mNeptune681,Yel/Grn,E,mKelly2,Yel/Grn,D,miRFP670,Red,B,Sirius,UV,A,vsfGFP-0,Blue,A,mRuby3,Yel/Grn,C,mGrape3,Yel/Grn,A,mGarnet2,UV,C,mBlueberry2,Violet,A,
mRuby2,Yel/Grn,A,eqFP650,Yel/Grn,E,mKelly2,Yel/Grn,D,Sirius,UV,A,mKate,Blue,B,tdTomato,Yel/Grn,C,UnaG,Blue,A,iRFP702,Red,C,tKeima,Violet,C,secBFP2,Violet,A,
mRuby2,Yel/Grn,C,Neptune,Yel/Grn,E,Sirius,UV,A,mKelly2,Yel/Grn,D,mPlum,Yel/Grn,A,dKeima,Violet,C,miRFP709,Red,C,DsRed-Express2,Blue,B,secBFP2,Violet,A,moxGFP,Blue,A,
vsfGFP-0,Blue,A,AdRed-C148S,Blue,B,iRFP670,Red,B,eqFP611,Yel/Grn,A,iFP1.4,Violet,E,dKeima,Violet,C,dTomato,Yel/Grn,C,AdRed,Yel/Grn,D,miRFP720,Red,C,secBFP2,Violet,A,
mNeptune681,Yel/Grn,E,T-Sapphire,Violet,B,mMaroon1,UV,C,miRFP670,Red,C,mKelly2,Yel/Grn,D,mEGFP,Blue,A,DsRed-Express,Yel/Grn,C,tKeima,Violet,C,TDsmURFP,Red,B,TagBFP,Violet,A,
mTangerine,Yel/Grn,C,miRFP,Red,A,miRFP703,Red,C,Sirius,UV,A,mMaroon1,Red,B,UnaG,Blue,A,mGarnet,Yel/Grn,E,mGarnet2,Yel/Grn,D,tKeima,Violet,C,mTagBFP2,Violet,A,
miRFP,Violet,E,mNeptune681,Yel/Grn,E,avGFP,Violet,B,vsfGFP-0,Blue,A,Sirius,UV,A,mGarnet,Yel/Grn,D,dTomato,Yel/Grn,C,tKeima,Violet,C,TDsmURFP,Red,C,mTagBFP2,Violet,A,
pHuji,Yel/Grn,A,mRuby2,Yel/Grn,C,iFP1.4,Violet,E,mEGFP,Blue,A,dKeima,Violet,C,AdRed,Yel/Grn,D,miRFP670nano,Red,B,iRFP702,Red,C,TagCFP,Violet,B,secBFP2,Violet,A,
HcRed,Yel/Grn,D,Sirius,UV,A,miRFP670,Red,B,Sapphire,Violet,B,mRuby3,Yel/Grn,A,mKate,Blue,B,vsfGFP-9,Blue,A,iFP2.0,Red,C,mBeRFP,Violet,C,secBFP2,Violet,A,
mRuby2,Yel/Grn,A,smURFP,Red,B,Sirius,UV,A,vsfGFP-0,Blue,A,mApple,Yel/Grn,E,HcRed7,Yel/Grn,D,DsRed-Max,Blue,B,mKalama1,Violet,A,TagRFP,Yel/Grn,C,mBeRFP,Violet,C,
mRuby,Yel/Grn,C,mNeptune681,Yel/Grn,D,smURFP,Red,B,vsfGFP-0,Blue,A,Sirius,UV,A,Maroon0.1,Yel/Grn,E,Sandercyanin,UV,C,iRFP670,Red,A,dKeima,Violet,C,SNIFP,Red,C,
T-Sapphire,UV,B,miRFP670,Red,B,vsfGFP-0,Blue,A,AdRed-C148S,Yel/Grn,A,tdTomato,Yel/Grn,C,mGinger2,Yel/Grn,D,DsRed-Express,Blue,B,tKeima,Violet,C,mBlueberry2,Violet,A,Katushka,Yel/Grn,E,
miRFP703,Red,C,vsfGFP-0,Blue,A,mKelly2,Yel/Grn,D,smURFP,Red,B,iRFP670,Red,A,mGarnet,Yel/Grn,E,mGarnet2,UV,C,tKeima,Violet,C,cgfTagRFP,Yel/Grn,C,secBFP2,Violet,A,
miRFP703,Red,C,T-Sapphire,Violet,B,Sirius,UV,A,mKelly2,Yel/Grn,D,mKeima,Violet,C,AdRed-C148S,Blue,B,vsfGFP-9,Blue,A,mKelly1,Yel/Grn,E,mScarlet,Yel/Grn,A,TagBFP,Violet,A,
mNeptune681,Yel/Grn,D,mRuby2,Yel/Grn,C,eqFP670,Yel/Grn,E,vsfGFP-0,Blue,A,Sirius,UV,A,mTFP1,Violet,B,dKeima,Violet,D,miRFP670nano,Red,C,TDsmURFP,Red,B,secBFP2,Violet,A,
miRFP703,Red,C,HcRed,Yel/Grn,D,Sirius,UV,A,BrUSLEE,Blue,A,mGarnet,Yel/Grn,A,mGarnet2,Yel/Grn,E,miniSOG2,Violet,B,tKeima,Violet,C,cgfTagRFP,Yel/Grn,C,TDsmURFP,Red,B,
Sirius,UV,A,AdRed-C148S,Yel/Grn,C,mGrape3,Yel/Grn,E,BrUSLEE,Blue,A,mGarnet,Yel/Grn,D,AdRed,Yel/Grn,A,tKeima,Violet,C,mAmetrine,Violet,B,TDsmURFP,Red,B,mNeptune2.5,UV,C,
mRuby2,Yel/Grn,C,Sirius,UV,A,mKeima,Violet,C,mKate,Yel/Grn,D,iRFP670,Red,B,mGinger2,Yel/Grn,E,eqFP611,Yel/Grn,A,vsfGFP-9,Blue,A,RDSmCherry1,Yel/Grn,B,secBFP2,Violet,A,
mTangerine,Yel/Grn,C,T-Sapphire,Violet,B,miRFP670,Red,B,Sirius,UV,A,usGFP,Blue,A,AdRed-C148S,Yel/Grn,A,mScarlet-H,Blue,B,iFP1.4,Violet,E,mGinger2,Yel/Grn,D,iFP2.0,Red,C,
miRFP,Violet,E,miRFP703,Red,A,mNeptune681,Yel/Grn,D,Sirius,UV,A,FusionRed,Yel/Grn,C,Sandercyanin,UV,C,dKeima,Violet,C,vsfGFP-9,Blue,A,iRFP713,Red,C,TDsmURFP,Red,B,
miRFP,Red,A,AdRed-C148S,Yel/Grn,A,mRuby3,Yel/Grn,C,mPlum,Yel/Grn,E,mGinger2,Yel/Grn,D,SOPP,UV,B,vsfGFP-9,Blue,A,E2-Crimson,Red,B,tKeima,Violet,C,mTagBFP2,Violet,A,
Sirius,UV,A,smURFP,Red,B,mRuby3,Yel/Grn,C,mKeima,Violet,D,UnaG,Blue,A,HcRed7,Yel/Grn,D,ECFP,Violet,B,iFP1.4,Violet,E,SOPP,UV,B,secBFP2,Violet,A,
mRuby2,Yel/Grn,C,eqFP650,Yel/Grn,E,Sirius,UV,A,Sapphire,Violet,B,mKeima,Violet,C,AdRed-C148S,Yel/Grn,D,iRFP670,Red,A,mEGFP,Blue,A,mKalama1,Violet,A,TagRFP-T,Yel/Grn,A,
miRFP703,Red,C,mRuby2,Yel/Grn,C,Sirius,UV,A,mApple,Yel/Grn,A,mStrawberry,Blue,B,mKate S158C,Yel/Grn,E,mPlum,Yel/Grn,D,dKeima,Violet,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,
mRuby2,Yel/Grn,C,T-Sapphire,Violet,B,eqFP650,Yel/Grn,E,miRFP670,Red,B,eqFP611,Yel/Grn,A,iFP1.4,Violet,E,mEGFP,Blue,A,dKeima,Violet,C,DsRed-Express,Blue,B,mKalama1,Violet,A,
mRuby,Yel/Grn,A,DsRed,Yel/Grn,C,HcRed,UV,C,vsfGFP-0,Blue,A,Sirius,UV,A,smURFP,Red,B,dKeima,Violet,C,miRFP709,Red,C,AdRed,Yel/Grn,D,DsRed-Express2,Blue,B,
mNeptune681,Yel/Grn,D,miRFP703,Red,C,iRFP670,Red,B,HcRed7,Yel/Grn,A,iFP1.4,Violet,E,mEGFP,Blue,A,mGarnet2,Yel/Grn,E,dKeima,Violet,C,mKalama1,Violet,A,TagRFP-T,Yel/Grn,C,
mNeptune681,Yel/Grn,E,mRuby2,Yel/Grn,C,miRFP670,Red,B,mGrape3,Yel/Grn,A,BrUSLEE,Blue,A,iFP1.4,Violet,E,mGarnet,Yel/Grn,D,tKeima,Violet,C,mAmetrine,Violet,B,secBFP2,Violet,A,
miRFP,Violet,E,mNeptune681,Yel/Grn,D,miRFP703,Red,C,mRuby3,Yel/Grn,C,UnaG,Blue,A,HcRed7,Yel/Grn,A,dKeima,Violet,C,mGarnet2,Yel/Grn,E,mKalama1,Violet,A,TDsmURFP,Red,B,
mRuby,Yel/Grn,A,miRFP703,Red,A,mMaroon1,UV,C,vsfGFP-0,Blue,A,Sirius,UV,A,Sapphire,Violet,B,mKeima,Violet,C,dTomato,Yel/Grn,C,mKalama1,Violet,A,Katushka,Yel/Grn,D,
mNeptune,Yel/Grn,A,Sirius,UV,A,tdTomato,Yel/Grn,C,iRFP720,Red,A,dKeima,Violet,C,mCarmine,Yel/Grn,E,miRFP709,Red,C,mAmetrine,Violet,B,TDsmURFP,Red,B,moxGFP,Blue,A,
miRFP703,Red,A,mNeptune681,Yel/Grn,E,mMaroon1,UV,C,vsfGFP-0,Blue,A,mGarnet,Yel/Grn,D,dKeima,Violet,C,TagRFP,Yel/Grn,C,miRFP670nano,Red,B,iRFP702,Red,C,secBFP2,Violet,A,
miRFP,Red,A,DsRed2,Blue,B,Sirius,UV,A,mKate S158C,Yel/Grn,D,mKeima,Violet,C,mRuby3,Yel/Grn,C,UnaG,Blue,A,mGarnet,Yel/Grn,E,DsRed-Max,Yel/Grn,A,secBFP2,Violet,A,
T-Sapphire,Violet,B,mEmerald,Blue,A,mApple,Yel/Grn,A,iFP1.4,Violet,E,dKeima,Violet,C,mKelly1,Yel/Grn,D,dTomato,Blue,B,cgfTagRFP,Yel/Grn,C,TDsmURFP,Red,B,secBFP2,Violet,A,
miRFP,Red,C,mRuby2,Yel/Grn,A,mCardinal,Yel/Grn,D,Sirius,UV,A,UnaG,Blue,A,mScarlet-H,Blue,B,dKeima,Violet,C,TagRFP,Yel/Grn,C,RDSmCherry1,Yel/Grn,B,mTagBFP2,Violet,A,
miRFP703,Red,C,eqFP670,Yel/Grn,E,Sirius,UV,A,mEmerald,Blue,A,mKeima,Violet,C,HcRed7,Yel/Grn,A,mGarnet,Yel/Grn,D,TagRFP,Yel/Grn,C,iRFP702,Red,A,secBFP2,Violet,A,
miRFP703,Red,C,mNeptune681,Yel/Grn,D,mRuby2,Yel/Grn,C,mKelly2,Yel/Grn,A,vsfGFP-0,Blue,A,amCyan1,Violet,B,Sandercyanin,UV,C,EBFP,UV,A,dKeima570,Violet,C,TDsmURFP,Red,B,
mNeptune681,Yel/Grn,E,P4,Violet,A,mKelly2,Yel/Grn,A,Sapphire,Violet,B,mRuby3,Yel/Grn,C,mGarnet,Yel/Grn,D,mGarnet2,UV,C,vsfGFP-9,Blue,A,tKeima,Violet,C,TDsmURFP,Red,B,
smURFP,Red,B,mMaroon1,UV,C,Sapphire,Violet,B,AdRed-C148S,Yel/Grn,C,EBFP,UV,A,mPlum,Yel/Grn,D,dKeima,Violet,C,miRFP709,Red,C,AvicFP1,Blue,A,TagBFP,Violet,A,
CyPet,Violet,B,eqFP670,Yel/Grn,E,Sirius,UV,A,Maroon0.1,Yel/Grn,A,mRuby3,Yel/Grn,C,Sandercyanin,UV,C,UnaG,Blue,A,mGarnet,Yel/Grn,D,iRFP713,Red,C,tKeima,Violet,C,
mRuby2,Yel/Grn,C,mNeptune681,Yel/Grn,D,vsfGFP-0,Blue,A,EBFP,UV,A,dKeima,Violet,C,mGarnet2,UV,C,TDsmURFP,Red,B,miRFP720,Red,C,mBlueberry2,Violet,B,TagBFP,Violet,A,
miRFP,Red,C,mNeptune,Yel/Grn,E,Sirius,UV,A,dTomato,Blue,B,DsRed-Express,Yel/Grn,C,dKeima570,Violet,C,cgfTagRFP,Yel/Grn,A,Katushka,Yel/Grn,D,muGFP,Blue,A,secBFP2,Violet,A,
miRFP703,Red,C,eqFP650,Yel/Grn,B,Sirius,UV,A,mKeima,Violet,C,mScarlet-H,Blue,B,DsRed-Max,Yel/Grn,A,cgfTagRFP,Yel/Grn,C,moxGFP,Blue,A,mNeptune2.5,Yel/Grn,D,TagBFP,Violet,A,
miRFP703,Red,A,eqFP670,Yel/Grn,B,smURFP,Red,B,mKelly2,Yel/Grn,D,Sirius,UV,A,mEmerald,Blue,A,AdRed-C148S,Yel/Grn,C,LSSmOrange,Violet,C,iRFP702,Red,C,secBFP2,Violet,A,
mTangerine,Yel/Grn,C,eqFP650,Yel/Grn,B,Sirius,UV,A,Sapphire,Violet,B,AdRed-C148S,Blue,B,miRFP709,Red,C,AdRed,Yel/Grn,A,mKalama1,Violet,A,EGFP,Blue,A,tKeima,Violet,C,
mRuby,Yel/Grn,A,mKate S158C,Yel/Grn,D,mWasabi,Blue,A,mRuby3,Yel/Grn,C,iFP1.4,UV,C,DsRed-Express,Blue,B,miniSOG2,Violet,B,tKeima,Violet,C,miRFP670nano,Red,B,iRFP702,Red,C,
Sirius,UV,A,WasCFP,Blue,A,mGinger2,Yel/Grn,D,DsRed-Max,Yel/Grn,A,TagRFP,Blue,B,DsRed-Express,Yel/Grn,C,iFP2.0,Red,C,tKeima,Violet,C,mAmetrine,Violet,B,secBFP2,Violet,A,
eqFP650,Yel/Grn,E,smURFP,Red,B,mRuby3,Yel/Grn,A,iFP1.4,UV,C,mGinger1,Yel/Grn,D,vsfGFP-9,Blue,A,tKeima,Violet,C,cgfTagRFP,Yel/Grn,C,miRFP720,Red,C,TagBFP,Violet,A,
miRFP,Red,A,mOrange,Yel/Grn,C,vsfGFP-0,Blue,A,Sirius,UV,A,mKeima,Violet,C,HcRed7,Yel/Grn,D,tdTomato,Blue,B,AdRed,Yel/Grn,A,mKalama1,Violet,A,mAmetrine,Violet,B,
mRuby,Yel/Grn,A,miRFP,Violet,E,vsfGFP-0,Blue,A,mApple,Blue,B,mRuby3,Yel/Grn,C,mKeima,Violet,C,mGarnet,Yel/Grn,D,SOPP,UV,B,miRFP670nano,Red,B,TagBFP,Violet,A,
mStrawberry,Yel/Grn,C,EBFP,UV,A,mKate,Yel/Grn,D,iFP1.4,Violet,E,LSS-mKate2,Violet,C,mKalama1,Violet,A,AdRed,Yel/Grn,A,iRFP702,Red,C,TDsmURFP,Red,B,moxGFP,Blue,A,
mKate2,Yel/Grn,E,Sirius,UV,A,mPlum,Yel/Grn,B,HcRed7,Yel/Grn,D,vsfGFP-9,Blue,A,miRFP709,Red,C,tKeima,Violet,C,DsRed-Express2,Yel/Grn,A,secBFP2,Violet,A,TagRFP-T,Yel/Grn,C,
miRFP,Red,C,mRuby2,Yel/Grn,C,Sirius,UV,A,vsfGFP-0,Blue,A,AdRed-C148S,Yel/Grn,A,mTFP1,Violet,B,mGinger2,Yel/Grn,D,eqFP611,Blue,B,dKeima,Violet,C,secBFP2,Violet,A,
mNeptune681,Yel/Grn,E,miRFP703,Red,C,mRuby2,Yel/Grn,C,EBFP,UV,A,mGarnet2,UV,C,EGFP,Blue,A,mKalama1,Violet,A,iRFP702,Red,A,tKeima,Violet,C,TDsmURFP,Red,B,
mRuby,Blue,B,Neptune,Yel/Grn,E,T-Sapphire,Violet,B,Sirius,UV,A,mKelly2,Yel/Grn,D,AdRed-C148S,Yel/Grn,A,dTomato,Yel/Grn,C,tKeima,Violet,C,iRFP702,Red,C,muGFP,Blue,A,
mRuby2,Yel/Grn,C,smURFP,Red,B,mCardinal,Yel/Grn,E,HcRed7,Yel/Grn,D,mGarnet2,UV,C,miRFP709,Red,A,mKalama1,Violet,A,iRFP702,Red,C,tKeima,Violet,C,moxGFP,Blue,A,
Sirius,UV,A,mKate S158C,Yel/Grn,E,mPlum,Yel/Grn,D,mOrange2,Blue,B,AdRed,Yel/Grn,A,tKeima,Violet,C,cgfTagRFP,Yel/Grn,C,miRFP670nano,Red,B,mAmetrine,Violet,B,muGFP,Blue,A,
miRFP703,Red,C,eqFP670,Yel/Grn,E,Sirius,UV,A,vsfGFP-0,Blue,A,mGarnet,Yel/Grn,D,mGarnet2,Yel/Grn,B,dKeima570,Violet,C,miRFP670nano,Red,B,mBlueberry2,Violet,A,TagRFP-T,Yel/Grn,C,
miRFP,Red,A,eqFP670,Yel/Grn,E,TagRFP657,Red,C,mKelly2,Yel/Grn,D,smURFP,Red,B,Sirius,UV,A,UnaG,Blue,A,dKeima,Violet,C,TagBFP,Violet,A,TagRFP-T,Yel/Grn,C,
mRuby,Yel/Grn,A,smURFP,Red,B,mRuby3,Yel/Grn,C,mPlum,Yel/Grn,E,HcRed7,Yel/Grn,D,iFP1.4,UV,C,dKeima,Violet,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,DsRed-Express,Blue,B,
pHuji,Yel/Grn,A,miRFP,Red,A,miRFP703,Red,C,miRFP670,Red,B,iRFP670,Yel/Grn,E,mGarnet2,Yel/Grn,D,dKeima,Violet,C,SOPP,UV,B,mBlueberry2,Violet,A,moxGFP,Blue,A,
mNeptune681,Red,B,eqFP670,Yel/Grn,D,Sirius,UV,A,tdTomato,Yel/Grn,C,UnaG,Blue,A,HcRed7,Yel/Grn,A,dKeima,Violet,C,miRFP709,Red,C,mCarmine,Yel/Grn,E,secBFP2,Violet,A,
mKate S158C,Yel/Grn,E,mScarlet-H,Yel/Grn,A,SOPP,UV,B,dKeima,Violet,D,dTomato,Blue,B,vsfGFP-9,Blue,A,cgfTagRFP,Yel/Grn,C,TDsmURFP,Red,B,mTagBFP2,Violet,A,Katushka,Yel/Grn,D,
miRFP,Violet,E,miRFP703,Red,C,Sirius,UV,A,usGFP,Blue,A,eqFP611,Yel/Grn,C,mGarnet,Yel/Grn,D,mGarnet2,UV,C,mKalama1,Violet,A,mCRISPRed,Blue,B,mAmetrine,Violet,B,
Sirius,UV,A,mKelly2,Yel/Grn,D,smURFP,Red,B,FusionRed,Yel/Grn,A,UnaG,Blue,A,DsRed-Max,Blue,B,dKeima,Violet,C,cgfTagRFP,Yel/Grn,C,TagRFP-T,Yel/Grn,E,secBFP2,Violet,A,
mTangerine,Yel/Grn,C,mNeptune681,Yel/Grn,E,miRFP703,Red,C,miRFP670,Red,B,amCyan1,Violet,B,iFP1.4,Violet,E,mGarnet,Yel/Grn,D,vsfGFP-9,Blue,A,tKeima,Violet,C,secBFP2,Violet,A,
mCyRFP1,Blue,B,Sirius,UV,A,SuperNova Red,Yel/Grn,A,tdTomato,Yel/Grn,C,UnaG,Blue,A,mLumin,Yel/Grn,D,miRFP709,Red,C,AdRed,Yel/Grn,E,tKeima,Violet,D,mTagBFP2,Violet,A,
Sirius,UV,A,mRuby3,Yel/Grn,C,BrUSLEE,Blue,A,mPlum,Yel/Grn,E,iFP1.4,Violet,E,mLumin,Yel/Grn,A,dKeima,Violet,C,miRFP709,Red,C,mTagBFP2,Violet,A,Katushka,Yel/Grn,D,
mHoneydew,Blue,A,miRFP,Violet,E,mNeptune681,Yel/Grn,E,miRFP670,Red,B,Sirius,UV,A,mGrape3,Yel/Grn,A,AdRed-C148S,Yel/Grn,C,HcRed7,Yel/Grn,D,miRFP709,Red,C,mTagBFP2,Violet,A,
miRFP703,Red,C,P4-3E,Violet,A,LSSmCherry1,Blue,B,mKelly2,Yel/Grn,D,Sirius,UV,A,mRuby3,Yel/Grn,C,mGrape3,Yel/Grn,A,iFP1.4,Violet,E,dKeima,Violet,C,vsfGFP-9,Blue,A,
mRuby,Yel/Grn,A,miRFP,Violet,E,Sirius,UV,A,mNeptune,Yel/Grn,D,AdRed-C148S,Yel/Grn,C,miRFP709,Red,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,mScarlet,Blue,B,tKeima,Violet,C,
mRuby2,Yel/Grn,A,Sirius,UV,A,mRuby3,Yel/Grn,C,mKeima,Violet,C,iFP1.4,Violet,E,mGinger2,Yel/Grn,D,mGarnet,Yel/Grn,E,miRFP709,Red,C,mVenus,Blue,A,mAmetrine,Violet,B,
pHuji,Yel/Grn,A,Sirius,UV,A,iRFP670,Red,B,UnaG,Blue,A,iFP1.4,Violet,E,mGinger2,Yel/Grn,D,DsRed-Max,Blue,B,RDSmCherry1,Yel/Grn,E,tKeima,Violet,C,TagRFP-T,Yel/Grn,C,
mRuby2,Yel/Grn,C,HcRed,Blue,C,Sirius,UV,A,mKate S158C,Yel/Grn,E,mKeima,Violet,C,AdRed-C148S,Yel/Grn,A,mGinger2,Yel/Grn,D,mEGFP,Blue,A,miRFP709,Red,C,secBFP2,Violet,A,
miRFP703,Red,C,mEmerald,Blue,A,mRuby3,Yel/Grn,C,EBFP,UV,A,HcRed7,Yel/Grn,D,mGarnet,Yel/Grn,E,mGarnet2,UV,C,dKeima,Violet,C,CFP,UV,B,TDsmURFP,Red,B,
miRFP,Violet,E,mRuby2,Yel/Grn,C,mNeptune681,Yel/Grn,E,vsfGFP-0,Blue,A,Sirius,UV,A,mGarnet2,Yel/Grn,D,miRFP709,Red,A,mKalama1,Violet,A,miniSOG2,Violet,B,tKeima,Violet,C,
miRFP,Violet,E,mNeptune681,Yel/Grn,E,mRuby2,Yel/Grn,C,miRFP670,Red,B,usGFP,Blue,A,HcRed7,Yel/Grn,A,mCarmine,Yel/Grn,D,miRFP709,Red,C,tKeima,Violet,C,mTagBFP2,Violet,A,
miRFP,Red,C,Sirius,UV,A,Sapphire,Violet,B,mScarlet-I,Yel/Grn,A,tdTomato,Yel/Grn,C,DsRed-Max,Blue,B,dKeima,Violet,C,vsfGFP-9,Blue,A,Katushka,Yel/Grn,B,mTagBFP2,Violet,A,
oxBFP,Violet,A,mRuby,Yel/Grn,A,mRuby2,Yel/Grn,C,smURFP,Red,B,Sapphire,Violet,B,LSSmOrange,Violet,C,iFP1.4,Violet,E,mNeonGreen,Blue,A,RDSmCherry1,Yel/Grn,D,iRFP713,Red,C,
mRuby2,Yel/Grn,C,Sirius,UV,A,mKate S158C,Blue,B,mWasabi,Blue,A,AdRed-C148S,Yel/Grn,A,mBeRFP,Violet,D,iRFP713,Red,C,mAmetrine,Violet,B,secBFP2,Violet,A,Katushka,Yel/Grn,D,
TagRFP657,Yel/Grn,E,mCyRFP1,Blue,B,Sirius,UV,A,KO,Yel/Grn,C,vsfGFP-0,Blue,A,mGarnet2,UV,C,miRFP709,Red,C,mAmetrine,Violet,B,TDsmURFP,Red,B,mTagBFP2,Violet,A,
miRFP,Red,C,Cerulean,Violet,B,Sirius,UV,A,mNeptune,Yel/Grn,E,mScarlet-I,Yel/Grn,C,AdRed-C148S,Yel/Grn,A,mGinger2,Yel/Grn,D,dKeima,Violet,C,dTomato,Blue,B,dfGFP,Blue,A,
miRFP,Violet,E,mNeptune681,Yel/Grn,E,miRFP703,Red,C,mMaroon1,Yel/Grn,D,mRuby3,Yel/Grn,C,HcRed7,Yel/Grn,A,vsfGFP-9,Blue,A,tKeima,Violet,C,mAmetrine,Violet,B,secBFP2,Violet,A,
miRFP,Violet,E,miRFP703,Red,C,smURFP,Red,B,Cerulean,Violet,B,Sirius,UV,A,mGarnet,Yel/Grn,E,mGinger1,Yel/Grn,A,dKeima,Violet,C,mGarnet2,Yel/Grn,D,dTomato,Yel/Grn,C,
mNeptune681,Yel/Grn,E,TagRFP657,Yel/Grn,D,mKelly2,Yel/Grn,A,Sirius,UV,A,AdRed-C148S,Yel/Grn,C,Sandercyanin,UV,C,iRFP720,Red,C,vsfGFP-9,Blue,A,CFP,UV,B,mBeRFP,Violet,C,
miRFP703,Red,C,HcRed,Yel/Grn,D,Sirius,UV,A,AdRed-C148S,Yel/Grn,A,mKate S158A,Blue,B,mPlum,Yel/Grn,E,mAzamiGreen,Blue,A,TagRFP,Yel/Grn,C,miniSOG2,Violet,B,tKeima,Violet,C,
