Wavelength,DsRed2 (EX),DsRed2 (EM),Sirius (EX),Sirius (EM),Cerulean (EX),Cerulean (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),mOrange (EX),mOrange (EM),mPlum (EX),mPlum (EM),TagRFP (EX),TagRFP (EM)
555,0.6213,0,0,0,0.0029,0.2449,0.0596456,0,0.0306597,0,0.806,0.846859516,0.634,0,0.998,0.23951587
556,0.6315,0,0,0,0.0025,0.2405,0.0627235,0,0.0327437,0,0.755,0.89032361,0.639,0,0.995,0.278985881
557,0.6428,0,0,0,0.0031,0.2308,0.0657235,0,0.0348198,0,0.699,0.923138767,0.647,0,0.986,0.315581675
558,0.6538,0,0,0,0.0032,0.2237,0.06868,0,0.0368054,0,0.639,0.951978131,0.656,0,0.967,0.355849499
559,0.6678,0,0,0,0.0028,0.2166,0.071619,0,0.0386792,0,0.58,0.975061082,0.661,0,0.945,0.394273515
560,0.6835,0,0,0,0.0035,0.207,0.0745518,0,0.0404382,0,0.527,0.98960955,0.667,0,0.916,0.440231555
561,0.6993,0,0,0,0.0032,0.2022,0.0774692,0,0.0421116,0,0.471,0.995749382,0.676,0,0.871,0.480040604
562,0.7146,0.1595,0,0,0.0027,0.1898,0.0803614,0,0.0437839,0,0.418,1,0.685,0,0.832,0.520777104
563,0.7354,0.1681,0,0,0.0026,0.1886,0.0832197,0,0.0455351,0,0.369,0.995957086,0.694,0,0.786,0.567224448
564,0.7595,0.1793,0,0,0.0032,0.1823,0.0860525,0,0.0474148,0,0.322,0.986949844,0.699,0,0.742,0.608818079
565,0.7829,0.1936,0,0,0.0034,0.176,0.0888922,0,0.0494961,0,0.282,0.976541343,0.714,0,0.684,0.655672123
566,0.808,0.2102,0,0,0.0041,0.1676,0.0917861,0,0.0518307,0,0.244,0.957898891,0.723,0,0.631,0.691414911
567,0.8317,0.2295,0,0,0.0033,0.1621,0.0947827,0,0.0544034,0,0.213,0.940263998,0.736,0,0.58,0.729896962
568,0.8526,0.2503,0,0,0.003,0.1564,0.0979331,0,0.0572529,0,0.183,0.917855685,0.743,0,0.534,0.761172934
569,0.8741,0.2742,0,0,0.0025,0.1516,0.1012647,0,0.0603857,0,0.157,0.895870606,0.76,0,0.49,0.794219001
570,0.8942,0.2999,0,0,0.003,0.1482,0.1047674,0,0.0637394,0,0.133,0.871568737,0.772,0,0.445,0.824282851
571,0.9152,0.3279,0,0,0.0029,0.1433,0.1084147,0,0.0672886,0,0.113,0.845082265,0.786,0,0.403,0.852140017
572,0.935,0.3569,0,0,0.0036,0.1401,0.1121544,0,0.0710084,0,0.096,0.818388146,0.8,0,0.358,0.87642582
573,0.9544,0.3905,0,0,0.0028,0.1355,0.1158996,0,0.0747607,0,0.081,0.792683762,0.821,0,0.322,0.905705426
574,0.9715,0.4266,0,0,0.003,0.1322,0.1195692,0,0.0784504,0,0.069,0.766318622,0.829,0,0.292,0.922220575
575,0.9854,0.4657,0,0,0.0032,0.1264,0.12311,0,0.0820525,0,0.058,0.739726984,0.845,0,0.256,0.940279183
576,0.9951,0.5048,0,0,0.0034,0.1242,0.1264804,0,0.0854359,0,0.049,0.714140561,0.862,0,0.231,0.957215426
577,0.9982,0.5449,0,0,0.0039,0.1187,0.129672,0,0.0885308,0,0.041,0.691356999,0.877,0,0.204,0.961397113
578,1,0.5847,0,0,0.0032,0.1177,0.1327182,0,0.0914184,0,0.035,0.667728512,0.898,0,0.179,0.972893889
579,1,0.6256,0,0,0.0035,0.1122,0.135668,0,0.0941694,0,0.03,0.646970748,0.916,0,0.159,0.983516939
580,0.9983,0.668,0,0,0.0028,0.1102,0.1385612,0,0.0967901,0,0.025,0.625230846,0.926,0,0.141,0.993273599
581,0.9936,0.7117,0,0,0.0032,0.1065,0.1414379,0,0.0994332,0,0.021,0.606238794,0.941,0,0.124,0.997716121
582,0.9815,0.7541,0,0,0.0036,0.1029,0.1443302,0,0.1021804,0,0.018,0.589989164,0.956,0,0.109,0.996605124
583,0.9654,0.7943,0,0,0.0035,0.101,0.1472726,0,0.1049751,0,0.015,0.571689744,0.966,0,0.097,0.999948292
584,0.9458,0.8315,0,0,0.0029,0.0979,0.1502923,0,0.1077528,0,0.013,0.556738263,0.974,0.052322359,0.086,1
585,0.9203,0.8656,0,0,0.0036,0.0945,0.1534358,0,0.1105453,0,0.011,0.545102104,0.989,0.05873742,0.077,0.995632657
586,0.8922,0.8975,0,0,0.0032,0.0945,0.1567626,0,0.1132762,0,0.009,0.529291017,0.994,0.066566728,0.066,0.99270334
587,0.8633,0.9262,0,0,0.0033,0.0916,0.1603355,0,0.1159519,0,0.008,0.519045321,1.001,0.073891955,0.059,0.988189398
588,0.8319,0.9515,0,0,0.0042,0.0881,0.1641945,0,0.1186501,0,0.007,0.508655899,1,0.085243681,0.051,0.980287915
589,0.7991,0.9721,0,0,0.0037,0.0858,0.168386,0,0.1214935,0,0.006,0.498563924,0.999,0.095100233,0.046,0.973218625
590,0.7647,0.9869,0,0,0.0032,0.083,0.1729299,0,0.1245236,0,0.005,0.492104139,1,0.105454502,0.041,0.967043964
591,0.7331,0.9952,0,0,0.003,0.0814,0.1778242,0,0.1278249,0,0.004,0.4831743,0.992,0.116801672,0.036,0.966095976
592,0.704,0.9994,0,0,0.0031,0.0792,0.1830569,0,0.1313956,0,0.004,0.47657576,0.987,0.128779413,0.031,0.953922224
593,0.6778,1,0,0,0.0031,0.0775,0.1886194,0,0.1352536,0,0.003,0.471809139,0.975,0.144698314,0.028,0.945120336
594,0.6572,1,0,0,0.0031,0.0753,0.1944797,0,0.1393355,0,0.003,0.465978978,0.962,0.158330915,0.023,0.932323699
595,0.6416,0.9991,0,0,0.0032,0.0724,0.200615,0,0.1435936,0,0.002,0.460534177,0.949,0.172595896,0.021,0.926949143
596,0.6298,0.9921,0,0,0.0026,0.0713,0.2070001,0,0.1479821,0,0.002,0.455590813,0.93,0.189831121,0.019,0.920016
597,0,0.9822,0,0,0.0029,0.0686,0.2136025,0,0.1525118,0,0.002,0.448870313,0.91,0.20538487,0.016,0.902513899
598,0,0.9682,0,0,0.0029,0.0663,0.2203858,0,0.1571165,0,0.002,0.444103863,0.883,0.223563167,0.014,0.891144194
599,0,0.9504,0,0,0.0024,0.0652,0.2273264,0,0.1617661,0,0.001,0.441787702,0.861,0.241309343,0.012,0.880575969
600,0,0.9296,0,0,0.0031,0.0623,0.2343851,0,0.1664453,0,0.001,0.435444279,0.83,0.257903799,0.011,0.86892416
601,0,0.9063,0,0,0.0023,0.0609,0.2415304,0,0.1711281,0,0,0.428904063,0.806,0.278930912,0,0.860305085
602,0,0.8808,0,0,0.002,0.0593,0.2487347,0,0.1757773,0,0,0.423503819,0.772,0.297620232,0,0.851099523
603,0,0.8542,0,0,0.0023,0.0569,0.2559759,0,0.1804437,0,0,0.41480322,0.744,0.318115348,0,0.830918762
604,0,0.8266,0,0,0.0026,0.055,0.2632446,0,0.1852433,0,0,0.409979189,0.707,0.33886641,0,0.823762375
605,0,0.799,0,0,0.0021,0.0534,0.2705627,0,0.1902904,0,0,0.404215463,0.676,0.357308101,0,0.814741276
606,0,0.7714,0,0,0.003,0.0521,0.2779588,0,0.1956816,0,0,0.397486737,0.645,0.377171561,0,0.797379998
607,0,0.7438,0,0,0.003,0.0505,0.2854787,0,0.2014907,0,0,0.391065911,0.614,0.393302364,0,0.784890953
608,0,0.7161,0,0,0.0031,0.0474,0.2931727,0,0.2077457,0,0,0.382689378,0.576,0.418097788,0,0.773739083
609,0,0.6896,0,0,0.0025,0.047,0.3010648,0,0.2143723,0,0,0.374715,0.542,0.436507442,0,0.759625716
610,0,0.6638,0,0,0.004,0.0467,0.3091756,0,0.2212814,0,0,0.366171035,0.516,0.453337811,0,0.747160874
611,0,0.6396,0,0,0.0027,0.0449,0.3175515,0,0.2284863,0,0,0.360458436,0.482,0.476572898,0,0.72911336
612,0,0.615,0,0,0.0032,0.0439,0.3262651,0,0.2360226,0,0,0.350051135,0.454,0.497626192,0,0.721143115
613,0,0.5912,0,0,0.003,0.0432,0.3354256,0,0.2439419,0,0,0.341850602,0.424,0.515704612,0,0.712348011
614,0,0.5675,0,0,0.0035,0.0411,0.3451953,0,0.2523656,0,0,0.331846598,0.396,0.534248784,0,0.696536702
615,0,0.5467,0,0,0.0032,0.0382,0.3557065,0,0.2614304,0,0,0.321754565,0.373,0.554949871,0,0.685613302
616,0,0.526,0,0,0.0032,0.0374,0.3670094,0,0.2711361,0,0,0.315583201,0.347,0.57579806,0,0.670484562
617,0,0.5057,0,0,0.0033,0.0377,0.3790308,0,0.2814835,0,0,0.303542088,0.322,0.596238357,0,0.657920246
618,0,0.485,0,0,0.003,0.0372,0.3915582,0,0.2923985,0,0,0.293964403,0.297,0.618925682,0,0.644131706
619,0,0.4656,0,0,0.0035,0.0359,0.4042478,0,0.3037425,0,0,0.286116384,0.278,0.635317059,0,0.628001987
620,0,0.4473,0,0,0.0029,0.0352,0.4167107,0,0.3153119,0,0,0.276656831,0.255,0.654508869,0,0.619191297
621,0,0.4293,0,0,0.0033,0.0336,0.4285668,0,0.3268908,0,0,0.267310385,0.238,0.673016735,0,0.604347686
622,0,0.4111,0,0,0.0019,0.0325,0.4395212,0,0.3382017,0,0,0.257698539,0.22,0.696210817,0,0.591768518
623,0,0.3949,0,0,0.0026,0.0317,0.4494046,0,0.3490641,0,0,0.251169463,0.202,0.715092512,0,0.574974015
624,0,0.3797,0,0,0.0016,0.0321,0.4581842,0,0.3593194,0,0,0.242260246,0.188,0.732921641,0,0.568647713
625,0,0.3641,0,0,0.0023,0.0299,0.4659547,0,0.3689435,0,0,0.234034064,0.171,0.742622412,0,0.552030339
626,0,0.3473,0,0,0.0021,0.0287,0.472924,0,0.3780406,0,0,0.225455653,0.161,0.765990572,0,0.543445277
627,0,0.3324,0,0,0.0024,0.0285,0.4793632,0,0.386813,0,0,0.215824728,0.146,0.785560479,0,0.526276164
628,0,0.3197,0,0,0.0026,0.0286,0.485552,0,0.3954201,0,0,0.209529632,0.134,0.806858942,0,0.513884576
629,0,0.3079,0,0,0.0028,0.0266,0.4917384,0,0.4040956,0,0,0.202314207,0.123,0.817156365,0,0.500936573
630,0,0.2954,0,0,0.0028,0.0264,0.4980813,0,0.4129463,0,0,0.195746686,0.113,0.833020446,0,0.491227221
631,0,0.283,0,0,0.0028,0.0271,0.5046338,0,0.4219906,0,0,0.189679002,0,0.85053946,0,0.478008207
632,0,0.2715,0,0,0.0031,0.0263,0.5113373,0,0.4311721,0,0,0.181536679,0,0.86392559,0,0.472472383
633,0,0.261,0,0,0.0024,0.0254,0.5180687,0,0.4404443,0,0,0.17564191,0,0.878348232,0,0.4543661
634,0,0.2504,0,0,0.0023,0.0251,0.5246779,0,0.4496218,0,0,0.169241934,0,0.891655749,0,0.445485825
635,0,0.2389,0,0,0.0025,0.0247,0.5310284,0,0.4585866,0,0,0.163340082,0,0.90450735,0,0.432141849
636,0,0.2277,0,0,0.0023,0.0243,0.5370135,0,0.4672584,0,0,0.157464335,0,0.912832494,0,0.422469811
637,0,0.2176,0,0,0.0014,0.024,0.5425928,0,0.4755875,0,0,0.152684633,0,0.928988755,0,0.40955518
638,0,0.2088,0,0,0.0013,0.0231,0.5477534,0,0.4834716,0,0,0.147854718,0,0.935873688,0,0.401291646
639,0,0.1996,0,0,0.0011,0.0231,0.552498,0,0.4909156,0,0,0.14388378,0,0.946550077,0,0.392398444
640,0,0.1907,0,0,0.0025,0.0216,0.5568588,0,0.4978498,0,0,0.138719117,0,0.96100237,0,0.380532375
641,0,0.1821,0,0,0.0014,0.0212,0.5609161,0,0.5041854,0,0,0.134138492,0,0.964968698,0,0.37116692
642,0,0.1745,0,0,0.0024,0.022,0.5647506,0,0.5098445,0,0,0.12986314,0,0.974846512,0,0.36248321
643,0,0.1669,0,0,0.0016,0.0216,0.5684944,0,0.5148695,0,0,0.127522872,0,0.984455869,0,0.358567399
644,0,0.1601,0,0,0.0019,0.0207,0.5723252,0,0.5192922,0,0,0.123640421,0,0.988212392,0,0.345511945
645,0,0.1527,0,0,0.0016,0.0197,0.5764354,0,0.5232579,0,0,0.118847008,0,0.994600116,0,0.336100283
646,0,0.1457,0,0,0.0019,0.02,0.5809612,0,0.5269291,0,0,0.115851754,0,0.996200807,0,0.326839529
647,0,0.1388,0,0,0.0018,0.0193,0.5860327,0,0.5304143,0,0,0.111259247,0,0.99605696,0,0.318052951
648,0,0.1332,0,0,0.0018,0.019,0.5917095,0,0.5337695,0,0,0.108499687,0,0.990134553,0,0.310431555
649,0,0.1281,0,0,0.0022,0.0186,0.5979718,0,0.5370128,0,0,0.10593178,0,0.995945368,0,0.305567482
650,0,0.1234,0,0,0.0027,0.0176,0.6047498,0.018827275,0.5401068,0.011828693,0,0.102645305,0,1,0,0.297604388
651,0,0.1186,0,0,0.0019,0.0184,0.6120086,0.019348277,0.5430286,0.012220693,0,0.099619946,0,0.99431676,0,0.292579047
652,0,0.1139,0,0,0.0029,0.0175,0.6197096,0.01999358,0.5458929,0.012701292,0,0.09747453,0,0.997590754,0,0.28039796
653,0,0.1081,0,0,0.002,0.0172,0.6278619,0.021275885,0.5487704,0.013647792,0,0.095294724,0,0.993731896,0,0.27077213
654,0,0.1027,0,0,0.0029,0.017,0.6365488,0.022740591,0.5518202,0.014806891,0,0.090889243,0,0.988420461,0,0.262216407
655,0,0.099,0,0,0.0022,0.0175,0.6458756,0.024465098,0.5552501,0.01619169,0,0.089578583,0,0.986070663,0,0.257375162
656,0,0.0953,0,0,0.0022,0.0166,0.6559219,0.026253505,0.5592767,0.017708889,0,0.085558291,0,0.971724393,0,0.249804099
657,0,0.091,0,0,0.0023,0.0157,0.6667507,0.028120812,0.5639947,0.019365388,0,0.08300335,0,0.962592792,0,0.237769611
658,0,0.0867,0,0,0.0027,0.0175,0.6783841,0.03002912,0.5695779,0.021136487,0,0.079698254,0,0.948523586,0,0.235675605
659,0,0.0829,0,0,0.0026,0.0165,0.6907965,0.032080328,0.5761007,0.023052086,0,0.078364916,0,0.947826045,0,0.226674126
660,0,0.0791,0,0,0.0022,0.0169,0.7039704,0.034342137,0.5835679,0.025118185,0,0.076700543,0,0.940440719,0,0.222886761
661,0,0.0753,0,0,0.002,0.0148,0.7178769,0.036787447,0.5919316,0.027352384,0,0.073870092,0,0.925906919,0,0.218527944
662,0,0.0724,0,0,0.0025,0.0148,0.7324745,0.039469158,0.6011481,0.029734382,0,0.072129572,0,0.919260646,0,0.212269945
663,0,0.0695,0,0,0.0023,0.0155,0.7476932,0.042330269,0.6110354,0.032295981,0,0.069976729,0,0.906106668,0,0.202663093
664,0,0.0667,0,0,0.0024,0.0155,0.7633917,0.045350781,0.6214302,0.035013779,0,0.068628539,0,0.897034877,0,0.20033869
665,0,0.0638,0,0,0.0022,0.0158,0.7793242,0.048409194,0.632116,0.037880877,0,0.066296098,0,0.885486725,0,0.19363906
666,0,0.0613,0,0,0.0022,0.0138,0.7952151,0.051788907,0.6428572,0.040890775,0,0.063207845,0,0.876673411,0,0.189812822
667,0,0.0594,0,0,0.0009,0.0134,0.8107601,0.055272021,0.653422,0.044046574,0,0.062286773,0,0.863878365,0,0.183987376
668,0,0.0582,0,0,0.002,0.0148,0.8256788,0.059078336,0.6637337,0.047306372,0,0.061394663,0,0.853117722,0,0.176800917
669,0,0.0565,0,0,0.0016,0.0139,0.8397748,0.063197653,0.6737442,0.05070727,0,0.0585565,0,0.841876503,0,0.176350485
670,0,0.0554,0,0,0.0019,0.014,0.8529651,0.067900872,0.6835439,0.054249167,0,0.057218078,0,0.832284937,0,0.168118123
671,0,0.0536,0,0,0.002,0.0144,0.8652149,0.072894792,0.6932568,0.057928365,0,0.055734161,0,0.815228636,0,0.161282713
672,0,0.0517,0,0,0.0024,0.0136,0.8766009,0.078349513,0.7030456,0.061788163,0,0.053531506,0,0.809663786,0,0.159628594
673,0,0.0499,0,0,0.0028,0.0147,0.8872851,0.084227937,0.7129557,0.06586426,0,0.05246591,0,0.798632082,0,0.153121679
674,0,0.049,0,0,0.0029,0.0138,0.8974687,0.090779163,0.722977,0.070083958,0,0.051006955,0,0.785671637,0,0.152360814
675,0,0.0481,0,0,0.0023,0.0141,0.9073669,0.097811491,0.7330591,0.074465155,0,0.04934144,0,0.769978813,0,0.148627082
676,0,0.0467,0,0,0.0009,0.0137,0.9172291,0.105713823,0.7431483,0.079065053,0,0.047193853,0,0.762754546,0,0.145574637
677,0,0.0452,0,0,0.0001,0.0134,0.9271904,0.114565258,0.753149,0.08384135,0,0.046207488,0,0.745658541,0,0.138491411
678,0,0.0442,0,0,0.0001,0.0134,0.9372308,0.124432698,0.7630735,0.088791747,0,0.044726883,0,0.734805182,0,0.136281152
679,0,0.044,0,0,0.0005,0.0135,0.9472226,0.13506674,0.7730234,0.094034444,0,0.043546467,0,0.719076848,0,0.131054662
680,0,0.044,0,0,0.0001,0.0127,0.9569402,0.146824887,0.782979,0.09955824,0,0.041611439,0,0.709118901,0,0.129262929
681,0,0.044,0,0,0.001,0.0135,0.9660677,0.159503438,0.7930703,0.105318837,0,0.040967363,0,0.699365986,0,0.126872516
682,0,0.044,0,0,0.0001,0.0146,0.974315,0.173440694,0.8034653,0.111389733,0,0.039755586,0,0.685122268,0,0.119626005
683,0,0.0439,0,0,0.0001,0.013,0.9814989,0.188505354,0.8141857,0.117816429,0,0.037764405,0,0.673757018,0,0.114976008
684,0,0.0427,0,0,0.0009,0.0129,0.9875076,0.205289821,0.825201,0.124619025,0,0.037114959,0,0.656752426,0,0.113315747
685,0,0.0407,0,0,0.0003,0.0131,0.9922984,0.223485894,0.8366721,0.132030321,0,0.035374382,0,0.648353008,0,0.112051825
686,0,0.0391,0,0,0.0007,0.0132,0.995874,0.243372473,0.8484897,0.140273416,0,0.034767037,0,0.63079523,0,0.110991344
687,0,0.0388,0,0,0.0004,0.0133,0.9983058,0.264859259,0.8605841,0.14947471,0,0.033743827,0,0.627535049,0,0.104093407
688,0,0.0389,0,0,0.0008,0.0133,0.9996621,0.288333053,0.8731026,0.159781304,0,0.032318233,0,0.611552578,0,0.103025042
689,0,0.0388,0,0,0.0001,0.0122,1,0.313304553,0.8860776,0.171355497,0,0.03164211,0,0.602337734,0,0.099040562
690,0,0.0388,0,0,0.0009,0.0126,0.9993613,0.34000076,0.8993895,0.18409349,0,0.029842181,0,0.589447224,0,0.097462997
691,0,0.0388,0,0,0.0001,0.0133,0.997813,0.368425674,0.913044,0.197979081,0,0.029082142,0,0.584138609,0,0.093048897
692,0,0.0388,0,0,0.0004,0.0125,0.9953205,0.398616994,0.9268296,0.213127872,0,0.028258467,0,0.572078566,0,0.092250167
693,0,0.0388,0,0,0.0002,0.0126,0.9917813,0.430584522,0.9402351,0.229694762,0,0.027140945,0,0.565941726,0,0.091813396
694,0,0.0388,0,0,0.0001,0.0123,0.9870484,0.464280657,0.9529739,0.247732351,0,0.026761126,0,0.556131966,0,0.087795452
695,0,0.0389,0,0,0.0001,0.0119,0.9809302,0.499691599,0.9647412,0.267637039,0,0.026024394,0,0.544365187,0,0.083516032
696,0,0.0388,0,0,0.0011,0.0131,0.973146,0.536653747,0.9751286,0.289620926,0,0.024232348,0,0.533618285,0,0.08037273
697,0,0.0389,0,0,0.0011,0.0133,0.96346,0.574502098,0.983894,0.313755512,0,0.023902056,0,0.521608216,0,0.081314391
698,0,0.0382,0,0,0.0015,0.0129,0.9516838,0.612748551,0.9909841,0.340078396,0,0.023807686,0,0.516248181,0,0.077594778
699,0,0.0373,0,0,0.0012,0.0119,0.9376464,0.651342205,0.9961016,0.368749479,0,0.02297847,0,0.500602438,0,0.076882046
700,0,0.0363,0,0,0.001,0.0126,0.9212084,0.689693959,0.9990923,0.39951636,0,0.021738645,0,0.499377891,0,0.07385848
701,0,0.0354,0,0,0,0,0.902282,0.72746911,1,0.432262541,0,0,0,0.487203073,0,0.071273702
702,0,0.0344,0,0,0,0,0.8807212,0.764770359,0.9988923,0.46694402,0,0,0,0.482204139,0,0.069291638
703,0,0.0336,0,0,0,0,0.8563136,0.801113704,0.9957633,0.503510998,0,0,0,0.472907934,0,0.068062555
704,0,0.0337,0,0,0,0,0.8288843,0.835540642,0.9907207,0.541632275,0,0,0,0.464757085,0,0.064926587
705,0,0.0337,0,0,0,0,0.7983291,0.868220173,0.9835849,0.581146051,0,0,0,0.458638904,0,0.063312809
706,0,0.0337,0,0,0,0,0.7646889,0.898114392,0.9739777,0.621799927,0,0,0,0.44942435,0,0.062079233
707,0,0.0337,0,0,0,0,0.7282937,0.924489398,0.9614218,0.663160702,0,0,0,0.441472023,0,0.060530823
708,0,0.0337,0,0,0,0,0.6897996,0.947133489,0.945557,0.704494477,0,0,0,0.434276396,0,0.058499252
709,0,0.0337,0,0,0,0,0.6500604,0.966788667,0.9261498,0.745384153,0,0,0,0.427861552,0,0.057852988
710,0,0.0337,0,0,0,0,0.6100559,0.981818327,0.9034572,0.785234429,0,0,0,0.422545922,0,0.056913344
711,0,0.0337,0,0,0,0,0.5707464,0.992206269,0.8780238,0.823365506,0,0,0,0.412366889,0,0.055007651
712,0,0.0337,0,0,0,0,0.5328983,0.998379194,0.850545,0.859029485,0,0,0,0.40529862,0,0.054057005
713,0,0,0,0,0,0,0.4970036,1,0.8217494,0.891864765,0,0,0,0.403030907,0,0.05225207
714,0,0,0,0,0,0,0.463305,0.996035484,0.7923081,0.921048247,0,0,0,0.394995627,0,0.050717138
715,0,0,0,0,0,0,0.4318011,0.988265653,0.7625585,0.945968232,0,0,0,0.384413908,0,0.048672914
716,0,0,0,0,0,0,0.4023234,0.97748241,0.7325916,0.96625242,0,0,0,0.381816916,0,0.04916231
717,0,0,0,0,0,0,0.3746296,0.963026152,0.702505,0.981907811,0,0,0,0.375998507,0,0.046732566
718,0,0,0,0,0,0,0.3484529,0.945517882,0.6722174,0.992548804,0,0,0,0.368010381,0,0.046697176
719,0,0,0,0,0,0,0.3235464,0.925952604,0.6415188,0.998474001,0,0,0,0.36381342,0,0.043900522
720,0,0,0,0,0,0,0.2997213,0.903667315,0.6102866,1,0,0,0,0.35340021,0,0.043249858
721,0,0,0,0,0,0,0.2768652,0.879188217,0.5785393,0.997143202,0,0,0,0.347712052,0,0.04250467
722,0,0,0,0,0,0,0.25496,0.853305613,0.5460949,0.989757706,0,0,0,0.342772566,0,0.041186198
723,0,0,0,0,0,0,0.2341129,0.826570806,0.5130856,0.978332813,0,0,0,0.335923576,0,0.038005398
724,0,0,0,0,0,0,0.214522,0.799014596,0.479967,0.962918922,0,0,0,0.332331078,0,0.038503046
725,0,0,0,0,0,0,0.1965916,0.771455286,0.4476914,0.943671334,0,0,0,0.324592027,0,0.038795143
726,0,0,0,0,0,0,0.1807102,0.743759475,0.4171637,0.921188947,0,0,0,0.317096483,0,0.035294833
727,0,0,0,0,0,0,0,0.716347465,0.3909414,0.896248462,0,0,0,0.312643576,0,0.035892321
728,0,0,0,0,0,0,0,0.689033156,0.3694193,0.869220978,0,0,0,0.309061276,0,0.034630783
729,0,0,0,0,0,0,0,0.662253049,0.3583587,0.840848295,0,0,0,0.304026543,0,0.031705041
730,0,0,0,0,0,0,0,0.636435146,0,0.811735613,0,0,0,0.292353926,0,0.032061133
731,0,0,0,0,0,0,0,0.611583846,0,0.782444531,0,0,0,0.292476438,0,0.032014558
732,0,0,0,0,0,0,0,0.587966252,0,0.753237248,0,0,0,0.285048659,0,0.031124697
733,0,0,0,0,0,0,0,0.566023964,0,0.724644265,0,0,0,0.284597373,0,0.029134474
734,0,0,0,0,0,0,0,0.546429286,0,0.696777682,0,0,0,0.275122534,0,0.029570236
735,0,0,0,0,0,0,0,0.527894212,0,0.669883998,0,0,0,0.271812163,0,0.028125243
736,0,0,0,0,0,0,0,0.510334541,0,0.643790314,0,0,0,0.264556002,0,0.027164604
737,0,0,0,0,0,0,0,0.493899476,0,0.618588729,0,0,0,0.262103653,0,0.026337086
738,0,0,0,0,0,0,0,0.478327113,0,0.594131344,0,0,0,0.258480852,0,0.026594528
739,0,0,0,0,0,0,0,0.46241675,0,0.570529458,0,0,0,0.251073034,0,0.02489466
740,0,0,0,0,0,0,0,0.446823487,0,0.547787471,0,0,0,0.245847372,0,0.025048227
741,0,0,0,0,0,0,0,0.432336429,0,0.526237284,0,0,0,0.24411426,0,0.024272692
742,0,0,0,0,0,0,0,0.418383874,0,0.505969896,0,0,0,0.237272864,0,0.023775045
743,0,0,0,0,0,0,0,0.40489282,0,0.487146808,0,0,0,0.231353639,0,0.023721595
744,0,0,0,0,0,0,0,0.392185669,0,0.469791718,0,0,0,0.227061719,0,0.022131561
745,0,0,0,0,0,0,0,0.381004124,0,0.453735828,0,0,0,0.220410384,0,0.022199681
746,0,0,0,0,0,0,0,0.370225781,0,0.438653537,0,0,0,0.217155194,0,0.021973044
747,0,0,0,0,0,0,0,0.36005654,0,0.424488945,0,0,0,0.211281748,0,0.020497979
748,0,0,0,0,0,0,0,0.350226101,0,0.411045853,0,0,0,0.209865549,0,0.020945385
749,0,0,0,0,0,0,0,0.340921164,0,0.398181061,0,0,0,0.209768565,0,0.020806121
750,0,0,0,0,0,0,0,0.331591126,0,0.385979568,0,0,0,0.202003262,0,0.019607935
751,0,0,0,0,0,0,0,0.32248019,0,0.374625875,0,0,0,0.20093124,0,0
752,0,0,0,0,0,0,0,0.313802955,0,0.363985382,0,0,0,0.191334468,0,0
753,0,0,0,0,0,0,0,0.305812423,0,0.353980588,0,0,0,0.184653408,0,0
754,0,0,0,0,0,0,0,0.298302193,0,0.344509793,0,0,0,0.186924954,0,0
755,0,0,0,0,0,0,0,0.291239265,0,0.335497499,0,0,0,0.179556985,0,0
756,0,0,0,0,0,0,0,0.284840639,0,0.326790604,0,0,0,0.174814647,0,0
757,0,0,0,0,0,0,0,0.278566914,0,0.318392309,0,0,0,0.170785111,0,0
758,0,0,0,0,0,0,0,0.272891492,0,0.310433114,0,0,0,0.168878137,0,0
759,0,0,0,0,0,0,0,0.267358669,0,0.302968618,0,0,0,0.1684944,0,0
760,0,0,0,0,0,0,0,0.261864547,0,0.295895722,0,0,0,0.164121263,0,0
761,0,0,0,0,0,0,0,0.256835927,0,0.289180426,0,0,0,0.159188359,0,0
762,0,0,0,0,0,0,0,0.251969508,0,0.28275813,0,0,0,0.154799963,0,0
763,0,0,0,0,0,0,0,0.246997688,0,0.276522334,0,0,0,0.152556189,0,0
764,0,0,0,0,0,0,0,0.243110872,0,0.270566938,0,0,0,0.151297361,0,0
765,0,0,0,0,0,0,0,0.23991266,0,0.264967241,0,0,0,0.146333141,0,0
766,0,0,0,0,0,0,0,0.236686247,0,0.259717344,0,0,0,0.144804916,0,0
767,0,0,0,0,0,0,0,0.234618938,0,0.254826947,0,0,0,0.140808285,0,0
768,0,0,0,0,0,0,0,0.233141733,0,0.25021005,0,0,0,0.137738455,0,0
769,0,0,0,0,0,0,0,0.231159225,0,0.245570053,0,0,0,0.138070194,0,0
770,0,0,0,0,0,0,0,0.229317417,0,0.240849555,0,0,0,0.132821172,0,0
771,0,0,0,0,0,0,0,0.22748661,0,0.236076058,0,0,0,0.128981551,0,0
772,0,0,0,0,0,0,0,0.225260601,0,0.231350661,0,0,0,0.12702822,0,0
773,0,0,0,0,0,0,0,0.222887792,0,0.226710664,0,0,0,0.124376408,0,0
774,0,0,0,0,0,0,0,0.221197885,0,0.222486767,0,0,0,0.121330154,0,0
775,0,0,0,0,0,0,0,0.219472778,0,0.218784969,0,0,0,0.118035187,0,0
776,0,0,0,0,0,0,0,0.218230373,0,0.215583871,0,0,0,0.114088386,0,0
777,0,0,0,0,0,0,0,0.216925868,0,0.212819372,0,0,0,0.11623807,0,0
