Run,Rank,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector
45,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
46,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
47,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
48,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
49,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
50,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
51,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
52,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
53,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
54,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
55,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
56,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
57,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
58,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
59,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
60,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
61,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
62,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
63,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
64,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
65,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
66,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
67,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
68,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
69,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
70,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
71,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
72,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
73,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
74,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
75,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
76,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
77,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
78,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
79,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
80,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
81,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
82,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
83,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
84,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
85,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
86,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
87,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
88,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
89,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
90,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
91,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
92,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
93,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
94,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
95,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
96,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
97,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
98,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
99,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
100,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
101,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
102,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
103,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
104,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
105,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
106,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
107,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
108,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
109,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
110,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
111,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
112,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
113,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
114,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
115,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
116,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
117,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
118,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
119,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
120,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
121,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
122,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
123,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
124,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
125,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
126,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
127,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
128,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
129,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
130,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
131,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
132,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
133,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
134,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
135,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
136,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
137,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
138,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
139,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
140,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
141,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
142,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
143,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
144,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
145,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
146,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
147,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
148,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
149,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
150,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
151,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
152,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
153,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
154,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
155,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
156,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
157,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
158,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
159,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
160,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
161,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
162,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
163,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
164,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
165,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
166,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
167,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
168,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
169,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
170,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
171,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
172,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
173,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
174,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
175,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
176,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
177,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
178,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
179,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
180,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
181,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
182,0,mOrange,Blue,A,Sirius,Violet,A,DsRed2,Yel/Grn,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
183,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
184,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
185,0,mOrange,Blue,A,DsRed2,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,B,
