Run,Rank,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector,Fluorophore,Laser,Detector
188,0,Cerulean,Violet,B,Sirius,Violet,A,DsRed2,Yel/Grn,B,KO,Yel/Grn,A,mPlum,Yel/Grn,C,
189,2,Sirius,Violet,A,KO,Blue,A,mPlum,Yel/Grn,C,TagRFP,Yel/Grn,A,mScarlet,Yel/Grn,B,
190,0,KO,Yel/Grn,A,Cerulean,Violet,B,Sirius,Violet,A,DsRed2,Yel/Grn,B,mPlum,Yel/Grn,C,
191,0,Sirius,Violet,A,Cerulean,Violet,B,KO,Yel/Grn,A,DsRed2,Yel/Grn,B,mPlum,Yel/Grn,C,
192,0,KO,Yel/Grn,A,Sirius,Violet,A,Cerulean,Violet,B,DsRed2,Yel/Grn,B,mPlum,Yel/Grn,C,
193,0,KO,Yel/Grn,A,Sirius,Violet,A,Cerulean,Violet,B,DsRed2,Yel/Grn,B,mPlum,Yel/Grn,C,
194,2,KO,Blue,A,Sirius,Violet,A,mPlum,Yel/Grn,C,mScarlet,Yel/Grn,B,TagRFP,Yel/Grn,A,
195,0,DsRed2,Yel/Grn,B,KO,Yel/Grn,A,Cerulean,Violet,B,Sirius,Violet,A,mPlum,Yel/Grn,C,
196,0,DsRed2,Yel/Grn,B,Cerulean,Violet,B,Sirius,Violet,A,KO,Yel/Grn,A,mPlum,Yel/Grn,C,
197,0,DsRed2,Yel/Grn,B,Cerulean,Violet,B,KO,Yel/Grn,A,Sirius,Violet,A,mPlum,Yel/Grn,C,
198,2,KO,Blue,A,Sirius,Violet,A,mPlum,Yel/Grn,C,mScarlet,Yel/Grn,B,TagRFP,Yel/Grn,A,
199,0,Sirius,Violet,A,KO,Yel/Grn,A,DsRed2,Yel/Grn,B,Cerulean,Violet,B,mPlum,Yel/Grn,C,
