wl,abs,Data copyright Molecular Probes
300,15.39731
301,15.51155
302,15.62579
303,15.67657
304,15.72734
305,15.77812
306,15.8162
307,15.84158
308,15.90505
309,15.94313
310,15.96852
311,16.08276
312,16.13354
313,16.17162
314,16.22239
315,16.24778
316,16.29855
317,16.37471
318,16.42549
319,16.51434
320,16.6032
321,16.66667
322,16.75552
323,16.94592
324,17.07286
325,17.1871
326,17.33943
327,17.44098
328,17.52983
329,17.61868
330,17.66946
331,17.73293
332,17.66946
333,17.5806
334,17.44098
335,17.21249
336,17.02209
337,16.78091
338,16.34933
339,16.04468
340,15.66387
341,15.07997
342,14.67377
343,14.28027
344,13.75984
345,13.37903
346,13.02361
347,12.49048
348,12.09698
349,11.71617
350,11.24651
351,10.85301
352,10.39604
353,9.748668
354,9.253617
355,8.707794
356,7.98426
357,7.438437
358,6.917999
359,6.219852
360,5.699416
361,5.21706
362,4.671237
363,4.290429
364,3.935009
365,3.554202
366,3.313024
367,3.084539
368,2.894136
369,2.7672
370,2.678345
371,2.640264
372,2.614877
373,2.62757
374,2.716426
375,2.7672
376,2.843361
377,2.982991
378,3.12262
379,3.262249
380,3.452653
381,3.617669
382,3.769992
383,4.036558
384,4.239655
385,4.50622
386,4.823559
387,5.052043
388,5.318609
389,5.661335
390,5.940594
391,6.219852
392,6.626047
393,6.905306
394,7.260726
395,7.755775
396,8.12389
397,8.530084
398,9.050521
399,9.456716
400,9.90099
401,10.52298
402,10.96725
403,11.43691
404,12.07159
405,12.55395
406,13.08708
407,13.79792
408,14.31836
409,14.86418
410,15.56233
411,16.12084
412,16.70475
413,17.42828
414,17.94872
415,18.51993
416,19.23077
417,19.75121
418,20.32242
419,21.02056
420,21.55369
421,22.11221
422,22.79766
423,23.3181
424,23.86392
425,24.54938
426,25.01904
427,25.52678
428,26.18685
429,26.65651
430,27.12617
431,27.71008
432,28.15435
433,28.54786
434,29.0429
435,29.38563
436,29.71566
437,30.10917
438,30.36304
439,30.56613
440,30.80731
441,30.94694
442,31.0358
443,31.08657
444,31.08657
445,31.0358
446,30.90886
447,30.74384
448,30.55344
449,30.2361
450,29.93145
451,29.58873
452,29.11906
453,28.68748
454,28.21782
455,27.55775
456,26.97385
457,26.40264
458,25.61564
459,24.93019
460,24.24473
461,23.34349
462,22.59457
463,21.87103
464,20.88093
465,20.05585
466,19.25616
467,18.22798
468,17.40289
469,16.62859
470,15.63849
471,14.83879
472,14.08987
473,13.15055
474,12.40162
475,11.71617
476,10.8657
477,10.19294
478,9.596344
479,8.83473
480,8.288906
481,7.781163
482,7.146484
483,6.664128
484,6.257934
485,5.762884
486,5.420157
487,5.102818
488,4.722011
489,4.455446
490,4.226961
491,3.947702
492,3.744605
493,3.566895
494,3.351104
495,3.198781
496,3.071846
497,2.94491
498,2.856055
499,2.779893
500,2.691038
501,2.640264
502,2.602183
503,2.576796
504,2.564102
505,2.551409
506,2.564102
507,2.576796
508,2.602183
509,2.678345
510,2.716426
511,2.7672
512,2.856055
513,2.919523
514,3.008378
515,3.12262
516,3.224169
517,3.325717
518,3.490734
519,3.617669
520,3.744605
521,3.935009
522,4.087332
523,4.226961
524,4.455446
525,4.620462
526,4.785479
527,5.039351
528,5.229754
529,5.407464
530,5.699416
531,5.902514
532,6.10561
533,6.410257
534,6.638741
535,6.867225
536,7.209952
537,7.476517
538,7.743082
