wl,abs,wl,em
300,5.434504,480,1.98263
301,5.408869,481,2.358502
302,5.331966,482,2.731223
303,5.293514,483,3.280847
304,5.255063,484,3.972699
305,5.203794,485,4.868438
306,5.165342,486,5.910693
307,5.152525,487,7.186718
308,5.114073,488,8.690966
309,5.101256,489,10.54423
310,5.088439,490,12.67804
311,5.024353,491,14.96694
312,4.960267,492,17.65756
313,4.908998,493,20.72128
314,4.793643,494,24.23287
315,4.652653,495,28.21225
316,4.486029,496,32.42478
317,4.255319,497,37.64753
318,3.998975,498,43.40514
319,3.716995,499,48.96077
320,3.358113,500,54.77639
321,3.088952,501,60.8186
322,2.832607,502,66.83533
323,2.524994,503,72.42033
324,2.281466,504,77.69075
325,2.050756,505,82.92599
326,1.781594,506,87.71851
327,1.589336,507,91.02672
328,1.448347,508,94.15601
329,1.243271,509,97.02215
330,1.089464,510,98.46549
331,0.9741092,511,99.55213
332,0.845937,512,100
333,0.7433991,513,99.39149
334,0.6536786,514,98.5269
335,0.5639579,515,96.65056
336,0.4614201,516,94.72114
337,0.3845168,517,92.04414
338,0.3332479,518,89.9257
339,0.3332479,519,87.1245
340,0.3204307,520,84.04111
341,0.2435273,521,81.10903
342,0.2435273,522,77.97646
343,0.2178929,523,74.72009
344,0.1794412,524,71.8146
345,0.1922584,525,69.27365
346,0.1794412,526,66.59765
347,0.1794412,527,64.27924
348,0.1794412,528,62.15792
349,0.1794412,529,60.01188
350,0.1794412,530,58.23314
351,0.2050756,531,56.17737
352,0.1794412,532,54.77299
353,0.1922584,533,52.95957
354,0.166624,534,51.82237
355,0.1794412,535,50.63574
356,0.2178929,536,49.37069
357,0.2050756,537,48.28216
358,0.2178929,538,47.29589
359,0.2307101,539,45.86326
360,0.2050756,540,44.8616
361,0.2307101,541,44.39684
362,0.2691617,542,43.19672
363,0.2691617,543,42.15472
364,0.2691617,544,41.48493
365,0.2691617,545,40.03919
366,0.281979,546,39.28706
367,0.3076134,547,38.32248
368,0.2947962,548,37.21743
369,0.3076134,549,36.07078
370,0.3716996,550,35.05803
371,0.3845168,551,34.16506
372,0.397334,552,33.06644
373,0.4357857,553,32.14486
374,0.4486029,554,30.92683
375,0.4742374,555,29.9306
376,0.5255063,556,28.74019
377,0.5383235,557,27.53692
378,0.5639579,558,26.70208
379,0.5895924,559,25.67723
380,0.6152269,560,24.68162
381,0.6536786,561,23.75083
382,0.6921303,562,22.80302
383,0.7690336,563,21.81561
384,0.8331198,564,20.79971
385,0.9228403,565,19.99261
386,0.9997436,566,19.17114
387,1.06383,567,18.43402
388,1.102281,568,17.62087
389,1.179185,569,16.98714
390,1.256088,570,16.21333
391,1.332992,571,15.63042
392,1.397078,572,15.00767
393,1.461164,573,14.41416
394,1.576519,574,13.94272
395,1.704691,575,13.36308
396,1.820046,576,12.83086
397,1.935401,577,12.38992
398,2.089208,578,11.97925
399,2.21738,579,11.49696
400,2.371187,580,11.15135
401,2.563445,581,10.77018
402,2.717252,582,10.40755
403,2.871059,583,9.844431
404,3.088952,584,9.569935
405,3.255575,585,9.261141
406,3.435017,586,8.851855
407,3.691361,587,8.681382
408,3.909254,588,8.134659
409,4.139964,589,7.825992
410,4.460395,590,7.650349
411,4.729557,591,7.364378
412,4.973084,592,7.028476
413,5.319149,593,6.775919
414,5.601128,594,6.59662
415,5.895924,595,6.198808
416,6.318892,596,6.07234
417,6.664958,597,5.833274
418,6.998206,598,5.557139
419,7.48526,599,5.425249
420,7.869777,600,5.314795
421,8.267111,601,5.116078
422,8.843886,602,4.974606
423,9.292489,603,4.753445
424,9.753909,604,4.652447
425,10.4204,605,4.490296
426,10.94591,606,4.288301
427,11.50987,607,4.218574
428,12.29172,608,4.045453
