wl,abs,wl,em
280,11.89028,380,1.845593
281,10.90697,381,2.492077
282,10.13068,382,3.137719
283,9.444947,383,3.755371
284,8.539268,384,4.983522
285,7.969983,385,6.640347
286,7.46539,386,8.904513
287,6.831414,387,12.16787
288,6.456204,388,17.20674
289,6.106871,389,23.18692
290,5.73166,390,29.48193
291,5.485832,391,37.66462
292,5.265882,392,46.40456
293,4.981239,393,55.54162
294,4.813042,394,64.67426
295,4.670721,395,73.88391
296,4.489584,396,80.98492
297,4.347263,397,86.8763
298,4.243757,398,90.43385
299,4.166128,399,92.97034
300,4.140251,400,93.11028
301,4.153189,401,92.66413
302,4.230819,402,89.8162
303,4.308449,403,86.6888
304,4.399017,404,83.1367
305,4.554276,405,79.298
306,4.683659,406,75.26505
307,4.787165,407,71.39478
308,4.877733,408,69.09589
309,4.955363,409,67.3431
310,5.071807,410,66.78248
311,5.27882,411,66.92664
312,5.459956,412,68.72215
313,5.744598,413,71.12415
314,6.249192,414,74.5687
315,6.689093,415,78.62816
316,7.258378,416,82.66679
317,8.138181,417,87.36305
318,8.82391,418,91.71398
319,9.4967,419,95.34435
320,10.3765,420,97.65229
321,10.95873,421,99.47978
322,11.4245,422,100
323,11.86441,423,98.12137
324,12.05848,424,96.90332
325,12.22668,425,94.1082
326,12.57601,426,90.58537
327,12.93828,427,86.37881
328,13.61108,428,81.08551
329,14.89196,429,76.16113
330,16.1211,430,71.56713
331,17.62194,431,66.98935
332,20.02846,432,62.88527
333,21.94333,433,58.51119
334,23.7935,434,54.96416
335,26.25178,435,52.2728
336,27.76556,436,50.18351
337,28.83944,437,48.73902
338,29.46047,438,47.53128
339,29.29228,439,46.60891
340,28.80062,440,46.3408
341,27.95963,441,46.8928
342,27.57148,442,47.38734
343,27.53267,443,47.41154
344,28.41247,444,48.34781
345,29.78393,445,48.61233
346,31.73761,446,48.49343
347,35.4509,447,47.98373
348,38.65959,448,47.4067
349,42.14,449,46.22632
350,47.22474,450,45.14274
351,51.02859,451,43.66711
352,54.79364,452,42.12329
353,59.47729,453,40.27959
354,61.97438,454,38.42643
355,63.21646,455,36.75382
356,62.36253,456,34.81647
357,59.95601,457,32.35807
358,56.52736,458,30.23195
359,51.27442,459,28.96382
360,47.94928,460,27.05467
361,45.52982,461,25.69646
362,44.13249,462,24.33994
363,44.71471,463,22.75951
364,46.69427,464,21.4234
365,51.42968,465,21.24999
366,55.89339,466,20.43663
367,60.84875,467,19.30381
368,68.22357,468,18.50728
369,74.27869,469,17.94055
370,80.92897,470,18.21455
371,90.3351,471,17.49883
372,96.22202,472,17.42749
373,100,473,17.06953
374,98.29214,474,16.89318
375,92.98745,475,16.76501
376,85.22448,476,16.42052
377,72.88136,477,16.17303
378,64.00569,478,15.69912
379,56.07452,479,15.1728
380,47.54819,480,14.60523
381,43.18799,481,13.76535
382,40.31569,482,13.37161
383,38.85367,483,12.77289
384,39.48764,484,12.11925
385,41.45426,485,11.60746
386,45.93091,486,11.09208
387,50.04528,487,10.44665
388,54.50899,488,10.01839
389,61.08164,489,9.577513
390,66.55453,490,8.954598
391,73.03661,491,8.486992
392,83.30961,492,8.103354
393,90.42567,493,7.63722
394,95.14815,494,7.267891
395,94.48829,495,6.922763
396,88.21323,496,6.569217
397,78.54832,497,6.401283
398,62.9577,498,6.126654
399,51.61082,499,6.003965
400,41.33782,500,5.844448
401,29.68042,501,5.66031
402,23.00427,502,5.516577
403,17.64782,503,5.326756
404,12.03261,504,5.104106
405,8.953293,505,4.913234
406,6.611464,506,4.818534
407,4.386078,507,4.734988
408,3.273386,508,4.373235
409,2.471212,509,4.294108
410,1.707854,510,4.254544
411,1.35852,511,4.072931
412,1.112692,512,4.025371
413,0.8798034,513,4.007062
414,0.7504205,514,3.628895
415,0.6598525,515,3.612901
416,0.5822228,516,3.341639
417,0.5434079,517,3.250096
418,0.4916548,518,3.158342
419,0.4399017,519,3.098787
420,0.4140251,520,2.957789
421,0.3881485,521,2.904968
422,0.3493337,522,2.661905
423,0.3105188,523,2.682318
424,0.2975805,524,2.559208
425,0.271704,525,2.521328
426,0.2458274,526,2.325616
427,0.2328891,527,2.351079
428,0.2328891,528,2.28479
429,0.2199508,529,2.126115
430,0.2199508,530,1.955445
431,0.2070125,531,1.957339
432,0.1940743,532,1.975858
433,0.1940743,533,1.807713
434,0.1940743,534,1.861587
435,0.1940743,535,1.733006
436,0.2070125,536,1.723325
437,0.2070125,537,1.647355
438,0.1940743,538,1.513302
439,0.2070125,539,1.609264
440,0.2070125,540,1.545079
441,0.181136,541,1.5314
442,0.181136,542,1.547394
443,0.181136,543,1.410816
444,0.181136,544,1.449748
445,0.181136,545,1.368096
446,0.181136,546,1.308119
447,0.1681977,547,1.332741
448,0.1681977,548,1.323271
449,0.1681977,549,1.247301
450,0.181136,550,1.291705
,,551,1.215945
,,552,1.182274
,,553,1.100201
,,554,1.238673
,,555,1.195532
,,556,1.177434
,,557,1.171541
,,558,1.102095
,,559,1.107356
,,560,1.068213
,,561,1.054324
,,562,0.9836148
,,563,1.02381
,,564,0.9606765
,,565,1.029071
,,566,0.9177459
,,567,0.960466
,,568,0.9402634
,,569,0.9621496
,,570,0.911643
,,571,0.8687124
,,572,0.8941762
,,573,0.8541918
,,574,0.8794451
,,575,0.8887047
,,576,0.8344101
,,577,0.7668576
,,578,0.8466158
,,579,0.9074341
,,580,0.780326
,,581,0.780326
,,582,0.8657662
,,583,0.8118926
,,584,0.7988451
,,585,0.8341997
,,586,0.8464054
,,587,0.7750649
,,588,0.8072628
,,589,0.7163511
,,590,0.7607548
,,591,0.7683307
,,592,0.7780111
,,593,0.7700142
,,594,0.7662263
,,595,0.6999364
,,596,0.6307004
,,597,0.7159302
,,598,0.7538101
,,599,0.7502326
,,600,0.6574268
Data Copyright MP Inc.
